University_Name_Location,年份,最低,最高,平均,录取人数,录取批次,Topic
桂林工学院,2014,,,534,,第二批,理科
桂林工学院,2013,533,560,540,31,第二批,理科
桂林工学院,2013,425,526,457,48,专科,理科
桂林工学院,2012,518,569,540,29,第二批,理科
桂林工学院,2012,412,512,449,49,专科,理科
桂林工学院,2011,516,536,522,38,第二批,理科
桂林工学院,2011,387,485,422,39,专科,理科
桂林工学院,2008,508,539,517,24,提前批,理科
桂林工学院,2014,,,544,,第二批,文科
桂林工学院,2013,549,559,554,4,第二批,文科
桂林工学院,2013,427,505,462,26,专科,文科
桂林工学院,2012,548,562,551,6,第二批,文科
桂林工学院,2012,450,491,465,27,专科,文科
桂林工学院,2011,536,565,544,8,第二批,文科
桂林工学院,2011,439,484,452,16,专科,文科
桂林工学院,2008,526,562,542,4,提前批,文科
广西医科大学,2014,,,580,,第一批,理科
广西医科大学,2013,587,604,594,10,第一批,理科
广西医科大学,2012,588,604,592,11,第一批,理科
广西医科大学,2012,420,474,435,5,专科,理科
广西医科大学,2011,568,590,573,13,第一批,理科
广西医科大学,2010,625,648,634,10,第一批,理科
广西医科大学,2009,570,576,573,2,第一批,理科
广西医科大学,2009,532,547,537,8,第二批,理科
广西医科大学,2008,565,590,573,12,第一批,理科
广西医科大学,2010,501,511,506,2,第一批,文科
广西医科大学,2010,570,577,573,2,第二批,文科
广西医科大学,2009,511,511,511,2,第二批,文科
右江民族医学院,2014,,,522,,第二批,理科
右江民族医学院,2013,509,550,530,25,第二批,理科
右江民族医学院,2013,402,470,432,20,专科,理科
右江民族医学院,2012,522,557,530,30,第二批,理科
右江民族医学院,2012,401,496,443,30,专科,理科
右江民族医学院,2011,504,539,513,20,第二批,理科
右江民族医学院,2011,370,477,405,43,专科,理科
右江民族医学院,2010,479,569,513,30,第一批,理科
右江民族医学院,2010,567,598,575,10,第二批,理科
右江民族医学院,2009,495,505,497,25,第二批,理科
广西中医学院,2014,,,534,,第二批,理科
广西中医学院,2013,533,566,547,19,第二批,理科
广西中医学院,2012,538,579,554,19,第二批,理科
广西中医学院,2011,520,543,526,13,第二批,理科
广西中医学院,2010,,602,585,15,第二批,理科
广西中医学院,2008,505,534,512,18,提前批,理科
广西中医学院,2014,,,564,,第二批,文科
广西中医学院,2013,573,587,581,11,第二批,文科
广西中医学院,2012,555,574,567,11,第二批,文科
广西中医学院,2011,541,573,562,7,第二批,文科
广西中医学院,2010,,587,580,5,第二批,文科
广西中医学院,2008,547,558,552,6,提前批,文科
桂林医学院,2014,,,523,,第二批,理科
桂林医学院,2013,515,545,537,8,第二批,理科
桂林医学院,2012,532,555,543,8,第二批,理科
桂林医学院,2011,497,537,524,10,第二批,理科
桂林医学院,2010,577,590,580,10,第二批,理科
桂林医学院,2009,497,526,506,14,第二批,理科
桂林医学院,2008,512,537,521,15,提前批,理科
桂林医学院,2014,,,539,,第二批,文科
桂林医学院,2013,546,548,547,2,第二批,文科
桂林医学院,2012,543,543,543,2,第二批,文科
桂林医学院,2010,426,471,447,6,第二批,文科
广西师范大学,2014,,,526,,第二批,理科
广西师范大学,2013,526,542,531,14,第二批,理科
广西师范大学,2011,504,528,512,10,第二批,理科
广西师范大学,2010,571,621,587,9,第二批,理科
广西师范大学,2009,507,532,515,12,第二批,理科
广西师范大学,2008,500,508,503,4,提前批,理科
广西师范大学,2014,,,555,,第二批,文科
广西师范大学,2013,554,575,566,8,第二批,文科
广西师范大学,2011,550,557,554,6,第二批,文科
广西师范大学,2010,555,583,567,6,第二批,文科
广西师范大学,2009,495,516,503,12,第二批,文科
广西师范大学,2008,536,550,542,6,提前批,文科
广西师范学院,2014,,,505,,第二批,理科
广西师范学院,2012,525,536,531,3,第二批,理科
广西师范学院,2011,503,545,513,5,第二批,理科
广西师范学院,2010,570,584,574,5,第二批,理科
广西师范学院,2009,509,519,515,4,第二批,理科
广西师范学院,2008,506,550,518,6,提前批,理科
广西师范学院,2014,,,537,,第二批,文科
广西师范学院,2013,547,552,550,3,第二批,文科
广西师范学院,2012,547,553,550,5,第二批,文科
广西师范学院,2011,540,549,544,5,第二批,文科
广西师范学院,2010,556,567,562,6,第二批,文科
广西师范学院,2009,491,501,493,9,第二批,文科
广西师范学院,2008,519,545,532,14,提前批,文科
河池学院,2014,,,511,,第二批,理科
河池学院,2013,508,516,510,20,第二批,理科
河池学院,2012,520,522,521,10,第二批,理科
河池学院,2012,396,470,437,3,专科,理科
河池学院,2011,499,503,501,20,第二批,理科
河池学院,2011,378,470,408,9,专科,理科
河池学院,2010,428,544,482,27,第一批,理科
河池学院,2010,574,574,574,1,第二批,理科
河池学院,2009,495,507,499,15,第二批,理科
河池学院,2008,500,522,508,15,提前批,理科
河池学院,2013,541,544,542,5,第二批,文科
河池学院,2012,540,542,541,19,第二批,文科
河池学院,2012,431,509,471,9,专科,文科
河池学院,2011,530,534,532,15,第二批,文科
河池学院,2011,403,501,445,7,专科,文科
河池学院,2010,441,528,490,17,第一批,文科
河池学院,2010,523,552,548,,第二批,文科
河池学院,2009,478,502,487,15,第二批,文科
河池学院,2008,514,522,518,15,提前批,文科
玉林师范学院,2014,,,505,,第二批,理科
玉林师范学院,2013,514,541,517,10,第二批,理科
玉林师范学院,2012,520,526,522,5,第二批,理科
玉林师范学院,2011,498,530,507,6,第二批,理科
玉林师范学院,2011,376,491,412,5,专科,理科
玉林师范学院,2010,433,548,481,12,第一批,理科
玉林师范学院,2010,507,566,560,,第二批,理科
玉林师范学院,2009,500,509,502,5,第二批,理科
玉林师范学院,2008,500,509,504,10,提前批,理科
玉林师范学院,2014,,,533,,第二批,文科
玉林师范学院,2012,542,549,544,9,第二批,文科
玉林师范学院,2011,534,538,535,6,第二批,文科
玉林师范学院,2011,418,519,444,20,专科,文科
玉林师范学院,2010,566,566,566,1,第二批,文科
玉林师范学院,2009,478,486,480,12,第二批,文科
玉林师范学院,2008,514,523,519,10,提前批,文科
广西艺术学院,2014,,,532,,第二批,文科
广西艺术学院,2012,547,547,547,1,第二批,文科
广西民族大学,2014,,,527,,第二批,理科
广西民族大学,2013,537,559,546,15,第二批,理科
广西民族大学,2012,533,592,545,20,第二批,理科
广西民族大学,2011,509,535,516,20,第二批,理科
广西民族大学,2011,438,496,457,8,专科,理科
广西民族大学,2010,468,521,503,7,第一批,理科
广西民族大学,2010,567,606,576,18,第二批,理科
广西民族大学,2009,506,538,514,17,第二批,理科
广西民族大学,2008,509,546,523,21,提前批,理科
广西民族大学,2014,,,557,,第二批,文科
广西民族大学,2013,562,585,573,13,第二批,文科
广西民族大学,2012,552,581,563,17,第二批,文科
广西民族大学,2011,529,575,557,17,第二批,文科
广西民族大学,2011,465,518,484,11,专科,文科
广西民族大学,2010,476,514,491,12,第一批,文科
广西民族大学,2010,563,586,574,18,第二批,文科
广西民族大学,2009,493,519,502,25,第二批,文科
广西民族大学,2008,524,554,533,18,提前批,文科
百色学院,2010,503,508,505,8,第二批,理科
百色学院,2009,502,506,503,4,第二批,理科
百色学院,2008,503,509,506,2,提前批,理科
百色学院,2009,481,492,487,4,第二批,文科
百色学院,2008,514,518,515,4,提前批,文科
西南石油大学,2014,,,542,,第二批,理科
西南石油大学,2013,552,582,563,21,第二批,理科
西南石油大学,2013,444,487,464,12,专科,理科
西南石油大学,2012,541,585,555,20,第二批,理科
西南石油大学,2012,437,482,457,13,专科,理科
西南石油大学,2011,532,579,553,20,第二批,理科
西南石油大学,2011,397,475,438,12,专科,理科
西南石油大学,2010,487,561,529,12,第一批,理科
西南石油大学,2010,605,626,613,10,第二批,理科
西南石油大学,2009,521,563,537,85,第二批,理科
西南石油大学,2008,516,566,539,15,提前批,理科
西南石油大学,2015,574,593,,12,第一批,文科
西南石油大学,2014,,,554,,第二批,文科
西南石油大学,2013,554,561,557,5,第二批,文科
西南石油大学,2013,449,471,457,3,专科,文科
西南石油大学,2012,545,564,552,5,第二批,文科
西南石油大学,2012,480,515,493,3,专科,文科
西南石油大学,2011,536,544,541,5,第二批,文科
西南石油大学,2011,439,502,478,3,专科,文科
西南石油大学,2010,502,548,518,3,第一批,文科
西南石油大学,2010,567,572,569,5,第二批,文科
西南石油大学,2009,489,511,500,10,第二批,文科
西南石油大学,2008,532,552,542,5,提前批,文科
成都理工大学,2014,,,543,,第二批,理科
成都理工大学,2013,520,566,547,20,第二批,理科
成都理工大学,2012,545,581,565,16,第二批,理科
成都理工大学,2011,537,567,544,28,第二批,理科
成都理工大学,2011,393,428,413,8,专科,理科
成都理工大学,2010,597,625,605,22,第二批,理科
成都理工大学,2009,522,558,538,58,第二批,理科
成都理工大学,2008,523,551,534,33,提前批,理科
成都理工大学,2014,,,559,,第二批,文科
成都理工大学,2013,568,575,571,10,第二批,文科
成都理工大学,2012,563,570,565,4,第二批,文科
成都理工大学,2011,537,574,557,17,第二批,文科
成都理工大学,2011,461,486,474,2,专科,文科
成都理工大学,2010,558,585,575,13,第二批,文科
成都理工大学,2009,493,523,506,13,第二批,文科
成都理工大学,2008,527,562,543,9,提前批,文科
重庆邮电大学,2014,,,476,,第二批,理科
重庆邮电大学,2013,543,588,559,76,第二批,理科
重庆邮电大学,2012,553,587,572,53,第二批,理科
重庆邮电大学,2011,545,577,556,53,第二批,理科
重庆邮电大学,2010,,627,609,55,第二批,理科
重庆邮电大学,2009,541,572,552,114,第一批,理科
重庆邮电大学,2008,547,584,557,35,提前批,理科
重庆邮电大学,2014,,,498,,第二批,文科
重庆交通大学,2014,,,548,,第二批,理科
重庆交通大学,2013,546,569,554,45,第二批,理科
重庆交通大学,2012,546,569,556,45,第二批,理科
重庆交通大学,2011,531,570,542,51,第二批,理科
重庆交通大学,2010,,619,598,45,第二批,理科
重庆交通大学,2009,517,557,536,48,第二批,理科
重庆交通大学,2008,530,553,537,45,提前批,理科
重庆交通大学,2009,486,522,509,12,第二批,文科
西南科技大学,2014,,,526,,第二批,理科
西南科技大学,2013,526,545,534,37,第二批,理科
西南科技大学,2012,533,560,542,37,第二批,理科
西南科技大学,2011,515,540,524,37,第二批,理科
西南科技大学,2011,409,459,424,6,专科,理科
西南科技大学,2010,509,557,525,7,第一批,理科
西南科技大学,2010,571,602,580,34,第二批,理科
西南科技大学,2009,510,533,519,35,第二批,理科
西南科技大学,2008,510,544,521,40,提前批,理科
西南科技大学,2014,,,545,,第二批,文科
西南科技大学,2013,546,584,565,23,第二批,文科
西南科技大学,2012,557,573,563,23,第二批,文科
西南科技大学,2011,544,573,550,23,第二批,文科
西南科技大学,2011,478,487,482,4,专科,文科
西南科技大学,2010,481,493,488,4,第一批,文科
西南科技大学,2010,554,584,565,27,第二批,文科
西南科技大学,2009,486,513,501,25,第二批,文科
西南科技大学,2008,525,553,537,25,提前批,文科
成都信息工程大学,2014,,,537,,第二批,理科
成都信息工程大学,2013,530,580,545,31,第二批,理科
成都信息工程大学,2012,538,575,549,23,第二批,理科
成都信息工程大学,2011,507,566,535,29,第二批,理科
成都信息工程大学,2010,583,618,591,22,第二批,理科
成都信息工程大学,2009,506,558,525,39,第二批,理科
成都信息工程大学,2008,470,563,531,12,提前批,理科
成都信息工程大学,2014,,,558,,第二批,文科
成都信息工程大学,2013,564,576,569,5,第二批,文科
成都信息工程大学,2012,556,562,559,5,第二批,文科
成都信息工程大学,2011,549,564,553,6,第二批,文科
成都信息工程大学,2010,554,568,558,7,第二批,文科
成都信息工程大学,2009,481,510,496,6,第二批,文科
成都信息工程大学,2008,527,546,536,8,提前批,文科
中国民用航空飞行学院,2014,,,550,,第二批,理科
中国民用航空飞行学院,2014,,,516,,提前批,理科
中国民用航空飞行学院,2013,543,572,551,37,第二批,理科
中国民用航空飞行学院,2013,484,498,492,4,专科,理科
中国民用航空飞行学院,2012,544,570,553,41,第二批,理科
中国民用航空飞行学院,2012,489,517,504,7,专科,理科
中国民用航空飞行学院,2011,524,570,537,41,第二批,理科
中国民用航空飞行学院,2011,461,498,481,6,专科,理科
中国民用航空飞行学院,2010,538,564,554,6,第一批,理科
中国民用航空飞行学院,2010,586,611,593,43,第二批,理科
中国民用航空飞行学院,2009,506,536,522,39,第二批,理科
中国民用航空飞行学院,2009,435,458,448,3,提前批,理科
中国民用航空飞行学院,2008,516,573,533,30,提前批,理科
中国民用航空飞行学院,2014,,,545,,提前批,文科
中国民用航空飞行学院,2013,546,554,550,2,第二批,文科
中国民用航空飞行学院,2012,552,575,567,6,第二批,文科
中国民用航空飞行学院,2012,523,542,532,2,专科,文科
中国民用航空飞行学院,2011,559,560,560,2,第二批,文科
中国民用航空飞行学院,2011,484,484,484,1,专科,文科
中国民用航空飞行学院,2010,494,494,494,1,第一批,文科
中国民用航空飞行学院,2010,566,576,571,2,第二批,文科
中国民用航空飞行学院,2009,492,495,493,2,第二批,文科
中国民用航空飞行学院,2009,423,437,428,3,提前批,文科
中国民用航空飞行学院,2008,532,532,532,1,提前批,文科
重庆医科大学,2014,,,564,,第二批,理科
重庆医科大学,2013,572,608,580,20,第二批,理科
重庆医科大学,2012,581,586,583,15,第二批,理科
重庆医科大学,2011,555,580,564,10,第二批,理科
重庆医科大学,2010,,624,616,20,第二批,理科
重庆医科大学,2009,542,608,565,40,第一批,理科
重庆医科大学,2008,564,587,570,14,第一批,理科
四川医科大学,2014,,,533,,第二批,理科
四川医科大学,2013,517,552,536,14,第二批,理科
四川医科大学,2012,537,559,546,13,第二批,理科
四川医科大学,2011,505,525,514,14,第二批,理科
四川医科大学,2010,569,608,579,12,第二批,理科
四川医科大学,2009,498,506,502,10,第二批,理科
四川医科大学,2008,506,509,507,5,提前批,理科
四川医科大学,2013,561,570,565,6,第二批,文科
四川医科大学,2012,548,554,551,2,第二批,文科
四川医科大学,2010,555,584,565,3,第二批,文科
成都中医药大学,2014,,,552,,第二批,理科
成都中医药大学,2013,521,571,555,10,第二批,理科
成都中医药大学,2012,565,578,572,6,第二批,理科
成都中医药大学,2011,536,554,544,6,第二批,理科
成都中医药大学,2010,583,601,592,6,第二批,理科
成都中医药大学,2009,545,545,545,1,第一批,理科
成都中医药大学,2009,515,529,524,4,第二批,理科
成都中医药大学,2008,510,535,521,10,提前批,理科
成都中医药大学,2014,,,576,,第二批,文科
成都中医药大学,2012,556,591,571,4,第二批,文科
成都中医药大学,2011,554,561,559,4,第二批,文科
成都中医药大学,2010,568,592,583,4,第二批,文科
成都中医药大学,2009,518,535,526,2,第一批,文科
成都中医药大学,2009,513,519,516,4,第二批,文科
川北医学院,2014,,,527,,第二批,理科
川北医学院,2013,533,543,537,5,第二批,理科
川北医学院,2012,537,548,543,5,第二批,理科
川北医学院,2011,505,533,517,10,第二批,理科
川北医学院,2010,577,594,581,10,第二批,理科
川北医学院,2009,495,518,500,20,第二批,理科
川北医学院,2008,512,536,522,17,提前批,理科
川北医学院,2010,525,550,539,10,第二批,文科
四川师范大学,2014,,,530,,第二批,理科
四川师范大学,2013,520,564,542,23,第二批,理科
四川师范大学,2012,540,585,554,13,第二批,理科
四川师范大学,2011,512,532,522,8,第二批,理科
四川师范大学,2010,573,613,585,16,第二批,理科
四川师范大学,2009,506,529,512,44,第二批,理科
四川师范大学,2008,511,540,524,30,提前批,理科
四川师范大学,2014,,,560,,第二批,文科
四川师范大学,2013,571,591,576,27,第二批,文科
四川师范大学,2012,561,576,569,12,第二批,文科
四川师范大学,2011,546,567,561,5,第二批,文科
四川师范大学,2010,573,582,576,8,第二批,文科
四川师范大学,2009,498,529,507,13,第二批,文科
四川师范大学,2008,539,565,549,20,提前批,文科
绵阳师范学院,2014,,,502,,第二批,理科
绵阳师范学院,2012,518,518,518,1,第二批,理科
绵阳师范学院,2011,505,505,505,1,第二批,理科
绵阳师范学院,2010,502,560,560,,第二批,理科
绵阳师范学院,2009,496,496,496,1,第二批,理科
绵阳师范学院,2014,,,530,,第二批,文科
绵阳师范学院,2012,536,537,537,3,第二批,文科
绵阳师范学院,2011,543,543,543,1,第二批,文科
绵阳师范学院,2010,534,548,548,,第二批,文科
绵阳师范学院,2009,492,492,492,1,第二批,文科
绵阳师范学院,2008,514,519,516,2,提前批,文科
内江师范学院,2012,516,522,519,2,第二批,理科
内江师范学院,2010,500,540,514,7,第二批,理科
内江师范学院,2009,495,502,497,6,第二批,理科
内江师范学院,2010,493,521,504,8,第二批,文科
内江师范学院,2009,494,497,495,2,第二批,文科
宜宾学院,2013,549,560,554,2,第二批,理科
宜宾学院,2010,496,515,503,18,第二批,理科
宜宾学院,2009,502,512,504,6,第二批,理科
宜宾学院,2010,525,539,532,16,第二批,文科
宜宾学院,2009,478,483,480,4,第二批,文科
重庆三峡学院,2014,,,509,,第二批,理科
重庆三峡学院,2013,514,520,515,7,第二批,理科
重庆三峡学院,2012,523,543,531,5,第二批,理科
重庆三峡学院,2011,502,530,516,10,第二批,理科
重庆三峡学院,2010,,596,582,10,第二批,理科
重庆三峡学院,2009,506,525,511,28,第二批,理科
重庆三峡学院,2008,501,541,518,13,提前批,理科
重庆三峡学院,2014,,,532,,第二批,文科
重庆三峡学院,2013,545,555,549,3,第二批,文科
重庆三峡学院,2012,541,560,551,5,第二批,文科
重庆三峡学院,2011,533,540,535,5,第二批,文科
重庆三峡学院,2010,,571,564,3,第二批,文科
重庆三峡学院,2009,486,508,495,12,第二批,文科
重庆三峡学院,2008,514,532,520,7,提前批,文科
长江师范学院,2014,,,510,,第二批,理科
长江师范学院,2013,516,518,517,2,第二批,理科
长江师范学院,2012,520,559,525,15,第二批,理科
长江师范学院,2011,500,533,504,14,第二批,理科
长江师范学院,2010,,565,556,,第二批,理科
长江师范学院,2009,495,500,497,6,第二批,理科
长江师范学院,2008,505,509,506,4,提前批,理科
长江师范学院,2014,,,543,,第二批,文科
长江师范学院,2013,546,557,549,8,第二批,文科
长江师范学院,2012,542,557,546,5,第二批,文科
长江师范学院,2011,534,547,540,6,第二批,文科
长江师范学院,2010,,553,552,,第二批,文科
长江师范学院,2009,478,488,481,7,第二批,文科
长江师范学院,2008,536,540,538,4,提前批,文科
乐山师范学院,2014,,,496,,第二批,理科
乐山师范学院,2013,506,515,509,9,第二批,理科
乐山师范学院,2012,513,520,516,10,第二批,理科
乐山师范学院,2011,491,500,494,6,第二批,理科
乐山师范学院,2010,499,562,558,,第二批,理科
乐山师范学院,2009,495,505,497,18,第二批,理科
乐山师范学院,2008,500,509,504,6,提前批,理科
乐山师范学院,2014,,,532,,第二批,文科
乐山师范学院,2013,541,556,544,10,第二批,文科
乐山师范学院,2012,537,542,539,6,第二批,文科
乐山师范学院,2011,528,535,531,6,第二批,文科
乐山师范学院,2010,523,553,549,,第二批,文科
乐山师范学院,2009,478,489,482,11,第二批,文科
乐山师范学院,2008,514,530,519,9,提前批,文科
四川外国语大学,2014,,,555,,第二批,理科
四川外国语大学,2014,,,564,,提前批,理科
四川外国语大学,2013,562,570,566,8,第二批,理科
四川外国语大学,2012,551,590,572,10,第二批,理科
四川外国语大学,2011,552,579,562,7,第二批,理科
四川外国语大学,2010,,613,609,8,第二批,理科
四川外国语大学,2010,,625,620,3,不详,理科
四川外国语大学,2009,538,582,549,20,第二批,理科
四川外国语大学,2008,517,550,536,7,提前批,理科
四川外国语大学,2014,,,575,,第二批,文科
四川外国语大学,2014,,,586,,提前批,文科
四川外国语大学,2013,559,597,582,6,第二批,文科
四川外国语大学,2012,582,586,584,6,第二批,文科
四川外国语大学,2011,574,579,576,8,第二批,文科
四川外国语大学,2010,,596,591,10,第二批,文科
四川外国语大学,2010,,599,596,3,不详,文科
四川外国语大学,2009,513,555,523,20,第二批,文科
四川外国语大学,2008,545,577,562,12,提前批,文科
西南政法大学,2014,,,595,,第一批,理科
西南政法大学,2014,,,576,,提前批,理科
西南政法大学,2013,591,630,604,65,第一批,理科
西南政法大学,2012,589,647,611,63,第一批,理科
西南政法大学,2011,579,618,589,69,第一批,理科
西南政法大学,2010,,659,641,70,第一批,理科
西南政法大学,2010,,653,635,8,不详,理科
西南政法大学,2009,540,613,554,26,第一批,理科
西南政法大学,2009,552,552,552,1,提前批,理科
西南政法大学,2008,575,627,591,65,第一批,理科
西南政法大学,2008,568,597,576,9,提前批,理科
西南政法大学,2014,,,608,,第一批,文科
西南政法大学,2014,,,594,,提前批,文科
西南政法大学,2013,596,632,619,75,第一批,文科
西南政法大学,2012,588,629,611,83,第一批,文科
西南政法大学,2011,575,624,605,67,第一批,文科
西南政法大学,2010,,638,622,68,第一批,文科
西南政法大学,2010,,612,605,7,不详,文科
西南政法大学,2009,525,549,536,27,第一批,文科
西南政法大学,2009,516,537,524,4,提前批,文科
西南政法大学,2008,584,624,599,88,第一批,文科
西南政法大学,2008,589,602,593,8,提前批,文科
成都体育学院,2014,,,503,,第二批,理科
成都体育学院,2013,504,546,518,6,第二批,理科
成都体育学院,2012,514,534,521,6,第二批,理科
成都体育学院,2011,497,508,500,4,第二批,理科
成都体育学院,2010,571,573,572,2,第二批,理科
成都体育学院,2009,506,510,507,3,第二批,理科
成都体育学院,2008,506,520,513,2,提前批,理科
成都体育学院,2014,,,535,,第二批,文科
成都体育学院,2013,548,553,550,4,第二批,文科
成都体育学院,2012,545,550,547,4,第二批,文科
成都体育学院,2011,537,545,542,4,第二批,文科
成都体育学院,2010,560,575,566,4,第二批,文科
成都体育学院,2009,496,501,498,4,第二批,文科
成都体育学院,2008,516,533,521,4,提前批,文科
贵州医科大学,2014,,,537,,第二批,理科
贵州医科大学,2013,525,552,534,4,第二批,理科
贵州医科大学,2012,516,554,540,3,第二批,理科
贵州医科大学,2011,524,534,529,2,第二批,理科
贵州医科大学,2010,588,599,591,4,第二批,理科
贵州医科大学,2009,511,537,524,7,第二批,理科
贵州医科大学,2008,515,527,519,4,提前批,理科
贵州医科大学,2010,472,514,490,5,第二批,文科
遵义医学院,2014,,,537,,第二批,理科
遵义医学院,2013,515,556,535,80,第二批,理科
遵义医学院,2012,515,563,538,80,第二批,理科
遵义医学院,2012,380,474,428,10,专科,理科
遵义医学院,2011,502,541,521,45,第二批,理科
遵义医学院,2011,394,477,441,5,专科,理科
遵义医学院,2010,573,618,583,45,第二批,理科
遵义医学院,2009,497,552,518,35,第二批,理科
遵义医学院,2008,510,545,519,65,提前批,理科
遵义医学院,2014,,,541,,第二批,文科
遵义医学院,2013,524,555,546,20,第二批,文科
遵义医学院,2012,541,576,547,20,第二批,文科
遵义医学院,2011,533,556,541,15,第二批,文科
遵义医学院,2010,555,561,558,6,第二批,文科
遵义医学院,2009,491,514,502,5,第二批,文科
遵义医学院,2008,524,548,538,13,提前批,文科
贵阳中医学院,2014,,,523,,第二批,理科
贵阳中医学院,2013,520,552,530,11,第二批,理科
贵阳中医学院,2012,523,550,531,16,第二批,理科
贵阳中医学院,2011,504,518,510,5,第二批,理科
贵阳中医学院,2010,567,603,575,13,第二批,理科
贵阳中医学院,2009,506,516,510,5,第二批,理科
贵阳中医学院,2008,513,557,527,27,提前批,理科
贵阳中医学院,2014,,,561,,第二批,文科
贵阳中医学院,2013,567,574,570,8,第二批,文科
贵阳中医学院,2012,549,575,563,12,第二批,文科
贵阳中医学院,2011,553,559,557,6,第二批,文科
贵阳中医学院,2010,571,583,577,7,第二批,文科
贵阳中医学院,2009,492,517,501,3,第二批,文科
贵阳中医学院,2008,524,559,539,22,提前批,文科
贵州师范大学,2010,506,529,516,14,第二批,理科
贵州师范大学,2009,501,530,510,13,第二批,理科
贵州师范大学,2008,527,549,533,6,提前批,理科
贵州师范大学,2010,489,522,506,6,第二批,文科
贵州师范大学,2009,494,507,497,7,第二批,文科
贵州师范大学,2008,524,546,531,4,提前批,文科
遵义师范学院,2012,520,520,520,1,第二批,理科
遵义师范学院,2012,403,418,410,2,专科,理科
遵义师范学院,2011,494,502,497,4,第二批,理科
遵义师范学院,2011,391,414,402,2,专科,理科
遵义师范学院,2010,495,565,562,,第二批,理科
遵义师范学院,2009,497,514,502,4,第二批,理科
遵义师范学院,2008,500,508,502,4,提前批,理科
遵义师范学院,2014,,,531,,第二批,文科
遵义师范学院,2013,545,550,546,6,第二批,文科
遵义师范学院,2012,537,542,540,8,第二批,文科
遵义师范学院,2012,430,454,443,3,专科,文科
遵义师范学院,2011,530,552,536,6,第二批,文科
遵义师范学院,2011,465,465,465,1,专科,文科
遵义师范学院,2010,485,485,485,1,第一批,文科
遵义师范学院,2010,574,574,574,1,第二批,文科
遵义师范学院,2009,485,492,488,6,第二批,文科
遵义师范学院,2008,514,527,519,6,提前批,文科
黔南民族师范学院,2012,514,519,516,4,第二批,理科
黔南民族师范学院,2011,494,499,496,2,第二批,理科
黔南民族师范学院,2010,494,556,513,6,第二批,理科
黔南民族师范学院,2009,496,501,498,7,第二批,理科
黔南民族师范学院,2008,500,507,505,5,提前批,理科
黔南民族师范学院,2014,,,521,,第二批,文科
黔南民族师范学院,2012,538,539,538,5,第二批,文科
黔南民族师范学院,2011,530,534,532,4,第二批,文科
黔南民族师范学院,2010,523,546,543,,第二批,文科
黔南民族师范学院,2009,479,502,485,8,第二批,文科
黔南民族师范学院,2008,516,521,519,5,提前批,文科
贵州财经学院,2014,,,532,,第二批,理科
贵州财经学院,2013,537,555,543,12,第二批,理科
贵州财经学院,2012,528,567,543,9,第二批,理科
贵州财经学院,2011,518,560,539,2,第二批,理科
贵州财经学院,2010,,573,571,2,第二批,理科
贵州财经学院,2009,505,519,510,11,第二批,理科
贵州财经学院,2008,511,534,524,6,提前批,理科
贵州财经学院,2014,,,559,,第二批,文科
贵州财经学院,2013,566,575,570,13,第二批,文科
贵州财经学院,2012,539,566,559,11,第二批,文科
贵州财经学院,2011,538,553,544,3,第二批,文科
贵州财经学院,2010,,575,566,3,第二批,文科
贵州财经学院,2009,492,519,500,8,第二批,文科
贵州财经学院,2008,526,540,531,4,提前批,文科
贵州民族学院,2009,507,527,515,14,第二批,理科
贵州民族学院,2009,481,515,494,14,第二批,文科
昆明理工大学,2014,,,551,,第二批,理科
昆明理工大学,2013,516,580,554,40,第二批,理科
昆明理工大学,2012,537,590,556,37,第二批,理科
昆明理工大学,2011,536,566,546,25,第二批,理科
昆明理工大学,2010,567,619,590,5,第二批,理科
昆明理工大学,2009,506,555,529,87,第二批,理科
昆明理工大学,2008,520,549,531,11,提前批,理科
昆明理工大学,2014,,,556,,第二批,文科
昆明理工大学,2013,562,571,565,6,第二批,文科
昆明理工大学,2012,545,548,547,3,第二批,文科
昆明理工大学,2011,540,557,551,5,第二批,文科
昆明理工大学,2010,555,582,567,5,第二批,文科
昆明理工大学,2009,492,515,505,10,第二批,文科
云南农业大学,2014,,,521,,第二批,理科
云南农业大学,2013,516,526,522,8,第二批,理科
云南农业大学,2012,525,543,532,8,第二批,理科
云南农业大学,2011,505,544,529,8,第二批,理科
云南农业大学,2010,573,608,588,6,第二批,理科
云南农业大学,2009,505,530,515,29,第二批,理科
云南农业大学,2008,507,533,518,8,提前批,理科
云南农业大学,2013,564,574,569,2,第二批,文科
云南农业大学,2012,559,563,561,2,第二批,文科
云南农业大学,2011,544,556,550,2,第二批,文科
云南农业大学,2010,559,567,563,4,第二批,文科
云南农业大学,2009,488,506,498,6,第二批,文科
云南农业大学,2008,520,522,521,2,提前批,文科
西南林学院,2014,,,527,,第二批,理科
西南林学院,2013,508,560,532,11,第二批,理科
西南林学院,2012,526,548,533,15,第二批,理科
西南林学院,2011,505,564,514,10,第二批,理科
西南林学院,2008,519,556,527,20,提前批,文科
昆明医学院,2014,,,539,,第二批,理科
昆明医学院,2013,544,571,554,11,第二批,理科
昆明医学院,2012,538,580,556,9,第二批,理科
昆明医学院,2011,520,552,541,8,第二批,理科
昆明医学院,2009,515,541,529,10,第二批,理科
昆明医学院,2014,,,543,,第二批,文科
昆明医学院,2013,561,561,561,1,第二批,文科
昆明医学院,2012,565,565,565,1,第二批,文科
昆明医学院,2011,538,541,540,2,第二批,文科
