UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Last_Lowest_Ranking,Label
10052,中央民族大学,2122,北京,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,理科,8,19109,19
10052,中央民族大学,2122,北京,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,理科,8,27551,18
10052,中央民族大学,2122,北京,1950056,2114.8,922.0994893134,2014,62.1,0.0488636364,文科,9,6581,13
10052,中央民族大学,2122,北京,2133083,2152,991.2095724907,2015,63.87,0.044773791,理科,8,22693,25
10052,中央民族大学,2122,北京,1787940,2069.3,864.0313149374,2013,5.22,0.0369829684,文科,11,4645,16
10052,中央民族大学,2122,北京,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,文科,7,6846,16
10052,中央民族大学,2122,北京,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,文科,8,7567,19
10052,中央民族大学,2122,北京,1950056,2114.8,922.0994893134,2014,62.1,0.0488636364,理科,8,24486,24
10052,中央民族大学,2122,北京,1787940,2069.3,864.0313149374,2013,5.22,0.0369829684,理科,9,16794,22
10034,中央财经大学,2152,北京,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,理科,76,2714,14
10034,中央财经大学,2152,北京,1787940,2069.3,864.0313149374,2013,4.46,0.2457420925,理科,72,1474,8
10034,中央财经大学,2152,北京,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,文科,26,8302,11
10034,中央财经大学,2152,北京,1787940,2069.3,864.0313149374,2013,4.46,0.2457420925,文科,28,591,17
10034,中央财经大学,2152,北京,2133083,2152,991.2095724907,2015,63.4,0.1840873635,文科,29,2891,13
10034,中央财经大学,2152,北京,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,文科,23,504,6
10034,中央财经大学,2152,北京,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,文科,23,567,7
10034,中央财经大学,2152,北京,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,理科,60,2114,6
10034,中央财经大学,2152,北京,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,理科,58,2046,9
10034,中央财经大学,2152,北京,2133083,2152,991.2095724907,2015,63.4,0.1840873635,理科,75,4809,13
10558,中山大学,119,广东,5321028,10505,506.5233698239,2012,33.77,0.2504531722,理科,2677,6151,11
10558,中山大学,119,广东,6216397,10644,584.0282788425,2014,75,0.2987012987,理科,2641,6309,15
10558,中山大学,119,广东,5706792,10594,538.6815178403,2013,37.85,0.2530413625,文科,837,1764,8
10558,中山大学,119,广东,6216397,10644,584.0282788425,2014,75,0.2987012987,文科,856,1506,9
10558,中山大学,119,广东,5706792,10594,538.6815178403,2013,37.85,0.2530413625,理科,2710,6082,11
10558,中山大学,119,广东,5321028,10505,506.5233698239,2012,33.77,0.2504531722,文科,914,1687,11
10558,中山大学,119,广东,4601306,10440.94,440.6984428605,2011,33.78,0.25951417,文科,925,2697,12
10558,中山大学,119,广东,4601306,10440.94,440.6984428605,2011,33.78,0.25951417,理科,2722,11428,12
10558,中山大学,119,广东,6779224,10724,632.1544199925,2015,75.33,0.2730109204,文科,862,1548,13
10558,中山大学,119,广东,6779224,10724,632.1544199925,2015,75.33,0.2730109204,理科,2656,7724,15
10730,兰州大学,2258,甘肃,502037,2564.19,195.7877536376,2012,13.82,0.052265861,理科,60,24664,21
10730,兰州大学,2258,甘肃,626801,2582.18,242.74101728,2014,66.35,0.0561688312,理科,71,26321,25
10730,兰州大学,2258,甘肃,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,理科,54,23374,22
10730,兰州大学,2258,甘肃,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,文科,26,7274,22
10730,兰州大学,2258,甘肃,683527,2591,263.808182169,2015,66.62,0.0550702028,文科,28,8872,21
10730,兰州大学,2258,甘肃,626801,2582.18,242.74101728,2014,66.35,0.0561688312,文科,27,10350,18
10730,兰州大学,2258,甘肃,683527,2591,263.808182169,2015,66.62,0.0550702028,理科,80,24589,26
10730,兰州大学,2258,甘肃,502037,2564.19,195.7877536376,2012,13.82,0.052265861,文科,26,9437,19
10730,兰州大学,2258,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,文科,31,7462,19
10730,兰州大学,2258,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,理科,65,21526,23
10126,内蒙古大学,2304,内蒙古,1588058,2489.85,637.8127196417,2013,5.38,0,理科,7,29207,26
10126,内蒙古大学,2304,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0,文科,5,10869,23
10126,内蒙古大学,2304,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0,理科,7,29550,24
10126,内蒙古大学,2304,内蒙古,1435988,2481.71,578.6284457088,2012,5.82,0,理科,6,30392,25
10126,内蒙古大学,2304,内蒙古,1435988,2481.71,578.6284457088,2012,5.82,0,文科,6,10919,21
10126,内蒙古大学,2304,内蒙古,1776951,2505,709.3616766467,2015,63.4,0,理科,41,43106,34
10126,内蒙古大学,2304,内蒙古,1776951,2505,709.3616766467,2015,63.4,0,文科,16,14000,26
10126,内蒙古大学,2304,内蒙古,1683238,2497.61,673.9394861488,2014,62.18,0,理科,6,40420,31
10026,北京中医药大学,2138,北京,1625193,2018.6,805.1089864262,2012,4.57,0.0302114804,理科,6,10651,14
10026,北京中医药大学,2138,北京,1411358,1961.9,719.3832509302,2011,4.04,0.0288259109,理科,6,8611,15
10026,北京中医药大学,2138,北京,1950056,2114.8,922.0994893134,2014,61.58,0,理科,13,7497,31
10026,北京中医药大学,2138,北京,2133083,2152,991.2095724907,2015,63.31,0.0340093604,理科,17,43106,26
10026,北京中医药大学,2138,北京,1787940,2069.3,864.0313149374,2013,4.08,0.0289537713,理科,10,9130,12
10004,北京交通大学,2124,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,理科,76,20541,16
10004,北京交通大学,2124,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,文科,5,2080,14
10004,北京交通大学,2124,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,理科,77,13584,16
10004,北京交通大学,2124,北京,1787940,2069.3,864.0313149374,2013,9.31,0.0532846715,文科,6,1840,19
10004,北京交通大学,2124,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,文科,5,2882,11
10004,北京交通大学,2124,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,理科,87,17279,19
10004,北京交通大学,2124,北京,2133083,2152,991.2095724907,2015,65.44,0.0658346334,文科,7,5542,15
10004,北京交通大学,2124,北京,1787940,2069.3,864.0313149374,2013,9.31,0.0532846715,理科,88,12460,19
10004,北京交通大学,2124,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,文科,6,12924,15
10004,北京交通大学,2124,北京,2133083,2152,991.2095724907,2015,65.44,0.0658346334,理科,105,14796,21
10043,北京体育大学,2131,北京,2133083,2152,991.2095724907,2015,0,0.0335413417,文科,9,11119,23
10043,北京体育大学,2131,北京,1950056,2114.8,922.0994893134,2014,0,0.0448051948,理科,6,40420,28
10043,北京体育大学,2131,北京,1625193,2018.6,805.1089864262,2012,0,0,文科,6,7611,19
10043,北京体育大学,2131,北京,2133083,2152,991.2095724907,2015,0,0.0335413417,理科,12,34947,33
10043,北京体育大学,2131,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,14,29550,24
10043,北京体育大学,2131,北京,1787940,2069.3,864.0313149374,2013,0,0,理科,16,29207,26
10043,北京体育大学,2131,北京,1787940,2069.3,864.0313149374,2013,0,0,文科,10,7945,19
10043,北京体育大学,2131,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,6,9670,20
10043,北京体育大学,2131,北京,1950056,2114.8,922.0994893134,2014,0,0.0448051948,文科,9,12924,20
10043,北京体育大学,2131,北京,1625193,2018.6,805.1089864262,2012,0,0,理科,11,30392,25
10010,北京化工大学,2133,北京,1950056,2114.8,922.0994893134,2014,63.62,0,理科,59,23362,26
10010,北京化工大学,2133,北京,1411358,1961.9,719.3832509302,2011,7.76,0,文科,12,8587,23
10010,北京化工大学,2133,北京,1625193,2018.6,805.1089864262,2012,8.53,0,文科,10,10832,20
10010,北京化工大学,2133,北京,1411358,1961.9,719.3832509302,2011,7.76,0,理科,47,18667,24
10010,北京化工大学,2133,北京,1787940,2069.3,864.0313149374,2013,8.77,0,文科,12,8243,19
10010,北京化工大学,2133,北京,1625193,2018.6,805.1089864262,2012,8.53,0,理科,49,29317,22
10010,北京化工大学,2133,北京,2133083,2152,991.2095724907,2015,64.57,0,文科,13,14000,22
10010,北京化工大学,2133,北京,1787940,2069.3,864.0313149374,2013,8.77,0,理科,59,21850,22
10010,北京化工大学,2133,北京,1950056,2114.8,922.0994893134,2014,63.62,0,文科,13,9723,21
10010,北京化工大学,2133,北京,2133083,2152,991.2095724907,2015,64.57,0,理科,72,27906,26
10023,北京协和医学院,2125,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,5,28667,24
10030,北京外国语大学,2122,北京,2133083,2152,991.2095724907,2015,62.77,0.0458658346,理科,8,4206,12
10030,北京外国语大学,2122,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,理科,8,2824,8
10030,北京外国语大学,2122,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,理科,8,3805,13
10030,北京外国语大学,2122,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,文科,8,238,18
10030,北京外国语大学,2122,北京,1787940,2069.3,864.0313149374,2013,3.22,0.0360097324,文科,7,6568,6
10030,北京外国语大学,2122,北京,2133083,2152,991.2095724907,2015,62.77,0.0458658346,文科,8,422,7
10030,北京外国语大学,2122,北京,1787940,2069.3,864.0313149374,2013,3.22,0.0360097324,理科,8,2018,9
10030,北京外国语大学,2122,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,文科,9,222,5
10030,北京外国语大学,2122,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,理科,8,5656,10
10030,北京外国语大学,2122,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,文科,7,453,7
10001,北京大学,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,文科,18,28,1
10001,北京大学,2156,北京,2133083,2152,991.2095724907,2015,100,1,文科,20,34,2
10001,北京大学,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,理科,18,100,0
10001,北京大学,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,理科,12,118,0
10001,北京大学,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,理科,12,101,0
10001,北京大学,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,文科,12,23,0
10001,北京大学,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,文科,20,30,1
10001,北京大学,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,文科,12,25,1
10001,北京大学,2156,北京,2133083,2152,991.2095724907,2015,100,1,理科,20,87,0
10001,北京大学,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,理科,20,114,0
19001,北京大学医学部,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,理科,16,358,2
19001,北京大学医学部,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,理科,18,402,1
19001,北京大学医学部,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,理科,20,229,3
19001,北京大学医学部,2156,北京,2133083,2152,991.2095724907,2015,100,1,理科,21,372,4
19001,北京大学医学部,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,理科,15,264,2
10005,北京工业大学,2116,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,文科,4,10919,19
10005,北京工业大学,2116,北京,1950056,2114.8,922.0994893134,2014,62.73,0.076461039,文科,4,12924,16
10005,北京工业大学,2116,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,理科,14,16402,22
10005,北京工业大学,2116,北京,1950056,2114.8,922.0994893134,2014,62.73,0.076461039,理科,11,20054,31
10005,北京工业大学,2116,北京,2133083,2152,991.2095724907,2015,63.97,0.0400936037,文科,4,6848,20
10005,北京工业大学,2116,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,理科,18,25010,21
10005,北京工业大学,2116,北京,1787940,2069.3,864.0313149374,2013,6.71,0.0394160584,文科,6,8203,19
10005,北京工业大学,2116,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,文科,6,8369,23
10005,北京工业大学,2116,北京,1787940,2069.3,864.0313149374,2013,6.71,0.0394160584,理科,12,20926,20
10005,北京工业大学,2116,北京,2133083,2152,991.2095724907,2015,63.97,0.0400936037,理科,13,43106,29
10022,北京林业大学,2135,北京,1950056,2114.8,922.0994893134,2014,62.84,0,理科,81,28470,27
10022,北京林业大学,2135,北京,1950056,2114.8,922.0994893134,2014,62.84,0,文科,19,7367,17
10022,北京林业大学,2135,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,文科,12,7987,19
10022,北京林业大学,2135,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,理科,74,25920,23
10022,北京林业大学,2135,北京,1787940,2069.3,864.0313149374,2013,6.85,0.0228467153,文科,14,7392,17
10022,北京林业大学,2135,北京,2133083,2152,991.2095724907,2015,64.48,0,文科,18,7753,20
10022,北京林业大学,2135,北京,1411358,1961.9,719.3832509302,2011,7.66,0,理科,69,24073,22
10022,北京林业大学,2135,北京,1411358,1961.9,719.3832509302,2011,7.66,0,文科,17,10704,21
10022,北京林业大学,2135,北京,2133083,2152,991.2095724907,2015,64.48,0,理科,86,31472,28
10022,北京林业大学,2135,北京,1787940,2069.3,864.0313149374,2013,6.85,0.0228467153,理科,87,25317,24
10007,北京理工大学,2123,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,理科,72,9832,16
10007,北京理工大学,2123,北京,1787940,2069.3,864.0313149374,2013,14.04,0.0778588808,文科,8,2427,19
10007,北京理工大学,2123,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,文科,5,3045,12
10007,北京理工大学,2123,北京,1411358,1961.9,719.3832509302,2011,16.6,0.0765182186,文科,5,2524,14
10007,北京理工大学,2123,北京,1411358,1961.9,719.3832509302,2011,16.6,0.0765182186,理科,65,7447,14
10007,北京理工大学,2123,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,理科,70,9536,15
10007,北京理工大学,2123,北京,2133083,2152,991.2095724907,2015,67.33,0.0801872075,文科,8,3175,16
10007,北京理工大学,2123,北京,1787940,2069.3,864.0313149374,2013,14.04,0.0778588808,理科,74,10268,14
10007,北京理工大学,2123,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,文科,6,12924,12
10007,北京理工大学,2123,北京,2133083,2152,991.2095724907,2015,67.33,0.0801872075,理科,76,9466,18
10008,北京科技大学,2129,北京,1411358,1961.9,719.3832509302,2011,13.8,0.0599190283,理科,42,11773,24
10008,北京科技大学,2129,北京,1950056,2114.8,922.0994893134,2014,65.2,0.0530844156,理科,57,14460,20
10008,北京科技大学,2129,北京,2133083,2152,991.2095724907,2015,66.45,0.0497659906,理科,58,14879,21
10008,北京科技大学,2129,北京,1625193,2018.6,805.1089864262,2012,13.97,0.0613293051,理科,49,29750,17
10008,北京科技大学,2129,北京,1787940,2069.3,864.0313149374,2013,13,0.0576642336,理科,56,13395,17
10031,北京第二外国语学院,2146,北京,2133083,2152,991.2095724907,2015,0,0,理科,18,25962,25
10031,北京第二外国语学院,2146,北京,1787940,2069.3,864.0313149374,2013,0,0,理科,18,12942,19
10031,北京第二外国语学院,2146,北京,1950056,2114.8,922.0994893134,2014,60.17,0,理科,18,18670,25
10031,北京第二外国语学院,2146,北京,1625193,2018.6,805.1089864262,2012,0,0,理科,13,15042,17
10031,北京第二外国语学院,2146,北京,1787940,2069.3,864.0313149374,2013,0,0,文科,13,2908,11
10031,北京第二外国语学院,2146,北京,1950056,2114.8,922.0994893134,2014,60.17,0,文科,13,2537,21
10031,北京第二外国语学院,2146,北京,1625193,2018.6,805.1089864262,2012,0,0,文科,11,3614,13
10031,北京第二外国语学院,2146,北京,2133083,2152,991.2095724907,2015,0,0,文科,13,13347,18
10031,北京第二外国语学院,2146,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,9,2453,15
10031,北京第二外国语学院,2146,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,13,14050,17
10006,北京航空航天大学,2129,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,理科,55,1860,8
10006,北京航空航天大学,2129,北京,1787940,2069.3,864.0313149374,2013,19.81,0.0600973236,文科,3,1178,9
10006,北京航空航天大学,2129,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,文科,3,2976,11
10006,北京航空航天大学,2129,北京,1787940,2069.3,864.0313149374,2013,19.81,0.0600973236,理科,55,2071,7
10006,北京航空航天大学,2129,北京,2133083,2152,991.2095724907,2015,70.65,0.0897035881,理科,83,1527,11
10006,北京航空航天大学,2129,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,理科,52,1647,8
10006,北京航空航天大学,2129,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,文科,3,1333,9
10006,北京航空航天大学,2129,北京,1950056,2114.8,922.0994893134,2014,68.36,0.0803571429,理科,60,1854,8
10032,北京语言大学,2129,北京,1950056,2114.8,922.0994893134,2014,60.49,0,文科,16,3459,13
10032,北京语言大学,2129,北京,1625193,2018.6,805.1089864262,2012,1.48,0,文科,15,2230,14
10032,北京语言大学,2129,北京,1411358,1961.9,719.3832509302,2011,1.58,0,文科,15,1698,13
10032,北京语言大学,2129,北京,1787940,2069.3,864.0313149374,2013,1.11,0,文科,19,3196,12
10032,北京语言大学,2129,北京,2133083,2152,991.2095724907,2015,61.98,0,文科,14,4135,16
19013,北京邮电大学(宏福校区),2127,北京,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,理科,19,18045,19
19013,北京邮电大学(宏福校区),2127,北京,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,理科,26,28237,25
19013,北京邮电大学(宏福校区),2127,北京,2133083,2152,991.2095724907,2015,64.26,0.0566302652,理科,28,24647,26
10013,北京邮电大学,2127,北京,1787940,2069.3,864.0313149374,2013,7.69,0.0788321168,理科,101,8001,11
10013,北京邮电大学,2127,北京,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,理科,97,6720,31
10013,北京邮电大学,2127,北京,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,理科,90,10833,13
10013,北京邮电大学,2127,北京,2133083,2152,991.2095724907,2015,64.26,0.0566302652,理科,96,43106,20
10013,北京邮电大学,2127,北京,1411358,1961.9,719.3832509302,2011,8.33,0.071659919,理科,89,11069,15
19013,北京邮电大学(宏福校区),2127,北京,1787940,2069.3,864.0313149374,2013,7.69,0.0788321168,理科,24,17608,24
19013,北京邮电大学(宏福校区),2127,北京,1411358,1961.9,719.3832509302,2011,8.33,0.071659919,理科,17,22977,19
10269,华东师范大学,1457,上海,2160212,2415.15,894.4421671532,2014,67.73,0.1168831169,理科,18,12665,16
10269,华东师范大学,1457,上海,2356094,2426,971.1846661171,2015,69.9,0.1274570983,文科,11,1685,12
10269,华东师范大学,1457,上海,2018172,2380.43,847.8182513243,2013,18.73,0.0912408759,理科,20,24729,16
10269,华东师范大学,1457,上海,2018172,2380.43,847.8182513243,2013,18.73,0.0912408759,文科,8,2597,9
10269,华东师范大学,1457,上海,2160212,2415.15,894.4421671532,2014,67.73,0.1168831169,文科,9,1796,10
10269,华东师范大学,1457,上海,2356094,2426,971.1846661171,2015,69.9,0.1274570983,理科,25,9012,16
10276,华东政法大学,1457,上海,1919569,2347.46,817.7217077181,2012,1.3,0.0256495468,文科,23,4978,15
10276,华东政法大学,1457,上海,2018172,2380.43,847.8182513243,2013,1.42,0.0257907543,文科,26,3855,12
10276,华东政法大学,1457,上海,2356094,2426,971.1846661171,2015,62.09,0,文科,15,5462,15
10276,华东政法大学,1457,上海,2160212,2415.15,894.4421671532,2014,60.59,0,理科,30,22447,23
10276,华东政法大学,1457,上海,1919569,2347.46,817.7217077181,2012,1.3,0.0256495468,理科,27,22664,20
10276,华东政法大学,1457,上海,2018172,2380.43,847.8182513243,2013,1.42,0.0257907543,理科,34,18808,21
10276,华东政法大学,1457,上海,2160212,2415.15,894.4421671532,2014,60.59,0,文科,22,3524,15
10276,华东政法大学,1457,上海,2356094,2426,971.1846661171,2015,62.09,0,理科,16,21748,22
10251,华东理工大学,1448,上海,2160212,2415.15,894.4421671532,2014,65.76,0,理科,36,16041,19
10251,华东理工大学,1448,上海,2356094,2426,971.1846661171,2015,66.08,0.0341653666,理科,37,14042,20
10251,华东理工大学,1448,上海,1716598,2302.66,745.4847871592,2011,12.15,0.0280566802,理科,34,14107,19
10251,华东理工大学,1448,上海,2018172,2380.43,847.8182513243,2013,13.21,0.0255474453,理科,36,15180,18
10251,华东理工大学,1448,上海,1919569,2347.46,817.7217077181,2012,12.54,0.0255589124,理科,36,18832,18
10504,华中农业大学,984,湖北,2736704,5816,470.5474552957,2015,65.81,0.0379095164,文科,16,13583,24
10504,华中农业大学,984,湖北,2225045,5779,385.0224952414,2013,10.56,0.0296836983,理科,38,29207,26
10504,华中农业大学,984,湖北,2736704,5816,470.5474552957,2015,65.81,0.0379095164,理科,37,43049,31
10504,华中农业大学,984,湖北,1963226,5758,340.9562348038,2012,10.73,0.03081571,文科,16,10919,21
10504,华中农业大学,984,湖北,2466849,5799,425.3921365753,2014,64.52,0,文科,12,12924,21
10504,华中农业大学,984,湖北,1963226,5758,340.9562348038,2012,10.73,0.03081571,理科,25,30392,25
10504,华中农业大学,984,湖北,2225045,5779,385.0224952414,2013,10.56,0.0296836983,文科,12,10000,19
10504,华中农业大学,984,湖北,2466849,5799,425.3921365753,2014,64.52,0,理科,40,40420,31
10504,华中农业大学,984,湖北,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,理科,28,23699,24
10504,华中农业大学,984,湖北,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,文科,12,10845,23
10511,华中师范大学,984,湖北,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,文科,17,6534,20
10511,华中师范大学,984,湖北,2225045,5779,385.0224952414,2013,11.06,0.0647201946,文科,39,6438,15
10511,华中师范大学,984,湖北,2736704,5816,470.5474552957,2015,66.72,0.0858034321,文科,44,4667,18
10511,华中师范大学,984,湖北,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,理科,26,29086,22
10511,华中师范大学,984,湖北,2466849,5799,425.3921365753,2014,64.62,0.088474026,文科,31,6066,14
10511,华中师范大学,984,湖北,2225045,5779,385.0224952414,2013,11.06,0.0647201946,理科,54,23672,23
10511,华中师范大学,984,湖北,2466849,5799,425.3921365753,2014,64.62,0.088474026,理科,64,25396,26
10511,华中师范大学,984,湖北,2736704,5816,470.5474552957,2015,66.72,0.0858034321,理科,71,26870,27
10511,华中师范大学,984,湖北,1963226,5758,340.9562348038,2012,11.86,0.0664652568,理科,38,24288,22
10511,华中师范大学,984,湖北,1963226,5758,340.9562348038,2012,11.86,0.0664652568,文科,24,7516,18
10487,华中科技大学,994,湖北,2225045,5779,385.0224952414,2013,32.05,0.1552311436,文科,23,4217,11
10487,华中科技大学,994,湖北,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,理科,168,6329,13
10487,华中科技大学,994,湖北,2466849,5799,425.3921365753,2014,73.52,0.1512987013,文科,21,2937,11
10487,华中科技大学,994,湖北,2466849,5799,425.3921365753,2014,73.52,0.1512987013,理科,166,9385,15
10487,华中科技大学,994,湖北,2225045,5779,385.0224952414,2013,32.05,0.1552311436,理科,170,15332,14
10487,华中科技大学,994,湖北,1963226,5758,340.9562348038,2012,34.56,0.1501510574,理科,150,7159,18
10487,华中科技大学,994,湖北,2736704,5816,470.5474552957,2015,74.27,0.1360374415,理科,157,7098,16
10487,华中科技大学,994,湖北,1963226,5758,340.9562348038,2012,34.56,0.1501510574,文科,19,6520,15
10487,华中科技大学,994,湖北,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,文科,22,2902,19
10487,华中科技大学,994,湖北,2736704,5816,470.5474552957,2015,74.27,0.1360374415,文科,21,2645,15
10385,华侨大学,674,福建,1473712,3693,399.0555104251,2011,1.64,0.0312145749,理科,182,29441,24
10385,华侨大学,674,福建,1473712,3693,399.0555104251,2011,1.64,0.0312145749,文科,48,10832,23
10385,华侨大学,674,福建,2175964,3774,576.5670376259,2014,60.86,0.0381493506,文科,58,12924,21
10385,华侨大学,674,福建,1970178,3748,525.6611526147,2013,1.95,0.0335766423,文科,55,10000,19
10385,华侨大学,674,福建,1756018,3720,472.0478494624,2012,1.78,0.0344410876,文科,47,10919,21
10385,华侨大学,674,福建,1756018,3720,472.0478494624,2012,1.78,0.0344410876,理科,160,30392,25
10385,华侨大学,674,福建,2405576,3806,632.0483447189,2015,62.16,0.0365054602,文科,63,12695,24
10385,华侨大学,674,福建,1970178,3748,525.6611526147,2013,1.95,0.0335766423,理科,165,29207,26
10385,华侨大学,674,福建,2405576,3806,632.0483447189,2015,62.16,0.0365054602,理科,166,42117,33
10385,华侨大学,674,福建,2175964,3774,576.5670376259,2014,60.86,0.0381493506,理科,156,40420,30
10054,华北电力大学(北京),1986,北京,1950056,2114.8,922.0994893134,2014,62.15,0,理科,86,40420,26
10054,华北电力大学(北京),1986,北京,1625193,2018.6,805.1089864262,2012,4.6,0,文科,8,7513,18
10054,华北电力大学(北京),1986,北京,1411358,1961.9,719.3832509302,2011,4.39,0,理科,70,18548,17
10054,华北电力大学(北京),1986,北京,1787940,2069.3,864.0313149374,2013,4.44,0,文科,10,6538,19
10054,华北电力大学(北京),1986,北京,2133083,2152,991.2095724907,2015,63.43,0,文科,11,9453,20
10054,华北电力大学(北京),1986,北京,2133083,2152,991.2095724907,2015,63.43,0,理科,87,27316,23
10054,华北电力大学(北京),1986,北京,1787940,2069.3,864.0313149374,2013,4.44,0,理科,86,12320,26
10054,华北电力大学(北京),1986,北京,1950056,2114.8,922.0994893134,2014,62.15,0,文科,10,12924,18
10054,华北电力大学(北京),1986,北京,1625193,2018.6,805.1089864262,2012,4.6,0,理科,72,14155,16
10054,华北电力大学(北京),1986,北京,1411358,1961.9,719.3832509302,2011,4.39,0,文科,9,7081,20
10079,华北电力大学(保定),1986,河北,2830141,7332.61,385.9663885029,2014,62.15,0,理科,80,26956,31
10079,华北电力大学(保定),1986,河北,2039426,7193.6,283.5056161032,2011,4.39,0,理科,64,15912,23
10079,华北电力大学(保定),1986,河北,2657501,7287.51,364.6651599792,2013,4.44,0,理科,79,17706,23
10079,华北电力大学(保定),1986,河北,2657501,7287.51,364.6651599792,2013,4.44,0,文科,6,10000,19
10079,华北电力大学(保定),1986,河北,2451576,7240.51,338.5916185462,2012,4.6,0,理科,67,26888,19
10079,华北电力大学(保定),1986,河北,2039426,7193.6,283.5056161032,2011,4.39,0,文科,4,10701,23
10079,华北电力大学(保定),1986,河北,2830141,7332.61,385.9663885029,2014,62.15,0,文科,6,12924,21
10079,华北电力大学(保定),1986,河北,2942115,7384,398.4446099675,2015,63.43,0,理科,82,43106,28
10079,华北电力大学(保定),1986,河北,2942115,7384,398.4446099675,2015,63.43,0,文科,6,14000,25
10079,华北电力大学(保定),1986,河北,2451576,7240.51,338.5916185462,2012,4.6,0,文科,4,10444,21
10564,华南农业大学,12.2,广东,6216397,10644,584.0282788425,2014,62.4,0.0391233766,文科,1142,10980,20
10564,华南农业大学,12.2,广东,4601306,10440.94,440.6984428605,2011,6.25,0.04048583,文科,1499,10869,23
10564,华南农业大学,12.2,广东,5321028,10505,506.5233698239,2012,6.15,0.032326284,文科,1423,10919,21
