Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label
8,10006,北京航空航天大学,2129,北京,1950056,2114.8,922.0994893134,2014,68.36,0.0803571429,理科,60,8
13,10032,北京语言大学,2129,北京,1950056,2114.8,922.0994893134,2014,60.49,0,文科,16,13
14,10032,北京语言大学,2129,北京,1625193,2018.6,805.1089864262,2012,1.48,0,文科,15,14
13,10032,北京语言大学,2129,北京,1411358,1961.9,719.3832509302,2011,1.58,0,文科,15,13
12,10032,北京语言大学,2129,北京,1787940,2069.3,864.0313149374,2013,1.11,0,文科,19,12
9,10032,北京语言大学,2129,北京,1215300,1860,653.3870967742,2010,1.57,0.0269958848,文科,15,9
16,10032,北京语言大学,2129,北京,2133083,2152,991.2095724907,2015,61.98,0,文科,14,16
23,19013,北京邮电大学(宏福校区),2127,北京,1215300,1860,653.3870967742,2010,8.38,0.1016460905,理科,14,23
19,19013,北京邮电大学(宏福校区),2127,北京,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,理科,19,19
25,19013,北京邮电大学(宏福校区),2127,北京,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,理科,26,25
26,19013,北京邮电大学(宏福校区),2127,北京,2133083,2152,991.2095724907,2015,64.26,0.0566302652,理科,28,26
11,10013,北京邮电大学,2127,北京,1787940,2069.3,864.0313149374,2013,7.69,0.0788321168,理科,101,11
31,10013,北京邮电大学,2127,北京,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,理科,97,31
13,10013,北京邮电大学,2127,北京,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,理科,90,13
20,10013,北京邮电大学,2127,北京,2133083,2152,991.2095724907,2015,64.26,0.0566302652,理科,96,20
17,10013,北京邮电大学,2127,北京,1215300,1860,653.3870967742,2010,8.38,0.1016460905,理科,88,17
15,10013,北京邮电大学,2127,北京,1411358,1961.9,719.3832509302,2011,8.33,0.071659919,理科,89,15
24,19013,北京邮电大学(宏福校区),2127,北京,1787940,2069.3,864.0313149374,2013,7.69,0.0788321168,理科,24,24
19,19013,北京邮电大学(宏福校区),2127,北京,1411358,1961.9,719.3832509302,2011,8.33,0.071659919,理科,17,19
26,10404,华东交通大学,1455,江西,1570859,4542,345.8518273888,2015,61.7,0,文科,6,26
34,10404,华东交通大学,1455,江西,1570859,4542,345.8518273888,2015,61.7,0,理科,59,34
16,10269,华东师范大学,1457,上海,2160212,2415.15,894.4421671532,2014,67.73,0.1168831169,理科,18,16
12,10269,华东师范大学,1457,上海,2356094,2426,971.1846661171,2015,69.9,0.1274570983,文科,11,12
12,10269,华东师范大学,1457,上海,1919569,2347.46,817.7217077181,2012,21.25,0.0894259819,文科,8,12
16,10269,华东师范大学,1457,上海,2018172,2380.43,847.8182513243,2013,18.73,0.0912408759,理科,20,16
12,10269,华东师范大学,1457,上海,1504645,2210.2841277426,680.7473216291,2010,21.11,0.1032921811,文科,4,12
9,10269,华东师范大学,1457,上海,2018172,2380.43,847.8182513243,2013,18.73,0.0912408759,文科,8,9
10,10269,华东师范大学,1457,上海,2160212,2415.15,894.4421671532,2014,67.73,0.1168831169,文科,9,10
23,10269,华东师范大学,1457,上海,1919569,2347.46,817.7217077181,2012,21.25,0.0894259819,理科,12,23
16,10269,华东师范大学,1457,上海,2356094,2426,971.1846661171,2015,69.9,0.1274570983,理科,25,16
15,10276,华东政法大学,1457,上海,1919569,2347.46,817.7217077181,2012,1.3,0.0256495468,文科,23,15
12,10276,华东政法大学,1457,上海,2018172,2380.43,847.8182513243,2013,1.42,0.0257907543,文科,26,12
15,10276,华东政法大学,1457,上海,2356094,2426,971.1846661171,2015,62.09,0,文科,15,15
23,10276,华东政法大学,1457,上海,2160212,2415.15,894.4421671532,2014,60.59,0,理科,30,23
20,10276,华东政法大学,1457,上海,1919569,2347.46,817.7217077181,2012,1.3,0.0256495468,理科,27,20
21,10276,华东政法大学,1457,上海,2018172,2380.43,847.8182513243,2013,1.42,0.0257907543,理科,34,21
15,10276,华东政法大学,1457,上海,2160212,2415.15,894.4421671532,2014,60.59,0,文科,22,15
21,10276,华东政法大学,1457,上海,1716598,2302.66,745.4847871592,2011,1.33,0.0293117409,理科,27,21
22,10276,华东政法大学,1457,上海,2356094,2426,971.1846661171,2015,62.09,0,理科,16,22
17,10276,华东政法大学,1457,上海,1716598,2302.66,745.4847871592,2011,1.33,0.0293117409,文科,23,17
19,10251,华东理工大学,1448,上海,2160212,2415.15,894.4421671532,2014,65.76,0,理科,36,19
20,10251,华东理工大学,1448,上海,2356094,2426,971.1846661171,2015,66.08,0.0341653666,理科,37,20
19,10251,华东理工大学,1448,上海,1716598,2302.66,745.4847871592,2011,12.15,0.0280566802,理科,34,19
19,10251,华东理工大学,1448,上海,1504645,2210.2841277426,680.7473216291,2010,11.61,0.03,理科,36,19
18,10251,华东理工大学,1448,上海,2018172,2380.43,847.8182513243,2013,13.21,0.0255474453,理科,36,18
18,10251,华东理工大学,1448,上海,1919569,2347.46,817.7217077181,2012,12.54,0.0255589124,理科,36,18
24,10504,华中农业大学,984,湖北,2736704,5816,470.5474552957,2015,65.81,0.0379095164,文科,16,24
19,10504,华中农业大学,984,湖北,1296110,5720,226.5926573427,2010,10.88,0.0330452675,文科,12,19
26,10504,华中农业大学,984,湖北,2225045,5779,385.0224952414,2013,10.56,0.0296836983,理科,38,26
31,10504,华中农业大学,984,湖北,2736704,5816,470.5474552957,2015,65.81,0.0379095164,理科,37,31
23,10504,华中农业大学,984,湖北,1296110,5720,226.5926573427,2010,10.88,0.0330452675,理科,28,23
21,10504,华中农业大学,984,湖北,1963226,5758,340.9562348038,2012,10.73,0.03081571,文科,16,21
21,10504,华中农业大学,984,湖北,2466849,5799,425.3921365753,2014,64.52,0,文科,12,21
25,10504,华中农业大学,984,湖北,1963226,5758,340.9562348038,2012,10.73,0.03081571,理科,25,25
19,10504,华中农业大学,984,湖北,2225045,5779,385.0224952414,2013,10.56,0.0296836983,文科,12,19
31,10504,华中农业大学,984,湖北,2466849,5799,425.3921365753,2014,64.52,0,理科,40,31
24,10504,华中农业大学,984,湖北,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,理科,28,24
23,10504,华中农业大学,984,湖北,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,文科,12,23
20,10511,华中师范大学,984,湖北,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,文科,17,20
15,10511,华中师范大学,984,湖北,2225045,5779,385.0224952414,2013,11.06,0.0647201946,文科,39,15
18,10511,华中师范大学,984,湖北,2736704,5816,470.5474552957,2015,66.72,0.0858034321,文科,44,18
22,10511,华中师范大学,984,湖北,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,理科,26,22
14,10511,华中师范大学,984,湖北,2466849,5799,425.3921365753,2014,64.62,0.088474026,文科,31,14
16,10511,华中师范大学,984,湖北,1296110,5720,226.5926573427,2010,11.77,0.0481481481,文科,17,16
23,10511,华中师范大学,984,湖北,2225045,5779,385.0224952414,2013,11.06,0.0647201946,理科,54,23
26,10511,华中师范大学,984,湖北,2466849,5799,425.3921365753,2014,64.62,0.088474026,理科,64,26
25,10511,华中师范大学,984,湖北,1296110,5720,226.5926573427,2010,11.77,0.0481481481,理科,24,25
27,10511,华中师范大学,984,湖北,2736704,5816,470.5474552957,2015,66.72,0.0858034321,理科,71,27
22,10511,华中师范大学,984,湖北,1963226,5758,340.9562348038,2012,11.86,0.0664652568,理科,38,22
18,10511,华中师范大学,984,湖北,1963226,5758,340.9562348038,2012,11.86,0.0664652568,文科,24,18
13,10487,华中科技大学,994,湖北,1296110,5720,226.5926573427,2010,33.15,0.0888888889,理科,160,13
11,10487,华中科技大学,994,湖北,2225045,5779,385.0224952414,2013,32.05,0.1552311436,文科,23,11
13,10487,华中科技大学,994,湖北,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,理科,168,13
11,10487,华中科技大学,994,湖北,2466849,5799,425.3921365753,2014,73.52,0.1512987013,文科,21,11
15,10487,华中科技大学,994,湖北,2466849,5799,425.3921365753,2014,73.52,0.1512987013,理科,166,15
14,10487,华中科技大学,994,湖北,2225045,5779,385.0224952414,2013,32.05,0.1552311436,理科,170,14
18,10487,华中科技大学,994,湖北,1963226,5758,340.9562348038,2012,34.56,0.1501510574,理科,150,18
16,10487,华中科技大学,994,湖北,2736704,5816,470.5474552957,2015,74.27,0.1360374415,理科,157,16
12,10487,华中科技大学,994,湖北,1296110,5720,226.5926573427,2010,33.15,0.0888888889,文科,24,12
15,10487,华中科技大学,994,湖北,1963226,5758,340.9562348038,2012,34.56,0.1501510574,文科,19,15
19,10487,华中科技大学,994,湖北,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,文科,22,19
15,10487,华中科技大学,994,湖北,2736704,5816,470.5474552957,2015,74.27,0.1360374415,文科,21,15
24,10385,华侨大学,674,福建,1473712,3693,399.0555104251,2011,1.64,0.0312145749,理科,182,24
23,10385,华侨大学,674,福建,1473712,3693,399.0555104251,2011,1.64,0.0312145749,文科,48,23
25,10385,华侨大学,674,福建,1223653,3666,333.784233497,2010,1.3,0.0388477366,理科,186,25
21,10385,华侨大学,674,福建,2175964,3774,576.5670376259,2014,60.86,0.0381493506,文科,58,21
19,10385,华侨大学,674,福建,1970178,3748,525.6611526147,2013,1.95,0.0335766423,文科,55,19
21,10385,华侨大学,674,福建,1756018,3720,472.0478494624,2012,1.78,0.0344410876,文科,47,21
25,10385,华侨大学,674,福建,1756018,3720,472.0478494624,2012,1.78,0.0344410876,理科,160,25
24,10385,华侨大学,674,福建,2405576,3806,632.0483447189,2015,62.16,0.0365054602,文科,63,24
19,10385,华侨大学,674,福建,1223653,3666,333.784233497,2010,1.3,0.0388477366,文科,44,19
26,10385,华侨大学,674,福建,1970178,3748,525.6611526147,2013,1.95,0.0335766423,理科,165,26
33,10385,华侨大学,674,福建,2405576,3806,632.0483447189,2015,62.16,0.0365054602,理科,166,33
30,10385,华侨大学,674,福建,2175964,3774,576.5670376259,2014,60.86,0.0381493506,理科,156,30
26,10054,华北电力大学(北京),1986,北京,1950056,2114.8,922.0994893134,2014,62.15,0,理科,86,26
21,10054,华北电力大学(北京),1986,北京,1215300,1860,653.3870967742,2010,4.46,0,理科,64,21
18,10054,华北电力大学(北京),1986,北京,1625193,2018.6,805.1089864262,2012,4.6,0,文科,8,18
16,10054,华北电力大学(北京),1986,北京,1215300,1860,653.3870967742,2010,4.46,0,文科,9,16
17,10054,华北电力大学(北京),1986,北京,1411358,1961.9,719.3832509302,2011,4.39,0,理科,70,17
19,10054,华北电力大学(北京),1986,北京,1787940,2069.3,864.0313149374,2013,4.44,0,文科,10,19
20,10054,华北电力大学(北京),1986,北京,2133083,2152,991.2095724907,2015,63.43,0,文科,11,20
23,10054,华北电力大学(北京),1986,北京,2133083,2152,991.2095724907,2015,63.43,0,理科,87,23
26,10054,华北电力大学(北京),1986,北京,1787940,2069.3,864.0313149374,2013,4.44,0,理科,86,26
18,10054,华北电力大学(北京),1986,北京,1950056,2114.8,922.0994893134,2014,62.15,0,文科,10,18
16,10054,华北电力大学(北京),1986,北京,1625193,2018.6,805.1089864262,2012,4.6,0,理科,72,16
20,10054,华北电力大学(北京),1986,北京,1411358,1961.9,719.3832509302,2011,4.39,0,文科,9,20
19,10079,华北电力大学(保定),1986,河北,1723548,7034.4,245.0170590242,2010,4.46,0,文科,4,19
31,10079,华北电力大学(保定),1986,河北,2830141,7332.61,385.9663885029,2014,62.15,0,理科,80,31
23,10079,华北电力大学(保定),1986,河北,2039426,7193.6,283.5056161032,2011,4.39,0,理科,64,23
23,10079,华北电力大学(保定),1986,河北,2657501,7287.51,364.6651599792,2013,4.44,0,理科,79,23
19,10079,华北电力大学(保定),1986,河北,2657501,7287.51,364.6651599792,2013,4.44,0,文科,6,19
19,10079,华北电力大学(保定),1986,河北,2451576,7240.51,338.5916185462,2012,4.6,0,理科,67,19
23,10079,华北电力大学(保定),1986,河北,2039426,7193.6,283.5056161032,2011,4.39,0,文科,4,23
21,10079,华北电力大学(保定),1986,河北,2830141,7332.61,385.9663885029,2014,62.15,0,文科,6,21
28,10079,华北电力大学(保定),1986,河北,2942115,7384,398.4446099675,2015,63.43,0,理科,82,28
25,10079,华北电力大学(保定),1986,河北,2942115,7384,398.4446099675,2015,63.43,0,文科,6,25
21,10079,华北电力大学(保定),1986,河北,2451576,7240.51,338.5916185462,2012,4.6,0,文科,4,21
20,10079,华北电力大学(保定),1986,河北,1723548,7034.4,245.0170590242,2010,4.46,0,理科,59,20
20,10564,华南农业大学,12.2,广东,6216397,10644,584.0282788425,2014,62.4,0.0391233766,文科,1142,20
23,10564,华南农业大学,12.2,广东,4601306,10440.94,440.6984428605,2011,6.25,0.04048583,文科,1499,23
21,10564,华南农业大学,12.2,广东,5321028,10505,506.5233698239,2012,6.15,0.032326284,文科,1423,21
24,10564,华南农业大学,12.2,广东,6779224,10724,632.1544199925,2015,63.52,0.0360374415,文科,1354,24
33,10564,华南农业大学,12.2,广东,6779224,10724,632.1544199925,2015,63.52,0.0360374415,理科,4996,33
19,10564,华南农业大学,12.2,广东,3948256,10130.1854628636,389.7516007455,2010,5.58,0.0346090535,文科,1608,19
25,10564,华南农业大学,12.2,广东,3948256,10130.1854628636,389.7516007455,2010,5.58,0.0346090535,理科,5457,25
31,10564,华南农业大学,12.2,广东,6216397,10644,584.0282788425,2014,62.4,0.0391233766,理科,4754,31
25,10564,华南农业大学,12.2,广东,5321028,10505,506.5233698239,2012,6.15,0.032326284,理科,5259,25
19,10564,华南农业大学,12.2,广东,5706792,10594,538.6815178403,2013,5.48,0.0311435523,文科,1080,19
24,10564,华南农业大学,12.2,广东,4601306,10440.94,440.6984428605,2011,6.25,0.04048583,理科,5324,24
26,10564,华南农业大学,12.2,广东,5706792,10594,538.6815178403,2013,5.48,0.0311435523,理科,5622,26
18,10574,华南师范大学,36.5,广东,3948256,10130.1854628636,389.7516007455,2010,6.53,0.0477366255,文科,1347,18
21,10574,华南师范大学,36.5,广东,4601306,10440.94,440.6984428605,2011,6.61,0.0522267206,文科,1265,21
18,10574,华南师范大学,36.5,广东,5706792,10594,538.6815178403,2013,6.15,0.0496350365,文科,1386,18
21,10574,华南师范大学,36.5,广东,6779224,10724,632.1544199925,2015,64.09,0.0550702028,文科,1171,21
21,10574,华南师范大学,36.5,广东,5706792,10594,538.6815178403,2013,6.15,0.0496350365,理科,1838,21
26,10574,华南师范大学,36.5,广东,6779224,10724,632.1544199925,2015,64.09,0.0550702028,理科,1779,26
23,10574,华南师范大学,36.5,广东,3948256,10130.1854628636,389.7516007455,2010,6.53,0.0477366255,理科,1946,23
26,10574,华南师范大学,36.5,广东,6216397,10644,584.0282788425,2014,62.66,0.0649350649,理科,1891,26
21,10574,华南师范大学,36.5,广东,5321028,10505,506.5233698239,2012,6.64,0.0504531722,理科,1810,21
20,10574,华南师范大学,36.5,广东,5321028,10505,506.5233698239,2012,6.64,0.0504531722,文科,1192,20
18,10574,华南师范大学,36.5,广东,6216397,10644,584.0282788425,2014,62.66,0.0649350649,文科,1280,18
20,10574,华南师范大学,36.5,广东,4601306,10440.94,440.6984428605,2011,6.61,0.0522267206,理科,1874,20
26,89012,华南师范大学(中外合作办学专业),36.5,广东,6779224,10724,632.1544199925,2015,64.09,0.0550702028,文科,20,26
33,89012,华南师范大学(中外合作办学专业),36.5,广东,6779224,10724,632.1544199925,2015,64.09,0.0550702028,理科,20,33
14,10561,华南理工大学,11.9,广东,5321028,10505,506.5233698239,2012,16.73,0.083081571,文科,258,14
16,10561,华南理工大学,11.9,广东,6216397,10644,584.0282788425,2014,67.61,0.1001623377,理科,2663,16
14,10561,华南理工大学,11.9,广东,5321028,10505,506.5233698239,2012,16.73,0.083081571,理科,2731,14
13,10561,华南理工大学,11.9,广东,5706792,10594,538.6815178403,2013,16.98,0.0888077859,文科,238,13
14,10561,华南理工大学,11.9,广东,4601306,10440.94,440.6984428605,2011,16.47,0.0748987854,理科,2880,14
16,10561,华南理工大学,11.9,广东,4601306,10440.94,440.6984428605,2011,16.47,0.0748987854,文科,205,16
18,10561,华南理工大学,11.9,广东,6779224,10724,632.1544199925,2015,68.38,0.0895475819,理科,2657,18
13,10561,华南理工大学,11.9,广东,5706792,10594,538.6815178403,2013,16.98,0.0888077859,理科,2662,13
17,10561,华南理工大学,11.9,广东,3948256,10130.1854628636,389.7516007455,2010,16.15,0.0736625514,理科,2981,17
11,10561,华南理工大学,11.9,广东,6216397,10644,584.0282788425,2014,67.61,0.1001623377,文科,193,11
16,10561,华南理工大学,11.9,广东,3948256,10130.1854628636,389.7516007455,2010,16.15,0.0736625514,文科,203,16
15,10561,华南理工大学,11.9,广东,6779224,10724,632.1544199925,2015,68.38,0.0895475819,文科,182,15
25,10300,南京信息工程大学,1366,江苏,3445730,7810.269,441.1794267265,2010,1.12,0,理科,17,25
24,10300,南京信息工程大学,1366,江苏,4142548,7869.34,526.4161924634,2011,1.15,0,理科,12,24
19,10300,南京信息工程大学,1366,江苏,5405822,7919.98,682.555006452,2013,1.59,0,文科,7,19
24,10300,南京信息工程大学,1366,江苏,5405822,7919.98,682.555006452,2013,1.59,0,理科,11,24
26,10300,南京信息工程大学,1366,江苏,6508832,7960,817.6924623116,2015,61.96,0,文科,4,26
21,10300,南京信息工程大学,1366,江苏,5916175,7939.49,745.1580643089,2014,60.72,0,文科,3,21
19,10300,南京信息工程大学,1366,江苏,3445730,7810.269,441.1794267265,2010,1.12,0,文科,8,19
23,10300,南京信息工程大学,1366,江苏,4142548,7869.34,526.4161924634,2011,1.15,0,文科,6,23
33,10300,南京信息工程大学,1366,江苏,6508832,7960,817.6924623116,2015,61.96,0,理科,26,33
25,10300,南京信息工程大学,1366,江苏,4911027,7898.8006682342,621.7433767825,2012,1.24,0,理科,12,25
21,10300,南京信息工程大学,1366,江苏,4911027,7898.8006682342,621.7433767825,2012,1.24,0,文科,6,21
30,10300,南京信息工程大学,1366,江苏,5916175,7939.49,745.1580643089,2014,60.72,0,理科,15,30
26,10307,南京农业大学,1388,江苏,5405822,7919.98,682.555006452,2013,9.16,0,理科,83,26
19,10307,南京农业大学,1388,江苏,5405822,7919.98,682.555006452,2013,9.16,0,文科,2,19
25,10307,南京农业大学,1388,江苏,4911027,7898.8006682342,621.7433767825,2012,9.25,0,理科,71,25
31,10307,南京农业大学,1388,江苏,5916175,7939.49,745.1580643089,2014,63.59,0,理科,81,31
18,10307,南京农业大学,1388,江苏,3445730,7810.269,441.1794267265,2010,8.61,0,文科,10,18
23,10307,南京农业大学,1388,江苏,6508832,7960,817.6924623116,2015,65.37,0,文科,10,23
24,10307,南京农业大学,1388,江苏,3445730,7810.269,441.1794267265,2010,8.61,0,理科,59,24
24,10307,南京农业大学,1388,江苏,4142548,7869.34,526.4161924634,2011,8.49,0.027611336,理科,69,24
32,10307,南京农业大学,1388,江苏,6508832,7960,817.6924623116,2015,65.37,0,理科,77,32
19,10307,南京农业大学,1388,江苏,5916175,7939.49,745.1580643089,2014,63.59,0,文科,6,19
5,10284,南京大学,1380,江苏,5405822,7919.98,682.555006452,2013,45.01,0.1778588808,文科,19,5
6,10284,南京大学,1380,江苏,5916175,7939.49,745.1580643089,2014,78.71,0.2029220779,理科,65,6
4,10284,南京大学,1380,江苏,4911027,7898.8006682342,621.7433767825,2012,42.9,0.16918429,理科,46,4
6,10284,南京大学,1380,江苏,6508832,7960,817.6924623116,2015,78.3,0.1950078003,文科,27,6
3,10284,南京大学,1380,江苏,3445730,7810.269,441.1794267265,2010,43.99,0.1555555556,文科,17,3
6,10284,南京大学,1380,江苏,3445730,7810.269,441.1794267265,2010,43.99,0.1555555556,理科,42,6
6,10284,南京大学,1380,江苏,4142548,7869.34,526.4161924634,2011,42.47,0.1550607287,文科,18,6
5,10284,南京大学,1380,江苏,5405822,7919.98,682.555006452,2013,45.01,0.1778588808,理科,58,5
6,10284,南京大学,1380,江苏,5916175,7939.49,745.1580643089,2014,78.71,0.2029220779,文科,24,6
4,10284,南京大学,1380,江苏,4911027,7898.8006682342,621.7433767825,2012,42.9,0.16918429,文科,16,4
8,10284,南京大学,1380,江苏,6508832,7960,817.6924623116,2015,78.3,0.1950078003,理科,75,8
5,10284,南京大学,1380,江苏,4142548,7869.34,526.4161924634,2011,42.47,0.1550607287,理科,47,5
32,10291,南京工业大学,1345,江苏,6508832,7960,817.6924623116,2015,63.14,0,理科,30,32
25,10291,南京工业大学,1345,江苏,5405822,7919.98,682.555006452,2013,4.46,0.0230170316,理科,30,25
31,10291,南京工业大学,1345,江苏,5916175,7939.49,745.1580643089,2014,61.94,0,理科,32,31
22,10291,南京工业大学,1345,江苏,4142548,7869.34,526.4161924634,2011,4.97,0,理科,40,22
21,10291,南京工业大学,1345,江苏,5916175,7939.49,745.1580643089,2014,61.94,0,文科,10,21
21,10291,南京工业大学,1345,江苏,4911027,7898.8006682342,621.7433767825,2012,4.77,0.0241087613,文科,9,21
19,10291,南京工业大学,1345,江苏,5405822,7919.98,682.555006452,2013,4.46,0.0230170316,文科,10,19
26,10291,南京工业大学,1345,江苏,6508832,7960,817.6924623116,2015,63.14,0,文科,10,26
25,10291,南京工业大学,1345,江苏,4911027,7898.8006682342,621.7433767825,2012,4.77,0.0241087613,理科,31,25
23,10291,南京工业大学,1345,江苏,3445730,7810.269,441.1794267265,2010,5.43,0,理科,40,23
28,10319,南京师范大学,1379,江苏,5916175,7939.49,745.1580643089,2014,63.57,0.0801948052,理科,2,28
29,10319,南京师范大学,1379,江苏,6508832,7960,817.6924623116,2015,65.1,0.063650546,理科,5,29
26,10298,南京林业大学,1386,江苏,6508832,7960,817.6924623116,2015,62.41,0,文科,30,26
34,10298,南京林业大学,1386,江苏,6508832,7960,817.6924623116,2015,62.41,0,理科,80,34
17,10288,南京理工大学,1387,江苏,4142548,7869.34,526.4161924634,2011,10.68,0.0258704453,理科,41,17
22,10288,南京理工大学,1387,江苏,6508832,7960,817.6924623116,2015,65.22,0.0321372855,理科,55,22
18,10288,南京理工大学,1387,江苏,5405822,7919.98,682.555006452,2013,9.7,0,理科,47,18
18,10288,南京理工大学,1387,江苏,4911027,7898.8006682342,621.7433767825,2012,9.85,0,理科,43,18
22,10288,南京理工大学,1387,江苏,5916175,7939.49,745.1580643089,2014,63.89,0,理科,52,22
19,10288,南京理工大学,1387,江苏,3445730,7810.269,441.1794267265,2010,11.48,0,理科,42,19
17,10287,南京航空航天大学,1383,江苏,5405822,7919.98,682.555006452,2013,10.13,0,理科,64,17
21,10287,南京航空航天大学,1383,江苏,6508832,7960,817.6924623116,2015,64.85,0.0360374415,理科,67,21
19,10287,南京航空航天大学,1383,江苏,4911027,7898.8006682342,621.7433767825,2012,9.3,0,理科,54,19
20,10287,南京航空航天大学,1383,江苏,5916175,7939.49,745.1580643089,2014,63.96,0,理科,64,20
21,10287,南京航空航天大学,1383,江苏,4142548,7869.34,526.4161924634,2011,10.46,0,理科,42,21
18,10287,南京航空航天大学,1383,江苏,3445730,7810.269,441.1794267265,2010,11.01,0.0267489712,理科,40,18
21,10293,南京邮电大学,1384,江苏,4142548,7869.34,526.4161924634,2011,1.45,0,文科,4,21
19,10293,南京邮电大学,1384,江苏,4911027,7898.8006682342,621.7433767825,2012,1.76,0,理科,46,19
19,10293,南京邮电大学,1384,江苏,5405822,7919.98,682.555006452,2013,1.81,0,文科,23,19
21,10293,南京邮电大学,1384,江苏,5916175,7939.49,745.1580643089,2014,60.7,0,文科,28,21
29,10293,南京邮电大学,1384,江苏,6508832,7960,817.6924623116,2015,62.12,0,理科,109,29
21,10293,南京邮电大学,1384,江苏,3445730,7810.269,441.1794267265,2010,1.48,0,理科,47,21
19,10293,南京邮电大学,1384,江苏,4142548,7869.34,526.4161924634,2011,1.45,0,理科,46,19
19,10293,南京邮电大学,1384,江苏,3445730,7810.269,441.1794267265,2010,1.48,0,文科,3,19
26,10293,南京邮电大学,1384,江苏,5405822,7919.98,682.555006452,2013,1.81,0,理科,107,26
25,10293,南京邮电大学,1384,江苏,6508832,7960,817.6924623116,2015,62.12,0,文科,31,25
21,10293,南京邮电大学,1384,江苏,4911027,7898.8006682342,621.7433767825,2012,1.76,0,文科,4,21
29,10293,南京邮电大学,1384,江苏,5916175,7939.49,745.1580643089,2014,60.7,0,理科,104,29
31,10555,南华大学,530,湖南,2450167,6690.6,366.2103548262,2014,60.55,0,理科,100,31
34,10555,南华大学,530,湖南,2704846,6737,401.4911681757,2015,61.78,0,理科,180,34
7,10055,南开大学,2090,天津,1289388,1413.15,912.4211867105,2013,27.91,0.1571776156,理科,33,7
21,10055,南开大学,2090,天津,922446,1299.29,709.9615944093,2011,29.16,0.1732793522,文科,11,21
10,10055,南开大学,2090,天津,1437016,1472.21,976.0944430482,2014,71.96,0.1785714286,文科,19,10
11,10055,南开大学,2090,天津,1130728,1354.58,834.7443488018,2012,27.84,0.1522960725,文科,12,11
11,10055,南开大学,2090,天津,1437016,1472.21,976.0944430482,2014,71.96,0.1785714286,理科,38,11
7,10055,南开大学,2090,天津,752185,1228.16,612.448703752,2010,30.09,0.1600823045,理科,28,7
9,10055,南开大学,2090,天津,1289388,1413.15,912.4211867105,2013,27.91,0.1571776156,文科,18,9
8,10055,南开大学,2090,天津,922446,1299.29,709.9615944093,2011,29.16,0.1732793522,理科,28,8
7,10055,南开大学,2090,天津,1130728,1354.58,834.7443488018,2012,27.84,0.1522960725,理科,31,7
12,10055,南开大学,2090,天津,1572247,1517,1036.418589321,2015,72.67,0.1716068643,理科,53,12
13,10055,南开大学,2090,天津,1572247,1517,1036.418589321,2015,72.67,0.1716068643,文科,27,13
6,10055,南开大学,2090,天津,752185,1228.16,612.448703752,2010,30.09,0.1600823045,文科,10,6
19,12121,南方医科大学,14.5,广东,3948256,10130.1854628636,389.7516007455,2010,5.29,0,文科,200,19
25,12121,南方医科大学,14.5,广东,5321028,10505,506.5233698239,2012,4.36,0,理科,1500,25
21,12121,南方医科大学,14.5,广东,5321028,10505,506.5233698239,2012,4.36,0,文科,60,21
24,12121,南方医科大学,14.5,广东,6779224,10724,632.1544199925,2015,63.23,0,文科,50,24
25,12121,南方医科大学,14.5,广东,6216397,10644,584.0282788425,2014,62.04,0,理科,1128,25
25,12121,南方医科大学,14.5,广东,3948256,10130.1854628636,389.7516007455,2010,5.29,0,理科,1693,25
24,12121,南方医科大学,14.5,广东,4601306,10440.94,440.6984428605,2011,5.27,0,理科,1899,24
19,12121,南方医科大学,14.5,广东,5706792,10594,538.6815178403,2013,4.73,0,文科,58,19
19,12121,南方医科大学,14.5,广东,6216397,10644,584.0282788425,2014,62.04,0,文科,38,19
30,12121,南方医科大学,14.5,广东,6779224,10724,632.1544199925,2015,63.23,0,理科,1522,30
23,12121,南方医科大学,14.5,广东,4601306,10440.94,440.6984428605,2011,5.27,0,文科,266,23
23,12121,南方医科大学,14.5,广东,5706792,10594,538.6815178403,2013,4.73,0,理科,1262,23
25,10403,南昌大学,775,江西,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,理科,22,25
26,10403,南昌大学,775,江西,1294888,4503.9321,287.5016699297,2013,6.38,0.0413625304,理科,42,26
23,10403,南昌大学,775,江西,945126,4462.2489,211.8048592045,2011,6.91,0.0388259109,文科,11,23
23,10403,南昌大学,775,江西,945126,4462.2489,211.8048592045,2011,6.91,0.0388259109,理科,20,23
18,10403,南昌大学,775,江西,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,文科,20,18
20,10403,南昌大学,775,江西,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,文科,10,20
29,10403,南昌大学,775,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,理科,49,29
