,Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance,Lowest,Highest,ave,Plan,NO
296,3053,中国药科大学,10316,2010,理科,江苏,中国药科大学,25,3.49,0.0,3445730,7810.269,441.1794267265,1390.0,554.0,608.0,563.0,67.0,第一批
297,3084,中国药科大学,10316,2012,文科,江苏,中国药科大学,2,3.4,0.0,4911027,7898.8006682342,621.7433767825,1390.0,580.0,585.0,582.0,2.0,第一批
298,3105,中央民族大学,10052,2015,文科,北京,中央民族大学,10,63.87,0.04477379099999999,2133083,2152.0,991.2095724907001,2122.0,606.0,,611.0,,第一批
299,3110,中央民族大学,10052,2012,理科,北京,中央民族大学,8,5.92,0.0374622356,1625193,2018.6,805.1089864262,2122.0,582.0,606.0,589.0,8.0,第一批
300,3114,中央民族大学,10052,2011,理科,北京,中央民族大学,8,5.97,0.0502024291,1411358,1961.9,719.3832509302,2122.0,623.0,635.0,631.0,9.0,第一批
301,3136,中央民族大学,10052,2014,文科,北京,中央民族大学,9,62.1,0.04886363639999999,1950056,2114.8,922.0994893134,2122.0,605.0,627.0,612.0,11.0,第一批
302,3146,中央民族大学,10052,2015,理科,北京,中央民族大学,8,63.87,0.04477379099999999,2133083,2152.0,991.2095724907001,2122.0,584.0,,593.0,,第一批
303,3158,中央民族大学,10052,2010,文科,北京,中央民族大学,8,6.21,0.0489711934,1215300,1860.0,653.3870967742,2122.0,532.0,550.0,542.0,26.0,第一批
304,3162,中央民族大学,10052,2010,理科,北京,中央民族大学,9,6.21,0.0489711934,1215300,1860.0,653.3870967742,2122.0,540.0,579.0,560.0,54.0,第一批
305,3176,中央民族大学,10052,2013,文科,北京,中央民族大学,11,5.22,0.036982968399999996,1787940,2069.3,864.0313149374001,2122.0,605.0,625.0,615.0,7.0,第一批
306,3183,中央民族大学,10052,2012,文科,北京,中央民族大学,7,5.92,0.0374622356,1625193,2018.6,805.1089864262,2122.0,590.0,610.0,600.0,8.0,第一批
307,3195,中央民族大学,10052,2011,文科,北京,中央民族大学,8,5.97,0.0502024291,1411358,1961.9,719.3832509302,2122.0,608.0,628.0,616.0,8.0,第一批
308,3207,中央民族大学,10052,2014,理科,北京,中央民族大学,8,62.1,0.04886363639999999,1950056,2114.8,922.0994893134,2122.0,588.0,616.0,599.0,9.0,第一批
309,3219,中央民族大学,10052,2013,理科,北京,中央民族大学,9,5.22,0.036982968399999996,1787940,2069.3,864.0313149374001,2122.0,603.0,617.0,609.0,8.0,第一批
310,3249,中央财经大学,10034,2014,理科,北京,中央财经大学,76,61.83,0.18993506489999998,1950056,2114.8,922.0994893134,2152.0,628.0,665.0,650.0,73.0,第一批
311,3255,中央财经大学,10034,2013,理科,北京,中央财经大学,72,4.46,0.2457420925,1787940,2069.3,864.0313149374001,2152.0,633.0,672.0,656.0,61.0,第一批
312,3266,中央财经大学,10034,2014,文科,北京,中央财经大学,26,61.83,0.18993506489999998,1950056,2114.8,922.0994893134,2152.0,600.0,654.0,636.0,29.0,第一批
313,3282,中央财经大学,10034,2013,文科,北京,中央财经大学,28,4.46,0.2457420925,1787940,2069.3,864.0313149374001,2152.0,618.0,649.0,640.0,24.0,第一批
314,3290,中央财经大学,10034,2015,文科,北京,中央财经大学,29,63.4,0.18408736350000002,2133083,2152.0,991.2095724907001,2152.0,612.0,,625.0,,第一批
315,3302,中央财经大学,10034,2012,文科,北京,中央财经大学,23,4.9,0.24290030210000002,1625193,2018.6,805.1089864262,2152.0,619.0,645.0,636.0,25.0,第一批
316,3314,中央财经大学,10034,2011,文科,北京,中央财经大学,23,4.6,0.2408906883,1411358,1961.9,719.3832509302,2152.0,639.0,654.0,646.0,18.0,第一批
317,3326,中央财经大学,10034,2012,理科,北京,中央财经大学,60,4.9,0.24290030210000002,1625193,2018.6,805.1089864262,2152.0,612.0,648.0,635.0,62.0,第一批
318,3338,中央财经大学,10034,2011,理科,北京,中央财经大学,58,4.6,0.2408906883,1411358,1961.9,719.3832509302,2152.0,651.0,686.0,674.0,53.0,第一批
319,3350,中央财经大学,10034,2010,理科,北京,中央财经大学,53,5.38,0.2580246914,1215300,1860.0,653.3870967742,2152.0,619.0,642.0,628.0,41.0,第一批
320,3362,中央财经大学,10034,2010,文科,北京,中央财经大学,17,5.38,0.2580246914,1215300,1860.0,653.3870967742,2152.0,560.0,582.0,571.0,22.0,第一批
321,3375,中央财经大学,10034,2015,理科,北京,中央财经大学,75,63.4,0.18408736350000002,2133083,2152.0,991.2095724907001,2152.0,625.0,658.0,642.0,,第一批
322,3393,中山大学,10558,2012,理科,广东,中山大学,2677,33.77,0.25045317219999996,5321028,10505.0,506.5233698239,119.0,590.0,661.0,623.0,2752.0,第一批
323,3394,中山大学,10558,2010,文科,广东,中山大学,940,32.72,0.2267489712,3948256,10130.1854628636,389.7516007455,119.0,543.0,581.0,560.0,43.0,第一批
324,3396,中山大学,10558,2014,理科,广东,中山大学,2641,75.0,0.2987012987,6216397,10644.0,584.0282788425,119.0,607.0,676.0,640.0,2755.0,第一批
325,3398,中山大学,10558,2013,文科,广东,中山大学,837,37.85,0.2530413625,5706792,10594.0,538.6815178403,119.0,601.0,661.0,630.0,931.0,第一批
326,3406,中山大学,10558,2014,文科,广东,中山大学,856,75.0,0.2987012987,6216397,10644.0,584.0282788425,119.0,610.0,661.0,637.0,849.0,第一批
327,3432,中山大学,10558,2010,理科,广东,中山大学,2810,32.72,0.2267489712,3948256,10130.1854628636,389.7516007455,119.0,541.0,639.0,597.0,124.0,第一批
328,3432,中山大学,10558,2010,理科,广东,中山大学,2810,32.72,0.2267489712,3948256,10130.1854628636,389.7516007455,119.0,554.0,583.0,566.0,8.0,提前批
329,3446,中山大学,10558,2013,理科,广东,中山大学,2710,37.85,0.2530413625,5706792,10594.0,538.6815178403,119.0,610.0,679.0,642.0,2725.0,第一批
330,3457,中山大学,10558,2012,文科,广东,中山大学,914,33.77,0.25045317219999996,5321028,10505.0,506.5233698239,119.0,596.0,649.0,623.0,938.0,第一批
331,3500,中山大学,10558,2015,文科,广东,中山大学,862,75.33,0.27301092039999997,6779224,10724.0,632.1544199925,119.0,622.0,,631.0,,第一批
332,3501,中山大学,10558,2015,理科,广东,中山大学,2656,75.33,0.27301092039999997,6779224,10724.0,632.1544199925,119.0,615.0,,635.0,,第一批
333,3537,兰州大学,10730,2012,理科,甘肃,兰州大学,60,13.82,0.052265861,502037,2564.19,195.7877536376,2258.0,574.0,599.0,580.0,55.0,第一批
334,3539,兰州大学,10730,2010,理科,甘肃,兰州大学,38,14.36,0.04938271599999999,338756,2554.91,132.5901890869,2258.0,552.0,587.0,563.0,135.0,第一批
335,3542,兰州大学,10730,2014,理科,甘肃,兰州大学,71,66.35,0.0561688312,626801,2582.18,242.74101728,2258.0,586.0,614.0,595.0,66.0,第一批
336,3547,兰州大学,10730,2011,理科,甘肃,兰州大学,54,14.61,0.0449392713,412075,2559.98,160.9680544379,2258.0,627.0,647.0,632.0,38.0,第一批
337,3560,兰州大学,10730,2011,文科,甘肃,兰州大学,26,14.61,0.0449392713,412075,2559.98,160.9680544379,2258.0,603.0,627.0,610.0,11.0,第一批
338,3561,兰州大学,10730,2015,文科,甘肃,兰州大学,28,66.62,0.0550702028,683527,2591.0,263.808182169,2258.0,590.0,,596.0,,第一批
339,3573,兰州大学,10730,2014,文科,甘肃,兰州大学,27,66.35,0.0561688312,626801,2582.18,242.74101728,2258.0,595.0,613.0,605.0,31.0,第一批
340,3585,兰州大学,10730,2015,理科,甘肃,兰州大学,80,66.62,0.0550702028,683527,2591.0,263.808182169,2258.0,582.0,,590.0,,第一批
341,3599,兰州大学,10730,2012,文科,甘肃,兰州大学,26,13.82,0.052265861,502037,2564.19,195.7877536376,2258.0,583.0,604.0,590.0,26.0,第一批
342,3611,兰州大学,10730,2013,文科,甘肃,兰州大学,31,15.6,0.0498783455,565020,2577.55,219.2081627902,2258.0,596.0,609.0,600.0,26.0,第一批
343,3623,兰州大学,10730,2010,文科,甘肃,兰州大学,12,14.36,0.04938271599999999,338756,2554.91,132.5901890869,2258.0,521.0,563.0,535.0,26.0,第一批
344,3645,兰州大学,10730,2013,理科,甘肃,兰州大学,65,15.6,0.0498783455,565020,2577.55,219.2081627902,2258.0,582.0,616.0,600.0,60.0,第一批
345,3685,内蒙古大学,10126,2011,文科,内蒙古,内蒙古大学,5,5.47,0.0,1167200,2472.18,472.1339061072,2304.0,578.0,587.0,580.0,7.0,第一批
346,3696,内蒙古大学,10126,2011,理科,内蒙古,内蒙古大学,7,5.47,0.0,1167200,2472.18,472.1339061072,2304.0,567.0,580.0,572.0,7.0,第一批
347,3703,内蒙古大学,10126,2012,理科,内蒙古,内蒙古大学,6,5.82,0.0,1435988,2481.71,578.6284457088,2304.0,570.0,570.0,570.0,1.0,第一批
348,3717,内蒙古大学,10126,2010,理科,内蒙古,内蒙古大学,11,5.56,0.0,974025,2458.22,396.2318262808,2304.0,542.0,570.0,550.0,18.0,第一批
349,3761,内蒙古大学,10126,2010,文科,内蒙古,内蒙古大学,4,5.56,0.0,974025,2458.22,396.2318262808,2304.0,521.0,530.0,525.0,2.0,第一批
350,3774,内蒙古大学,10126,2014,理科,内蒙古,内蒙古大学,6,62.18,0.0,1683238,2497.61,673.9394861488,2304.0,574.0,574.0,574.0,1.0,第一批
351,3802,北京中医药大学,10026,2012,理科,北京,北京中医药大学,6,4.57,0.0302114804,1625193,2018.6,805.1089864262,2138.0,597.0,629.0,612.0,6.0,第一批
352,3805,北京中医药大学,10026,2011,理科,北京,北京中医药大学,6,4.04,0.028825910899999998,1411358,1961.9,719.3832509302,2138.0,649.0,652.0,650.0,2.0,第一批
353,3806,北京中医药大学,10026,2014,理科,北京,北京中医药大学,13,61.58,0.0,1950056,2114.8,922.0994893134,2138.0,621.0,657.0,636.0,11.0,第一批
354,3812,北京中医药大学,10026,2015,理科,北京,北京中医药大学,17,63.31,0.0340093604,2133083,2152.0,991.2095724907001,2138.0,584.0,,607.0,,第一批
355,3818,北京中医药大学,10026,2013,理科,北京,北京中医药大学,10,4.08,0.0289537713,1787940,2069.3,864.0313149374001,2138.0,619.0,637.0,630.0,6.0,第一批
356,3824,北京中医药大学,10026,2010,理科,北京,北京中医药大学,2,3.89,0.0,1215300,1860.0,653.3870967742,2138.0,540.0,587.0,554.0,30.0,第一批
357,3838,北京交通大学,10004,2011,理科,北京,北京交通大学,76,10.87,0.04048583,1411358,1961.9,719.3832509302,2124.0,631.0,668.0,648.0,71.0,第一批
358,3840,北京交通大学,10004,2011,文科,北京,北京交通大学,5,10.87,0.04048583,1411358,1961.9,719.3832509302,2124.0,624.0,628.0,625.0,4.0,第一批
359,3846,北京交通大学,10004,2010,文科,北京,北京交通大学,4,9.94,0.0406995885,1215300,1860.0,653.3870967742,2124.0,541.0,546.0,542.0,7.0,第一批
360,3858,北京交通大学,10004,2012,理科,北京,北京交通大学,77,10.66,0.053776435,1625193,2018.6,805.1089864262,2124.0,583.0,616.0,598.0,77.0,第一批
361,3871,北京交通大学,10004,2013,文科,北京,北京交通大学,6,9.31,0.053284671500000005,1787940,2069.3,864.0313149374001,2124.0,606.0,628.0,617.0,5.0,第一批
362,3883,北京交通大学,10004,2012,文科,北京,北京交通大学,5,10.66,0.053776435,1625193,2018.6,805.1089864262,2124.0,607.0,619.0,613.0,5.0,第一批
363,3895,北京交通大学,10004,2014,理科,北京,北京交通大学,87,63.8,0.0641233766,1950056,2114.8,922.0994893134,2124.0,589.0,623.0,609.0,88.0,第一批
364,3907,北京交通大学,10004,2015,文科,北京,北京交通大学,7,65.44,0.0658346334,2133083,2152.0,991.2095724907001,2124.0,600.0,608.0,604.0,,第一批
365,3919,北京交通大学,10004,2013,理科,北京,北京交通大学,88,9.31,0.053284671500000005,1787940,2069.3,864.0313149374001,2124.0,595.0,632.0,616.0,77.0,第一批
366,3931,北京交通大学,10004,2014,文科,北京,北京交通大学,6,63.8,0.0641233766,1950056,2114.8,922.0994893134,2124.0,617.0,629.0,624.0,6.0,第一批
367,3943,北京交通大学,10004,2015,理科,北京,北京交通大学,105,65.44,0.0658346334,2133083,2152.0,991.2095724907001,2124.0,598.0,629.0,604.0,,第一批
368,3961,北京交通大学,10004,2010,理科,北京,北京交通大学,71,9.94,0.0406995885,1215300,1860.0,653.3870967742,2124.0,548.0,609.0,583.0,108.0,第一批
369,3982,北京体育大学,10043,2015,文科,北京,北京体育大学,9,0.0,0.0335413417,2133083,2152.0,991.2095724907001,2131.0,,,592.0,,第一批
370,3988,北京体育大学,10043,2014,理科,北京,北京体育大学,6,0.0,0.0448051948,1950056,2114.8,922.0994893134,2131.0,564.0,601.0,586.0,8.0,第一批
371,3997,北京体育大学,10043,2010,理科,北京,北京体育大学,15,1.87,0.0617283951,1215300,1860.0,653.3870967742,2131.0,540.0,564.0,548.0,10.0,第一批
372,3999,北京体育大学,10043,2012,文科,北京,北京体育大学,6,0.0,0.0,1625193,2018.6,805.1089864262,2131.0,586.0,605.0,593.0,5.0,第一批
373,4011,北京体育大学,10043,2015,理科,北京,北京体育大学,12,0.0,0.0335413417,2133083,2152.0,991.2095724907001,2131.0,,,578.0,,第一批
374,4037,北京体育大学,10043,2011,理科,北京,北京体育大学,14,0.0,0.0,1411358,1961.9,719.3832509302,2131.0,626.0,626.0,626.0,1.0,第一批
375,4047,北京体育大学,10043,2013,理科,北京,北京体育大学,16,0.0,0.0,1787940,2069.3,864.0313149374001,2131.0,586.0,595.0,589.0,5.0,第一批
376,4059,北京体育大学,10043,2010,文科,北京,北京体育大学,7,1.87,0.0617283951,1215300,1860.0,653.3870967742,2131.0,518.0,556.0,531.0,6.0,第一批
377,4063,北京体育大学,10043,2013,文科,北京,北京体育大学,10,0.0,0.0,1787940,2069.3,864.0313149374001,2131.0,594.0,609.0,601.0,6.0,第一批
378,4077,北京体育大学,10043,2011,文科,北京,北京体育大学,6,0.0,0.0,1411358,1961.9,719.3832509302,2131.0,597.0,615.0,604.0,4.0,第一批
379,4083,北京体育大学,10043,2014,文科,北京,北京体育大学,9,0.0,0.0448051948,1950056,2114.8,922.0994893134,2131.0,599.0,613.0,606.0,4.0,第一批
380,4095,北京体育大学,10043,2012,理科,北京,北京体育大学,11,0.0,0.0,1625193,2018.6,805.1089864262,2131.0,564.0,582.0,573.0,5.0,第一批
381,4126,北京化工大学,10010,2014,理科,北京,北京化工大学,59,63.62,0.0,1950056,2114.8,922.0994893134,2133.0,590.0,615.0,597.0,59.0,第一批
382,4132,北京化工大学,10010,2011,文科,北京,北京化工大学,12,7.76,0.0,1411358,1961.9,719.3832509302,2133.0,600.0,613.0,605.0,8.0,第一批
383,4134,北京化工大学,10010,2012,文科,北京,北京化工大学,10,8.53,0.0,1625193,2018.6,805.1089864262,2133.0,570.0,592.0,585.0,12.0,第一批
384,4146,北京化工大学,10010,2011,理科,北京,北京化工大学,47,7.76,0.0,1411358,1961.9,719.3832509302,2133.0,633.0,649.0,639.0,49.0,第一批
385,4158,北京化工大学,10010,2013,文科,北京,北京化工大学,12,8.77,0.0,1787940,2069.3,864.0313149374001,2133.0,593.0,604.0,596.0,11.0,第一批
386,4173,北京化工大学,10010,2012,理科,北京,北京化工大学,49,8.53,0.0,1625193,2018.6,805.1089864262,2133.0,570.0,615.0,586.0,47.0,第一批
387,4185,北京化工大学,10010,2010,理科,北京,北京化工大学,50,7.18,0.0,1215300,1860.0,653.3870967742,2133.0,558.0,584.0,566.0,106.0,第一批
388,4197,北京化工大学,10010,2015,文科,北京,北京化工大学,13,64.57,0.0,2133083,2152.0,991.2095724907001,2133.0,,,587.0,,第一批
389,4209,北京化工大学,10010,2013,理科,北京,北京化工大学,59,8.77,0.0,1787940,2069.3,864.0313149374001,2133.0,575.0,624.0,602.0,51.0,第一批
390,4221,北京化工大学,10010,2014,文科,北京,北京化工大学,13,63.62,0.0,1950056,2114.8,922.0994893134,2133.0,596.0,602.0,599.0,12.0,第一批
391,4233,北京化工大学,10010,2015,理科,北京,北京化工大学,72,64.57,0.0,2133083,2152.0,991.2095724907001,2133.0,,,587.0,,第一批
392,4270,北京协和医学院,10023,2011,理科,北京,北京协和医学院,5,0.0,0.0,1411358,1961.9,719.3832509302,2125.0,,628.0,624.0,5.0,第一批
393,4274,北京外国语大学,10030,2015,理科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152.0,991.2095724907001,2122.0,628.0,643.0,633.0,8.0,第一批
394,4274,北京外国语大学,10030,2015,理科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152.0,991.2095724907001,2122.0,,,643.0,,提前批
395,4277,北京外国语大学,10030,2012,理科,北京,北京外国语大学,8,3.61,0.0371601208,1625193,2018.6,805.1089864262,2122.0,623.0,639.0,629.0,8.0,第一批
396,4283,北京外国语大学,10030,2014,理科,北京,北京外国语大学,8,61.35,0.0422077922,1950056,2114.8,922.0994893134,2122.0,635.0,661.0,644.0,8.0,第一批
397,4295,北京外国语大学,10030,2012,文科,北京,北京外国语大学,8,3.61,0.0371601208,1625193,2018.6,805.1089864262,2122.0,638.0,644.0,641.0,9.0,第一批
398,4307,北京外国语大学,10030,2013,文科,北京,北京外国语大学,7,3.22,0.0360097324,1787940,2069.3,864.0313149374001,2122.0,597.0,653.0,622.0,8.0,第一批
399,4319,北京外国语大学,10030,2015,文科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152.0,991.2095724907001,2122.0,637.0,648.0,641.0,7.0,第一批
400,4319,北京外国语大学,10030,2015,文科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152.0,991.2095724907001,2122.0,,,641.0,,提前批
401,4331,北京外国语大学,10030,2013,理科,北京,北京外国语大学,8,3.22,0.0360097324,1787940,2069.3,864.0313149374001,2122.0,647.0,655.0,650.0,8.0,第一批
402,4343,北京外国语大学,10030,2010,文科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860.0,653.3870967742,2122.0,527.0,586.0,567.0,7.0,第一批
403,4343,北京外国语大学,10030,2010,文科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860.0,653.3870967742,2122.0,560.0,595.0,576.0,14.0,提前批
404,4355,北京外国语大学,10030,2010,理科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860.0,653.3870967742,2122.0,548.0,644.0,609.0,9.0,第一批
405,4355,北京外国语大学,10030,2010,理科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860.0,653.3870967742,2122.0,598.0,632.0,619.0,8.0,提前批
406,4367,北京外国语大学,10030,2011,文科,北京,北京外国语大学,9,3.65,0.032024291499999996,1411358,1961.9,719.3832509302,2122.0,633.0,656.0,650.0,8.0,第一批
407,4367,北京外国语大学,10030,2011,文科,北京,北京外国语大学,9,3.65,0.032024291499999996,1411358,1961.9,719.3832509302,2122.0,,654.0,640.0,12.0,不详
408,4381,北京外国语大学,10030,2011,理科,北京,北京外国语大学,8,3.65,0.032024291499999996,1411358,1961.9,719.3832509302,2122.0,656.0,678.0,663.0,8.0,第一批
409,4381,北京外国语大学,10030,2011,理科,北京,北京外国语大学,8,3.65,0.032024291499999996,1411358,1961.9,719.3832509302,2122.0,,682.0,670.0,9.0,不详
410,4391,北京外国语大学,10030,2014,文科,北京,北京外国语大学,7,61.35,0.0422077922,1950056,2114.8,922.0994893134,2122.0,623.0,651.0,641.0,7.0,第一批
411,4418,北京大学,10001,2013,文科,北京,北京大学,18,100.0,1.0,1787940,2069.3,864.0313149374001,2156.0,644.0,675.0,662.0,14.0,第一批
412,4430,北京大学,10001,2015,文科,北京,北京大学,20,100.0,1.0,2133083,2152.0,991.2095724907001,2156.0,660.0,,667.0,,第一批
413,4430,北京大学,10001,2015,文科,北京,北京大学,20,100.0,1.0,2133083,2152.0,991.2095724907001,2156.0,,,661.0,,提前批
414,4442,北京大学,10001,2013,理科,北京,北京大学,18,100.0,1.0,1787940,2069.3,864.0313149374001,2156.0,663.0,694.0,677.0,15.0,第一批
415,4454,北京大学,10001,2011,理科,北京,北京大学,12,100.0,1.0,1411358,1961.9,719.3832509302,2156.0,694.0,696.0,,20.0,第一批
416,4466,北京大学,10001,2012,理科,北京,北京大学,12,100.0,1.0,1625193,2018.6,805.1089864262,2156.0,646.0,674.0,660.0,12.0,第一批
417,4478,北京大学,10001,2011,文科,北京,北京大学,12,100.0,1.0,1411358,1961.9,719.3832509302,2156.0,666.0,678.0,,17.0,第一批
418,4490,北京大学,10001,2014,文科,北京,北京大学,20,100.0,1.0,1950056,2114.8,922.0994893134,2156.0,648.0,681.0,660.0,19.0,第一批
419,4502,北京大学,10001,2012,文科,北京,北京大学,12,100.0,1.0,1625193,2018.6,805.1089864262,2156.0,639.0,670.0,656.0,15.0,第一批
420,4514,北京大学,10001,2010,理科,北京,北京大学,16,100.0,1.0,1215300,1860.0,653.3870967742,2156.0,655.0,683.0,669.0,41.0,第一批
421,4514,北京大学,10001,2010,理科,北京,北京大学,16,100.0,1.0,1215300,1860.0,653.3870967742,2156.0,659.0,660.0,659.0,2.0,提前批
422,4526,北京大学,10001,2010,文科,北京,北京大学,12,100.0,1.0,1215300,1860.0,653.3870967742,2156.0,575.0,629.0,603.0,27.0,第一批
423,4538,北京大学,10001,2015,理科,北京,北京大学,20,100.0,1.0,2133083,2152.0,991.2095724907001,2156.0,677.0,,679.0,,第一批
424,4538,北京大学,10001,2015,理科,北京,北京大学,20,100.0,1.0,2133083,2152.0,991.2095724907001,2156.0,,,673.0,,提前批
425,4550,北京大学,10001,2014,理科,北京,北京大学,20,100.0,1.0,1950056,2114.8,922.0994893134,2156.0,661.0,688.0,674.0,20.0,第一批
426,4562,北京大学,19001,2010,理科,北京,北京大学医学部,15,100.0,1.0,1215300,1860.0,653.3870967742,2156.0,650.0,662.0,656.0,14.0,第一批
427,4565,北京大学,19001,2012,理科,北京,北京大学医学部,16,100.0,1.0,1625193,2018.6,805.1089864262,2156.0,644.0,666.0,658.0,15.0,第一批
428,4568,北京大学,19001,2013,理科,北京,北京大学医学部,18,100.0,1.0,1787940,2069.3,864.0313149374001,2156.0,652.0,682.0,669.0,16.0,第一批
429,4569,北京大学,19001,2014,理科,北京,北京大学医学部,20,100.0,1.0,1950056,2114.8,922.0994893134,2156.0,659.0,688.0,676.0,18.0,第一批
430,4580,北京大学,19001,2011,理科,北京,北京大学医学部,15,100.0,1.0,1411358,1961.9,719.3832509302,2156.0,668.0,693.0,689.0,15.0,第一批
431,4598,北京工业大学,10005,2012,文科,北京,北京工业大学,4,7.47,0.0380664653,1625193,2018.6,805.1089864262,2116.0,580.0,592.0,584.0,5.0,第一批
432,4600,北京工业大学,10005,2014,文科,北京,北京工业大学,4,62.73,0.07646103900000001,1950056,2114.8,922.0994893134,2116.0,595.0,614.0,604.0,6.0,第一批
433,4607,北京工业大学,10005,2011,理科,北京,北京工业大学,14,7.54,0.0325910931,1411358,1961.9,719.3832509302,2116.0,636.0,647.0,639.0,17.0,第一批
434,4619,北京工业大学,10005,2014,理科,北京,北京工业大学,11,62.73,0.07646103900000001,1950056,2114.8,922.0994893134,2116.0,595.0,605.0,600.0,12.0,第一批
435,4631,北京工业大学,10005,2015,文科,北京,北京工业大学,4,63.97,0.0400936037,2133083,2152.0,991.2095724907001,2116.0,,,597.0,,第一批
436,4643,北京工业大学,10005,2012,理科,北京,北京工业大学,18,7.47,0.0380664653,1625193,2018.6,805.1089864262,2116.0,574.0,590.0,583.0,14.0,第一批
437,4655,北京工业大学,10005,2010,理科,北京,北京工业大学,18,7.95,0.06378600820000001,1215300,1860.0,653.3870967742,2116.0,564.0,583.0,573.0,17.0,第一批
438,4667,北京工业大学,10005,2013,文科,北京,北京工业大学,6,6.71,0.039416058399999995,1787940,2069.3,864.0313149374001,2116.0,594.0,598.0,596.0,4.0,第一批
439,4679,北京工业大学,10005,2011,文科,北京,北京工业大学,6,7.54,0.0325910931,1411358,1961.9,719.3832509302,2116.0,603.0,616.0,609.0,2.0,第一批
440,4698,北京工业大学,10005,2013,理科,北京,北京工业大学,12,6.71,0.039416058399999995,1787940,2069.3,864.0313149374001,2116.0,596.0,608.0,602.0,18.0,第一批
441,4700,北京工业大学,10005,2010,文科,北京,北京工业大学,2,7.95,0.06378600820000001,1215300,1860.0,653.3870967742,2116.0,522.0,528.0,525.0,3.0,第一批
442,4712,北京工业大学,10005,2015,理科,北京,北京工业大学,13,63.97,0.0400936037,2133083,2152.0,991.2095724907001,2116.0,,,581.0,,第一批
443,4746,北京林业大学,10022,2014,理科,北京,北京林业大学,81,62.84,0.0,1950056,2114.8,922.0994893134,2135.0,568.0,635.0,594.0,89.0,第一批
444,4749,北京林业大学,10022,2014,文科,北京,北京林业大学,19,62.84,0.0,1950056,2114.8,922.0994893134,2135.0,602.0,616.0,606.0,14.0,第一批
445,4758,北京林业大学,10022,2010,理科,北京,北京林业大学,54,7.21,0.032345679,1215300,1860.0,653.3870967742,2135.0,540.0,595.0,557.0,110.0,第一批
446,4758,北京林业大学,10022,2010,理科,北京,北京林业大学,54,7.21,0.032345679,1215300,1860.0,653.3870967742,2135.0,542.0,561.0,553.0,3.0,提前批
447,4776,北京林业大学,10022,2010,文科,北京,北京林业大学,16,7.21,0.032345679,1215300,1860.0,653.3870967742,2135.0,521.0,546.0,534.0,20.0,第一批
448,4779,北京林业大学,10022,2012,文科,北京,北京林业大学,12,8.11,0.024048338399999997,1625193,2018.6,805.1089864262,2135.0,580.0,603.0,591.0,17.0,第一批
449,4791,北京林业大学,10022,2012,理科,北京,北京林业大学,74,8.11,0.024048338399999997,1625193,2018.6,805.1089864262,2135.0,554.0,606.0,583.0,69.0,第一批
450,4816,北京林业大学,10022,2013,文科,北京,北京林业大学,14,6.85,0.022846715299999997,1787940,2069.3,864.0313149374001,2135.0,596.0,608.0,600.0,12.0,第一批
451,4828,北京林业大学,10022,2015,文科,北京,北京林业大学,18,64.48,0.0,2133083,2152.0,991.2095724907001,2135.0,,,599.0,,第一批
452,4840,北京林业大学,10022,2011,理科,北京,北京林业大学,69,7.66,0.0,1411358,1961.9,719.3832509302,2135.0,627.0,670.0,634.0,56.0,第一批
453,4852,北京林业大学,10022,2011,文科,北京,北京林业大学,17,7.66,0.0,1411358,1961.9,719.3832509302,2135.0,596.0,617.0,608.0,14.0,第一批
454,4864,北京林业大学,10022,2015,理科,北京,北京林业大学,86,64.48,0.0,2133083,2152.0,991.2095724907001,2135.0,,,585.0,,第一批
455,4876,北京林业大学,10022,2013,理科,北京,北京林业大学,87,6.85,0.022846715299999997,1787940,2069.3,864.0313149374001,2135.0,582.0,627.0,599.0,74.0,第一批
456,4890,北京理工大学,10007,2014,理科,北京,北京理工大学,72,65.77,0.0946428571,1950056,2114.8,922.0994893134,2123.0,599.0,644.0,622.0,74.0,第一批
457,4891,北京理工大学,10007,2013,文科,北京,北京理工大学,8,14.04,0.0778588808,1787940,2069.3,864.0313149374001,2123.0,616.0,624.0,619.0,5.0,第一批
458,4902,北京理工大学,10007,2012,文科,北京,北京理工大学,5,15.14,0.0767371601,1625193,2018.6,805.1089864262,2123.0,606.0,614.0,610.0,5.0,第一批
459,4911,北京理工大学,10007,2011,文科,北京,北京理工大学,5,16.6,0.07651821860000001,1411358,1961.9,719.3832509302,2123.0,621.0,625.0,622.0,4.0,第一批
460,4923,北京理工大学,10007,2011,理科,北京,北京理工大学,65,16.6,0.07651821860000001,1411358,1961.9,719.3832509302,2123.0,652.0,677.0,660.0,61.0,第一批
461,4935,北京理工大学,10007,2012,理科,北京,北京理工大学,70,15.14,0.0767371601,1625193,2018.6,805.1089864262,2123.0,585.0,632.0,611.0,67.0,第一批
