"","Year","Province","University_Name_Location","University_Name","UniversityNo","Topic","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population"
"332","2011","山东","哈尔滨工业大学(威海)","哈尔滨工业大学","19213","理科","20","26327","572","27.82","0.0765182186234818","3916992","9587.87",65.5
"333","2011","山东","山东大学威海分校","山东大学","19422","文科","18","8309","586","29.13","0.088663967611336","3916992","9587.87",65.5
"334","2011","山东","中国海洋大学","中国海洋大学","10423","理科","86","21446","579","11.21","0.0284615384615385","3916992","9587.87",65.5
"335","2011","山东","中国石油大学(华东)","中国石油大学","10425","理科","40","27597","570","11.06","0.059919028340081","3916992","9587.87",65.5
"336","2011","山西","太原理工大学","太原理工大学","10112","理科","30","30392","568","5.42",NA,"920086","3574.11",65.5
"337","2011","广东","汕头大学","汕头大学","10560","理科","675","30392","568","1.78",NA,"4601306","10440.94",65.5
"338","2011","广东","南方医科大学","南方医科大学","12121","文科","266","10919","580","5.27",NA,"4601306","10440.94",65.5
"339","2011","广东","汕头大学","汕头大学","10560","文科","327","10919","580","1.78",NA,"4601306","10440.94",65.5
"340","2011","广东","广东外语外贸大学","广东外语外贸大学","11846","理科","1908","15494","588","1.47","0.0279757085020243","4601306","10440.94",65.5
"341","2011","广东","华南理工大学","华南理工大学","10561","文科","205","3844","602","16.47","0.0748987854251012","4601306","10440.94",65.5
"342","2011","广东","广州中医药大学","广州中医药大学","10572","理科","1807","30392","568","3.11",NA,"4601306","10440.94",65.5
"343","2011","广东","华南师范大学","华南师范大学","10574","文科","1265","8116","587","6.61","0.0522267206477733","4601306","10440.94",65.5
"344","2011","广东","华南师范大学","华南师范大学","10574","理科","1874","19956","581","6.61","0.0522267206477733","4601306","10440.94",65.5
"345","2011","广东","南方医科大学","南方医科大学","12121","理科","1899","30392","568","5.27",NA,"4601306","10440.94",65.5
"346","2011","广东","中山大学","中山大学","10558","理科","2722","6151","609","33.78","0.259514170040486","4601306","10440.94",65.5
"347","2011","广东","广州医科大学","广州医科大学","10570","理科","310","28533","569","1.36",NA,"4601306","10440.94",65.5
"348","2011","广东","广东外语外贸大学","广东外语外贸大学","11846","文科","1993","5971","593","1.47","0.0279757085020243","4601306","10440.94",65.5
"349","2011","广东","汕头大学（汕头大学医）","汕头大学","80001","理科","246","24252","575","1.78",NA,"4601306","10440.94",65.5
"350","2011","广东","广州中医药大学","广州中医药大学","10572","文科","555","10919","580","3.11",NA,"4601306","10440.94",65.5
"351","2011","广东","中山大学","中山大学","10558","文科","925","1687","615","33.78","0.259514170040486","4601306","10440.94",65.5
"352","2011","广东","暨南大学","暨南大学","10559","文科","601","2693","608","7.36","0.0680161943319838","4601306","10440.94",65.5
"353","2011","广东","暨南大学","暨南大学","10559","理科","1354","11312","596","7.36","0.0680161943319838","4601306","10440.94",65.5
"354","2011","广东","华南理工大学","华南理工大学","10561","理科","2880","9473","600","16.47","0.0748987854251012","4601306","10440.94",65.5
"355","2011","广东","华南农业大学","华南农业大学","10564","理科","5324","30392","568","6.25","0.0404858299595142","4601306","10440.94",65.5
"356","2011","广东","华南农业大学","华南农业大学","10564","文科","1499","10919","580","6.25","0.0404858299595142","4601306","10440.94",65.5
"357","2011","广西","广西医科大学","广西医科大学","10598","理科","15","30392","568","1.14",NA,"956985","4610",65.5
"358","2011","广西","广西大学","广西大学","10593","理科","5","30392","568","4.7","0.0265991902834008","956985","4610",65.5
"359","2011","广西","广西大学","广西大学","10593","文科","4","10919","580","4.7","0.0265991902834008","956985","4610",65.5
"360","2011","江苏","中国矿业大学","中国矿业大学","10290","文科","8","10919","580","11.94",NA,"4142548","7869.34",65.5
"361","2011","江苏","河海大学","河海大学","10294","理科","81","23884","575","8.44",NA,"4142548","7869.34",65.5
"362","2011","江苏","中国矿业大学","中国矿业大学","10290","理科","90","30392","568","11.94",NA,"4142548","7869.34",65.5
"363","2011","江苏","南京农业大学","南京农业大学","10307","理科","69","30392","568","8.49","0.0276113360323887","4142548","7869.34",65.5
"364","2011","江苏","河海大学","河海大学","10294","文科","13","7773","588","8.44",NA,"4142548","7869.34",65.5
"365","2011","江苏","江南大学","江南大学","10295","文科","23","8462","586","5.37",NA,"4142548","7869.34",65.5
"366","2011","江苏","南京信息工程大学","南京信息工程大学","10300","文科","6","10919","580","1.15",NA,"4142548","7869.34",65.5
"367","2011","江苏","苏州大学","苏州大学","10285","理科","24","19270","582","8.57","0.0274898785425101","4142548","7869.34",65.5
"368","2011","江苏","中国药科大学","中国药科大学","10316","文科","2","10919","580","3.46",NA,"4142548","7869.34",65.5
"369","2011","江苏","苏州大学","苏州大学","10285","文科","6","7145","589","8.57","0.0274898785425101","4142548","7869.34",65.5
"370","2011","江苏","东南大学","东南大学","10286","理科","50","11297","596","19.73","0.0724696356275304","4142548","7869.34",65.5
"371","2011","江苏","南京大学","南京大学","10284","文科","18","267","637","42.47","0.155060728744939","4142548","7869.34",65.5
"372","2011","江苏","南京信息工程大学","南京信息工程大学","10300","理科","12","30392","568","1.15",NA,"4142548","7869.34",65.5
"373","2011","江苏","南京工业大学","南京工业大学","10291","理科","40","24635","574","4.97",NA,"4142548","7869.34",65.5
"374","2011","江苏","江苏大学","江苏大学","10299","理科","40","30392","568","3.55",NA,"4142548","7869.34",65.5
"375","2011","江苏","南京邮电大学","南京邮电大学","10293","理科","46","17781","584","1.45",NA,"4142548","7869.34",65.5
"376","2011","江苏","中国药科大学","中国药科大学","10316","理科","23","25964","573","3.46",NA,"4142548","7869.34",65.5
"377","2011","江苏","南京理工大学","南京理工大学","10288","理科","41","15341","588","10.68","0.0258704453441296","4142548","7869.34",65.5
"378","2011","江苏","南京大学","南京大学","10284","理科","47","780","642","42.47","0.155060728744939","4142548","7869.34",65.5
"379","2011","江苏","南京邮电大学","南京邮电大学","10293","文科","4","8640","585","1.45",NA,"4142548","7869.34",65.5
"380","2011","江苏","南京航空航天大学","南京航空航天大学","10287","理科","42","22894","577","10.46",NA,"4142548","7869.34",65.5
"381","2011","江苏","江南大学","江南大学","10295","理科","25","30392","568","5.37",NA,"4142548","7869.34",65.5
"382","2011","江西","南昌大学","南昌大学","10403","文科","11","10162","581","6.91","0.0388259109311741","945126","4462.2489",65.5
"383","2011","江西","南昌大学","南昌大学","10403","理科","20","27066","571","6.91","0.0388259109311741","945126","4462.2489",65.5
"384","2011","河北","华北电力大学(保定)","华北电力大学","10079","理科","64","26888","571","4.39",NA,"2039426","7193.6",65.5
"385","2011","河北","燕山大学","燕山大学","10216","理科","5","25986","573","5.1",NA,"2039426","7193.6",65.5
"386","2011","河北","东北大学秦皇岛分校","东北大学","19145","理科","40","30392","568","15.08","0.0393522267206478","2039426","7193.6",65.5
"387","2011","河北","华北电力大学(保定)","华北电力大学","10079","文科","4","10444","581","4.39",NA,"2039426","7193.6",65.5
"388","2011","河北","石家庄铁道大学","石家庄铁道大学","10107","文科","1","10919","580",NA,NA,"2039426","7193.6",65.5
"389","2011","河北","石家庄铁道大学","石家庄铁道大学","10107","理科","4","30392","568",NA,NA,"2039426","7193.6",65.5
"390","2011","河北","河北工业大学","河北工业大学","10080","理科","10","25756","573","3.05",NA,"2039426","7193.6",65.5
"391","2011","河南","郑州大学","郑州大学","10459","文科","10","9798","582","8.94","0.0672064777327935","2309236","9405.47",65.5
"392","2011","河南","郑州大学","郑州大学","10459","理科","36","30392","568","8.94","0.0672064777327935","2309236","9405.47",65.5
"393","2011","浙江","浙江大学","浙江大学","10335","文科","16","210","639","52.91","0.261133603238866","2772231","5446.51",65.5
"394","2011","浙江","温州医学院","温州医学院","10343","理科","15","30392","568",NA,NA,"2772231","5446.51",65.5
"395","2011","浙江","浙江大学","浙江大学","10335","理科","74","501","648","52.91","0.261133603238866","2772231","5446.51",65.5
"396","2011","海南","海南大学","海南大学","10589","文科","53","10919","580","4.75","0.0353036437246964","206450","868.55",65.5
"397","2011","海南","海南大学","海南大学","10589","理科","162","30392","568","4.75","0.0353036437246964","206450","868.55",65.5
"398","2011","湖北","武汉理工大学","武汉理工大学","10497","文科","16","8855","585","8.82","0.042914979757085","1596761","5727.9143",65.5
"399","2011","湖北","中南财经政法大学","中南财经政法大学","10520","文科","97","3731","602","5.78","0.0493927125506073","1596761","5727.9143",65.5
"400","2011","湖北","华中科技大学","华中科技大学","10487","理科","168","7159","606","33.77","0.116599190283401","1596761","5727.9143",65.5
"401","2011","湖北","中国地质大学(武汉)","中国地质大学","10491","文科","16","9085","584","11.82","0.0359919028340081","1596761","5727.9143",65.5
"402","2011","湖北","武汉大学","武汉大学","10486","文科","38","1373","617","41.07","0.269230769230769","1596761","5727.9143",65.5
"403","2011","湖北","华中师范大学","华中师范大学","10511","理科","26","24288","575","11.7","0.0643724696356275","1596761","5727.9143",65.5
"404","2011","湖北","华中农业大学","华中农业大学","10504","理科","28","30392","568","10.24","0.030080971659919","1596761","5727.9143",65.5
"405","2011","湖北","华中师范大学","华中师范大学","10511","文科","17","7516","588","11.7","0.0643724696356275","1596761","5727.9143",65.5
"406","2011","湖北","华中科技大学","华中科技大学","10487","文科","22","6520","591","33.77","0.116599190283401","1596761","5727.9143",65.5
"407","2011","湖北","武汉理工大学","武汉理工大学","10497","理科","204","19066","582","8.82","0.042914979757085","1596761","5727.9143",65.5
"408","2011","湖北","中国地质大学(武汉)","中国地质大学","10491","理科","49","25460","573","11.82","0.0359919028340081","1596761","5727.9143",65.5
"409","2011","湖北","中南财经政法大学","中南财经政法大学","10520","理科","120","21193","579","5.78","0.0493927125506073","1596761","5727.9143",65.5
"410","2011","湖北","武汉大学","武汉大学","10486","理科","174","6495","608","41.07","0.269230769230769","1596761","5727.9143",65.5
"411","2011","湖北","华中农业大学","华中农业大学","10504","文科","12","10919","580","10.24","0.030080971659919","1596761","5727.9143",65.5
"412","2011","湖南","湖南中医药大学","湖南中医药大学","10541","理科","10","26565","572","0.91",NA,"1603796","6570.1",65.5
"413","2011","湖南","湖南大学","湖南大学","10532","文科","24","4364","599","14.05","0.0663967611336032","1603796","6570.1",65.5
"414","2011","湖南","湖南大学","湖南大学","10532","理科","170","16821","586","14.05","0.0663967611336032","1603796","6570.1",65.5
"415","2011","湖南","中南大学","中南大学","10533","文科","22","6024","593","27.77","0.0761133603238866","1603796","6570.1",65.5
"416","2011","湖南","湘潭大学","湘潭大学","10530","理科","43","30392","568","4.58",NA,"1603796","6570.1",65.5
"417","2011","湖南","湘潭大学","湘潭大学","10530","文科","27","10919","580","4.58",NA,"1603796","6570.1",65.5
"418","2011","湖南","湖南师范大学","湖南师范大学","10542","理科","28","29904","568","8.25","0.0302834008097166","1603796","6570.1",65.5
"419","2011","湖南","中南大学","中南大学","10533","理科","205","13994","591","27.77","0.0761133603238866","1603796","6570.1",65.5
"420","2011","湖南","湖南师范大学","湖南师范大学","10542","文科","24","10573","580","8.25","0.0302834008097166","1603796","6570.1",65.5
"421","2011","甘肃","兰州大学","兰州大学","10730","文科","26","9437","583","14.61","0.0449392712550607","412075","2559.98",65.5
"422","2011","甘肃","兰州大学","兰州大学","10730","理科","54","24664","574","14.61","0.0449392712550607","412075","2559.98",65.5
"423","2011","福建","福州大学","福州大学","10386","理科","10","20679","580","5.8","0.0269635627530364","1473712","3693",65.5
"424","2011","福建","华侨大学","华侨大学","10385","理科","182","30392","568","1.64","0.0312145748987854","1473712","3693",65.5
"425","2011","福建","华侨大学","华侨大学","10385","文科","48","10919","580","1.64","0.0312145748987854","1473712","3693",65.5
"426","2011","福建","福州大学","福州大学","10386","文科","4","10919","580","5.8","0.0269635627530364","1473712","3693",65.5
"427","2011","福建","厦门大学","厦门大学","10384","理科","87","7331","606","26.03","0.17085020242915","1473712","3693",65.5
"428","2011","福建","厦门大学","厦门大学","10384","文科","25","1995","612","26.03","0.17085020242915","1473712","3693",65.5
"429","2011","贵州","贵州大学","贵州大学","10657","理科","16","30392","568","5",NA,"460216","3479",65.5
"430","2011","贵州","贵州大学","贵州大学","10657","文科","2","10919","580","5",NA,"460216","3479",65.5
"431","2011","辽宁","辽宁大学","辽宁大学","10140","文科","43","10919","580","4.79","0.032914979757085","1845727","4375",65.5
"432","2011","辽宁","东北财经大学","东北财经大学","10173","文科","20","10124","581","3.38",NA,"1845727","4375",65.5
"433","2011","辽宁","沈阳药科大学","沈阳药科大学","10163","理科","10","30392","568","1.59",NA,"1845727","4375",65.5
"434","2011","辽宁","东北财经大学","东北财经大学","10173","理科","20","19301","582","3.38",NA,"1845727","4375",65.5
"435","2011","辽宁","大连理工大学","大连理工大学","10141","理科","30","13424","592","17.8","0.0267611336032389","1845727","4375",65.5
"436","2011","辽宁","中国医科大学","中国医科大学","10159","理科","37","30392","568","3.96",NA,"1845727","4375",65.5
"437","2011","辽宁","大连海事大学","大连海事大学","10151","文科","12","9861","582","3.28",NA,"1845727","4375",65.5
"438","2011","辽宁","大连海事大学","大连海事大学","10151","理科","78","27389","571","3.28",NA,"1845727","4375",65.5
"439","2011","辽宁","东北大学","东北大学","10145","理科","50","23179","576","15.08","0.0393522267206478","1845727","4375",65.5
"440","2011","辽宁","辽宁工程技术大学","辽宁工程技术大学","10147","理科","31","30392","568","1.54",NA,"1845727","4375",65.5
"441","2011","辽宁","辽宁大学","辽宁大学","10140","理科","16","28899","569","4.79","0.032914979757085","1845727","4375",65.5
"442","2011","重庆","西南政法大学","西南政法大学","10652","理科","68","21429","579","3.77","0.0389878542510121","792558","2884.62",65.5
"443","2011","重庆","西南大学","西南大学","10635","文科","7","8230","586","9.96","0.0603238866396761","792558","2884.62",65.5
"444","2011","重庆","西南大学","西南大学","10635","理科","36","28930","569","9.96","0.0603238866396761","792558","2884.62",65.5
"445","2011","重庆","西南政法大学","西南政法大学","10652","文科","67","5779","594","3.77","0.0389878542510121","792558","2884.62",65.5
"446","2011","重庆","重庆大学","重庆大学","10611","文科","10","5235","596","15.19","0.0712550607287449","792558","2884.62",65.5
"447","2011","重庆","重庆大学","重庆大学","10611","理科","86","16086","587","15.19","0.0712550607287449","792558","2884.62",65.5
"448","2011","陕西","西安交通大学","西安交通大学","10698","理科","30","4670","615","26.73","0.0898785425101215","1012348","3735",65.5
"449","2011","陕西","西安交通大学","西安交通大学","10698","文科","2","6184","593","26.73","0.0898785425101215","1012348","3735",65.5
"450","2011","陕西","西北大学","西北大学","10697","理科","4","30392","568","11.63","0.0449392712550607","1012348","3735",65.5
"451","2011","陕西","西安电子科技大学","西安电子科技大学","10701","理科","91","18529","583","8.31",NA,"1012348","3735",65.5
"452","2011","陕西","西安建筑科技大学","西安建筑科技大学","10703","理科","4","24029","575","2.74",NA,"1012348","3735",65.5
"453","2011","陕西","西北工业大学","西北工业大学","10699","文科","4","9566","583","17.08",NA,"1012348","3735",65.5
"454","2011","陕西","长安大学","长安大学","10710","理科","50","30392","568","8.57",NA,"1012348","3735",65.5
"455","2011","陕西","西安外国语大学","西安外国语大学","10724","文科","19","7548","588",NA,NA,"1012348","3735",65.5
"456","2011","陕西","西北大学","西北大学","10697","文科","2","10919","580","11.63","0.0449392712550607","1012348","3735",65.5
"457","2011","陕西","陕西科技大学","陕西科技大学","10708","理科","5","30392","568","1.05",NA,"1012348","3735",65.5
"458","2011","陕西","陕西师范大学","陕西师范大学","10718","文科","22","10919","580","5.8",NA,"1012348","3735",65.5
"459","2011","陕西","西北工业大学","西北工业大学","10699","理科","21","15664","588","17.08",NA,"1012348","3735",65.5
"460","2011","陕西","西北农林科技大学","西北农林科技大学","10712","理科","14","30392","568","8.74",NA,"1012348","3735",65.5
"461","2011","陕西","陕西师范大学","陕西师范大学","10718","理科","43","30392","568","5.8",NA,"1012348","3735",65.5
"462","2011","陕西","西安理工大学","西安理工大学","10700","理科","54","30392","568","3.18",NA,"1012348","3735",65.5
"463","2011","陕西","西安外国语大学","西安外国语大学","10724","理科","6","18751","583",NA,NA,"1012348","3735",65.5
"464","2011","黑龙江","石家庄铁道大学","石家庄铁道大学","10107","理科","4","30392","568",NA,NA,"1036860","3833.35",65.5
"465","2011","黑龙江","哈尔滨工业大学","哈尔滨工业大学","10213","理科","75","27812","570","27.82","0.0765182186234818","1036860","3833.35",65.5
"466","2011","黑龙江","东北石油大学","东北石油大学","10220","理科","5","30392","568",NA,NA,"1036860","3833.35",65.5
"467","2011","黑龙江","石家庄铁道大学","石家庄铁道大学","10107","文科","1","10919","580",NA,NA,"1036860","3833.35",65.5
"468","2011","黑龙江","哈尔滨工程大学","哈尔滨工程大学","10217","理科","20","21667","578","9.83",NA,"1036860","3833.35",65.5
"469","2011","黑龙江","东北林业大学","东北林业大学","10225","文科","3","10919","580","5.11",NA,"1036860","3833.35",65.5
"470","2011","黑龙江","东北林业大学","东北林业大学","10225","理科","19","30392","568","5.11",NA,"1036860","3833.35",65.5
"471","2011","黑龙江","哈尔滨医科大学","哈尔滨医科大学","10226","理科","18","30392","568","3.89",NA,"1036860","3833.35",65.5
"472","2012","上海","上海交通大学","上海交通大学","10248","文科","1","403","638","42.52","0.165558912386707","1919569","2347.46",69.2
"473","2012","上海","复旦大学","复旦大学","10246","理科","40","601","664","55.57","0.453172205438066","1919569","2347.46",69.2
"474","2012","上海","东华大学","东华大学","10255","理科","36","19489","598","7.73","0.0323262839879154","1919569","2347.46",69.2
"475","2012","上海","华东师范大学","华东师范大学","10269","理科","12","24729","590","21.25","0.0894259818731118","1919569","2347.46",69.2
"476","2012","上海","上海财经大学","上海财经大学","10272","文科","11","702","632","5.92","0.0676737160120846","1919569","2347.46",69.2
"477","2012","上海","华东师范大学","华东师范大学","10269","文科","8","2597","615","21.25","0.0894259818731118","1919569","2347.46",69.2
"478","2012","上海","华东理工大学","华东理工大学","10251","理科","36","15180","606","12.54","0.0255589123867069","1919569","2347.46",69.2
"479","2012","上海","上海大学","上海大学","10280","文科","3","5894","600","8.16","0.0719033232628399","1919569","2347.46",69.2
"480","2012","上海","上海交通大学医","上海交通大学","19248","理科","8","1036","657","42.52","0.165558912386707","1919569","2347.46",69.2
"481","2012","上海","上海大学","上海大学","10280","理科","22","16895","603","8.16","0.0719033232628399","1919569","2347.46",69.2
"482","2012","上海","上海交通大学","上海交通大学","10248","理科","40","309","671","42.52","0.165558912386707","1919569","2347.46",69.2
"483","2012","上海","上海外国语大学","上海外国语大学","10271","理科","10","5368","630","2.86","0.0283987915407855","1919569","2347.46",69.2
"484","2012","上海","华东政法大学","华东政法大学","10276","文科","23","3855","608","1.3","0.0256495468277946","1919569","2347.46",69.2
"485","2012","上海","上海外国语大学","上海外国语大学","10271","文科","5","1116","626","2.86","0.0283987915407855","1919569","2347.46",69.2
"486","2012","上海","上海财经大学","上海财经大学","10272","理科","25","1354","653","5.92","0.0676737160120846","1919569","2347.46",69.2
"487","2012","上海","上海理工大学","上海理工大学","10252","理科","55","19247","599","1.89",NA,"1919569","2347.46",69.2
"488","2012","上海","复旦大学","复旦大学","10246","文科","12","59","658","55.57","0.453172205438066","1919569","2347.46",69.2
"489","2012","上海","华东政法大学","华东政法大学","10276","理科","27","18808","599","1.3","0.0256495468277946","1919569","2347.46",69.2
"490","2012","上海","同济大学","同济大学","10247","理科","81","1751","649","21.1","0.16404833836858","1919569","2347.46",69.2
"491","2012","内蒙古","内蒙古大学","内蒙古大学","10126","理科","6","29207","585","5.82",NA,"1435988","2481.71",69.2
"492","2012","内蒙古","内蒙古大学","内蒙古大学","10126","文科","6","10000","589","5.82",NA,"1435988","2481.71",69.2
"493","2012","北京","北京交通大学","北京交通大学","10004","理科","77","12460","611","10.66","0.0537764350453172","1625193","2018.6",69.2
"494","2012","北京","北京第二外国语学院","北京第二外国语学院","10031","文科","11","2908","613",NA,NA,"1625193","2018.6",69.2
"495","2012","北京","北京大学医学部","北京大学","19001","理科","16","402","668","100","1","1625193","2018.6",69.2
"496","2012","北京","北京邮电大学(宏福校区)","北京邮电大学","19013","理科","19","17608","602","8.49","0.0773413897280967","1625193","2018.6",69.2
"497","2012","北京","华北电力大学(北京)","华北电力大学","10054","文科","8","6538","598","4.6",NA,"1625193","2018.6",69.2
"498","2012","北京","中央民族大学","中央民族大学","10052","理科","8","16794","603","5.92","0.0374622356495468","1625193","2018.6",69.2
"499","2012","北京","北京科技大学","北京科技大学","10008","理科","49","13395","609","13.97","0.0613293051359517","1625193","2018.6",69.2
"500","2012","北京","中国地质大学(北京)","中国地质大学","11415","文科","4","5702","601","11.85","0.0368580060422961","1625193","2018.6",69.2
"501","2012","北京","中国传媒大学","中国传媒大学","10033","文科","19","1484","623",NA,NA,"1625193","2018.6",69.2
"502","2012","北京","北京航空航天大学","北京航空航天大学","10006","理科","55","2071","647","21.85","0.0628398791540786","1625193","2018.6",69.2
"503","2012","北京","北京体育大学","北京体育大学","10043","理科","11","29207","585",NA,NA,"1625193","2018.6",69.2
"504","2012","北京","北京理工大学","北京理工大学","10007","理科","70","10268","616","15.14","0.0767371601208459","1625193","2018.6",69.2
"505","2012","北京","中央财经大学","中央财经大学","10034","理科","60","1474","652","4.9","0.242900302114804","1625193","2018.6",69.2
"506","2012","北京","中央民族大学","中央民族大学","10052","文科","7","4645","605","5.92","0.0374622356495468","1625193","2018.6",69.2
"507","2012","北京","北京交通大学","北京交通大学","10004","文科","5","1840","620","10.66","0.0537764350453172","1625193","2018.6",69.2
"508","2012","北京","北京中医药大学","北京中医药大学","10026","理科","6","9130","619","4.57","0.0302114803625378","1625193","2018.6",69.2
"509","2012","北京","北京航空航天大学","北京航空航天大学","10006","文科","3","1178","626","21.85","0.0628398791540786","1625193","2018.6",69.2
"510","2012","北京","中国地质大学(北京)","中国地质大学","11415","理科","29","23997","591","11.85","0.0368580060422961","1625193","2018.6",69.2
"511","2012","北京","中国农业大学","中国农业大学","10019","理科","43","14354","607","19.6","0.0921148036253776","1625193","2018.6",69.2
"512","2012","北京","北京第二外国语学院","北京第二外国语学院","10031","理科","13","12942","610",NA,NA,"1625193","2018.6",69.2
"513","2012","北京","北京化工大学","北京化工大学","10010","理科","49","21850","594","8.53",NA,"1625193","2018.6",69.2
"514","2012","北京","中国政法大学","中国政法大学","10053","理科","34","3412","639","6.45","0.167673716012085","1625193","2018.6",69.2
"515","2012","北京","北京化工大学","北京化工大学","10010","文科","10","8243","593","8.53",NA,"1625193","2018.6",69.2
"516","2012","北京","中国矿业大学(北京)","中国矿业大学","11413","理科","7","27484","587","12.25","0.0241087613293051","1625193","2018.6",69.2
"517","2012","北京","北京林业大学","北京林业大学","10022","文科","12","7392","596","8.11","0.0240483383685801","1625193","2018.6",69.2
"518","2012","北京","对外经济贸易大学","对外经济贸易大学","10036","理科","33","2136","646","3.89","0.0450151057401813","1625193","2018.6",69.2
"519","2012","北京","清华大学","清华大学","10003","理科","49","96","684","96.18","0.898972809667674","1625193","2018.6",69.2
"520","2012","北京","中国人民大学","中国人民大学","10002","理科","34","772","661","36.61","0.578851963746224","1625193","2018.6",69.2
"521","2012","北京","中国政法大学","中国政法大学","10053","文科","43","1160","626","6.45","0.167673716012085","1625193","2018.6",69.2
"522","2012","北京","北京邮电大学","北京邮电大学","10013","理科","90","8001","622","8.49","0.0773413897280967","1625193","2018.6",69.2
"523","2012","北京","中国农业大学","中国农业大学","10019","文科","5","5744","601","19.6","0.0921148036253776","1625193","2018.6",69.2
"524","2012","北京","北京语言大学","北京语言大学","10032","文科","15","3196","611","1.48",NA,"1625193","2018.6",69.2
"525","2012","北京","华北电力大学(北京)","华北电力大学","10054","理科","72","12320","611","4.6",NA,"1625193","2018.6",69.2
"526","2012","北京","北京外国语大学","北京外国语大学","10030","文科","8","6568","598","3.61","0.0371601208459214","1625193","2018.6",69.2
"527","2012","北京","中国人民大学","中国人民大学","10002","文科","36","176","646","36.61","0.578851963746224","1625193","2018.6",69.2
"528","2012","北京","北京体育大学","北京体育大学","10043","文科","6","7945","594",NA,NA,"1625193","2018.6",69.2
"529","2012","北京","北京大学","北京大学","10001","文科","12","28","663","100","1","1625193","2018.6",69.2
"530","2012","北京","中央财经大学","中央财经大学","10034","文科","23","591","634","4.9","0.242900302114804","1625193","2018.6",69.2
"531","2012","北京","北京林业大学","北京林业大学","10022","理科","74","25317","590","8.11","0.0240483383685801","1625193","2018.6",69.2
"532","2012","北京","北京工业大学","北京工业大学","10005","理科","18","20926","596","7.47","0.0380664652567976","1625193","2018.6",69.2
"533","2012","北京","中国传媒大学","中国传媒大学","10033","理科","26","11180","614",NA,NA,"1625193","2018.6",69.2
"534","2012","北京","清华大学","清华大学","10003","文科","4","16","667","96.18","0.898972809667674","1625193","2018.6",69.2
"535","2012","北京","北京工业大学","北京工业大学","10005","文科","4","8203","594","7.47","0.0380664652567976","1625193","2018.6",69.2
"536","2012","北京","北京理工大学","北京理工大学","10007","文科","5","2427","616","15.14","0.0767371601208459","1625193","2018.6",69.2
"537","2012","北京","北京大学","北京大学","10001","理科","12","100","683","100","1","1625193","2018.6",69.2
"538","2012","北京","中国石油大学(北京)","中国石油大学","11414","文科","3","4674","605","11.26","0.0537764350453172","1625193","2018.6",69.2
"539","2012","北京","北京外国语大学","北京外国语大学","10030","理科","8","2018","647","3.61","0.0371601208459214","1625193","2018.6",69.2
"540","2012","北京","对外经济贸易大学","对外经济贸易大学","10036","文科","33","843","630","3.89","0.0450151057401813","1625193","2018.6",69.2
"541","2012","北京","中国石油大学(北京)","中国石油大学","11414","理科","16","29207","585","11.26","0.0537764350453172","1625193","2018.6",69.2
"542","2012","吉林","延边大学","延边大学","10184","理科","6","29207","585","2.98",NA,"1056883","2749.41",69.2
"543","2012","吉林","吉林大学","吉林大学","10183","理科","108","22234","594","33.68","0.075226586102719","1056883","2749.41",69.2
"544","2012","吉林","东北师范大学","东北师范大学","10200","文科","4","10000","589","11.08","0.024833836858006","1056883","2749.41",69.2
"545","2012","吉林","延边大学","延边大学","10184","文科","4","10000","589","2.98",NA,"1056883","2749.41",69.2
"546","2012","吉林","吉林大学","吉林大学","10183","文科","12","3778","608","33.68","0.075226586102719","1056883","2749.41",69.2
"547","2012","吉林","东北师范大学","东北师范大学","10200","理科","8","29207","585","11.08","0.024833836858006","1056883","2749.41",69.2
"548","2012","四川","电子科技大学","电子科技大学","10614","理科","130","14280","607","10.42","0.0598187311178248","2102668","8050",69.2
"549","2012","四川","四川大学","四川大学","10610","理科","86","12524","611","32.23","0.136253776435045","2102668","8050",69.2
"550","2012","四川","电子科技大学(沙河校区)","电子科技大学","19614","理科","20","26470","588","10.42","0.0598187311178248","2102668","8050",69.2
"551","2012","四川","西南交通大学","西南交通大学","10613","理科","104","17702","601","10.33","0.0277039274924471","2102668","8050",69.2
"552","2012","四川","西南财经大学","西南财经大学","10651","理科","36","12994","610","4.45","0.0380664652567976","2102668","8050",69.2
"553","2012","四川","四川大学","四川大学","10610","文科","16","2635","614","32.23","0.136253776435045","2102668","8050",69.2
"554","2012","四川","西南交通大学","西南交通大学","10613","文科","6","7011","597","10.33","0.0277039274924471","2102668","8050",69.2
"555","2012","四川","西南财经大学","西南财经大学","10651","文科","24","2639","614","4.45","0.0380664652567976","2102668","8050",69.2
"556","2012","天津","天津财经大学","天津财经大学","10070","文科","15","5384","602","1.51",NA,"1130728","1354.58",69.2
"557","2012","天津","南开大学","南开大学","10055","文科","12","1776","620","27.84","0.152296072507553","1130728","1354.58",69.2
"558","2012","天津","天津财经大学","天津财经大学","10070","理科","21","17585","602","1.51",NA,"1130728","1354.58",69.2
"559","2012","天津","南开大学","南开大学","10055","理科","31","1893","648","27.84","0.152296072507553","1130728","1354.58",69.2
"560","2012","天津","天津大学","天津大学","10056","理科","40","10825","615","22.17","0.0731117824773414","1130728","1354.58",69.2
"561","2012","安徽","安徽大学","安徽大学","10357","文科","16","9172","591","4.75","0.0264350453172205","1530065","5968",69.2
