University_Name_Location,年份,最低,最高,平均,录取人数,录取批次,Topic
华南农业大学,2012,557,627,590,5654,第一批,理科
华南农业大学,2011,539,617,573,5516,第一批,理科
华南农业大学,2009,540,571,546,84,第一批,理科
华南农业大学,2008,528,625,569,5028,第一批,理科
华南农业大学,2008,545,593,570,51,提前批,理科
华南农业大学,2014,,,587,,第一批,文科
华南农业大学,2014,,,638,,提前批,文科
华南农业大学,2014,,,584,,提前批,文科
华南农业大学,2013,574,621,597,1084,第一批,文科
华南农业大学,2012,569,617,592,1213,第一批,文科
华南农业大学,2011,560,621,584,1370,第一批,文科
华南农业大学,2010,595,620,598,1426,第一批,文科
华南农业大学,2009,518,523,519,5,第一批,文科
华南农业大学,2008,519,606,572,1876,第一批,文科
华南农业大学,2008,566,589,573,64,提前批,文科
广州中医药大学,2014,556,637,571,,第一批,理科
广州中医药大学,2013,558,642,577,1472,第一批,理科
广州中医药大学,2013,471,559,502,182,专科,理科
广州中医药大学,2012,550,632,583,1298,第一批,理科
广州中医药大学,2012,481,529,509,180,专科,理科
广州中医药大学,2011,530,621,563,1807,第一批,理科
广州中医药大学,2011,453,523,486,221,专科,理科
广州中医药大学,2009,540,572,548,11,第一批,理科
广州中医药大学,2008,564,612,574,825,第一批,理科
广州中医药大学,2014,573,624,584,,第一批,文科
广州中医药大学,2013,567,627,592,533,第一批,文科
广州中医药大学,2013,499,554,533,121,专科,文科
广州中医药大学,2012,559,631,583,734,第一批,文科
广州中医药大学,2012,507,561,533,120,专科,文科
广州中医药大学,2011,551,612,575,568,第一批,文科
广州中医药大学,2011,498,535,523,79,专科,文科
广州中医药大学,2010,584,618,601,148,第一批,文科
广州中医药大学,2009,518,527,522,4,第一批,文科
广州中医药大学,2008,570,624,578,134,第一批,文科
华南师范大学,2014,,,589,,第一批,理科
华南师范大学,2014,,,595,,提前批,理科
华南师范大学,2013,576,625,599,1850,第一批,理科
华南师范大学,2013,402,547,476,352,专科,理科
华南师范大学,2012,578,624,604,1816,第一批,理科
华南师范大学,2012,434,524,487,321,专科,理科
华南师范大学,2011,562,634,586,1894,第一批,理科
华南师范大学,2011,417,505,465,450,专科,理科
华南师范大学,2010,624,661,634,1954,第一批,理科
华南师范大学,2010,624,674,637,1112,提前批,理科
华南师范大学,2009,541,566,553,10,第一批,理科
华南师范大学,2009,558,566,562,3,提前批,理科
华南师范大学,2008,564,629,580,1984,第一批,理科
华南师范大学,2008,560,629,584,1109,提前批,理科
华南师范大学,2014,,,595,,第一批,文科
华南师范大学,2014,,,598,,提前批,文科
华南师范大学,2013,580,631,604,1386,第一批,文科
华南师范大学,2013,457,552,507,484,专科,文科
华南师范大学,2012,574,619,599,1207,第一批,文科
华南师范大学,2012,458,560,517,473,专科,文科
华南师范大学,2011,571,614,592,1260,第一批,文科
华南师范大学,2011,478,545,511,655,专科,文科
华南师范大学,2010,598,627,603,1368,第一批,文科
华南师范大学,2010,602,648,611,975,提前批,文科
华南师范大学,2009,522,542,528,8,第一批,文科
华南师范大学,2008,571,628,585,1326,第一批,文科
海南大学,2013,558,635,576,119,第一批,理科
海南大学,2012,571,605,583,123,第一批,理科
海南大学,2011,555,596,564,162,第一批,理科
海南大学,2010,621,647,627,19,第一批,理科
海南大学,2009,540,591,550,147,第一批,理科
海南大学,2009,500,553,522,79,第二批,理科
海南大学,2008,518,556,528,98,提前批,理科
海南大学,2013,591,610,594,43,第一批,文科
海南大学,2012,585,607,589,52,第一批,文科
海南大学,2011,558,591,579,52,第一批,文科
海南大学,2010,595,610,600,17,第一批,文科
海南大学,2009,518,562,525,62,第一批,文科
海南大学,2009,499,525,513,24,第二批,文科
海南大学,2008,530,561,542,48,提前批,文科
广西大学,2014,,,577,,第一批,理科
广西大学,2013,574,587,579,7,第一批,理科
广西大学,2012,588,603,596,2,第一批,理科
广西大学,2011,569,577,574,3,第一批,理科
广西大学,2010,621,638,626,12,第一批,理科
广西大学,2009,540,571,550,59,第一批,理科
广西大学,2009,541,549,544,3,提前批,理科
广西大学,2008,564,601,577,15,第一批,理科
广西大学,2014,,,585,,第一批,文科
广西大学,2013,595,595,595,3,第一批,文科
广西大学,2012,589,595,592,2,第一批,文科
广西大学,2011,580,580,580,1,第一批,文科
广西大学,2010,578,596,586,23,第一批,文科
广西大学,2009,519,531,522,17,第一批,文科
西南交通大学,2014,592,,599,,第一批,理科
西南交通大学,2013,584,618,601,112,第一批,理科
西南交通大学,2012,582,628,606,104,第一批,理科
西南交通大学,2011,569,601,587,108,第一批,理科
西南交通大学,2010,623,653,638,92,第一批,理科
西南交通大学,2009,547,588,567,198,第一批,理科
西南交通大学,2009,535,571,547,21,第二批,理科
西南交通大学,2008,565,615,578,95,第一批,理科
西南交通大学,2015,616,630,,19,第一批,文科
西南交通大学,2014,594,,598,,第一批,文科
西南交通大学,2013,594,607,601,12,第一批,文科
西南交通大学,2012,578,601,595,6,第一批,文科
西南交通大学,2011,585,600,591,7,第一批,文科
西南交通大学,2010,599,600,599,4,第一批,文科
西南交通大学,2009,518,536,526,16,第一批,文科
西南交通大学,2009,496,520,507,3,第二批,文科
四川农业大学,2014,,,561,,第一批,理科
四川农业大学,2013,575,575,575,1,第一批,理科
四川农业大学,2009,542,569,554,20,第一批,理科
四川农业大学,2015,594,624,,183,第一批,文科
西南大学,2014,,,582,,第一批,理科
西南大学,2013,566,602,589,46,第一批,理科
西南大学,2012,573,604,594,42,第一批,理科
西南大学,2011,569,585,573,36,第一批,理科
西南大学,2010,,634,625,35,第一批,理科
西南大学,2010,,657,637,12,不详,理科
西南大学,2009,544,567,556,73,第一批,理科
西南大学,2009,552,597,564,40,提前批,理科
西南大学,2008,564,609,576,38,第一批,理科
西南大学,2008,564,582,570,7,提前批,理科
西南大学,2014,,,599,,第一批,文科
西南大学,2013,598,611,603,14,第一批,文科
西南大学,2012,578,598,593,6,第一批,文科
西南大学,2011,586,593,589,7,第一批,文科
西南大学,2010,,608,601,13,第一批,文科
西南大学,2010,,612,603,6,不详,文科
西南大学,2009,519,542,531,8,第一批,文科
西南大学,2009,519,553,532,33,提前批,文科
西南大学,2008,570,586,576,10,第一批,文科
西南大学,2008,570,606,580,6,提前批,文科
西南财经大学,2014,,,618,,第一批,理科
西南财经大学,2013,608,639,619,65,第一批,理科
西南财经大学,2012,610,647,625,37,第一批,理科
西南财经大学,2011,585,644,608,36,第一批,理科
西南财经大学,2010,633,665,655,36,第一批,理科
西南财经大学,2009,543,601,569,50,第一批,理科
西南财经大学,2008,583,619,598,33,第一批,理科
西南财经大学,2014,,,617,,第一批,文科
西南财经大学,2013,614,632,623,27,第一批,文科
西南财经大学,2012,600,639,618,24,第一批,文科
西南财经大学,2011,603,619,608,25,第一批,文科
西南财经大学,2010,612,633,619,25,第一批,文科
西南财经大学,2009,531,558,541,30,第一批,文科
西南财经大学,2008,578,636,593,25,第一批,文科
贵州大学,2014,,,566,,第一批,理科
贵州大学,2013,570,592,580,14,第一批,理科
贵州大学,2012,585,598,591,10,第一批,理科
贵州大学,2011,568,577,572,5,第一批,理科
贵州大学,2010,623,636,627,8,第一批,理科
贵州大学,2009,540,576,547,96,第一批,理科
贵州大学,2009,552,565,559,3,提前批,理科
贵州大学,2008,558,588,566,8,第一批,理科
贵州大学,2014,,,582,,第一批,文科
贵州大学,2013,591,593,592,6,第一批,文科
贵州大学,2012,589,590,590,2,第一批,文科
贵州大学,2010,596,600,597,3,第一批,文科
贵州大学,2009,518,537,524,16,第一批,文科
贵州大学,2008,545,586,569,4,第一批,文科
云南大学,2009,541,557,547,30,第一批,理科
云南大学,2009,544,549,547,5,提前批,理科
云南大学,2009,519,533,524,15,第一批,文科
西藏大学,2013,517,549,524,10,第二批,理科
西藏大学,2012,516,574,526,13,第二批,理科
西藏大学,2013,547,549,548,2,第二批,文科
西藏大学,2012,540,548,543,7,第二批,文科
西北大学,2014,572,,575,,第一批,理科
西北大学,2013,582,601,588,4,第一批,理科
西北大学,2012,586,594,589,4,第一批,理科
西北大学,2011,568,585,576,4,第一批,理科
西北大学,2010,621,630,625,5,第一批,理科
西北大学,2009,544,571,553,24,第一批,理科
西北大学,2008,571,589,577,3,第一批,理科
西北大学,2014,594,,596,,第一批,文科
西北大学,2013,604,607,606,2,第一批,文科
西北大学,2012,596,597,596,2,第一批,文科
西北大学,2011,580,584,582,2,第一批,文科
西北大学,2010,,599,599,2,第一批,文科
西北大学,2009,520,541,531,17,第一批,文科
西北大学,2008,579,586,581,4,第一批,文科
西安电子科技大学,2014,588,,598,,第一批,理科
西安电子科技大学,2013,585,626,603,116,第一批,理科
西安电子科技大学,2012,603,632,611,92,第一批,理科
西安电子科技大学,2011,564,626,589,93,第一批,理科
西安电子科技大学,2010,629,659,638,89,第一批,理科
西安电子科技大学,2009,541,618,570,181,第一批,理科
西安电子科技大学,2008,564,619,586,111,第一批,理科
西安电子科技大学,2010,542,558,547,17,第一批,文科
陕西师范大学,2014,,,567,,第一批,理科
陕西师范大学,2013,560,593,579,33,第一批,理科
陕西师范大学,2012,585,598,590,8,第一批,理科
陕西师范大学,2011,569,581,574,10,第一批,理科
陕西师范大学,2010,622,630,625,9,第一批,理科
陕西师范大学,2010,,649,632,11,不详,理科
陕西师范大学,2009,536,575,553,33,提前批,理科
陕西师范大学,2008,565,584,572,7,第一批,理科
陕西师范大学,2008,564,584,573,16,提前批,理科
陕西师范大学,2014,584,,589,,第一批,文科
陕西师范大学,2013,575,609,595,24,第一批,文科
陕西师范大学,2012,589,609,594,16,第一批,文科
陕西师范大学,2011,581,587,584,11,第一批,文科
陕西师范大学,2010,596,602,597,9,第一批,文科
陕西师范大学,2010,,637,615,10,不详,文科
陕西师范大学,2009,514,562,535,24,提前批,文科
陕西师范大学,2008,571,595,580,7,第一批,文科
陕西师范大学,2008,581,604,586,11,提前批,文科
青海大学,2014,,,515,,第二批,理科
青海大学,2013,525,555,539,5,第二批,理科
青海大学,2012,530,549,541,5,第二批,理科
青海大学,2011,504,556,529,5,第二批,理科
青海大学,2010,571,601,587,5,第二批,理科
青海大学,2009,540,562,548,107,第一批,理科
青海大学,2010,578,596,585,8,第一批,文科
青海大学,2009,518,540,528,12,第一批,文科
宁夏大学,2009,540,589,554,12,第一批,理科
宁夏大学,2009,522,523,522,2,提前批,理科
宁夏大学,2009,518,530,522,12,第一批,文科
新疆大学,2014,,,551,,第一批,理科
新疆大学,2010,567,585,570,11,第一批,理科
新疆大学,2009,540,578,546,42,第一批,理科
新疆大学,2010,578,579,578,2,第一批,文科
新疆大学,2009,518,527,522,3,第一批,文科
石河子大学,2014,,,509,,第二批,理科
石河子大学,2013,506,524,518,8,第二批,理科
石河子大学,2012,522,562,530,10,第二批,理科
石河子大学,2011,511,550,525,7,第二批,理科
石河子大学,2010,570,573,571,4,第二批,理科
石河子大学,2009,540,553,543,24,第一批,理科
石河子大学,2008,501,528,514,4,提前批,理科
石河子大学,2010,541,567,551,11,第二批,文科
石河子大学,2009,518,534,528,9,第一批,文科
石河子大学,2008,517,523,520,2,提前批,文科
中国矿业大学(北京),2014,566,,579,,第一批,理科
中国矿业大学(北京),2013,577,590,583,11,第一批,理科
中国矿业大学(北京),2012,587,597,592,7,第一批,理科
中国矿业大学(北京),2011,570,576,572,6,第一批,理科
中国矿业大学(北京),2010,622,,,,第一批,理科
中国矿业大学(北京),2009,553,572,558,65,第一批,理科
中国矿业大学(北京),2009,519,527,522,6,第一批,文科
中国地质大学(北京),2014,,,580,,第一批,理科
中国地质大学(北京),2013,580,605,588,35,第一批,理科
中国地质大学(北京),2012,591,642,599,30,第一批,理科
中国地质大学(北京),2011,561,596,579,30,第一批,理科
中国地质大学(北京),2010,626,,,,第一批,理科
中国地质大学(北京),2009,540,588,563,52,第一批,理科
中国地质大学(北京),2008,564,614,575,25,第一批,理科
中国地质大学(北京),2012,601,605,604,4,第一批,文科
中国地质大学(北京),2011,597,606,600,4,第一批,文科
中国地质大学(北京),2010,608,,,,第一批,文科
中国地质大学(北京),2009,523,535,529,4,第一批,文科
中国地质大学(北京),2008,584,595,588,4,第一批,文科
南昌大学,2014,,,575,,第一批,理科
南昌大学,2013,574,602,585,42,第一批,理科
南昌大学,2013,455,510,481,16,专科,理科
南昌大学,2012,590,606,595,19,第一批,理科
南昌大学,2012,464,521,492,15,专科,理科
南昌大学,2011,571,582,576,21,第一批,理科
南昌大学,2011,431,489,453,15,专科,理科
南昌大学,2010,621,636,626,22,第一批,理科
南昌大学,2009,540,577,557,214,第一批,理科
南昌大学,2008,564,602,574,31,第一批,理科
南昌大学,2014,,,586,,第一批,文科
南昌大学,2013,579,603,597,14,第一批,文科
南昌大学,2013,481,506,494,4,专科,文科
南昌大学,2012,592,601,595,11,第一批,文科
南昌大学,2012,481,508,490,5,专科,文科
南昌大学,2011,572,602,587,12,第一批,文科
南昌大学,2010,598,615,603,19,第一批,文科
南昌大学,2009,518,543,529,52,第一批,文科
南昌大学,2008,570,595,579,24,第一批,文科
上海大学,2014,591,,596,,第一批,理科
上海大学,2013,580,614,603,42,第一批,理科
上海大学,2012,587,634,609,23,第一批,理科
上海大学,2012,482,510,495,5,专科,理科
上海大学,2011,579,609,595,28,第一批,理科
上海大学,2011,416,530,452,11,专科,理科
上海大学,2010,635,664,640,27,第一批,理科
上海大学,2009,544,607,568,49,第一批,理科
上海大学,2014,619,,621,,第一批,文科
上海大学,2013,615,619,616,3,第一批,文科
上海大学,2012,600,616,606,3,第一批,文科
上海大学,2012,485,505,495,5,专科,文科
上海大学,2011,607,611,609,3,第一批,文科
上海大学,2011,465,526,499,6,专科,文科
上海大学,2010,613,618,616,6,第一批,文科
上海大学,2009,518,557,535,11,第一批,文科
天津医科大学,2011,569,580,575,5,第一批,理科
天津医科大学,2010,622,630,624,5,第一批,理科
天津医科大学,2009,540,591,569,25,第一批,理科
天津医科大学,2008,572,603,582,15,第一批,理科
天津医科大学,2010,546,555,550,9,第一批,文科
长安大学,2014,563,,581,,第一批,理科
长安大学,2013,564,607,589,50,第一批,理科
长安大学,2012,572,614,595,50,第一批,理科
长安大学,2011,550,588,574,45,第一批,理科
长安大学,2010,622,651,629,45,第一批,理科
长安大学,2009,543,570,553,162,第一批,理科
长安大学,2008,564,600,575,26,第一批,理科
长安大学,2010,596,602,598,3,第一批,文科
长安大学,2009,518,537,523,5,第一批,文科
长安大学,2008,571,577,572,2,第一批,文科
中南财经政法大学,2014,599,,610,,第一批,理科
中南财经政法大学,2014,,,571,,提前批,理科
中南财经政法大学,2013,603,636,613,136,第一批,理科
中南财经政法大学,2012,592,644,614,125,第一批,理科
中南财经政法大学,2011,574,625,595,119,第一批,理科
中南财经政法大学,2010,640,670,650,125,第一批,理科
中南财经政法大学,2010,,640,628,8,不详,理科
中南财经政法大学,2009,549,619,576,901,第一批,理科
中南财经政法大学,2009,520,613,545,35,提前批,理科
中南财经政法大学,2008,582,633,599,122,第一批,理科
中南财经政法大学,2008,567,567,567,2,提前批,理科
中南财经政法大学,2014,611,,615,,第一批,文科
中南财经政法大学,2014,,,603,,提前批,文科
中南财经政法大学,2013,596,632,620,110,第一批,文科
中南财经政法大学,2012,595,631,612,100,第一批,文科
中南财经政法大学,2011,586,624,610,97,第一批,文科
中南财经政法大学,2010,609,645,623,99,第一批,文科
中南财经政法大学,2010,,616,607,4,不详,文科
中南财经政法大学,2009,526,571,546,730,第一批,文科
中南财经政法大学,2009,332,546,503,56,提前批,文科
中南财经政法大学,2008,591,626,604,93,第一批,文科
中南财经政法大学,2008,571,604,587,8,提前批,文科
武汉理工大学,2013,585,619,604,239,第一批,理科
武汉理工大学,2012,588,618,607,198,第一批,理科
武汉理工大学,2011,563,607,589,205,第一批,理科
武汉理工大学,2010,636,651,639,185,第一批,理科
武汉理工大学,2009,544,623,574,2880,第一批,理科
武汉理工大学,2009,336,596,534,149,提前批,理科
武汉理工大学,2008,566,599,580,169,第一批,理科
武汉理工大学,2013,583,607,601,21,第一批,文科
武汉理工大学,2012,578,606,596,16,第一批,文科
武汉理工大学,2011,585,602,590,16,第一批,文科
武汉理工大学,2010,600,609,602,17,第一批,文科
武汉理工大学,2009,520,561,534,306,第一批,文科
武汉理工大学,2008,570,598,578,16,第一批,文科
东北农业大学,2014,551,,554,,第一批,理科
东北农业大学,2013,541,584,564,60,第一批,理科
东北农业大学,2009,540,572,551,16,第一批,理科
东北农业大学,2014,576,,581,,第一批,文科
东北农业大学,2013,585,592,588,21,第一批,文科
东北农业大学,2009,521,523,522,4,第一批,文科
中国人民解放军第二军医大学,2010,522,658,580,58,上海交通大学医学院,2013
上海交通大学医学院,2012,656,675,663,8,第一批,理科
上海交通大学医学院,2011,616,652,634,8,第一批,理科
上海交通大学医学院,2010,630,662,650,13,第一批,理科
上海交通大学医学院,2009,616,645,627,9,第一批,理科
中国传媒大学,2015,631,,,,第一批,理科
中国传媒大学,2014,562,638,603,27,第一批,理科
中国传媒大学,2014,,,611,,提前批,理科
中国传媒大学,2013,597,655,629,26,第一批,理科
中国传媒大学,2012,614,645,625,27,第一批,理科
中国传媒大学,2011,586,626,601,25,第一批,理科
中国传媒大学,2010,631,668,650,16,第一批,理科
中国传媒大学,2010,,659,651,4,不详,理科
中国传媒大学,2009,553,608,578,33,第一批,理科
中国传媒大学,2009,594,604,599,2,提前批,理科
中国传媒大学,2008,572,601,588,8,第一批,理科
中国传媒大学,2015,612,,,,第一批,文科
中国传媒大学,2014,618,638,629,21,第一批,文科
中国传媒大学,2014,,,623,,提前批,文科
中国传媒大学,2013,624,649,635,18,第一批,文科
中国传媒大学,2012,606,643,630,20,第一批,文科
中国传媒大学,2011,620,643,628,14,第一批,文科
中国传媒大学,2010,627,654,639,10,第一批,文科
中国传媒大学,2010,,638,628,4,不详,文科
中国传媒大学,2009,550,566,555,14,第一批,文科
中国传媒大学,2009,558,566,560,4,提前批,文科
中国传媒大学,2008,579,637,596,4,第一批,文科
中国地质大学(武汉),2013,571,613,587,84,第一批,理科
中国地质大学(武汉),2012,578,625,598,50,第一批,理科
中国地质大学(武汉),2011,573,593,579,50,第一批,理科
中国地质大学(武汉),2010,626,655,632,61,第一批,理科
中国地质大学(武汉),2009,542,590,563,1064,第一批,理科
中国地质大学(武汉),2009,543,601,561,23,提前批,理科
中国地质大学(武汉),2008,564,610,574,68,第一批,理科
中国地质大学(武汉),2013,595,608,598,16,第一批,文科
中国地质大学(武汉),2012,573,605,594,15,第一批,文科
中国地质大学(武汉),2011,584,600,589,17,第一批,文科
中国地质大学(武汉),2010,600,608,602,12,第一批,文科
中国地质大学(武汉),2009,523,545,533,116,第一批,文科
中国地质大学(武汉),2009,307,429,364,6,提前批,文科
中国地质大学(武汉),2008,572,589,579,8,第一批,文科
中国石油大学(北京),2014,,,576,,第一批,理科
中国石油大学(北京),2013,585,628,597,19,第一批,理科
中国石油大学(北京),2012,583,637,606,16,第一批,理科
中国石油大学(北京),2011,566,618,591,17,第一批,理科
中国石油大学(北京),2010,632,,,,第一批,理科
中国石油大学(北京),2009,563,602,576,54,第一批,理科
中国石油大学(北京),2008,565,621,580,15,第一批,理科
中国石油大学(北京),2015,618,623,,4,第一批,文科
中国石油大学(北京),2013,577,614,599,4,第一批,文科
中国石油大学(北京),2012,605,626,614,3,第一批,文科
中国石油大学(北京),2011,594,603,598,2,第一批,文科
中国石油大学(北京),2010,600,601,600,3,第一批,文科
中国石油大学(北京),2009,523,530,526,2,第一批,文科
中国石油大学(华东),2013,574,610,587,48,第一批,理科
中国石油大学(华东),2012,586,640,601,38,第一批,理科
中国石油大学(华东),2011,570,622,580,40,第一批,理科
中国石油大学(华东),2009,543,600,565,107,第一批,理科
中国石油大学(华东),2009,540,559,548,5,提前批,理科
中国石油大学(华东),2008,564,624,580,39,第一批,理科
中国石油大学(华东),2009,518,535,525,17,第一批,文科
北方工业大学,2013,556,584,569,8,第二批,理科
北方工业大学,2012,576,585,579,8,第二批,理科
北方工业大学,2011,547,567,556,11,第二批,理科
北方工业大学,2010,501,575,547,14,第二批,理科
北方工业大学,2009,537,559,545,16,第二批,理科
北方工业大学,2010,536,549,539,10,第一批,文科
北京服装学院,2014,,,555,,第二批,理科
北京印刷学院,2014,,,522,,第二批,理科
北京印刷学院,2013,507,546,533,33,第二批,理科
北京印刷学院,2012,526,574,543,33,第二批,理科
北京印刷学院,2011,513,559,528,33,第二批,理科
北京印刷学院,2010,567,,,,第一批,理科
北京印刷学院,2010,567,622,588,36,第二批,理科
北京印刷学院,2009,509,540,524,23,第二批,理科
北京印刷学院,2008,512,547,529,20,提前批,理科
北京印刷学院,2014,,,567,,第二批,文科
北京印刷学院,2013,572,594,580,8,第二批,文科
北京印刷学院,2012,561,593,572,19,第二批,文科
北京印刷学院,2011,541,576,557,9,第二批,文科
北京印刷学院,2010,585,,,,第一批,文科
北京印刷学院,2010,585,598,591,4,第二批,文科
北京印刷学院,2009,518,521,519,2,第二批,文科
北京印刷学院,2008,531,565,554,4,提前批,文科
北京建筑大学,2014,,,564,,第二批,理科
北京建筑大学,2013,573,588,577,13,第二批,理科
北京建筑大学,2012,569,584,577,12,第二批,理科
北京建筑大学,2011,549,572,559,8,第二批,理科
北京建筑大学,2010,601,,,,第二批,理科
北京建筑大学,2009,527,561,541,10,第二批,理科
北京建筑大学,2014,,,570,,第二批,文科
北京建筑大学,2013,564,575,570,2,第二批,文科
北京建筑大学,2012,556,559,558,2,第二批,文科
北京建筑大学,2011,539,559,549,2,第二批,文科
北京建筑大学,2010,583,,,,第二批,文科
北京建筑大学,2009,492,497,494,2,第二批,文科
北京石油化工学院,2014,,,535,,第一批,理科
北京石油化工学院,2014,524,,534,,第二批,理科
北京石油化工学院,2013,536,562,548,21,第二批,理科
北京石油化工学院,2012,532,570,554,20,第二批,理科
北京石油化工学院,2011,528,561,536,18,第二批,理科
北京石油化工学院,2010,592,619,601,18,第二批,理科
北京石油化工学院,2009,526,551,537,22,第二批,理科
北京石油化工学院,2008,533,548,543,10,提前批,理科
北京石油化工学院,2010,556,581,573,6,第二批,文科
北京电子科技学院,2010,613,660,636,12,北京电子科技学院,2010
首都医科大学,2010,592,631,609,30,第一批,理科
首都医科大学,2009,578,624,590,20,第一批,理科
首都医科大学,2009,539,575,552,3,提前批,理科
首都医科大学,2008,569,620,599,4,第一批,理科
首都医科大学,2010,621,640,629,23,第一批,文科
首都师范大学,2009,542,568,553,10,第一批,理科
首都师范大学,2009,532,560,541,8,第一批,文科
首都体育学院,2009,509,514,511,2,第二批,理科
首都体育学院,2009,498,513,503,3,第二批,文科
北京第二外国语学院,2014,,,594,,第一批,理科
北京第二外国语学院,2013,597,629,610,18,第一批,理科
北京第二外国语学院,2012,610,629,619,13,第一批,理科
北京第二外国语学院,2011,589,614,596,12,第一批,理科
北京第二外国语学院,2010,624,654,643,13,第一批,理科
北京第二外国语学院,2009,547,576,559,5,第一批,理科
北京第二外国语学院,2008,585,604,592,9,第一批,理科
北京第二外国语学院,2014,,,606,,第一批,文科
北京第二外国语学院,2013,621,635,624,13,第一批,文科
北京第二外国语学院,2012,613,619,615,11,第一批,文科
北京第二外国语学院,2011,586,618,608,9,第一批,文科
北京第二外国语学院,2010,622,628,624,13,第一批,文科
北京第二外国语学院,2010,,622,613,2,不详,文科
北京第二外国语学院,2009,527,547,539,7,第一批,文科
北京第二外国语学院,2008,596,606,601,8,第一批,文科
北京语言大学,2010,576,622,593,17,第一批,理科
北京语言大学,2009,547,583,566,15,第一批,理科
北京语言大学,2008,564,621,598,11,第一批,理科
北京语言大学,2014,606,,614,,第一批,文科
北京语言大学,2013,602,631,621,19,第一批,文科
北京语言大学,2012,611,624,616,15,第一批,文科
北京语言大学,2011,600,624,614,15,第一批,文科
北京语言大学,2010,608,639,630,16,第一批,文科
北京语言大学,2009,546,561,552,13,第一批,文科
北京语言大学,2008,584,632,611,11,第一批,文科
北京物资学院,2014,527,,546,,第二批,理科
北京物资学院,2013,555,571,561,19,第二批,理科
北京物资学院,2012,554,606,567,16,第二批,理科
北京物资学院,2011,530,573,550,16,第二批,理科
北京物资学院,2010,603,628,611,16,第二批,理科
北京物资学院,2009,528,558,542,13,第二批,理科
北京物资学院,2008,520,549,530,15,提前批,理科
北京物资学院,2014,547,,561,,第二批,文科
北京物资学院,2013,570,593,581,10,第二批,文科
北京物资学院,2012,576,587,581,10,第二批,文科
北京物资学院,2011,555,576,566,10,第二批,文科
北京物资学院,2010,588,595,590,8,第二批,文科
北京物资学院,2009,502,513,508,5,第二批,文科
北京物资学院,2008,544,569,554,5,提前批,文科
外交学院,2014,,,636,,提前批,理科
外交学院,2010,674,688,680,4,外交学院,2014
外交学院,2010,627,651,640,7,中国人民公安大学,2014
中国人民公安大学,2010,621,669,636,41,中国人民公安大学,2014
中国人民公安大学,2010,598,629,607,14,国际关系学院,2014
国际关系学院,2010,639,668,652,13,国际关系学院,2014
国际关系学院,2010,610,644,624,22,天津科技大学,2014
天津科技大学,2013,549,571,557,50,第二批,理科
天津科技大学,2012,552,580,562,33,第二批,理科
天津科技大学,2011,536,569,549,32,第二批,理科
天津科技大学,2010,605,623,612,33,第二批,理科
天津科技大学,2009,527,558,543,78,第二批,理科
天津科技大学,2008,528,578,548,32,提前批,理科
天津科技大学,2014,,,560,,第二批,文科
天津科技大学,2013,546,601,575,10,第二批,文科
天津科技大学,2012,573,587,578,4,第二批,文科
天津科技大学,2011,544,576,564,4,第二批,文科
天津科技大学,2010,577,589,584,7,第二批,文科
天津科技大学,2009,501,527,515,3,第二批,文科
天津科技大学,2008,540,572,559,4,提前批,文科
天津工业大学,2014,536,,544,,第二批,理科
天津工业大学,2013,541,575,551,78,第二批,理科
天津工业大学,2012,540,587,555,75,第二批,理科
天津工业大学,2011,531,565,539,76,第二批,理科
天津工业大学,2010,586,618,595,79,第二批,理科
天津工业大学,2009,525,549,537,76,第二批,理科
天津工业大学,2008,510,555,531,50,提前批,理科
天津工业大学,2010,568,579,574,10,第二批,文科
天津工业大学,2009,506,531,516,24,第二批,文科
中国民航大学,2014,,,551,,第二批,理科
中国民航大学,2013,543,594,562,134,第二批,理科
中国民航大学,2013,463,553,505,46,专科,理科
中国民航大学,2012,559,604,574,106,第二批,理科
中国民航大学,2012,506,532,516,42,专科,理科
中国民航大学,2011,538,595,560,102,第二批,理科
中国民航大学,2011,484,517,496,39,专科,理科
中国民航大学,2010,544,588,561,42,第一批,理科
中国民航大学,2010,605,638,613,101,第二批,理科
中国民航大学,2009,536,570,543,100,第二批,理科
中国民航大学,2008,528,597,559,76,提前批,理科
中国民航大学,2014,,,571,,第二批,文科
中国民航大学,2013,577,596,587,6,第二批,文科
中国民航大学,2013,551,564,558,2,专科,文科
中国民航大学,2012,565,587,580,6,第二批,文科
中国民航大学,2012,525,537,531,3,专科,文科
中国民航大学,2011,572,596,579,6,第二批,文科
中国民航大学,2011,522,554,534,4,专科,文科
中国民航大学,2010,584,594,587,6,第二批,文科
中国民航大学,2009,512,526,522,6,第二批,文科
中国民航大学,2008,559,569,564,3,提前批,文科
天津理工大学,2014,,,537,,第二批,理科
天津理工大学,2013,511,582,549,117,第二批,理科
天津理工大学,2012,534,574,548,51,第二批,理科
天津理工大学,2011,504,550,530,56,第二批,理科
天津理工大学,2010,581,618,597,60,第二批,理科
天津理工大学,2009,500,549,530,80,第二批,理科
天津理工大学,2008,531,569,547,46,提前批,理科
天津理工大学,2010,499,535,520,35,第二批,文科
天津农学院,2014,,,512,,第二批,理科
天津农学院,2013,516,551,525,29,第二批,理科
天津农学院,2010,509,538,530,18,第二批,理科
天津农学院,2009,506,532,517,17,第二批,理科
天津农学院,2014,,,544,,第二批,文科
天津农学院,2013,553,562,556,5,第二批,文科
天津农学院,2010,561,565,563,3,第二批,文科
天津农学院,2009,493,519,502,3,第二批,文科
