"","Year","Province","University_Name","Topic","Plan_Number","Lowest_Ranking","Ranking_Scores","Media_Impact","GDP"
"1195","2014","武汉","中国地质大学(武汉)","文科","15","10535",NA,NA,NA
"1196","2014","武汉","中国地质大学(武汉)","理科","84","31216",NA,NA,NA
"1197","2014","江苏","东南大学","理科","62","9918","69.69","0.0962558502340094","6508832"
"1198","2014","江苏","南京信息工程大学","文科","3","-","61.96",NA,"6508832"
"1199","2014","江苏","中国药科大学","理科","24","26848","62.81",NA,"6508832"
"1200","2014","江苏","苏州大学","文科","11","4332","65.14","0.0566302652106084","6508832"
"1201","2014","江苏","苏州大学","理科","35","20712","65.14","0.0566302652106084","6508832"
"1202","2014","江苏","江南大学","理科","47","31628","63.78",NA,"6508832"
"1203","2014","江苏","中国矿业大学","文科","8","-","66.79","0.0354134165366615","6508832"
"1204","2014","江苏","南京农业大学","文科","6","10777","65.37",NA,"6508832"
"1205","2014","江苏","南京信息工程大学","理科","15","39042","61.96",NA,"6508832"
"1206","2014","江苏","河海大学","文科","14","11668","64.85",NA,"6508832"
"1207","2014","江苏","南京农业大学","理科","81",NA,"65.37",NA,"6508832"
"1208","2014","江苏","江南大学","文科","5","9454","63.78",NA,"6508832"
"1209","2014","江苏","河海大学","理科","98","28859","64.85",NA,"6508832"
"1210","2014","江苏","南京理工大学","理科","52","18628","65.22","0.0321372854914197","6508832"
"1211","2014","江苏","中国药科大学","文科","2","11288","62.81",NA,"6508832"
"1212","2014","江苏","南京工业大学","理科","32",NA,"63.14",NA,"6508832"
"1213","2014","江苏","南京师范大学","理科","2","31880","65.1","0.0636505460218409","6508832"
"1214","2014","江苏","南京航空航天大学","理科","64","15160","64.85","0.0360374414976599","6508832"
"1215","2014","江苏","南京大学","理科","65","873","78.3","0.195007800312012","6508832"
"1216","2014","江苏","南京工业大学","文科","10","-","63.14",NA,"6508832"
"1217","2014","江苏","南京大学","文科","24","306","78.3","0.195007800312012","6508832"
"1218","2014","江苏","南京邮电大学","理科","104","38206","62.12",NA,"6508832"
"1219","2014","江苏","中国矿业大学","理科","92","37436","66.79","0.0354134165366615","6508832"
"1220","2014","江苏","南京邮电大学","文科","28","-","62.12",NA,"6508832"
"1221","2014","江苏","江苏大学","理科","42",NA,"62.96",NA,"6508832"
"1222","2014","江苏/北京","中国矿业大学","理科","92","37436","66.79","0.0354134165366615",NA
"1223","2014","江苏/北京","中国矿业大学","文科","8","-","66.79","0.0354134165366615",NA
"1224","2014","江西","江西财经大学","理科","93","34075","62.24",NA,"1570859"
"1225","2014","江西","南昌大学","理科","49","36401","63.94",NA,"1570859"
"1226","2014","江西","江西财经大学","文科","47","9931","62.24",NA,"1570859"
"1227","2014","江西","南昌大学","文科","14","11558","63.94",NA,"1570859"
"1228","2014","河北","河北工业大学","理科","20","38753","62.98",NA,"2942115"
"1229","2014","河北","华北电力大学(保定)","理科","80",NA,NA,NA,"2942115"
"1230","2014","河北","华北电力大学(保定)","文科","6","-",NA,NA,"2942115"
"1231","2014","河北","东北大学秦皇岛分校","理科","67",NA,NA,NA,"2942115"
"1232","2014","河北","华北电力大学(北京)","文科","10","9453",NA,NA,"2942115"
"1233","2014","河北","华北电力大学(北京)","理科","86","27316",NA,NA,"2942115"
"1234","2014","河北","石家庄铁道大学","理科","10",NA,"61.81",NA,"2942115"
"1235","2014","河北","燕山大学","理科","10",NA,"63.09",NA,"2942115"
"1236","2014","河南","郑州大学","文科","16","10187","64.55","0.0628705148205928","3493938"
"1237","2014","河南","郑州大学","理科","69","32694","64.55","0.0628705148205928","3493938"
"1238","2014","浙江","浙江大学","理科","106","552","80.45","0.26204368174727","4015350"
"1239","2014","浙江","浙江理工大学","理科","130",NA,"62.25",NA,"4015350"
"1240","2014","浙江","浙江理工大学","文科","20","-","62.25",NA,"4015350"
"1241","2014","浙江","温州医科大学","理科","15","30657","62.13",NA,"4015350"
"1242","2014","浙江","浙江大学","文科","32","230","80.45","0.26204368174727","4015350"
"1243","2014","海南","海南大学","文科","34","13831","63.44","0.0407176287051482","350072"
"1244","2014","海南","海南大学","理科","96",NA,"63.44","0.0407176287051482","350072"
"1245","2014","湖北","华中师范大学","文科","31","4667","66.72","0.0858034321372855","2736704"
"1246","2014","湖北","中南财经政法大学","理科","129","14841","64.04","0.0580343213728549","2736704"
"1247","2014","湖北","武汉理工大学","理科","217","17310","65.15","0.04399375975039","2736704"
"1248","2014","湖北","华中师范大学","理科","64","26870","66.72","0.0858034321372855","2736704"
"1249","2014","湖北","中南财经政法大学","文科","118","3295","64.04","0.0580343213728549","2736704"
"1250","2014","湖北","武汉大学","文科","46","1040","80.72","0.301092043681747","2736704"
"1251","2014","湖北","华中科技大学","文科","21","2645","74.27","0.13603744149766","2736704"
"1252","2014","湖北","武汉大学","理科","208","5328","80.72","0.301092043681747","2736704"
"1253","2014","湖北","武汉理工大学","文科","20","8052","65.15","0.04399375975039","2736704"
"1254","2014","湖北","华中农业大学","理科","40","43049","65.81","0.0379095163806552","2736704"
"1255","2014","湖北","武汉工程大学","理科","30",NA,"61.79",NA,"2736704"
"1256","2014","湖北","华中农业大学","文科","12","13583","65.81","0.0379095163806552","2736704"
"1257","2014","湖北","华中科技大学","理科","166","7098","74.27","0.13603744149766","2736704"
"1258","2014","湖南","中南林业科技大学","文科","6","-","62.15",NA,"2704846"
"1259","2014","湖南","湖南师范大学","文科","31","10585","64.75","0.0471138845553822","2704846"
"1260","2014","湖南","湘潭大学","文科","20","13355","63.28",NA,"2704846"
"1261","2014","湖南","湖南大学","文科","29","3797","67.92","0.0681747269890796","2704846"
"1262","2014","湖南","湖南农业大学","理科","101",NA,"62.61",NA,"2704846"
"1263","2014","湖南","湘潭大学","理科","26","42759","63.28",NA,"2704846"
"1264","2014","湖南","中南林业科技大学","理科","94",NA,"62.15",NA,"2704846"
"1265","2014","湖南","湖南大学","理科","186","12864","67.92","0.0681747269890796","2704846"
"1266","2014","湖南","湖南师范大学","理科","32","33347","64.75","0.0471138845553822","2704846"
"1267","2014","湖南","南华大学","理科","100",NA,"61.78",NA,"2704846"
"1268","2014","湖南","中南大学","文科","36","3992","72.28","0.0925117004680187","2704846"
"1269","2014","湖南","中南大学","理科","280","12207","72.28","0.0925117004680187","2704846"
"1270","2014","湖南","湖南中医药大学","理科","6","32720","61.8",NA,"2704846"
"1271","2014","甘肃","兰州大学","理科","71","24589","66.62","0.0550702028081123","683527"
"1272","2014","甘肃","兰州大学","文科","27","8872","66.62","0.0550702028081123","683527"
"1273","2014","福建","厦门大学","理科","97","7157","71.66","0.176287051482059","2405576"
"1274","2014","福建","福州大学","理科","35","42223","63.96",NA,"2405576"
"1275","2014","福建","华侨大学","文科","58","12695","62.16","0.0365054602184087","2405576"
"1276","2014","福建","福州大学","文科","7","10354","63.96",NA,"2405576"
"1277","2014","福建","厦门大学(中外合作办学专业)","理科","12","27591",NA,NA,"2405576"
"1278","2014","福建","厦门大学","文科","18","1599","71.66","0.176287051482059","2405576"
"1279","2014","福建","厦门大学(中外合作办学专业)","文科","10","5967",NA,NA,"2405576"
"1280","2014","福建","华侨大学","理科","156","42117","62.16","0.0365054602184087","2405576"
"1281","2014","苏州","中国人民大学(苏州校区)","文科","10","3285",NA,NA,NA
"1282","2014","苏州","中国人民大学(苏州校区)","理科","10",NA,NA,NA,NA
"1283","2014","贵州","贵州大学","理科","8","43066","63.34",NA,"925101"
"1284","2014","贵州","贵州大学","文科","6","-","63.34",NA,"925101"
"1285","2014","辽宁","中国医科大学","理科","35",NA,"63.04",NA,"2862658"
"1286","2014","辽宁","辽宁工程技术大学","理科","22",NA,"62.12",NA,"2862658"
"1287","2014","辽宁","大连海事大学","理科","104",NA,"62.53",NA,"2862658"
"1288","2014","辽宁","沈阳药科大学","理科","12",NA,"61.94",NA,"2862658"
"1289","2014","辽宁","大连海事大学","文科","16","-","62.53",NA,"2862658"
"1290","2014","辽宁","大连理工大学","理科","47","13426","67.81","0.0361934477379095","2862658"
"1291","2014","辽宁","辽宁大学","理科","18",NA,"63.61",NA,"2862658"
"1292","2014","辽宁","东北财经大学","文科","29","7889","62.69",NA,"2862658"
"1293","2014","辽宁","大连理工大学(盘锦校区)","理科","14","37487",NA,NA,"2862658"
"1294","2014","辽宁","东北财经大学","理科","31","24483","62.69",NA,"2862658"
"1295","2014","辽宁","东北大学","理科","126","24234","67","0.0357254290171607","2862658"
"1296","2014","辽宁","辽宁大学","文科","50","13707","63.61",NA,"2862658"
"1297","2014","重庆","西南政法大学","理科","63","22600","62.9","0.0386895475819033","1426540"
"1298","2014","重庆","重庆大学","理科","106","14402","67.26","0.0898595943837753","1426540"
"1299","2014","重庆","西南政法大学(中外合作办学专业)","理科","4","30108",NA,NA,"1426540"
"1300","2014","重庆","重庆大学","文科","10","4915","67.26","0.0898595943837753","1426540"
"1301","2014","重庆","西南大学","理科","39","29164","65.15","0.0742589703588143","1426540"
"1302","2014","重庆","西南政法大学","文科","68","5628","62.9","0.0386895475819033","1426540"
"1303","2014","重庆","西南大学","文科","12","7579","65.15","0.0742589703588143","1426540"
"1304","2014","重庆","西南政法大学(中外合作办学专业)","文科","4","6549",NA,NA,"1426540"
"1305","2014","陕西","西安外国语大学","理科","12","32252",NA,NA,"1768994"
"1306","2014","陕西","西安交通大学","理科","40","19386","72.13","0.109204368174727","1768994"
"1307","2014","陕西","西安外国语大学","文科","13","9022",NA,NA,"1768994"
"1308","2014","陕西","西北大学","理科","3","31945","66.67","0.0644305772230889","1768994"
"1309","2014","陕西","西安交通大学","文科","2","2843","72.13","0.109204368174727","1768994"
"1310","2014","陕西","西北农林科技大学","理科","16",NA,"65.14",NA,"1768994"
"1311","2014","陕西","西安建筑科技大学","理科","11","26273","62.64",NA,"1768994"
"1312","2014","陕西","陕西科技大学","理科","10",NA,"61.84",NA,"1768994"
"1313","2014","陕西","西北大学","文科","2","7525","66.67","0.0644305772230889","1768994"
"1314","2014","陕西","西北农林科技大学","文科","2","11473","65.14",NA,"1768994"
"1315","2014","陕西","陕西师范大学","理科","72",NA,"64.06","0.0394695787831513","1768994"
"1316","2014","陕西","长安大学","理科","70","42583","65.84",NA,"1768994"
"1317","2014","陕西","西安电子科技大学","理科","110","20134","64.5",NA,"1768994"
"1318","2014","陕西","西安理工大学","理科","36",NA,"62.54",NA,"1768994"
"1319","2014","陕西","陕西师范大学","文科","25","11078","64.06","0.0394695787831513","1768994"
"1320","2014","陕西","西北工业大学","理科","34","30588","67.82","0.0463338533541342","1768994"
"1321","2014","陕西","西北工业大学","文科","4","7193","67.82","0.0463338533541342","1768994"
"1322","2014","黑龙江","哈尔滨工程大学","理科","33","35645","64.9",NA,"1503938"
"1323","2014","黑龙江","东北林业大学","理科","16",NA,"63.42",NA,"1503938"
"1324","2014","黑龙江","东北林业大学","文科","4","-","63.42",NA,"1503938"
"1325","2014","黑龙江","哈尔滨医科大学","理科","44",NA,"63.25",NA,"1503938"
"1326","2014","黑龙江","东北农业大学","理科","34",NA,"62.94",NA,"1503938"
"1327","2014","黑龙江","石家庄铁道大学","理科","10",NA,"61.81",NA,"1503938"
"1328","2014","黑龙江","东北农业大学","文科","12","-","62.94",NA,"1503938"
"1329","2014","黑龙江","哈尔滨工业大学","文科","6","6195","71.59","0.121840873634945","1503938"
"1330","2014","黑龙江","哈尔滨工业大学","理科","74","9223","71.59","0.121840873634945","1503938"
"1331","2014","黑龙江","哈尔滨医科大学","文科","12","-","63.25",NA,"1503938"
"1332","2014","黑龙江","东北石油大学","理科","46",NA,"61.96",NA,"1503938"
"1333","2015","上海","上海外国语大学","理科","10","7182",NA,"0.0906","2496440"
"1334","2015","上海","华东理工大学","理科","37","12327","65.74",NA,"2496440"
"1335","2015","上海","上海理工大学","理科","59","24623","62.98",NA,"2496440"
"1336","2015","上海","上海海事大学","理科","127","50373","61.36",NA,"2496440"
"1337","2015","上海","复旦大学","文科","13","133","82.22","0.5751","2496440"
"1338","2015","上海","上海大学","理科","10","16371","64.19","0.1294","2496440"
"1339","2015","上海","复旦大学","理科","12","173","82.22","0.5751","2496440"
"1340","2015","上海","上海外国语大学","文科","6","1172",NA,"0.0906","2496440"
"1341","2015","上海","华东师范大学","理科","25","6724","69.95","0.179","2496440"
"1342","2015","上海","上海海洋大学","理科","81",NA,"61.56",NA,"2496440"
"1343","2015","上海","华东政法大学","文科","15","2771","61.99","0.0886","2496440"
"1344","2015","上海","上海交通大学","文科","1","39","81.44","0.2745","2496440"
"1345","2015","上海","同济大学","理科","94","1739","73.07","0.2338","2496440"
"1346","2015","上海","上海财经大学","文科","16","561","65.21","0.1193","2496440"
"1347","2015","上海","华东政法大学","理科","16","15431","61.99","0.0886","2496440"
"1348","2015","上海","东华大学","理科","32","19988","64.2","0.0965","2496440"
"1349","2015","上海","上海交通大学医学院","理科","5","295",NA,NA,"2496440"
"1350","2015","上海","上海海事大学","文科","34","11169","61.36",NA,"2496440"
"1351","2015","上海","复旦大学医学院","理科","5","326",NA,NA,"2496440"
"1352","2015","上海","上海交通大学","理科","25","197","81.44","0.2745","2496440"
"1353","2015","上海","华东师范大学","文科","11","1372","69.95","0.179","2496440"
"1354","2015","上海","上海海洋大学","文科","26","15104","61.56",NA,"2496440"
"1355","2015","上海","上海财经大学","理科","38","1087","65.21","0.1193","2496440"
"1356","2015","东北","东北大学(中外合作办学专业)","理科","15",NA,NA,NA,NA
"1357","2015","东北","东北财经大学(中外合作办学专业)","文科","10","-",NA,NA,NA
"1358","2015","东北","东北财经大学(中外合作办学专业)","理科","10",NA,NA,NA,NA
"1359","2015","内蒙古","内蒙古大学","文科","16","-","63.25",NA,NA
"1360","2015","内蒙古","内蒙古大学","理科","41",NA,"63.25",NA,NA
"1361","2015","北京","北京第二外国语学院","理科","18","22372",NA,NA,"2296860"
"1362","2015","北京","北京中医药大学","理科","17","24215","63.03",NA,"2296860"
"1363","2015","北京","中国石油大学(北京)","理科","19",NA,NA,NA,"2296860"
"1364","2015","北京","北京第二外国语学院","文科","13","4655",NA,NA,"2296860"
"1365","2015","北京","华北电力大学(北京)","文科","11","7875",NA,NA,"2296860"
"1366","2015","北京","中国地质大学(武汉)","文科","11","9254",NA,NA,"2296860"
"1367","2015","北京","中国传媒大学","文科","21","2251",NA,"0.2169","2296860"
"1368","2015","北京","清华大学","理科","60","106","98.23","1","2296860"
"1369","2015","北京","北京工业大学","文科","4","8084","63.63","0.0922","2296860"
"1370","2015","北京","北京航空航天大学","理科","83","2191","70.88","0.1288","2296860"
"1371","2015","北京","中国政法大学","文科","56","1740","65.02","0.1987","2296860"
"1372","2015","北京","中国人民大学","理科","48","667","81.67","0.5557","2296860"
"1373","2015","北京","北京航空航天大学","文科","4","2029","70.88","0.1288","2296860"
"1374","2015","北京","中央民族大学","理科","8","22102","63.86","0.0969","2296860"
"1375","2015","北京","中国石油大学(北京)","文科","4","7984",NA,NA,"2296860"
"1376","2015","北京","北京工业大学","理科","13","31867","63.63","0.0922","2296860"
"1377","2015","北京","中央民族大学","文科","10","4418","63.86","0.0969","2296860"
"1378","2015","北京","北京交通大学","文科","7","2882","66.2","0.0961","2296860"
"1379","2015","北京","中国传媒大学(中外合作办学专业)","文科","13","15125",NA,NA,"2296860"
"1380","2015","北京","北京师范大学","理科","20","2800","75.31","0.3664","2296860"
"1381","2015","北京","北京邮电大学(宏福校区)","理科","28","24551",NA,NA,"2296860"
"1382","2015","北京","北京大学","文科","20","52","100","0.944","2296860"
"1383","2015","北京","北京交通大学","理科","105","14328","66.2","0.0961","2296860"
"1384","2015","北京","中国地质大学(武汉)","理科","88","32359",NA,NA,"2296860"
"1385","2015","北京","北京大学","理科","20","66","100","0.944","2296860"
"1386","2015","北京","北京林业大学","理科","86","29057","63.8",NA,"2296860"
"1387","2015","北京","北京电影学院","文科","2","4476",NA,"0.1944","2296860"
"1388","2015","北京","北京体育大学","理科","12","46701",NA,NA,"2296860"
"1389","2015","北京","北京外国语大学","理科","8","2802",NA,NA,"2296860"
"1390","2015","北京","中央财经大学","文科","29","1644","63.97","0.1628","2296860"
"1391","2015","北京","中国矿业大学(北京)","理科","20","44197",NA,NA,"2296860"
"1392","2015","北京","对外经济贸易大学","理科","49","2713","63.72",NA,"2296860"
"1393","2015","北京","华北电力大学(北京)","理科","87","18325",NA,NA,"2296860"
"1394","2015","北京","中国人民大学","文科","44","175","81.67","0.5557","2296860"
"1395","2015","北京","北京大学医学部","理科","21","393",NA,NA,"2296860"
"1396","2015","北京","北京体育大学","文科","9","10471",NA,NA,"2296860"
"1397","2015","北京","清华大学","文科","4","10","98.23","1","2296860"
"1398","2015","北京","中央财经大学","理科","75","3661","63.97","0.1628","2296860"
"1399","2015","北京","北京外国语大学","文科","8","447",NA,NA,"2296860"
"1400","2015","北京","北京林业大学","文科","18","7123","63.8",NA,"2296860"
"1401","2015","北京","中国传媒大学(中外合作办学专业)","理科","7","27480",NA,NA,"2296860"
"1402","2015","北京","中国地质大学(北京)","理科","36","31508",NA,NA,"2296860"
"1403","2015","北京","北京化工大学","文科","13","9801","64.06",NA,"2296860"
"1404","2015","北京","北京理工大学","理科","76","8936","68.8","0.132","2296860"
"1405","2015","北京","中国农业大学","文科","8","9769","67.36","0.1406","2296860"
"1406","2015","北京","北京师范大学","文科","10","620","75.31","0.3664","2296860"
"1407","2015","北京","中国农业大学","理科","49","14352","67.36","0.1406","2296860"
"1408","2015","北京","北京科技大学","理科","58","13927","66.53","0.0877","2296860"
"1409","2015","北京","北京邮电大学","理科","96","12808","65.06","0.1178","2296860"
"1410","2015","北京","北京理工大学","文科","8","3338","68.8","0.132","2296860"
"1411","2015","北京","北京科技大学","文科","1","3875","66.53","0.0877","2296860"
"1412","2015","北京","中国政法大学","理科","49","7930","65.02","0.1987","2296860"
"1413","2015","北京","中国传媒大学","理科","28","9921",NA,"0.2169","2296860"
"1414","2015","北京","对外经济贸易大学","文科","32","891","63.72",NA,"2296860"
"1415","2015","北京","北京化工大学","理科","72","24603","64.06",NA,"2296860"
"1416","2015","北京","北京语言大学","文科","14","3504","62.02",NA,"2296860"
"1417","2015","吉林","东北师范大学","理科","25","40295","66.73",NA,"1427411"
"1418","2015","吉林","东北师范大学","文科","17","11435","66.73",NA,"1427411"
"1419","2015","吉林","延边大学","理科","8",NA,"62.22",NA,"1427411"
"1420","2015","吉林","延边大学","文科","2","-","62.22",NA,"1427411"
"1421","2015","吉林","长春理工大学","理科","150",NA,"62.32",NA,"1427411"
"1422","2015","吉林","吉林大学","理科","254","19053","75.68","0.1742","1427411"
"1423","2015","吉林","吉林大学","文科","41","4324","75.68","0.1742","1427411"
"1424","2015","四川","成都理工大学","文科","36","-","62.96",NA,"3010310"
"1425","2015","四川","四川大学","理科","107","10464","75.04","0.2192","3010310"
"1426","2015","四川","西南政法大学(中外合作办学专业)","理科","4","19926",NA,NA,"3010310"
"1427","2015","四川","电子科技大学(沙河校区)","理科","55","16462",NA,NA,"3010310"
"1428","2015","四川","成都理工大学","理科","64",NA,"62.96",NA,"3010310"
"1429","2015","四川","西南财经大学(中外合作办学专业)","文科","6","5081",NA,NA,"3010310"
"1430","2015","四川","四川大学","文科","13","2654","75.04","0.2192","3010310"
"1431","2015","四川","西南交通大学","理科","121","19107","65.47","0.0892","3010310"
"1432","2015","四川","西南交通大学","文科","17","8129","65.47","0.0892","3010310"
"1433","2015","四川","西南财经大学(中外合作办学专业)","理科","8","27364",NA,NA,"3010310"
"1434","2015","四川","电子科技大学","理科","135","11191","67.12","0.1276","3010310"
"1435","2015","四川","西南财经大学","文科","26","3682","64.25","0.1118","3010310"
"1436","2015","四川","四川农业大学","理科","10",NA,"62.6",NA,"3010310"
"1437","2015","四川","西南政法大学(中外合作办学专业)","文科","6","4827",NA,NA,"3010310"
"1438","2015","四川","西南财经大学","理科","48","9156","64.25","0.1118","3010310"
"1439","2015","复旦","复旦大学医学院","理科","5","326",NA,NA,NA
"1440","2015","天津","南开大学","理科","53","2621","75.08","0.1913","1653819"
"1441","2015","天津","南开大学","文科","27","1576","75.08","0.1913","1653819"
"1442","2015","天津","天津财经大学","文科","20","9808","61.56",NA,"1653819"
"1443","2015","天津","天津大学","理科","57","9347","71.53","0.1424","1653819"
"1444","2015","天津","天津财经大学","理科","30","23874","61.56",NA,"1653819"
"1445","2015","安徽","安徽大学","理科","25","34909","63.36","0.1006","2200560"
"1446","2015","安徽","合肥工业大学","理科","90","28228","64.83",NA,"2200560"
"1447","2015","安徽","中国科学技术大学","理科","30","771","75.88","0.1721","2200560"
"1448","2015","安徽","合肥工业大学(宣城校区)","理科","64","48868",NA,NA,"2200560"
"1449","2015","安徽","安徽大学","文科","20","13096","63.36","0.1006","2200560"
"1450","2015","安徽","安徽医科大学","理科","8",NA,"61.43",NA,"2200560"
"1451","2015","山东","山东大学","理科","99","14393","72.45","0.183","6300230"
"1452","2015","山东","哈尔滨工业大学(威海)","理科","42","19560",NA,NA,"6300230"
"1453","2015","山东","中国海洋大学","理科","114","21781","65.61",NA,"6300230"
"1454","2015","山东","山东大学","文科","37","3738","72.45","0.183","6300230"
"1455","2015","山东","中国石油大学(华东)","理科","60","40128",NA,NA,"6300230"
"1456","2015","山东","山东大学威海分校","理科","62","30960",NA,NA,"6300230"
"1457","2015","山东","济南大学","理科","100",NA,"61.79",NA,"6300230"
"1458","2015","山东","中国海洋大学","文科","28","5747","65.61",NA,"6300230"
"1459","2015","山东","山东大学威海分校","文科","22","8623",NA,NA,"6300230"
"1460","2015","山西","太原理工大学","理科","30","48107","63.29",NA,"1280258"
"1461","2015","山西","中北大学","文科","6","-","62.24",NA,"1280258"
"1462","2015","山西","中北大学","理科","94",NA,"62.24",NA,"1280258"
"1463","2015","广东","华南理工大学","文科","182","2863","68.07","0.1475","7281255"
"1464","2015","广东","暨南大学","理科","1419","11966","65.26","0.1485","7281255"
"1465","2015","广东","暨南大学","文科","697","4706","65.26","0.1485","7281255"
"1466","2015","广东","华南理工大学","理科","2657","8845","68.07","0.1475","7281255"
"1467","2015","广东","华南师范大学","文科","1171","8900","64.26","0.1352","7281255"
"1468","2015","广东","中国地质大学(武汉)","文科","11","9254",NA,NA,"7281255"
"1469","2015","广东","广东海洋大学","理科","1311",NA,NA,NA,"7281255"
"1470","2015","广东","汕头大学(汕头大学医学院)","理科","240","28249",NA,NA,"7281255"
"1471","2015","广东","广东工业大学","理科","6792","45811","61.96","0.1079","7281255"
"1472","2015","广东","中国地质大学(武汉)","理科","88","32359",NA,NA,"7281255"
"1473","2015","广东","广东医学院","理科","688",NA,NA,NA,"7281255"
"1474","2015","广东","汕头大学","文科","300","9258","62.27","0.0884","7281255"
"1475","2015","广东","广州中医药大学","理科","1299",NA,"62.24",NA,"7281255"
"1476","2015","广东","广州医科大学","理科","1288","42534","61.12",NA,"7281255"
"1477","2015","广东","南方医科大学","理科","1522","35527","63.39",NA,"7281255"
"1478","2015","广东","华南师范大学(中外合作办学专业)","文科","20","-",NA,NA,"7281255"
"1479","2015","广东","广州中医药大学","文科","463","-","62.24",NA,"7281255"
"1480","2015","广东","华南师范大学","理科","1779","24516","64.26","0.1352","7281255"
"1481","2015","广东","中山大学","理科","2656","6000","75.07","0.3273","7281255"
"1482","2015","广东","中山大学","文科","862","1761","75.07","0.3273","7281255"
"1483","2015","广东","广东外语外贸大学","文科","2089","10469",NA,NA,"7281255"
"1484","2015","广东","华南农业大学","文科","1354","13135","63.67","0.1176","7281255"
"1485","2015","广东","广州医科大学","文科","137","-","61.12",NA,"7281255"
"1486","2015","广东","华南农业大学","理科","4996","46817","63.67","0.1176","7281255"
"1487","2015","广东","广东外语外贸大学","理科","1858","22426",NA,NA,"7281255"
"1488","2015","广东","汕头大学","理科","657","27199","62.27","0.0884","7281255"
"1489","2015","广东","广东工业大学","文科","832","-","61.96","0.1079","7281255"
"1490","2015","广东","深圳大学","文科","422","5558","63.29","0.1521","7281255"
"1491","2015","广东","华南师范大学(中外合作办学专业)","理科","20","47190",NA,NA,"7281255"
"1492","2015","广东","广州大学","文科","2147","14802","62.08","0.1509","7281255"
"1493","2015","广东","南方医科大学","文科","50","12471","63.39",NA,"7281255"
"1494","2015","广东","广州大学","理科","3228","45768","62.08","0.1509","7281255"
"1495","2015","广东","深圳大学","理科","2017","19532","63.29","0.1521","7281255"
"1496","2015","广西","广西医科大学","理科","15","40446","61.38",NA,"1680312"
"1497","2015","广西","广西大学","理科","14","43528","63.67","0.1","1680312"
"1498","2015","广西","广西大学","文科","6","14075","63.67","0.1","1680312"
"1499","2015","新疆","新疆医科大学","理科","1","37500","61.4",NA,"932480"
"1500","2015","新疆","新疆大学","文科","2","-","63.41",NA,"932480"
"1501","2015","武汉","中国地质大学(武汉)","理科","88","32359",NA,NA,NA
"1502","2015","武汉","中国地质大学(武汉)","文科","11","9254",NA,NA,NA
"1503","2015","江苏","南京信息工程大学","文科","4","-","61.33",NA,"7011640"
"1504","2015","江苏","南京信息工程大学","理科","26","44908","61.33",NA,"7011640"
"1505","2015","江苏","南京工业大学","理科","30","42304","63.36",NA,"7011640"
"1506","2015","江苏","中国药科大学","理科","24","21301","62.74",NA,"7011640"
"1507","2015","江苏","河海大学","文科","12","10855","64.52",NA,"7011640"
"1508","2015","江苏","南京林业大学","理科","80",NA,"62.17",NA,"7011640"
"1509","2015","江苏","中国矿业大学","文科","9","13713","66.15","0.0893","7011640"
"1510","2015","江苏","南京大学","理科","75","919","80.87","0.2477","7011640"
"1511","2015","江苏","南京农业大学","理科","77","42267","66",NA,"7011640"
"1512","2015","江苏","南京邮电大学","文科","31","13968","61.8",NA,"7011640"
"1513","2015","江苏","南京大学","文科","27","389","80.87","0.2477","7011640"
"1514","2015","江苏","苏州大学","文科","12","3829","64.68","0.1036","7011640"
"1515","2015","江苏","南京航空航天大学","理科","67","14614","64.85",NA,"7011640"
"1516","2015","江苏","江南大学","理科","53","28511","63.38",NA,"7011640"
"1517","2015","江苏","南京理工大学","理科","55","15654","65.6","0.091","7011640"
"1518","2015","江苏","中国药科大学","文科","2","9108","62.74",NA,"7011640"
"1519","2015","江苏","河海大学","理科","106","25137","64.52",NA,"7011640"
"1520","2015","江苏","苏州大学","理科","34","19180","64.68","0.1036","7011640"
"1521","2015","江苏","南京邮电大学","理科","109","30494","61.8",NA,"7011640"
"1522","2015","江苏","江苏大学","理科","42","44964","62.64","0.09","7011640"
"1523","2015","江苏","中国矿业大学","理科","118","43399","66.15","0.0893","7011640"
"1524","2015","江苏","南京工业大学","文科","10","-","63.36",NA,"7011640"
"1525","2015","江苏","东南大学","理科","67","7680","71.54","0.1454","7011640"
"1526","2015","江苏","南京师范大学","理科","5","32620","65.91","0.1217","7011640"
"1527","2015","江苏","南京农业大学","文科","10","10668","66",NA,"7011640"
"1528","2015","江苏","南京林业大学","文科","30","-","62.17",NA,"7011640"
"1529","2015","江苏/北京","中国矿业大学","文科","9","13713","66.15","0.0893",NA
"1530","2015","江苏/北京","中国矿业大学","理科","118","43399","66.15","0.0893",NA
"1531","2015","江西","华东交通大学","理科","59",NA,"61.19",NA,"1672380"
"1532","2015","江西","江西财经大学","文科","56","9325","62.19","0.0914","1672380"
"1533","2015","江西","江西财经大学","理科","90","27812","62.19","0.0914","1672380"
"1534","2015","江西","华东交通大学","文科","6","-","61.19",NA,"1672380"
"1535","2015","江西","南昌大学","理科","74","31370","64.24","0.1351","1672380"
"1536","2015","江西","南昌大学","文科","19","10330","64.24","0.1351","1672380"
"1537","2015","江西","江西理工大学","理科","100",NA,"61.44",NA,"1672380"
"1538","2015","河北","燕山大学","理科","54",NA,"63.44",NA,"2980610"
"1539","2015","河北","石家庄铁道大学","理科","13",NA,"61.26",NA,"2980610"
"1540","2015","河北","华北电力大学(北京)","理科","87","18325",NA,NA,"2980610"
