,UniversityNo,Distance,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Lowest,Label
269,11414,1858.0,1950056,2114.8,922.0994893134,2014,63.77,0.0,1,17,585.0,24
270,11414,1858.0,1215300,1860.0,653.3870967742,2010,10.91,0.0366255144,1,15,563.0,21
271,11414,1858.0,1950056,2114.8,922.0994893134,2014,63.77,0.0,0,4,577.0,20
272,11414,1858.0,2133083,2152.0,991.2095724907001,2015,65.1,0.0394695788,1,19,576.0,34
273,11414,1858.0,1787940,2069.3,864.0313149374001,2013,9.95,0.0540145985,1,19,583.0,23
274,11414,1858.0,1411358,1961.9,719.3832509302,2011,11.06,0.0599190283,1,17,632.0,19
275,11413,2136.0,2133083,2152.0,991.2095724907001,2015,66.79,0.0354134165,1,20,566.0,32
276,11413,2136.0,1787940,2069.3,864.0313149374001,2013,10.71,0.0233576642,1,10,587.0,26
277,11413,2136.0,1411358,1961.9,719.3832509302,2011,11.94,0.0,1,6,622.0,23
278,11413,2136.0,1215300,1860.0,653.3870967742,2010,10.77,0.0,1,6,553.0,24
279,11413,2136.0,1625193,2018.6,805.1089864262,2012,12.25,0.0241087613,1,7,570.0,24
280,11413,2136.0,1950056,2114.8,922.0994893134,2014,64.55,0.0386363636,1,17,577.0,27
281,10358,1214.0,1006282,6131.0,164.1301582124,2010,0.0,0.0,1,32,631.0,5
282,10358,1214.0,1721205,5988.0,287.4423847695,2013,0.0,0.0,1,38,643.0,5
283,10358,1214.0,1235933,5956.7,207.4861920191,2011,0.0,0.0,1,35,680.0,5
284,10358,1214.0,2084875,6083.0,342.7379582443,2015,72.98,0.1110764431,1,30,660.0,7
285,10358,1214.0,1903887,6029.8,315.7462934094,2014,0.0,0.0,1,30,642.0,5
286,10358,1214.0,1530065,5968.0,256.3781836461,2012,0.0,0.0,1,33,624.0,3
287,10316,1390.0,4142548,7869.34,526.4161924634,2011,3.46,0.0,1,23,622.0,22
288,10316,1390.0,6508832,7960.0,817.6924623116,2015,62.81,0.0,1,24,593.0,25
289,10316,1390.0,5405822,7919.98,682.5550064519999,2013,3.42,0.0,0,2,594.0,17
290,10316,1390.0,4911027,7898.8006682342,621.7433767825,2012,3.4,0.0,1,21,573.0,22
291,10316,1390.0,5916175,7939.49,745.1580643089,2014,61.37,0.0,0,2,600.0,20
292,10316,1390.0,4142548,7869.34,526.4161924634,2011,3.46,0.0,0,2,614.0,23
293,10316,1390.0,5405822,7919.98,682.5550064519999,2013,3.42,0.0,1,24,592.0,23
294,10316,1390.0,5916175,7939.49,745.1580643089,2014,61.37,0.0,1,24,568.0,26
295,10316,1390.0,6508832,7960.0,817.6924623116,2015,62.81,0.0,0,2,596.0,21
296,10316,1390.0,3445730,7810.269,441.1794267265,2010,3.49,0.0,1,25,554.0,25
297,10316,1390.0,4911027,7898.8006682342,621.7433767825,2012,3.4,0.0,0,2,580.0,19
298,10052,2122.0,2133083,2152.0,991.2095724907001,2015,63.87,0.044773790999999986,0,10,606.0,17
299,10052,2122.0,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,1,8,582.0,19
300,10052,2122.0,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,1,8,623.0,18
301,10052,2122.0,1950056,2114.8,922.0994893134,2014,62.1,0.048863636399999986,0,9,605.0,13
302,10052,2122.0,2133083,2152.0,991.2095724907001,2015,63.87,0.044773790999999986,1,8,584.0,25
303,10052,2122.0,1215300,1860.0,653.3870967742,2010,6.21,0.0489711934,0,8,532.0,15
304,10052,2122.0,1215300,1860.0,653.3870967742,2010,6.21,0.0489711934,1,9,540.0,21
305,10052,2122.0,1787940,2069.3,864.0313149374001,2013,5.22,0.0369829684,0,11,605.0,16
306,10052,2122.0,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,0,7,590.0,16
307,10052,2122.0,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,0,8,608.0,19
308,10052,2122.0,1950056,2114.8,922.0994893134,2014,62.1,0.048863636399999986,1,8,588.0,24
309,10052,2122.0,1787940,2069.3,864.0313149374001,2013,5.22,0.0369829684,1,9,603.0,22
310,10034,2152.0,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,1,76,628.0,14
311,10034,2152.0,1787940,2069.3,864.0313149374001,2013,4.46,0.2457420925,1,72,633.0,8
312,10034,2152.0,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,0,26,600.0,11
313,10034,2152.0,1787940,2069.3,864.0313149374001,2013,4.46,0.2457420925,0,28,618.0,17
314,10034,2152.0,2133083,2152.0,991.2095724907001,2015,63.4,0.1840873635,0,29,612.0,13
315,10034,2152.0,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,0,23,619.0,6
316,10034,2152.0,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,0,23,639.0,7
317,10034,2152.0,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,1,60,612.0,6
318,10034,2152.0,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,1,58,651.0,9
319,10034,2152.0,1215300,1860.0,653.3870967742,2010,5.38,0.2580246914,1,53,619.0,8
320,10034,2152.0,1215300,1860.0,653.3870967742,2010,5.38,0.2580246914,0,17,560.0,5
321,10034,2152.0,2133083,2152.0,991.2095724907001,2015,63.4,0.1840873635,1,75,625.0,13
322,10558,119.0,5321028,10505.0,506.5233698239,2012,33.77,0.2504531722,1,2677,590.0,11
323,10558,119.0,3948256,10130.1854628636,389.7516007455,2010,32.72,0.2267489712,0,940,543.0,11
324,10558,119.0,6216397,10644.0,584.0282788425,2014,75.0,0.2987012987,1,2641,607.0,15
325,10558,119.0,5706792,10594.0,538.6815178403,2013,37.85,0.2530413625,0,837,601.0,8
326,10558,119.0,6216397,10644.0,584.0282788425,2014,75.0,0.2987012987,0,856,610.0,9
327,10558,119.0,3948256,10130.1854628636,389.7516007455,2010,32.72,0.2267489712,1,2810,541.0,17
328,10558,119.0,3948256,10130.1854628636,389.7516007455,2010,32.72,0.2267489712,1,2810,554.0,17
329,10558,119.0,5706792,10594.0,538.6815178403,2013,37.85,0.2530413625,1,2710,610.0,11
330,10558,119.0,5321028,10505.0,506.5233698239,2012,33.77,0.2504531722,0,914,596.0,11
331,10558,119.0,6779224,10724.0,632.1544199925,2015,75.33,0.2730109204,0,862,622.0,13
332,10558,119.0,6779224,10724.0,632.1544199925,2015,75.33,0.2730109204,1,2656,615.0,15
333,10730,2258.0,502037,2564.19,195.7877536376,2012,13.82,0.052265861,1,60,574.0,21
334,10730,2258.0,338756,2554.91,132.5901890869,2010,14.36,0.049382715999999986,1,38,552.0,23
335,10730,2258.0,626801,2582.18,242.74101728,2014,66.35,0.0561688312,1,71,586.0,25
336,10730,2258.0,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,1,54,627.0,22
337,10730,2258.0,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,0,26,603.0,22
338,10730,2258.0,683527,2591.0,263.808182169,2015,66.62,0.0550702028,0,28,590.0,21
339,10730,2258.0,626801,2582.18,242.74101728,2014,66.35,0.0561688312,0,27,595.0,18
340,10730,2258.0,683527,2591.0,263.808182169,2015,66.62,0.0550702028,1,80,582.0,26
341,10730,2258.0,502037,2564.19,195.7877536376,2012,13.82,0.052265861,0,26,583.0,19
342,10730,2258.0,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,0,31,596.0,19
343,10730,2258.0,338756,2554.91,132.5901890869,2010,14.36,0.049382715999999986,0,12,521.0,17
344,10730,2258.0,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,1,65,582.0,23
345,10126,2304.0,1167200,2472.18,472.1339061072,2011,5.47,0.0,0,5,578.0,23
346,10126,2304.0,1167200,2472.18,472.1339061072,2011,5.47,0.0,1,7,567.0,24
347,10126,2304.0,1435988,2481.71,578.6284457088,2012,5.82,0.0,1,6,570.0,25
348,10126,2304.0,974025,2458.22,396.2318262808,2010,5.56,0.0,1,11,542.0,25
349,10126,2304.0,974025,2458.22,396.2318262808,2010,5.56,0.0,0,4,521.0,19
350,10126,2304.0,1683238,2497.61,673.9394861488,2014,62.18,0.0,1,6,574.0,31
351,10026,2138.0,1625193,2018.6,805.1089864262,2012,4.57,0.0302114804,1,6,597.0,14
352,10026,2138.0,1411358,1961.9,719.3832509302,2011,4.04,0.0288259109,1,6,649.0,15
353,10026,2138.0,1950056,2114.8,922.0994893134,2014,61.58,0.0,1,13,621.0,31
354,10026,2138.0,2133083,2152.0,991.2095724907001,2015,63.31,0.0340093604,1,17,584.0,26
355,10026,2138.0,1787940,2069.3,864.0313149374001,2013,4.08,0.0289537713,1,10,619.0,12
356,10026,2138.0,1215300,1860.0,653.3870967742,2010,3.89,0.0,1,2,540.0,15
357,10004,2124.0,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,1,76,631.0,16
358,10004,2124.0,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,0,5,624.0,14
359,10004,2124.0,1215300,1860.0,653.3870967742,2010,9.94,0.0406995885,0,4,541.0,10
360,10004,2124.0,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,1,77,583.0,16
361,10004,2124.0,1787940,2069.3,864.0313149374001,2013,9.31,0.053284671500000005,0,6,606.0,19
362,10004,2124.0,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,0,5,607.0,11
363,10004,2124.0,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,1,87,589.0,19
364,10004,2124.0,2133083,2152.0,991.2095724907001,2015,65.44,0.0658346334,0,7,600.0,15
365,10004,2124.0,1787940,2069.3,864.0313149374001,2013,9.31,0.053284671500000005,1,88,595.0,19
366,10004,2124.0,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,0,6,617.0,15
367,10004,2124.0,2133083,2152.0,991.2095724907001,2015,65.44,0.0658346334,1,105,598.0,21
368,10004,2124.0,1215300,1860.0,653.3870967742,2010,9.94,0.0406995885,1,71,548.0,22
369,10043,2131.0,2133083,2152.0,991.2095724907001,2015,0.0,0.0335413417,0,9,592.0,23
370,10043,2131.0,1950056,2114.8,922.0994893134,2014,0.0,0.0448051948,1,6,564.0,28
371,10043,2131.0,1215300,1860.0,653.3870967742,2010,1.87,0.0617283951,1,15,540.0,25
372,10043,2131.0,1625193,2018.6,805.1089864262,2012,0.0,0.0,0,6,586.0,19
373,10043,2131.0,2133083,2152.0,991.2095724907001,2015,0.0,0.0335413417,1,12,578.0,33
374,10043,2131.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,1,14,626.0,24
375,10043,2131.0,1787940,2069.3,864.0313149374001,2013,0.0,0.0,1,16,586.0,26
376,10043,2131.0,1215300,1860.0,653.3870967742,2010,1.87,0.0617283951,0,7,518.0,19
377,10043,2131.0,1787940,2069.3,864.0313149374001,2013,0.0,0.0,0,10,594.0,19
378,10043,2131.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,0,6,597.0,20
379,10043,2131.0,1950056,2114.8,922.0994893134,2014,0.0,0.0448051948,0,9,599.0,20
380,10043,2131.0,1625193,2018.6,805.1089864262,2012,0.0,0.0,1,11,564.0,25
381,10010,2133.0,1950056,2114.8,922.0994893134,2014,63.62,0.0,1,59,590.0,26
382,10010,2133.0,1411358,1961.9,719.3832509302,2011,7.76,0.0,0,12,600.0,23
383,10010,2133.0,1625193,2018.6,805.1089864262,2012,8.53,0.0,0,10,570.0,20
384,10010,2133.0,1411358,1961.9,719.3832509302,2011,7.76,0.0,1,47,633.0,24
385,10010,2133.0,1787940,2069.3,864.0313149374001,2013,8.77,0.0,0,12,593.0,19
386,10010,2133.0,1625193,2018.6,805.1089864262,2012,8.53,0.0,1,49,570.0,22
387,10010,2133.0,1215300,1860.0,653.3870967742,2010,7.18,0.0,1,50,558.0,21
388,10010,2133.0,2133083,2152.0,991.2095724907001,2015,64.57,0.0,0,13,587.0,22
389,10010,2133.0,1787940,2069.3,864.0313149374001,2013,8.77,0.0,1,59,575.0,22
390,10010,2133.0,1950056,2114.8,922.0994893134,2014,63.62,0.0,0,13,596.0,21
391,10010,2133.0,2133083,2152.0,991.2095724907001,2015,64.57,0.0,1,72,587.0,26
392,10023,2125.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,1,5,624.0,24
393,10030,2122.0,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,1,8,628.0,12
394,10030,2122.0,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,1,8,643.0,12
395,10030,2122.0,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,1,8,623.0,8
396,10030,2122.0,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,1,8,635.0,13
397,10030,2122.0,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,0,8,638.0,18
398,10030,2122.0,1787940,2069.3,864.0313149374001,2013,3.22,0.0360097324,0,7,597.0,6
399,10030,2122.0,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,0,8,637.0,7
400,10030,2122.0,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,0,8,641.0,7
401,10030,2122.0,1787940,2069.3,864.0313149374001,2013,3.22,0.0360097324,1,8,647.0,9
402,10030,2122.0,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,0,8,527.0,3
403,10030,2122.0,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,0,8,560.0,3
404,10030,2122.0,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,1,8,548.0,12
405,10030,2122.0,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,1,8,598.0,12
406,10030,2122.0,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,0,9,633.0,5
407,10030,2122.0,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,0,9,640.0,5
408,10030,2122.0,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,1,8,656.0,10
409,10030,2122.0,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,1,8,670.0,10
410,10030,2122.0,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,0,7,623.0,7
411,10001,2156.0,1787940,2069.3,864.0313149374001,2013,100.0,1.0,0,18,644.0,1
412,10001,2156.0,2133083,2152.0,991.2095724907001,2015,100.0,1.0,0,20,660.0,2
413,10001,2156.0,2133083,2152.0,991.2095724907001,2015,100.0,1.0,0,20,661.0,2
414,10001,2156.0,1787940,2069.3,864.0313149374001,2013,100.0,1.0,1,18,663.0,0
415,10001,2156.0,1411358,1961.9,719.3832509302,2011,100.0,1.0,1,12,694.0,0
416,10001,2156.0,1625193,2018.6,805.1089864262,2012,100.0,1.0,1,12,646.0,0
417,10001,2156.0,1411358,1961.9,719.3832509302,2011,100.0,1.0,0,12,666.0,0
418,10001,2156.0,1950056,2114.8,922.0994893134,2014,100.0,1.0,0,20,648.0,1
419,10001,2156.0,1625193,2018.6,805.1089864262,2012,100.0,1.0,0,12,639.0,1
420,10001,2156.0,1215300,1860.0,653.3870967742,2010,100.0,1.0,1,16,655.0,0
421,10001,2156.0,1215300,1860.0,653.3870967742,2010,100.0,1.0,1,16,659.0,0
422,10001,2156.0,1215300,1860.0,653.3870967742,2010,100.0,1.0,0,12,575.0,1
423,10001,2156.0,2133083,2152.0,991.2095724907001,2015,100.0,1.0,1,20,677.0,0
424,10001,2156.0,2133083,2152.0,991.2095724907001,2015,100.0,1.0,1,20,673.0,0
425,10001,2156.0,1950056,2114.8,922.0994893134,2014,100.0,1.0,1,20,661.0,0
426,19001,2156.0,1215300,1860.0,653.3870967742,2010,100.0,1.0,1,15,650.0,1
427,19001,2156.0,1625193,2018.6,805.1089864262,2012,100.0,1.0,1,16,644.0,2
428,19001,2156.0,1787940,2069.3,864.0313149374001,2013,100.0,1.0,1,18,652.0,1
429,19001,2156.0,1950056,2114.8,922.0994893134,2014,100.0,1.0,1,20,659.0,3
430,19001,2156.0,1411358,1961.9,719.3832509302,2011,100.0,1.0,1,15,668.0,2
431,10005,2116.0,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,0,4,580.0,19
432,10005,2116.0,1950056,2114.8,922.0994893134,2014,62.73,0.07646103900000001,0,4,595.0,16
433,10005,2116.0,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,1,14,636.0,22
434,10005,2116.0,1950056,2114.8,922.0994893134,2014,62.73,0.07646103900000001,1,11,595.0,31
435,10005,2116.0,2133083,2152.0,991.2095724907001,2015,63.97,0.0400936037,0,4,597.0,20
436,10005,2116.0,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,1,18,574.0,21
437,10005,2116.0,1215300,1860.0,653.3870967742,2010,7.95,0.06378600820000001,1,18,564.0,20
438,10005,2116.0,1787940,2069.3,864.0313149374001,2013,6.71,0.0394160584,0,6,594.0,19
439,10005,2116.0,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,0,6,603.0,23
440,10005,2116.0,1787940,2069.3,864.0313149374001,2013,6.71,0.0394160584,1,12,596.0,20
441,10005,2116.0,1215300,1860.0,653.3870967742,2010,7.95,0.06378600820000001,0,2,522.0,18
442,10005,2116.0,2133083,2152.0,991.2095724907001,2015,63.97,0.0400936037,1,13,581.0,29
443,10022,2135.0,1950056,2114.8,922.0994893134,2014,62.84,0.0,1,81,568.0,27
444,10022,2135.0,1950056,2114.8,922.0994893134,2014,62.84,0.0,0,19,602.0,17
445,10022,2135.0,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,1,54,540.0,23
446,10022,2135.0,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,1,54,542.0,23
447,10022,2135.0,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,0,16,521.0,19
448,10022,2135.0,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,0,12,580.0,19
449,10022,2135.0,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,1,74,554.0,23
450,10022,2135.0,1787940,2069.3,864.0313149374001,2013,6.85,0.0228467153,0,14,596.0,17
451,10022,2135.0,2133083,2152.0,991.2095724907001,2015,64.48,0.0,0,18,599.0,20
452,10022,2135.0,1411358,1961.9,719.3832509302,2011,7.66,0.0,1,69,627.0,22
453,10022,2135.0,1411358,1961.9,719.3832509302,2011,7.66,0.0,0,17,596.0,21
454,10022,2135.0,2133083,2152.0,991.2095724907001,2015,64.48,0.0,1,86,585.0,28
455,10022,2135.0,1787940,2069.3,864.0313149374001,2013,6.85,0.0228467153,1,87,582.0,24
456,10007,2123.0,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,1,72,599.0,16
457,10007,2123.0,1787940,2069.3,864.0313149374001,2013,14.04,0.0778588808,0,8,616.0,19
458,10007,2123.0,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,0,5,606.0,12
459,10007,2123.0,1411358,1961.9,719.3832509302,2011,16.6,0.07651821860000001,0,5,621.0,14
460,10007,2123.0,1411358,1961.9,719.3832509302,2011,16.6,0.07651821860000001,1,65,652.0,14
461,10007,2123.0,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,1,70,585.0,15
462,10007,2123.0,2133083,2152.0,991.2095724907001,2015,67.33,0.0801872075,0,8,610.0,16
463,10007,2123.0,1787940,2069.3,864.0313149374001,2013,14.04,0.0778588808,1,74,607.0,14
464,10007,2123.0,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,1,61,593.0,14
465,10007,2123.0,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,1,61,572.0,14
466,10007,2123.0,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,0,4,534.0,11
467,10007,2123.0,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,0,6,595.0,12
468,10007,2123.0,2133083,2152.0,991.2095724907001,2015,67.33,0.0801872075,1,76,610.0,18
469,10008,2129.0,1411358,1961.9,719.3832509302,2011,13.8,0.0599190283,1,42,643.0,24
470,10008,2129.0,1950056,2114.8,922.0994893134,2014,65.2,0.0530844156,1,57,594.0,20
471,10008,2129.0,2133083,2152.0,991.2095724907001,2015,66.45,0.0497659906,1,58,598.0,21
472,10008,2129.0,1625193,2018.6,805.1089864262,2012,13.97,0.0613293051,1,49,568.0,17
473,10008,2129.0,1215300,1860.0,653.3870967742,2010,14.25,0.08930041150000001,1,31,570.0,18
474,10008,2129.0,1787940,2069.3,864.0313149374001,2013,13.0,0.0576642336,1,56,591.0,17
475,10031,2146.0,2133083,2152.0,991.2095724907001,2015,0.0,0.0,1,18,594.0,25
476,10031,2146.0,1787940,2069.3,864.0313149374001,2013,0.0,0.0,1,18,610.0,19
477,10031,2146.0,1950056,2114.8,922.0994893134,2014,60.17,0.0,1,18,597.0,25
478,10031,2146.0,1625193,2018.6,805.1089864262,2012,0.0,0.0,1,13,589.0,17
479,10031,2146.0,1787940,2069.3,864.0313149374001,2013,0.0,0.0,0,13,613.0,11
480,10031,2146.0,1950056,2114.8,922.0994893134,2014,60.17,0.0,0,13,621.0,21
481,10031,2146.0,1215300,1860.0,653.3870967742,2010,0.0,0.0,0,13,527.0,11
482,10031,2146.0,1625193,2018.6,805.1089864262,2012,0.0,0.0,0,11,586.0,13
483,10031,2146.0,2133083,2152.0,991.2095724907001,2015,0.0,0.0,0,13,606.0,18
484,10031,2146.0,1215300,1860.0,653.3870967742,2010,0.0,0.0,1,12,547.0,19
485,10031,2146.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,0,9,622.0,15
486,10031,2146.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,0,9,613.0,15
487,10031,2146.0,1411358,1961.9,719.3832509302,2011,0.0,0.0,1,13,624.0,17
488,10006,2129.0,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,1,55,610.0,8
489,10006,2129.0,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,0,3,530.0,12
490,10006,2129.0,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,0,4,568.0,14
491,10006,2129.0,1787940,2069.3,864.0313149374001,2013,19.81,0.0600973236,0,3,626.0,9
492,10006,2129.0,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,0,3,619.0,11
493,10006,2129.0,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,0,3,582.0,11
494,10006,2129.0,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,1,47,621.0,7
495,10006,2129.0,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,1,47,430.0,7
496,10006,2129.0,1787940,2069.3,864.0313149374001,2013,19.81,0.0600973236,1,55,633.0,7
497,10006,2129.0,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,1,83,650.0,11
498,10006,2129.0,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,1,83,557.0,11
499,10006,2129.0,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,1,52,672.0,8
500,10006,2129.0,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,1,52,607.0,8
501,10006,2129.0,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,0,3,617.0,9
502,10006,2129.0,1950056,2114.8,922.0994893134,2014,68.36,0.0803571429,1,60,637.0,8
503,10032,2129.0,1950056,2114.8,922.0994893134,2014,60.49,0.0,0,16,602.0,13
504,10032,2129.0,1625193,2018.6,805.1089864262,2012,1.48,0.0,0,15,600.0,14
505,10032,2129.0,1411358,1961.9,719.3832509302,2011,1.58,0.0,0,15,608.0,13
506,10032,2129.0,1787940,2069.3,864.0313149374001,2013,1.11,0.0,0,19,611.0,12
507,10032,2129.0,1215300,1860.0,653.3870967742,2010,1.57,0.0269958848,0,15,546.0,9
508,10032,2129.0,2133083,2152.0,991.2095724907001,2015,61.98,0.0,0,14,606.0,16
509,10013,2127.0,1787940,2069.3,864.0313149374001,2013,7.69,0.07883211679999999,1,101,622.0,11
510,10013,2127.0,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,1,97,604.0,31
511,10013,2127.0,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,1,90,582.0,13
512,10013,2127.0,2133083,2152.0,991.2095724907001,2015,64.26,0.0566302652,1,96,560.0,20
513,10013,2127.0,1215300,1860.0,653.3870967742,2010,8.38,0.1016460905,1,88,552.0,17
514,10013,2127.0,1411358,1961.9,719.3832509302,2011,8.33,0.071659919,1,89,644.0,15
515,10404,1455.0,1570859,4542.0,345.85182738879996,2015,61.7,0.0,0,6,562.0,26
516,10404,1455.0,1570859,4542.0,345.85182738879996,2015,61.7,0.0,1,59,552.0,34
517,10269,1457.0,2160212,2415.15,894.4421671532001,2014,67.73,0.1168831169,1,18,608.0,16
518,10269,1457.0,2356094,2426.0,971.1846661171,2015,69.9,0.1274570983,0,11,620.0,12
519,10269,1457.0,2018172,2380.43,847.8182513242999,2013,18.73,0.0912408759,1,20,574.0,16
520,10269,1457.0,1504645,2210.2841277426,680.7473216291,2010,21.11,0.1032921811,0,4,527.0,12
521,10269,1457.0,2018172,2380.43,847.8182513242999,2013,18.73,0.0912408759,0,8,603.0,9
522,10269,1457.0,2160212,2415.15,894.4421671532001,2014,67.73,0.1168831169,0,9,626.0,10
523,10269,1457.0,2356094,2426.0,971.1846661171,2015,69.9,0.1274570983,1,25,611.0,16
524,10276,1457.0,1919569,2347.46,817.7217077181,2012,1.3,0.025649546800000003,0,23,586.0,15
525,10276,1457.0,2018172,2380.43,847.8182513242999,2013,1.42,0.025790754300000003,0,26,608.0,12
526,10276,1457.0,2356094,2426.0,971.1846661171,2015,62.09,0.0,0,15,612.0,15
527,10276,1457.0,2160212,2415.15,894.4421671532001,2014,60.59,0.0,1,30,591.0,23
528,10276,1457.0,1919569,2347.46,817.7217077181,2012,1.3,0.025649546800000003,1,27,577.0,20
529,10276,1457.0,2018172,2380.43,847.8182513242999,2013,1.42,0.025790754300000003,1,34,584.0,21
530,10276,1457.0,2160212,2415.15,894.4421671532001,2014,60.59,0.0,0,22,609.0,15
531,10276,1457.0,1716598,2302.66,745.4847871592,2011,1.33,0.0293117409,1,27,618.0,21
532,10276,1457.0,2356094,2426.0,971.1846661171,2015,62.09,0.0,1,16,596.0,22
533,10276,1457.0,1716598,2302.66,745.4847871592,2011,1.33,0.0293117409,0,23,594.0,17
534,10251,1448.0,2160212,2415.15,894.4421671532001,2014,65.76,0.0,1,36,602.0,19
535,10251,1448.0,2356094,2426.0,971.1846661171,2015,66.08,0.034165366600000004,1,37,599.0,20
536,10251,1448.0,1716598,2302.66,745.4847871592,2011,12.15,0.0280566802,1,34,627.0,19
537,10251,1448.0,1504645,2210.2841277426,680.7473216291,2010,11.61,0.03,1,36,544.0,19
538,10251,1448.0,2018172,2380.43,847.8182513242999,2013,13.21,0.0255474453,1,36,606.0,18
539,10251,1448.0,1919569,2347.46,817.7217077181,2012,12.54,0.0255589124,1,36,570.0,18
540,10504,984.0,2736704,5816.0,470.5474552957,2015,65.81,0.0379095164,0,16,579.0,24
541,10504,984.0,1296110,5720.0,226.5926573427,2010,10.88,0.0330452675,0,12,519.0,19
542,10504,984.0,2225045,5779.0,385.0224952414,2013,10.56,0.0296836983,1,38,585.0,26
543,10504,984.0,2736704,5816.0,470.5474552957,2015,65.81,0.0379095164,1,37,560.0,31
544,10504,984.0,1296110,5720.0,226.5926573427,2010,10.88,0.0330452675,1,28,540.0,23
545,10504,984.0,1963226,5758.0,340.9562348038,2012,10.73,0.03081571,0,16,580.0,21
546,10504,984.0,2466849,5799.0,425.3921365753,2014,64.52,0.0,0,12,594.0,21
547,10504,984.0,1963226,5758.0,340.9562348038,2012,10.73,0.03081571,1,25,568.0,25
548,10504,984.0,2225045,5779.0,385.0224952414,2013,10.56,0.0296836983,0,12,589.0,19
549,10504,984.0,2466849,5799.0,425.3921365753,2014,64.52,0.0,1,40,574.0,31
550,10504,984.0,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,1,28,624.0,24
