,UniversityNo,Distance,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Lowest,Label
551,10504,984.0,1596761,5727.9143,278.7683118792,2011,10.24,0.0300809717,0,12,595.0,23
552,10511,984.0,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,0,17,606.0,20
553,10511,984.0,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,0,17,619.0,20
554,10511,984.0,2225045,5779.0,385.0224952414,2013,11.06,0.0647201946,0,39,599.0,15
555,10511,984.0,2225045,5779.0,385.0224952414,2013,11.06,0.0647201946,0,39,451.0,15
556,10511,984.0,2736704,5816.0,470.5474552957,2015,66.72,0.08580343210000001,0,44,604.0,18
557,10511,984.0,2736704,5816.0,470.5474552957,2015,66.72,0.08580343210000001,0,44,613.0,18
558,10511,984.0,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,1,26,622.0,22
559,10511,984.0,1596761,5727.9143,278.7683118792,2011,11.7,0.0643724696,1,26,645.0,22
560,10511,984.0,2466849,5799.0,425.3921365753,2014,64.62,0.088474026,0,31,606.0,14
561,10511,984.0,1296110,5720.0,226.5926573427,2010,11.77,0.0481481481,0,17,518.0,16
562,10511,984.0,1296110,5720.0,226.5926573427,2010,11.77,0.0481481481,0,17,440.0,16
563,10511,984.0,2225045,5779.0,385.0224952414,2013,11.06,0.0647201946,1,54,592.0,23
564,10511,984.0,2225045,5779.0,385.0224952414,2013,11.06,0.0647201946,1,54,430.0,23
565,10511,984.0,2466849,5799.0,425.3921365753,2014,64.62,0.088474026,1,64,587.0,26
566,10511,984.0,1296110,5720.0,226.5926573427,2010,11.77,0.0481481481,1,24,540.0,25
567,10511,984.0,1296110,5720.0,226.5926573427,2010,11.77,0.0481481481,1,24,506.0,25
568,10511,984.0,2736704,5816.0,470.5474552957,2015,66.72,0.08580343210000001,1,71,579.0,27
569,10511,984.0,2736704,5816.0,470.5474552957,2015,66.72,0.08580343210000001,1,71,610.0,27
570,10511,984.0,1963226,5758.0,340.9562348038,2012,11.86,0.0664652568,1,38,575.0,22
571,10511,984.0,1963226,5758.0,340.9562348038,2012,11.86,0.0664652568,1,38,406.0,22
572,10511,984.0,1963226,5758.0,340.9562348038,2012,11.86,0.0664652568,0,24,588.0,18
573,10487,994.0,1296110,5720.0,226.5926573427,2010,33.15,0.0888888889,1,160,540.0,13
574,10487,994.0,1296110,5720.0,226.5926573427,2010,33.15,0.0888888889,1,160,547.0,13
575,10487,994.0,2225045,5779.0,385.0224952414,2013,32.05,0.15523114359999998,0,23,606.0,11
576,10487,994.0,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,1,168,655.0,13
577,10487,994.0,2466849,5799.0,425.3921365753,2014,73.52,0.1512987013,0,21,619.0,11
578,10487,994.0,2466849,5799.0,425.3921365753,2014,73.52,0.1512987013,1,166,603.0,15
579,10487,994.0,2225045,5779.0,385.0224952414,2013,32.05,0.15523114359999998,1,170,605.0,14
580,10487,994.0,1963226,5758.0,340.9562348038,2012,34.56,0.1501510574,1,150,595.0,18
581,10487,994.0,2736704,5816.0,470.5474552957,2015,74.27,0.1360374415,1,157,616.0,16
582,10487,994.0,1296110,5720.0,226.5926573427,2010,33.15,0.0888888889,0,24,518.0,12
583,10487,994.0,1963226,5758.0,340.9562348038,2012,34.56,0.1501510574,0,19,592.0,15
584,10487,994.0,1596761,5727.9143,278.7683118792,2011,33.77,0.1165991903,0,22,620.0,19
585,10487,994.0,2736704,5816.0,470.5474552957,2015,74.27,0.1360374415,0,21,613.0,15
586,10385,674.0,1473712,3693.0,399.0555104251,2011,1.64,0.031214574900000007,1,182,621.0,24
587,10385,674.0,1473712,3693.0,399.0555104251,2011,1.64,0.031214574900000007,0,48,595.0,23
588,10385,674.0,1223653,3666.0,333.784233497,2010,1.3,0.0388477366,1,186,540.0,25
589,10385,674.0,2175964,3774.0,576.5670376259,2014,60.86,0.0381493506,0,58,594.0,21
590,10385,674.0,1970178,3748.0,525.6611526147,2013,1.95,0.0335766423,0,55,572.0,19
591,10385,674.0,1756018,3720.0,472.0478494624,2012,1.78,0.0344410876,0,47,569.0,21
592,10385,674.0,1756018,3720.0,472.0478494624,2012,1.78,0.0344410876,1,160,549.0,25
593,10385,674.0,2405576,3806.0,632.0483447189,2015,62.16,0.0365054602,0,63,581.0,24
594,10385,674.0,1223653,3666.0,333.784233497,2010,1.3,0.0388477366,0,44,518.0,19
595,10385,674.0,1970178,3748.0,525.6611526147,2013,1.95,0.0335766423,1,165,572.0,26
596,10385,674.0,2405576,3806.0,632.0483447189,2015,62.16,0.0365054602,1,166,561.0,33
597,10385,674.0,2175964,3774.0,576.5670376259,2014,60.86,0.0381493506,1,156,561.0,30
598,10079,1986.0,1723548,7034.4,245.0170590242,2010,4.46,0.0,0,4,518.0,19
599,10079,1986.0,2830141,7332.61,385.96638850290003,2014,62.15,0.0,1,80,584.0,31
600,10079,1986.0,2039426,7193.6,283.5056161032,2011,4.39,0.0,1,64,636.0,23
601,10079,1986.0,2657501,7287.51,364.6651599792,2013,4.44,0.0,1,79,595.0,23
602,10079,1986.0,2657501,7287.51,364.6651599792,2013,4.44,0.0,0,6,593.0,19
603,10079,1986.0,2451576,7240.51,338.5916185462,2012,4.6,0.0,1,67,569.0,19
604,10079,1986.0,2039426,7193.6,283.5056161032,2011,4.39,0.0,0,4,595.0,23
605,10079,1986.0,2830141,7332.61,385.96638850290003,2014,62.15,0.0,0,6,597.0,21
606,10079,1986.0,2451576,7240.51,338.5916185462,2012,4.6,0.0,0,4,581.0,21
607,10079,1986.0,1723548,7034.4,245.0170590242,2010,4.46,0.0,1,59,540.0,20
608,10564,12.2,6216397,10644.0,584.0282788425,2014,62.4,0.0391233766,0,1142,574.0,20
609,10564,12.2,4601306,10440.94,440.69844286050005,2011,6.25,0.04048583,0,1499,595.0,23
610,10564,12.2,5321028,10505.0,506.5233698239,2012,6.15,0.032326284,0,1423,560.0,21
611,10564,12.2,6779224,10724.0,632.1544199925,2015,63.52,0.0360374415,0,1354,587.0,24
612,10564,12.2,6779224,10724.0,632.1544199925,2015,63.52,0.0360374415,0,1354,638.0,24
613,10564,12.2,6779224,10724.0,632.1544199925,2015,63.52,0.0360374415,0,1354,584.0,24
614,10564,12.2,6779224,10724.0,632.1544199925,2015,63.52,0.0360374415,1,4996,571.0,33
615,10564,12.2,6779224,10724.0,632.1544199925,2015,63.52,0.0360374415,1,4996,571.0,33
616,10564,12.2,3948256,10130.1854628636,389.7516007455,2010,5.58,0.0346090535,0,1608,518.0,19
617,10564,12.2,3948256,10130.1854628636,389.7516007455,2010,5.58,0.0346090535,1,5457,540.0,25
618,10564,12.2,6216397,10644.0,584.0282788425,2014,62.4,0.0391233766,1,4754,551.0,31
619,10564,12.2,5321028,10505.0,506.5233698239,2012,6.15,0.032326284,1,5259,539.0,25
620,10564,12.2,5706792,10594.0,538.6815178403,2013,5.48,0.0311435523,0,1080,569.0,19
621,10564,12.2,5706792,10594.0,538.6815178403,2013,5.48,0.0311435523,1,5622,557.0,26
622,10574,36.5,3948256,10130.1854628636,389.7516007455,2010,6.53,0.0477366255,0,1347,522.0,18
623,10574,36.5,4601306,10440.94,440.69844286050005,2011,6.61,0.0522267206,0,1265,598.0,21
624,10574,36.5,4601306,10440.94,440.69844286050005,2011,6.61,0.0522267206,0,1265,602.0,21
625,10574,36.5,5706792,10594.0,538.6815178403,2013,6.15,0.049635036500000014,0,1386,574.0,18
626,10574,36.5,5706792,10594.0,538.6815178403,2013,6.15,0.049635036500000014,0,1386,458.0,18
627,10574,36.5,6779224,10724.0,632.1544199925,2015,64.09,0.0550702028,0,1171,595.0,21
628,10574,36.5,6779224,10724.0,632.1544199925,2015,64.09,0.0550702028,0,1171,598.0,21
629,10574,36.5,5706792,10594.0,538.6815178403,2013,6.15,0.049635036500000014,1,1838,578.0,21
630,10574,36.5,5706792,10594.0,538.6815178403,2013,6.15,0.049635036500000014,1,1838,434.0,21
631,10574,36.5,6779224,10724.0,632.1544199925,2015,64.09,0.0550702028,1,1779,589.0,26
632,10574,36.5,6779224,10724.0,632.1544199925,2015,64.09,0.0550702028,1,1779,595.0,26
633,10574,36.5,3948256,10130.1854628636,389.7516007455,2010,6.53,0.0477366255,1,1946,541.0,23
634,10574,36.5,3948256,10130.1854628636,389.7516007455,2010,6.53,0.0477366255,1,1946,558.0,23
635,10574,36.5,6216397,10644.0,584.0282788425,2014,62.66,0.0649350649,1,1891,576.0,26
636,10574,36.5,6216397,10644.0,584.0282788425,2014,62.66,0.0649350649,1,1891,402.0,26
637,10574,36.5,5321028,10505.0,506.5233698239,2012,6.64,0.0504531722,1,1810,562.0,21
638,10574,36.5,5321028,10505.0,506.5233698239,2012,6.64,0.0504531722,1,1810,417.0,21
639,10574,36.5,5321028,10505.0,506.5233698239,2012,6.64,0.0504531722,0,1192,571.0,20
640,10574,36.5,5321028,10505.0,506.5233698239,2012,6.64,0.0504531722,0,1192,478.0,20
641,10574,36.5,6216397,10644.0,584.0282788425,2014,62.66,0.0649350649,0,1280,580.0,18
642,10574,36.5,6216397,10644.0,584.0282788425,2014,62.66,0.0649350649,0,1280,457.0,18
643,10574,36.5,4601306,10440.94,440.69844286050005,2011,6.61,0.0522267206,1,1874,624.0,20
644,10574,36.5,4601306,10440.94,440.69844286050005,2011,6.61,0.0522267206,1,1874,624.0,20
645,10561,11.9,5321028,10505.0,506.5233698239,2012,16.73,0.08308157099999999,0,258,587.0,14
646,10561,11.9,6216397,10644.0,584.0282788425,2014,67.61,0.1001623377,1,2663,598.0,16
647,10561,11.9,5321028,10505.0,506.5233698239,2012,16.73,0.08308157099999999,1,2731,581.0,14
648,10561,11.9,5706792,10594.0,538.6815178403,2013,16.98,0.0888077859,0,238,591.0,13
649,10561,11.9,6779224,10724.0,632.1544199925,2015,68.38,0.08954758189999999,1,2657,621.0,18
650,10561,11.9,5706792,10594.0,538.6815178403,2013,16.98,0.0888077859,1,2662,600.0,13
651,10561,11.9,3948256,10130.1854628636,389.7516007455,2010,16.15,0.0736625514,1,2981,540.0,17
652,10561,11.9,3948256,10130.1854628636,389.7516007455,2010,16.15,0.0736625514,1,2981,555.0,17
653,10561,11.9,6216397,10644.0,584.0282788425,2014,67.61,0.1001623377,0,193,606.0,11
654,10561,11.9,3948256,10130.1854628636,389.7516007455,2010,16.15,0.0736625514,0,203,521.0,16
655,10561,11.9,6779224,10724.0,632.1544199925,2015,68.38,0.08954758189999999,0,182,615.0,15
656,10300,1366.0,3445730,7810.269,441.1794267265,2010,1.12,0.0,1,17,544.0,25
657,10300,1366.0,4142548,7869.34,526.4161924634,2011,1.15,0.0,1,12,621.0,24
658,10300,1366.0,5405822,7919.98,682.5550064519999,2013,1.59,0.0,0,7,589.0,19
659,10300,1366.0,5405822,7919.98,682.5550064519999,2013,1.59,0.0,1,11,585.0,24
660,10300,1366.0,6508832,7960.0,817.6924623116,2015,61.96,0.0,0,4,592.0,26
661,10300,1366.0,5916175,7939.49,745.1580643089,2014,60.72,0.0,0,3,594.0,21
662,10300,1366.0,3445730,7810.269,441.1794267265,2010,1.12,0.0,0,8,518.0,19
663,10300,1366.0,4142548,7869.34,526.4161924634,2011,1.15,0.0,0,6,595.0,23
664,10300,1366.0,6508832,7960.0,817.6924623116,2015,61.96,0.0,1,26,581.0,33
665,10300,1366.0,4911027,7898.8006682342,621.7433767825,2012,1.24,0.0,1,12,569.0,25
666,10300,1366.0,4911027,7898.8006682342,621.7433767825,2012,1.24,0.0,0,6,580.0,21
667,10300,1366.0,5916175,7939.49,745.1580643089,2014,60.72,0.0,1,15,578.0,30
668,10307,1388.0,5405822,7919.98,682.5550064519999,2013,9.16,0.0,1,83,585.0,26
669,10307,1388.0,4911027,7898.8006682342,621.7433767825,2012,9.25,0.0,1,71,555.0,25
670,10307,1388.0,5916175,7939.49,745.1580643089,2014,63.59,0.0,1,81,554.0,31
671,10307,1388.0,6508832,7960.0,817.6924623116,2015,65.37,0.0,0,10,587.0,23
672,10307,1388.0,3445730,7810.269,441.1794267265,2010,8.61,0.0,1,59,540.0,24
673,10307,1388.0,4142548,7869.34,526.4161924634,2011,8.49,0.027611336,1,69,621.0,24
674,10307,1388.0,6508832,7960.0,817.6924623116,2015,65.37,0.0,1,77,570.0,32
675,10307,1388.0,5916175,7939.49,745.1580643089,2014,63.59,0.0,0,6,593.0,19
676,10284,1380.0,5405822,7919.98,682.5550064519999,2013,45.01,0.17785888079999998,0,19,636.0,5
677,10284,1380.0,5916175,7939.49,745.1580643089,2014,78.71,0.2029220779,1,65,641.0,6
678,10284,1380.0,4911027,7898.8006682342,621.7433767825,2012,42.9,0.16918429,1,46,623.0,4
679,10284,1380.0,6508832,7960.0,817.6924623116,2015,78.3,0.1950078003,0,27,640.0,6
680,10284,1380.0,3445730,7810.269,441.1794267265,2010,43.99,0.1555555556,0,17,564.0,3
681,10284,1380.0,3445730,7810.269,441.1794267265,2010,43.99,0.1555555556,1,42,615.0,6
682,10284,1380.0,3445730,7810.269,441.1794267265,2010,43.99,0.1555555556,1,42,593.0,6
683,10284,1380.0,4142548,7869.34,526.4161924634,2011,42.47,0.15506072869999998,0,18,648.0,6
684,10284,1380.0,5405822,7919.98,682.5550064519999,2013,45.01,0.17785888079999998,1,58,641.0,5
685,10284,1380.0,5916175,7939.49,745.1580643089,2014,78.71,0.2029220779,0,24,631.0,6
686,10284,1380.0,4911027,7898.8006682342,621.7433767825,2012,42.9,0.16918429,0,16,618.0,4
687,10284,1380.0,6508832,7960.0,817.6924623116,2015,78.3,0.1950078003,1,75,653.0,8
688,10284,1380.0,4142548,7869.34,526.4161924634,2011,42.47,0.15506072869999998,1,47,678.0,5
689,10291,1345.0,6508832,7960.0,817.6924623116,2015,63.14,0.0,1,30,575.0,32
690,10291,1345.0,5405822,7919.98,682.5550064519999,2013,4.46,0.0230170316,1,30,585.0,25
691,10291,1345.0,5916175,7939.49,745.1580643089,2014,61.94,0.0,1,32,575.0,31
692,10291,1345.0,4142548,7869.34,526.4161924634,2011,4.97,0.0,1,40,626.0,22
693,10291,1345.0,5916175,7939.49,745.1580643089,2014,61.94,0.0,0,10,596.0,21
694,10291,1345.0,5405822,7919.98,682.5550064519999,2013,4.46,0.0230170316,0,10,590.0,19
695,10291,1345.0,6508832,7960.0,817.6924623116,2015,63.14,0.0,0,10,583.0,26
696,10291,1345.0,4911027,7898.8006682342,621.7433767825,2012,4.77,0.0241087613,1,31,574.0,25
697,10291,1345.0,3445730,7810.269,441.1794267265,2010,5.43,0.0,1,40,544.0,23
698,10319,1379.0,6508832,7960.0,817.6924623116,2015,65.1,0.063650546,1,5,583.0,29
699,10298,1386.0,6508832,7960.0,817.6924623116,2015,62.41,0.0,0,30,563.0,26
700,10298,1386.0,6508832,7960.0,817.6924623116,2015,62.41,0.0,1,80,538.0,34
701,10288,1387.0,4142548,7869.34,526.4161924634,2011,10.68,0.0258704453,1,41,638.0,17
702,10288,1387.0,6508832,7960.0,817.6924623116,2015,65.22,0.0321372855,1,55,597.0,22
703,10288,1387.0,5405822,7919.98,682.5550064519999,2013,9.7,0.0,1,47,606.0,18
704,10288,1387.0,4911027,7898.8006682342,621.7433767825,2012,9.85,0.0,1,43,571.0,18
705,10288,1387.0,5916175,7939.49,745.1580643089,2014,63.89,0.0,1,52,600.0,22
706,10288,1387.0,3445730,7810.269,441.1794267265,2010,11.48,0.0,1,42,566.0,19
707,10287,1383.0,5405822,7919.98,682.5550064519999,2013,10.13,0.0,1,64,603.0,17
708,10287,1383.0,6508832,7960.0,817.6924623116,2015,64.85,0.0360374415,1,67,606.0,21
709,10287,1383.0,4911027,7898.8006682342,621.7433767825,2012,9.3,0.0,1,54,563.0,19
710,10287,1383.0,5916175,7939.49,745.1580643089,2014,63.96,0.0,1,64,589.0,20
711,10287,1383.0,4142548,7869.34,526.4161924634,2011,10.46,0.0,1,42,643.0,21
712,10287,1383.0,3445730,7810.269,441.1794267265,2010,11.01,0.026748971200000003,1,40,577.0,18
713,10287,1383.0,3445730,7810.269,441.1794267265,2010,11.01,0.026748971200000003,1,40,582.0,18
714,10293,1384.0,4142548,7869.34,526.4161924634,2011,1.45,0.0,0,4,597.0,21
715,10293,1384.0,4911027,7898.8006682342,621.7433767825,2012,1.76,0.0,1,46,584.0,19
716,10293,1384.0,4911027,7898.8006682342,621.7433767825,2012,1.76,0.0,1,46,253.0,19
717,10293,1384.0,5405822,7919.98,682.5550064519999,2013,1.81,0.0,0,23,592.0,19
718,10293,1384.0,5405822,7919.98,682.5550064519999,2013,1.81,0.0,0,23,294.0,19
719,10293,1384.0,5916175,7939.49,745.1580643089,2014,60.7,0.0,0,28,578.0,21
720,10293,1384.0,5916175,7939.49,745.1580643089,2014,60.7,0.0,0,28,303.0,21
721,10293,1384.0,6508832,7960.0,817.6924623116,2015,62.12,0.0,1,109,579.0,29
722,10293,1384.0,3445730,7810.269,441.1794267265,2010,1.48,0.0,1,47,552.0,21
723,10293,1384.0,3445730,7810.269,441.1794267265,2010,1.48,0.0,1,47,554.0,21
724,10293,1384.0,4142548,7869.34,526.4161924634,2011,1.45,0.0,1,46,634.0,19
725,10293,1384.0,3445730,7810.269,441.1794267265,2010,1.48,0.0,0,3,520.0,19
726,10293,1384.0,5405822,7919.98,682.5550064519999,2013,1.81,0.0,1,107,601.0,26
727,10293,1384.0,5405822,7919.98,682.5550064519999,2013,1.81,0.0,1,107,271.0,26
728,10293,1384.0,6508832,7960.0,817.6924623116,2015,62.12,0.0,0,31,585.0,25
729,10293,1384.0,4911027,7898.8006682342,621.7433767825,2012,1.76,0.0,0,4,585.0,21
730,10293,1384.0,4911027,7898.8006682342,621.7433767825,2012,1.76,0.0,0,4,305.0,21
731,10293,1384.0,5916175,7939.49,745.1580643089,2014,60.7,0.0,1,104,574.0,29
732,10293,1384.0,5916175,7939.49,745.1580643089,2014,60.7,0.0,1,104,240.0,29
733,10555,530.0,2450167,6690.6,366.21035482620005,2014,60.55,0.0,1,100,525.0,31
734,10555,530.0,2704846,6737.0,401.4911681757,2015,61.78,0.0,1,180,557.0,34
735,10555,530.0,2704846,6737.0,401.4911681757,2015,61.78,0.0,1,180,531.0,34
736,10055,2090.0,1289388,1413.15,912.4211867105,2013,27.91,0.1571776156,1,33,630.0,7
737,10055,2090.0,922446,1299.29,709.9615944092999,2011,29.16,0.1732793522,0,11,638.0,21
738,10055,2090.0,1437016,1472.21,976.0944430482001,2014,71.96,0.1785714286,0,19,611.0,10
739,10055,2090.0,1130728,1354.58,834.7443488017999,2012,27.84,0.1522960725,0,12,587.0,11
740,10055,2090.0,1437016,1472.21,976.0944430482001,2014,71.96,0.1785714286,1,38,626.0,11
741,10055,2090.0,752185,1228.16,612.4487037519999,2010,30.09,0.1600823045,1,28,600.0,7
742,10055,2090.0,1289388,1413.15,912.4211867105,2013,27.91,0.1571776156,0,18,620.0,9
743,10055,2090.0,922446,1299.29,709.9615944092999,2011,29.16,0.1732793522,1,28,671.0,8
744,10055,2090.0,1130728,1354.58,834.7443488017999,2012,27.84,0.1522960725,1,31,628.0,7
745,10055,2090.0,1572247,1517.0,1036.4185893210001,2015,72.67,0.1716068643,1,53,635.0,12
746,10055,2090.0,1572247,1517.0,1036.4185893210001,2015,72.67,0.1716068643,0,27,621.0,13
747,10055,2090.0,752185,1228.16,612.4487037519999,2010,30.09,0.1600823045,0,10,525.0,6
748,12121,14.5,3948256,10130.1854628636,389.7516007455,2010,5.29,0.0,0,200,518.0,19
749,12121,14.5,5321028,10505.0,506.5233698239,2012,4.36,0.0,1,1500,539.0,25
750,12121,14.5,5321028,10505.0,506.5233698239,2012,4.36,0.0,1,1500,453.0,25
751,12121,14.5,5321028,10505.0,506.5233698239,2012,4.36,0.0,0,60,555.0,21
752,12121,14.5,5321028,10505.0,506.5233698239,2012,4.36,0.0,0,60,504.0,21
753,12121,14.5,6779224,10724.0,632.1544199925,2015,63.23,0.0,0,50,585.0,24
754,12121,14.5,6216397,10644.0,584.0282788425,2014,62.04,0.0,1,1128,577.0,25
755,12121,14.5,6216397,10644.0,584.0282788425,2014,62.04,0.0,1,1128,453.0,25
756,12121,14.5,3948256,10130.1854628636,389.7516007455,2010,5.29,0.0,1,1693,567.0,25
757,12121,14.5,5706792,10594.0,538.6815178403,2013,4.73,0.0,0,58,589.0,19
758,12121,14.5,5706792,10594.0,538.6815178403,2013,4.73,0.0,0,58,511.0,19
759,12121,14.5,6216397,10644.0,584.0282788425,2014,62.04,0.0,0,38,585.0,19
760,12121,14.5,6216397,10644.0,584.0282788425,2014,62.04,0.0,0,38,518.0,19
761,12121,14.5,6779224,10724.0,632.1544199925,2015,63.23,0.0,1,1522,580.0,30
762,12121,14.5,4601306,10440.94,440.69844286050005,2011,5.27,0.0,0,266,571.0,23
763,12121,14.5,5706792,10594.0,538.6815178403,2013,4.73,0.0,1,1262,562.0,23
764,12121,14.5,5706792,10594.0,538.6815178403,2013,4.73,0.0,1,1262,480.0,23
765,10403,775.0,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,1,22,540.0,25
766,10403,775.0,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,1,42,590.0,26
767,10403,775.0,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,1,42,464.0,26
768,10403,775.0,945126,4462.2489,211.80485920450002,2011,6.91,0.0388259109,0,11,598.0,23
769,10403,775.0,945126,4462.2489,211.80485920450002,2011,6.91,0.0388259109,1,20,621.0,23
770,10403,775.0,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,0,20,518.0,18
771,10403,775.0,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,0,10,572.0,20
772,10403,775.0,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,1,49,574.0,29
773,10403,775.0,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,1,49,455.0,29
774,10403,775.0,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,0,14,579.0,20
775,10403,775.0,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,0,14,481.0,20
776,10403,775.0,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,0,14,592.0,19
777,10403,775.0,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,0,14,481.0,19
778,10403,775.0,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,1,19,571.0,23
779,10403,775.0,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,1,19,431.0,23
780,10403,775.0,1570859,4542.0,345.85182738879996,2015,63.94,0.0,1,74,575.0,29
781,10403,775.0,1570859,4542.0,345.85182738879996,2015,63.94,0.0,0,19,586.0,22
782,10384,686.0,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,1,70,563.0,18
783,10384,686.0,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,1,70,575.0,18
784,10384,686.0,1756018,3720.0,472.0478494624,2012,25.42,0.1465256798,1,91,588.0,12
785,10384,686.0,1970178,3748.0,525.6611526147,2013,24.63,0.13771289539999998,1,111,607.0,11
786,10384,686.0,2405576,3806.0,632.0483447189,2015,71.66,0.1762870515,1,107,616.0,16
787,10384,686.0,1970178,3748.0,525.6611526147,2013,24.63,0.13771289539999998,0,27,615.0,8
788,10384,686.0,1756018,3720.0,472.0478494624,2012,25.42,0.1465256798,0,23,600.0,11
789,10384,686.0,2175964,3774.0,576.5670376259,2014,70.43,0.1818181818,1,97,607.0,15
790,10384,686.0,2175964,3774.0,576.5670376259,2014,70.43,0.1818181818,0,18,622.0,10
791,10384,686.0,1473712,3693.0,399.0555104251,2011,26.03,0.17085020239999998,0,25,627.0,13
792,10384,686.0,2405576,3806.0,632.0483447189,2015,71.66,0.1762870515,0,17,621.0,12
793,10384,686.0,1473712,3693.0,399.0555104251,2011,26.03,0.17085020239999998,1,87,642.0,13
794,10384,686.0,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,0,22,533.0,9
795,10384,686.0,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,0,22,379.0,9
796,10359,1212.0,2084875,6083.0,342.7379582443,2015,64.31,0.0,1,90,576.0,28
797,10359,1212.0,1530065,5968.0,256.3781836461,2012,8.02,0.0,1,50,568.0,22
798,10359,1212.0,1235933,5956.7,207.4861920191,2011,7.28,0.0,0,10,601.0,23
799,10359,1212.0,1235933,5956.7,207.4861920191,2011,7.28,0.0,1,105,624.0,24
800,10359,1212.0,1903887,6029.8,315.7462934094,2014,63.22,0.0,1,86,582.0,27
801,10359,1212.0,1006282,6131.0,164.1301582124,2010,7.12,0.0,1,108,546.0,23
802,10359,1212.0,1006282,6131.0,164.1301582124,2010,7.12,0.0,1,108,540.0,23
803,10359,1212.0,1721205,5988.0,287.4423847695,2013,7.89,0.0,1,67,588.0,24
804,10359,1212.0,1006282,6131.0,164.1301582124,2010,7.12,0.0,0,6,518.0,19
805,10183,3064.0,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,0,10,530.0,17
806,10183,3064.0,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,1,90,540.0,21
807,10183,3064.0,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,0,24,615.0,14
808,10183,3064.0,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,1,100,632.0,20
809,10183,3064.0,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,1,174,588.0,21
810,10183,3064.0,1380381,2752.0,501.5919331395,2015,76.03,0.1001560062,0,41,609.0,17
811,10183,3064.0,1056883,2749.41,384.40356294620005,2012,33.68,0.0752265861,1,108,581.0,22
812,10183,3064.0,1380381,2752.0,501.5919331395,2015,76.03,0.1001560062,1,254,600.0,23
813,10183,3064.0,1193924,2750.4,434.0910413031,2013,34.0,0.0729927007,0,8,608.0,13
814,10183,3064.0,1193924,2750.4,434.0910413031,2013,34.0,0.0729927007,1,152,594.0,19
815,10183,3064.0,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,0,10,610.0,18
816,10183,3064.0,1056883,2749.41,384.40356294620005,2012,33.68,0.0752265861,0,12,594.0,15
817,10247,1475.0,2356094,2426.0,971.1846661171,2015,70.14,0.17004680190000002,1,94,642.0,10
818,10247,1475.0,2018172,2380.43,847.8182513242999,2013,21.52,0.1654501217,1,98,631.0,6
819,10247,1475.0,1504645,2210.2841277426,680.7473216291,2010,21.62,0.15514403289999998,1,80,594.0,8
820,10247,1475.0,1716598,2302.66,745.4847871592,2011,21.63,0.1453441296,1,80,669.0,7
821,10247,1475.0,1919569,2347.46,817.7217077181,2012,21.1,0.1640483384,1,81,613.0,7
822,10247,1475.0,2160212,2415.15,894.4421671532001,2014,68.92,0.1704545455,1,94,634.0,10
823,10226,3315.0,1258200,3834.01,328.1681581425,2012,3.88,0.0,1,18,568.0,25
824,10226,3315.0,1258200,3834.01,328.1681581425,2012,3.88,0.0,1,18,434.0,25
825,10226,3315.0,1503938,3833.0,392.36577093660003,2015,63.25,0.0,0,3,579.0,26
826,10226,3315.0,1369158,3834.04,357.1058204922,2013,4.67,0.0,1,18,585.0,25
827,10226,3315.0,1369158,3834.04,357.1058204922,2013,4.67,0.0,1,18,441.0,25
828,10226,3315.0,1036860,3833.35,270.4840413737,2011,3.89,0.0,1,18,622.0,24
829,10226,3315.0,1503938,3833.0,392.36577093660003,2015,63.25,0.0,1,27,578.0,34
830,10226,3315.0,1438293,3835.02,375.0418511507,2014,61.94,0.0,1,44,578.0,31
831,10226,3315.0,1438293,3835.02,375.0418511507,2014,61.94,0.0,1,44,467.0,31
832,10213,3297.0,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,1,74,600.0,16
833,10213,3297.0,1369158,3834.04,357.1058204922,2013,25.8,0.0472019465,1,74,605.0,13
