,Unnamed: 0,Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label.1,Lowest,Highest,ave,Plan,NO
743,743,8,10055,南开大学,2090.0,天津,922446,1299.29,709.9615944092999,2011,29.16,0.1732793522,理科,28,8,671.0,684.0,675.0,30.0,第一批
744,744,7,10055,南开大学,2090.0,天津,1130728,1354.58,834.7443488017999,2012,27.84,0.1522960725,理科,31,7,628.0,645.0,635.0,28.0,第一批
745,745,12,10055,南开大学,2090.0,天津,1572247,1517.0,1036.4185893210001,2015,72.67,0.1716068643,理科,53,12,635.0,658.0,644.0,,第一批
746,746,13,10055,南开大学,2090.0,天津,1572247,1517.0,1036.4185893210001,2015,72.67,0.1716068643,文科,27,13,621.0,645.0,626.0,,第一批
747,747,6,10055,南开大学,2090.0,天津,752185,1228.16,612.4487037519999,2010,30.09,0.1600823045,文科,10,6,525.0,580.0,562.0,30.0,第一批
748,748,19,12121,南方医科大学,14.5,广东,3948256,10130.1854628636,389.7516007455,2010,5.29,0.0,文科,200,19,518.0,527.0,522.0,5.0,第一批
749,749,25,12121,南方医科大学,14.5,广东,5321028,10505.0,506.5233698239,2012,4.36,0.0,理科,1500,25,539.0,637.0,582.0,1899.0,第一批
750,750,25,12121,南方医科大学,14.5,广东,5321028,10505.0,506.5233698239,2012,4.36,0.0,理科,1500,25,453.0,503.0,488.0,100.0,专科
751,751,21,12121,南方医科大学,14.5,广东,5321028,10505.0,506.5233698239,2012,4.36,0.0,文科,60,21,555.0,609.0,578.0,265.0,第一批
752,752,21,12121,南方医科大学,14.5,广东,5321028,10505.0,506.5233698239,2012,4.36,0.0,文科,60,21,504.0,537.0,528.0,52.0,专科
753,753,24,12121,南方医科大学,14.5,广东,6779224,10724.0,632.1544199925,2015,63.23,0.0,文科,50,24,585.0,609.0,597.0,,第一批
754,754,25,12121,南方医科大学,14.5,广东,6216397,10644.0,584.0282788425,2014,62.04,0.0,理科,1128,25,577.0,655.0,604.0,1270.0,第一批
755,755,25,12121,南方医科大学,14.5,广东,6216397,10644.0,584.0282788425,2014,62.04,0.0,理科,1128,25,453.0,518.0,496.0,106.0,专科
756,756,25,12121,南方医科大学,14.5,广东,3948256,10130.1854628636,389.7516007455,2010,5.29,0.0,理科,1693,25,567.0,597.0,579.0,42.0,第一批
757,757,19,12121,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,4.73,0.0,文科,58,19,589.0,610.0,595.0,54.0,第一批
758,758,19,12121,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,4.73,0.0,文科,58,19,511.0,549.0,537.0,51.0,专科
759,759,19,12121,南方医科大学,14.5,广东,6216397,10644.0,584.0282788425,2014,62.04,0.0,文科,38,19,585.0,621.0,600.0,43.0,第一批
760,760,19,12121,南方医科大学,14.5,广东,6216397,10644.0,584.0282788425,2014,62.04,0.0,文科,38,19,518.0,552.0,537.0,55.0,专科
761,761,30,12121,南方医科大学,14.5,广东,6779224,10724.0,632.1544199925,2015,63.23,0.0,理科,1522,30,580.0,650.0,615.0,,第一批
762,762,23,12121,南方医科大学,14.5,广东,4601306,10440.94,440.69844286050005,2011,5.27,0.0,文科,266,23,571.0,617.0,599.0,57.0,第一批
763,763,23,12121,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,4.73,0.0,理科,1262,23,562.0,655.0,601.0,1506.0,第一批
764,764,23,12121,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,4.73,0.0,理科,1262,23,480.0,541.0,509.0,104.0,专科
765,765,25,10403,南昌大学,775.0,江西,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,理科,22,25,540.0,577.0,557.0,214.0,第一批
766,766,26,10403,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,理科,42,26,590.0,606.0,595.0,19.0,第一批
767,767,26,10403,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,理科,42,26,464.0,521.0,492.0,15.0,专科
768,768,23,10403,南昌大学,775.0,江西,945126,4462.2489,211.80485920450002,2011,6.91,0.0388259109,文科,11,23,598.0,615.0,603.0,19.0,第一批
769,769,23,10403,南昌大学,775.0,江西,945126,4462.2489,211.80485920450002,2011,6.91,0.0388259109,理科,20,23,621.0,636.0,626.0,22.0,第一批
770,770,18,10403,南昌大学,775.0,江西,765518,4432.1581,172.7190192065,2010,7.42,0.0427983539,文科,20,18,518.0,543.0,529.0,52.0,第一批
771,771,20,10403,南昌大学,775.0,江西,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,文科,10,20,572.0,602.0,587.0,12.0,第一批
772,772,29,10403,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,理科,49,29,574.0,602.0,585.0,42.0,第一批
773,773,29,10403,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,理科,49,29,455.0,510.0,481.0,16.0,专科
774,774,20,10403,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,文科,14,20,579.0,603.0,597.0,14.0,第一批
775,775,20,10403,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,文科,14,20,481.0,506.0,494.0,4.0,专科
776,776,19,10403,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,文科,14,19,592.0,601.0,595.0,11.0,第一批
777,777,19,10403,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,6.38,0.0413625304,文科,14,19,481.0,508.0,490.0,5.0,专科
778,778,23,10403,南昌大学,775.0,江西,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,理科,19,23,571.0,582.0,576.0,21.0,第一批
779,779,23,10403,南昌大学,775.0,江西,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,理科,19,23,431.0,489.0,453.0,15.0,专科
780,780,29,10403,南昌大学,775.0,江西,1570859,4542.0,345.85182738879996,2015,63.94,0.0,理科,74,29,575.0,,575.0,,第一批
781,781,22,10403,南昌大学,775.0,江西,1570859,4542.0,345.85182738879996,2015,63.94,0.0,文科,19,22,586.0,,586.0,,第一批
782,782,18,10384,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,理科,70,18,563.0,632.0,598.0,97.0,第一批
783,783,18,10384,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,理科,70,18,575.0,576.0,575.0,2.0,提前批
784,784,12,10384,厦门大学,686.0,福建,1756018,3720.0,472.0478494624,2012,25.42,0.1465256798,理科,91,12,588.0,637.0,613.0,87.0,第一批
785,785,11,10384,厦门大学,686.0,福建,1970178,3748.0,525.6611526147,2013,24.63,0.13771289539999998,理科,111,11,607.0,657.0,631.0,91.0,第一批
786,786,16,10384,厦门大学,686.0,福建,2405576,3806.0,632.0483447189,2015,71.66,0.1762870515,理科,107,16,616.0,,626.0,,第一批
787,787,8,10384,厦门大学,686.0,福建,1970178,3748.0,525.6611526147,2013,24.63,0.13771289539999998,文科,27,8,615.0,642.0,627.0,23.0,第一批
788,788,11,10384,厦门大学,686.0,福建,1756018,3720.0,472.0478494624,2012,25.42,0.1465256798,文科,23,11,600.0,636.0,619.0,23.0,第一批
789,789,15,10384,厦门大学,686.0,福建,2175964,3774.0,576.5670376259,2014,70.43,0.1818181818,理科,97,15,607.0,665.0,634.0,111.0,第一批
790,790,10,10384,厦门大学,686.0,福建,2175964,3774.0,576.5670376259,2014,70.43,0.1818181818,文科,18,10,622.0,651.0,634.0,27.0,第一批
791,791,13,10384,厦门大学,686.0,福建,1473712,3693.0,399.0555104251,2011,26.03,0.17085020239999998,文科,25,13,627.0,648.0,634.0,24.0,第一批
792,792,12,10384,厦门大学,686.0,福建,2405576,3806.0,632.0483447189,2015,71.66,0.1762870515,文科,17,12,621.0,,620.0,,第一批
793,793,13,10384,厦门大学,686.0,福建,1473712,3693.0,399.0555104251,2011,26.03,0.17085020239999998,理科,87,13,642.0,677.0,654.0,74.0,第一批
794,794,9,10384,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,文科,22,9,533.0,585.0,557.0,24.0,第一批
795,795,9,10384,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,26.4,0.1189300412,文科,22,9,379.0,483.0,431.0,2.0,提前批
796,796,28,10359,合肥工业大学,1212.0,安徽,2084875,6083.0,342.7379582443,2015,64.31,0.0,理科,90,28,576.0,,576.0,,第一批
797,797,22,10359,合肥工业大学,1212.0,安徽,1530065,5968.0,256.3781836461,2012,8.02,0.0,理科,50,22,568.0,592.0,578.0,97.0,第一批
798,798,23,10359,合肥工业大学,1212.0,安徽,1235933,5956.7,207.4861920191,2011,7.28,0.0,文科,10,23,601.0,601.0,601.0,1.0,第一批
799,799,24,10359,合肥工业大学,1212.0,安徽,1235933,5956.7,207.4861920191,2011,7.28,0.0,理科,105,24,624.0,646.0,632.0,108.0,第一批
800,800,27,10359,合肥工业大学,1212.0,安徽,1903887,6029.8,315.7462934094,2014,63.22,0.0,理科,86,27,582.0,611.0,591.0,66.0,第一批
801,801,23,10359,合肥工业大学,1212.0,安徽,1006282,6131.0,164.1301582124,2010,7.12,0.0,理科,108,23,546.0,579.0,561.0,202.0,第一批
802,802,23,10359,合肥工业大学,1212.0,安徽,1006282,6131.0,164.1301582124,2010,7.12,0.0,理科,108,23,540.0,561.0,550.0,2.0,提前批
803,803,24,10359,合肥工业大学,1212.0,安徽,1721205,5988.0,287.4423847695,2013,7.89,0.0,理科,67,24,588.0,614.0,599.0,49.0,第一批
804,804,19,10359,合肥工业大学,1212.0,安徽,1006282,6131.0,164.1301582124,2010,7.12,0.0,文科,6,19,518.0,523.0,520.0,13.0,第一批
805,805,17,10183,吉林大学,3064.0,吉林,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,文科,10,17,530.0,559.0,539.0,30.0,第一批
806,806,21,10183,吉林大学,3064.0,吉林,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,理科,90,21,540.0,627.0,576.0,240.0,第一批
807,807,14,10183,吉林大学,3064.0,吉林,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,文科,24,14,615.0,625.0,620.0,8.0,第一批
808,808,20,10183,吉林大学,3064.0,吉林,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,理科,100,20,632.0,657.0,641.0,89.0,第一批
809,809,21,10183,吉林大学,3064.0,吉林,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,理科,174,21,588.0,645.0,606.0,160.0,第一批
810,810,17,10183,吉林大学,3064.0,吉林,1380381,2752.0,501.5919331395,2015,76.03,0.1001560062,文科,41,17,609.0,,609.0,,第一批
811,811,22,10183,吉林大学,3064.0,吉林,1056883,2749.41,384.40356294620005,2012,33.68,0.0752265861,理科,108,22,581.0,616.0,592.0,100.0,第一批
812,812,23,10183,吉林大学,3064.0,吉林,1380381,2752.0,501.5919331395,2015,76.03,0.1001560062,理科,254,23,600.0,,600.0,,第一批
813,813,13,10183,吉林大学,3064.0,吉林,1193924,2750.4,434.0910413031,2013,34.0,0.0729927007,文科,8,13,608.0,618.0,612.0,13.0,第一批
814,814,19,10183,吉林大学,3064.0,吉林,1193924,2750.4,434.0910413031,2013,34.0,0.0729927007,理科,152,19,594.0,628.0,606.0,112.0,第一批
815,815,18,10183,吉林大学,3064.0,吉林,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,文科,10,18,610.0,630.0,619.0,9.0,第一批
816,816,15,10183,吉林大学,3064.0,吉林,1056883,2749.41,384.40356294620005,2012,33.68,0.0752265861,文科,12,15,594.0,613.0,599.0,11.0,第一批
817,817,10,10247,同济大学,1475.0,上海,2356094,2426.0,971.1846661171,2015,70.14,0.17004680190000002,理科,94,10,642.0,675.0,652.0,,第一批
818,818,6,10247,同济大学,1475.0,上海,2018172,2380.43,847.8182513242999,2013,21.52,0.1654501217,理科,98,6,631.0,678.0,656.0,85.0,第一批
819,819,8,10247,同济大学,1475.0,上海,1504645,2210.2841277426,680.7473216291,2010,21.62,0.15514403289999998,理科,80,8,594.0,657.0,622.0,86.0,第一批
820,820,7,10247,同济大学,1475.0,上海,1716598,2302.66,745.4847871592,2011,21.63,0.1453441296,理科,80,7,669.0,688.0,674.0,83.0,第一批
821,821,7,10247,同济大学,1475.0,上海,1919569,2347.46,817.7217077181,2012,21.1,0.1640483384,理科,81,7,613.0,650.0,636.0,81.0,第一批
822,822,10,10247,同济大学,1475.0,上海,2160212,2415.15,894.4421671532001,2014,68.92,0.1704545455,理科,94,10,634.0,676.0,657.0,98.0,第一批
823,823,25,10226,哈尔滨医科大学,3315.0,黑龙江,1258200,3834.01,328.1681581425,2012,3.88,0.0,理科,18,25,568.0,597.0,576.0,9.0,第一批
824,824,25,10226,哈尔滨医科大学,3315.0,黑龙江,1258200,3834.01,328.1681581425,2012,3.88,0.0,理科,18,25,434.0,483.0,455.0,10.0,专科
825,825,26,10226,哈尔滨医科大学,3315.0,黑龙江,1503938,3833.0,392.36577093660003,2015,63.25,0.0,文科,3,26,579.0,,579.0,,第一批
826,826,25,10226,哈尔滨医科大学,3315.0,黑龙江,1369158,3834.04,357.1058204922,2013,4.67,0.0,理科,18,25,585.0,643.0,598.0,11.0,第一批
827,827,25,10226,哈尔滨医科大学,3315.0,黑龙江,1369158,3834.04,357.1058204922,2013,4.67,0.0,理科,18,25,441.0,493.0,470.0,14.0,专科
828,828,24,10226,哈尔滨医科大学,3315.0,黑龙江,1036860,3833.35,270.4840413737,2011,3.89,0.0,理科,18,24,622.0,670.0,635.0,10.0,第一批
829,829,34,10226,哈尔滨医科大学,3315.0,黑龙江,1503938,3833.0,392.36577093660003,2015,63.25,0.0,理科,27,34,578.0,,578.0,,第一批
830,830,31,10226,哈尔滨医科大学,3315.0,黑龙江,1438293,3835.02,375.0418511507,2014,61.94,0.0,理科,44,31,578.0,619.0,588.0,18.0,第一批
831,831,31,10226,哈尔滨医科大学,3315.0,黑龙江,1438293,3835.02,375.0418511507,2014,61.94,0.0,理科,44,31,467.0,500.0,478.0,14.0,专科
832,832,16,10213,哈尔滨工业大学,3297.0,黑龙江,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,理科,74,16,600.0,649.0,626.0,74.0,第一批
833,833,13,10213,哈尔滨工业大学,3297.0,黑龙江,1369158,3834.04,357.1058204922,2013,25.8,0.0472019465,理科,74,13,605.0,656.0,629.0,67.0,第一批
834,834,14,10213,哈尔滨工业大学,3297.0,黑龙江,1258200,3834.01,328.1681581425,2012,27.27,0.042477341399999986,理科,65,14,574.0,644.0,603.0,75.0,第一批
835,835,19,10213,哈尔滨工业大学,3297.0,黑龙江,1503938,3833.0,392.36577093660003,2015,71.59,0.1218408736,理科,75,19,610.0,,624.0,,第一批
836,836,15,10213,哈尔滨工业大学,3297.0,黑龙江,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,文科,6,15,595.0,608.0,600.0,6.0,第一批
837,837,23,10213,哈尔滨工业大学,3297.0,黑龙江,1036860,3833.35,270.4840413737,2011,27.82,0.07651821860000001,理科,75,23,621.0,673.0,659.0,78.0,第一批
838,838,14,10213,哈尔滨工业大学,3297.0,黑龙江,858700,3826.01,224.4374687991,2010,28.32,0.0555555556,理科,63,14,577.0,635.0,598.0,111.0,第一批
839,839,25,10217,哈尔滨工程大学,3301.0,黑龙江,1258200,3834.01,328.1681581425,2012,8.48,0.0,理科,25,25,578.0,595.0,584.0,20.0,第一批
840,840,21,10217,哈尔滨工程大学,3301.0,黑龙江,1036860,3833.35,270.4840413737,2011,9.83,0.0,理科,20,21,624.0,651.0,631.0,20.0,第一批
841,841,23,10217,哈尔滨工程大学,3301.0,黑龙江,1369158,3834.04,357.1058204922,2013,7.42,0.0,理科,33,23,586.0,605.0,593.0,21.0,第一批
842,842,28,10217,哈尔滨工程大学,3301.0,黑龙江,1503938,3833.0,392.36577093660003,2015,64.9,0.0,理科,40,28,568.0,,580.0,,第一批
843,843,29,10217,哈尔滨工程大学,3301.0,黑龙江,1438293,3835.02,375.0418511507,2014,63.22,0.0,理科,33,29,585.0,604.0,590.0,33.0,第一批
844,844,24,10217,哈尔滨工程大学,3301.0,黑龙江,858700,3826.01,224.4374687991,2010,10.44,0.0,理科,20,24,547.0,590.0,565.0,189.0,第一批
845,845,34,10214,哈尔滨理工大学,3291.0,黑龙江,1503938,3833.0,392.36577093660003,2015,62.33,0.0,理科,121,34,533.0,,533.0,,第二批
846,846,31,10626,四川农业大学,1574.0,四川,2626077,8107.0,323.927100037,2014,61.42,0.0,理科,10,31,575.0,575.0,575.0,1.0,第一批
847,847,25,10626,四川农业大学,1574.0,四川,1415128,8185.0,172.8928527795,2010,4.51,0.0,理科,20,25,542.0,569.0,554.0,20.0,第一批
848,848,34,10626,四川农业大学,1574.0,四川,2853666,8140.0,350.5732186732,2015,62.96,0.0,理科,10,34,561.0,,561.0,,第一批
849,849,15,10610,四川大学,1581.0,四川,2853666,8140.0,350.5732186732,2015,74.05,0.1269890796,文科,13,15,614.0,,618.0,,第一批
850,850,16,10610,四川大学,1581.0,四川,2102668,8050.0,261.2009937888,2012,32.23,0.1362537764,理科,86,16,570.0,628.0,596.0,95.0,第一批
851,851,13,10610,四川大学,1581.0,四川,2102668,8050.0,261.2009937888,2012,32.23,0.1362537764,文科,16,13,605.0,613.0,608.0,20.0,第一批
852,852,19,10610,四川大学,1581.0,四川,1415128,8185.0,172.8928527795,2010,34.18,0.121399177,理科,93,19,570.0,615.0,587.0,182.0,第一批
853,853,19,10610,四川大学,1581.0,四川,2626077,8107.0,323.927100037,2014,72.31,0.1452922078,理科,103,19,602.0,651.0,614.0,97.0,第一批
854,854,12,10610,四川大学,1581.0,四川,2387280,8076.2,295.5944627424,2013,30.0,0.13527980539999998,文科,16,12,598.0,624.0,615.0,18.0,第一批
855,855,17,10610,四川大学,1581.0,四川,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,理科,93,17,639.0,664.0,645.0,105.0,第一批
856,856,14,10610,四川大学,1581.0,四川,1415128,8185.0,172.8928527795,2010,34.18,0.121399177,文科,16,14,536.0,556.0,545.0,27.0,第一批
857,857,15,10610,四川大学,1581.0,四川,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,文科,20,15,614.0,625.0,617.0,23.0,第一批
858,858,18,10610,四川大学,1581.0,四川,2387280,8076.2,295.5944627424,2013,30.0,0.13527980539999998,理科,94,18,594.0,652.0,618.0,92.0,第一批
859,859,19,10610,四川大学,1581.0,四川,2853666,8140.0,350.5732186732,2015,74.05,0.1269890796,理科,107,19,599.0,,607.0,,第一批
860,860,11,10610,四川大学,1581.0,四川,2626077,8107.0,323.927100037,2014,72.31,0.1452922078,文科,17,11,618.0,627.0,622.0,17.0,第一批
861,861,1,10246,复旦大学,1473.0,上海,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,理科,36,1,685.0,694.0,,43.0,第一批
862,862,2,10246,复旦大学,1473.0,上海,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,文科,15,2,581.0,596.0,589.0,17.0,第一批
863,863,2,10246,复旦大学,1473.0,上海,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,文科,12,2,634.0,657.0,650.0,19.0,第一批
864,864,3,10246,复旦大学,1473.0,上海,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,理科,34,3,647.0,660.0,654.0,30.0,第一批
865,865,2,10246,复旦大学,1473.0,上海,2160212,2415.15,894.4421671532001,2014,82.51,0.4350649351,理科,28,2,655.0,683.0,671.0,30.0,第一批
866,866,2,10246,复旦大学,1473.0,上海,2356094,2426.0,971.1846661171,2015,80.92,0.4477379095,理科,12,2,669.0,,669.0,,第一批
867,867,3,10246,复旦大学,1473.0,上海,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,理科,40,3,636.0,665.0,654.0,41.0,第一批
868,868,3,10246,复旦大学,1473.0,上海,2160212,2415.15,894.4421671532001,2014,82.51,0.4350649351,文科,21,3,642.0,667.0,657.0,18.0,第一批
869,869,3,10246,复旦大学,1473.0,上海,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,文科,16,3,657.0,665.0,657.0,18.0,第一批
870,870,1,10246,复旦大学,1473.0,上海,2018172,2380.43,847.8182513242999,2013,55.87,0.4890510949,理科,26,1,651.0,682.0,671.0,40.0,第一批
871,871,3,10246,复旦大学,1473.0,上海,2018172,2380.43,847.8182513242999,2013,55.87,0.4890510949,文科,15,3,638.0,663.0,652.0,14.0,第一批
872,872,3,10246,复旦大学,1473.0,上海,2356094,2426.0,971.1846661171,2015,80.92,0.4477379095,文科,13,3,655.0,,655.0,,第一批
873,873,18,10151,大连海事大学,2259.0,辽宁,2222670,4383.0,507.11156741959996,2012,3.37,0.0,文科,14,18,571.0,603.0,588.0,12.0,第一批
874,874,21,10151,大连海事大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,61.27,0.0,文科,16,21,594.0,617.0,604.0,15.0,第一批
875,875,22,10151,大连海事大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,3.28,0.0,文科,12,22,602.0,634.0,613.0,13.0,第一批
876,876,17,10151,大连海事大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,3.38,0.0,文科,14,17,519.0,561.0,534.0,11.0,第一批
877,877,26,10151,大连海事大学,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,3.18,0.0,理科,100,26,585.0,613.0,594.0,77.0,第一批
878,878,25,10151,大连海事大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,3.38,0.0,理科,73,25,549.0,594.0,565.0,87.0,第一批
879,879,25,10151,大连海事大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,3.38,0.0,理科,73,25,539.0,600.0,553.0,33.0,提前批
880,880,23,10151,大连海事大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,62.53,0.0,文科,17,23,586.0,,586.0,,第一批
881,881,25,10151,大连海事大学,2259.0,辽宁,2222670,4383.0,507.11156741959996,2012,3.37,0.0,理科,77,25,571.0,612.0,579.0,77.0,第一批
882,882,19,10151,大连海事大学,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,3.18,0.0,文科,16,19,597.0,605.0,600.0,15.0,第一批
883,883,32,10151,大连海事大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,62.53,0.0,理科,104,32,574.0,,574.0,,第一批
884,884,31,10151,大连海事大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,61.27,0.0,理科,104,31,556.0,617.0,586.0,95.0,第一批
885,885,23,10151,大连海事大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,3.28,0.0,理科,78,23,621.0,649.0,630.0,73.0,第一批
886,886,16,10141,大连理工大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,17.8,0.0267611336,理科,30,16,643.0,654.0,647.0,31.0,第一批
887,887,20,10141,大连理工大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,67.81,0.0361934477,理科,52,20,600.0,616.0,599.0,,第一批
888,888,19,10141,大连理工大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,67.77,0.0,理科,47,19,596.0,639.0,615.0,46.0,第一批
889,889,18,10141,大连理工大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,18.38,0.026707818900000003,理科,30,18,541.0,618.0,581.0,130.0,第一批
890,890,17,10141,大连理工大学,2259.0,辽宁,2222670,4383.0,507.11156741959996,2012,17.34,0.0252567976,理科,35,17,592.0,611.0,599.0,30.0,第一批
891,891,15,10141,大连理工大学,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,18.82,0.0253041363,理科,42,15,610.0,633.0,616.0,51.0,第一批
892,892,25,10062,天津医科大学,2102.0,天津,752185,1228.16,612.4487037519999,2010,3.49,0.0,理科,10,25,540.0,591.0,569.0,25.0,第一批
893,893,22,10062,天津医科大学,2102.0,天津,922446,1299.29,709.9615944092999,2011,3.77,0.0,理科,5,22,622.0,630.0,624.0,5.0,第一批
894,894,15,10056,天津大学,2090.0,天津,922446,1299.29,709.9615944092999,2011,21.98,0.075708502,文科,2,15,565.0,579.0,569.0,7.0,第一批
895,895,13,10056,天津大学,2090.0,天津,1289388,1413.15,912.4211867105,2013,20.99,0.0720194647,理科,45,13,610.0,649.0,624.0,40.0,第一批
896,896,29,10056,天津大学,2090.0,天津,1437016,1472.21,976.0944430482001,2014,68.56,0.0933441558,理科,51,29,600.0,650.0,626.0,47.0,第一批
897,897,16,10056,天津大学,2090.0,天津,922446,1299.29,709.9615944092999,2011,21.98,0.075708502,理科,33,16,656.0,676.0,663.0,43.0,第一批
898,898,13,10056,天津大学,2090.0,天津,752185,1228.16,612.4487037519999,2010,22.65,0.0650205761,理科,30,13,601.0,648.0,629.0,107.0,第一批
899,899,15,10056,天津大学,2090.0,天津,1130728,1354.58,834.7443488017999,2012,22.17,0.0731117825,理科,40,15,584.0,630.0,612.0,33.0,第一批
900,900,24,10070,天津财经大学,2103.0,天津,1437016,1472.21,976.0944430482001,2014,60.58,0.0,理科,21,24,586.0,611.0,597.0,26.0,第一批
901,901,19,10070,天津财经大学,2103.0,天津,1130728,1354.58,834.7443488017999,2012,1.51,0.0,理科,21,19,576.0,604.0,587.0,24.0,第一批
902,902,26,10070,天津财经大学,2103.0,天津,1572247,1517.0,1036.4185893210001,2015,61.97,0.0,理科,30,26,585.0,,594.0,,第一批
903,903,17,10070,天津财经大学,2103.0,天津,1130728,1354.58,834.7443488017999,2012,1.51,0.0,文科,15,17,594.0,615.0,602.0,18.0,第一批
904,904,17,10070,天津财经大学,2103.0,天津,1289388,1413.15,912.4211867105,2013,1.52,0.0,文科,19,17,602.0,618.0,608.0,15.0,第一批
905,905,17,10070,天津财经大学,2103.0,天津,1437016,1472.21,976.0944430482001,2014,60.58,0.0,文科,16,17,598.0,618.0,609.0,18.0,第一批
906,906,23,10070,天津财经大学,2103.0,天津,1289388,1413.15,912.4211867105,2013,1.52,0.0,理科,26,23,602.0,624.0,608.0,24.0,第一批
907,907,22,10070,天津财经大学,2103.0,天津,1572247,1517.0,1036.4185893210001,2015,61.97,0.0,文科,20,22,593.0,,601.0,,第一批
908,908,19,10070,天津财经大学,2103.0,天津,922446,1299.29,709.9615944092999,2011,1.39,0.0,理科,23,19,636.0,649.0,640.0,25.0,第一批
909,909,14,10070,天津财经大学,2103.0,天津,752185,1228.16,612.4487037519999,2010,1.22,0.0,文科,20,14,529.0,549.0,540.0,22.0,第一批
910,910,18,10070,天津财经大学,2103.0,天津,922446,1299.29,709.9615944092999,2011,1.39,0.0,文科,18,18,613.0,629.0,616.0,19.0,第一批
911,911,20,10070,天津财经大学,2103.0,天津,752185,1228.16,612.4487037519999,2010,1.22,0.0,理科,25,20,561.0,578.0,565.0,27.0,第一批
912,912,25,10112,太原理工大学,1865.0,山西,1123755,3593.28,312.7379441624,2012,5.63,0.0,理科,30,25,565.0,579.0,569.0,30.0,第一批
913,913,24,10112,太原理工大学,1865.0,山西,735831,3427.36,214.69323327580003,2010,6.2,0.0,理科,40,24,547.0,568.0,552.0,119.0,第一批
914,914,24,10112,太原理工大学,1865.0,山西,920086,3574.11,257.4308009546,2011,5.42,0.0,理科,30,24,621.0,639.0,625.0,17.0,第一批
915,915,26,10112,太原理工大学,1865.0,山西,1211283,3610.83,335.4583295253,2013,4.88,0.0,理科,30,26,581.0,601.0,587.0,28.0,第一批
916,916,31,10112,太原理工大学,1865.0,山西,1260224,3629.8,347.1882748361,2014,62.08,0.0,理科,30,31,572.0,595.0,578.0,29.0,第一批
