"","X","Year","Province","University_Name_Location","University_Name","Topic","Plan_Number","Lowest_Ranking","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person"
"776",776,2013,"北京","中国传媒大学","中国传媒大学","文科",18,2074,NA,NA,1787940,2069.3,72.7,864.031314937418
"777",777,2013,"北京","北京外国语大学","北京外国语大学","文科",7,453,3.22,0.0360097323600973,1787940,2069.3,72.7,864.031314937418
"778",778,2013,"北京","北京航空航天大学","北京航空航天大学","文科",3,1626,19.81,0.0600973236009732,1787940,2069.3,72.7,864.031314937418
"779",779,2013,"北京","北京大学","北京大学","文科",18,30,100,1,1787940,2069.3,72.7,864.031314937418
"780",780,2013,"北京","北京语言大学","北京语言大学","文科",19,3459,1.11,NA,1787940,2069.3,72.7,864.031314937418
"781",781,2013,"北京","中国人民大学","中国人民大学","理科",38,613,28.36,0.557177615571776,1787940,2069.3,72.7,864.031314937418
"782",782,2013,"北京","清华大学","清华大学","文科",4,14,96.81,0.975669099756691,1787940,2069.3,72.7,864.031314937418
"783",783,2013,"北京","中国石油大学(北京)","中国石油大学","理科",19,27089,9.95,0.054014598540146,1787940,2069.3,72.7,864.031314937418
"784",784,2013,"北京","华北电力大学(北京)","华北电力大学","文科",10,12924,4.44,NA,1787940,2069.3,72.7,864.031314937418
"785",785,2013,"吉林","延边大学","延边大学","文科",4,12924,3.16,NA,1193924,2750.4,72.7,434.091041303083
"786",786,2013,"吉林","吉林大学","吉林大学","理科",152,17854,34,0.072992700729927,1193924,2750.4,72.7,434.091041303083
"787",787,2013,"吉林","延边大学","延边大学","理科",6,40420,3.16,NA,1193924,2750.4,72.7,434.091041303083
"788",788,2013,"吉林","吉林大学","吉林大学","文科",8,3648,34,0.072992700729927,1193924,2750.4,72.7,434.091041303083
"789",789,2013,"吉林","东北师范大学","东北师范大学","理科",22,40420,12.73,0.0250608272506083,1193924,2750.4,72.7,434.091041303083
"790",790,2013,"吉林","东北师范大学","东北师范大学","文科",13,10176,12.73,0.0250608272506083,1193924,2750.4,72.7,434.091041303083
"791",791,2013,"四川","西南财经大学","西南财经大学","理科",63,13048,4.26,0.0389294403892944,2387280,8076.2,72.7,295.594462742379
"792",792,2013,"四川","四川农业大学","四川农业大学","理科",20,40420,3.61,NA,2387280,8076.2,72.7,295.594462742379
"793",793,2013,"四川","西南财经大学","西南财经大学","文科",27,3903,4.26,0.0389294403892944,2387280,8076.2,72.7,295.594462742379
"794",794,2013,"四川","西南交通大学","西南交通大学","理科",112,21190,9.61,0.0277372262773723,2387280,8076.2,72.7,295.594462742379
"795",795,2013,"四川","四川大学","四川大学","文科",16,3118,30,0.135279805352798,2387280,8076.2,72.7,295.594462742379
"796",796,2013,"四川","四川大学","四川大学","理科",94,15834,30,0.135279805352798,2387280,8076.2,72.7,295.594462742379
"797",797,2013,"四川","电子科技大学(沙河校区)","电子科技大学","理科",30,22943,10.06,0.0574209245742092,2387280,8076.2,72.7,295.594462742379
"798",798,2013,"四川","西南交通大学","西南交通大学","文科",12,10964,9.61,0.0277372262773723,2387280,8076.2,72.7,295.594462742379
"799",799,2013,"四川","电子科技大学","电子科技大学","理科",150,14479,10.06,0.0574209245742092,2387280,8076.2,72.7,295.594462742379
"800",800,2013,"天津","南开大学","南开大学","文科",18,1639,27.91,0.157177615571776,1289388,1413.15,72.7,912.42118671054
"801",801,2013,"天津","天津大学","天津大学","理科",45,8421,20.99,0.0720194647201946,1289388,1413.15,72.7,912.42118671054
"802",802,2013,"天津","天津财经大学","天津财经大学","文科",19,8113,1.52,NA,1289388,1413.15,72.7,912.42118671054
"803",803,2013,"天津","南开大学","南开大学","理科",33,2041,27.91,0.157177615571776,1289388,1413.15,72.7,912.42118671054
"804",804,2013,"天津","天津财经大学","天津财经大学","理科",26,26286,1.52,NA,1289388,1413.15,72.7,912.42118671054
"805",805,2013,"安徽","安徽大学","安徽大学","理科",20,33314,4.42,0.0265206812652068,1721205,5988,72.7,287.442384769539
"806",806,2013,"安徽","安徽医科大学","安徽医科大学","理科",8,23805,2.15,NA,1721205,5988,72.7,287.442384769539
"807",807,2013,"安徽","合肥工业大学","合肥工业大学","理科",67,29635,7.89,NA,1721205,5988,72.7,287.442384769539
"808",808,2013,"安徽","合肥工业大学(宣城校区)","合肥工业大学","理科",80,40420,7.89,NA,1721205,5988,72.7,287.442384769539
"809",809,2013,"安徽","合肥工业大学","合肥工业大学","文科",2,12924,7.89,NA,1721205,5988,72.7,287.442384769539
"810",810,2013,"安徽","中国科学技术大学","中国科学技术大学","理科",38,727,NA,NA,1721205,5988,72.7,287.442384769539
"811",811,2013,"安徽","安徽大学","安徽大学","文科",15,8977,4.42,0.0265206812652068,1721205,5988,72.7,287.442384769539
"812",812,2013,"山东","山东大学","山东大学","理科",104,15693,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284
"813",813,2013,"山东","山东大学威海分校","山东大学","理科",48,27034,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284
"814",814,2013,"山东","中国海洋大学","中国海洋大学","理科",111,21843,10.18,0.0304136253041363,5001324,9684.87,72.7,516.405899098284
"815",815,2013,"山东","山东大学威海分校","山东大学","文科",22,7877,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284
"816",816,2013,"山东","山东大学","山东大学","文科",28,4280,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284
"817",817,2013,"山东","哈尔滨工业大学(威海)","哈尔滨工业大学","理科",30,17062,25.8,0.0472019464720195,5001324,9684.87,72.7,516.405899098284
"818",818,2013,"山东","中国海洋大学","中国海洋大学","文科",27,5397,10.18,0.0304136253041363,5001324,9684.87,72.7,516.405899098284
"819",819,2013,"山东","中国石油大学(华东)","中国石油大学","理科",48,40420,9.95,0.054014598540146,5001324,9684.87,72.7,516.405899098284
"820",820,2013,"山西","太原理工大学","太原理工大学","理科",30,40420,4.88,NA,1211283,3610.83,72.7,335.458329525345
"821",821,2013,"广东","暨南大学","暨南大学","文科",596,2531,7.58,0.0815085158150852,5706792,10594,72.7,538.681517840287
"822",822,2013,"广东","华南农业大学","华南农业大学","文科",1080,10980,5.48,0.0311435523114355,5706792,10594,72.7,538.681517840287
"823",823,2013,"广东","华南师范大学","华南师范大学","理科",1838,22242,6.15,0.0496350364963504,5706792,10594,72.7,538.681517840287
"824",824,2013,"广东","华南理工大学","华南理工大学","理科",2662,9052,16.98,0.0888077858880779,5706792,10594,72.7,538.681517840287
"825",825,2013,"广东","中山大学","中山大学","理科",2710,6309,37.85,0.253041362530414,5706792,10594,72.7,538.681517840287
"826",826,2013,"广东","广州大学","广州大学","理科",767,40420,1.68,0.0608272506082725,5706792,10594,72.7,538.681517840287
"827",827,2013,"广东","华南农业大学","华南农业大学","理科",5622,40420,5.48,0.0311435523114355,5706792,10594,72.7,538.681517840287
"828",828,2013,"广东","汕头大学","汕头大学","理科",664,31117,2.57,NA,5706792,10594,72.7,538.681517840287
"829",829,2013,"广东","深圳大学","深圳大学","理科",620,25130,3.35,0.0700729927007299,5706792,10594,72.7,538.681517840287
"830",830,2013,"广东","汕头大学","汕头大学","文科",305,10280,2.57,NA,5706792,10594,72.7,538.681517840287
"831",831,2013,"广东","广东外语外语大学","广东外语外语大学","文科",1971,6675,NA,NA,5706792,10594,72.7,538.681517840287
"832",832,2013,"广东","南方医科大学","南方医科大学","文科",58,12924,4.73,NA,5706792,10594,72.7,538.681517840287
"833",833,2013,"广东","汕头大学（汕头大学医学）","汕头大学","理科",242,18412,2.57,NA,5706792,10594,72.7,538.681517840287
"834",834,2013,"广东","广东工业大学","广东工业大学","理科",4949,40420,1.68,NA,5706792,10594,72.7,538.681517840287
"835",835,2013,"广东","华南师范大学","华南师范大学","文科",1386,8692,6.15,0.0496350364963504,5706792,10594,72.7,538.681517840287
"836",836,2013,"广东","华南理工大学","华南理工大学","文科",238,3587,16.98,0.0888077858880779,5706792,10594,72.7,538.681517840287
"837",837,2013,"广东","南方医科大学","南方医科大学","理科",1262,26823,4.73,NA,5706792,10594,72.7,538.681517840287
"838",838,2013,"广东","广州医科大学","广州医科大学","理科",441,28802,1.41,NA,5706792,10594,72.7,538.681517840287
"839",839,2013,"广东","广东外语外贸大学","广东外语外贸大学","理科",1821,17668,1.16,0.0279805352798054,5706792,10594,72.7,538.681517840287
"840",840,2013,"广东","广州中医药大学","广州中医药大学","理科",1322,40420,2.84,NA,5706792,10594,72.7,538.681517840287
"841",841,2013,"广东","暨南大学","暨南大学","理科",1418,11843,7.58,0.0815085158150852,5706792,10594,72.7,538.681517840287
"842",842,2013,"广东","广州中医药大学","广州中医药大学","文科",681,12924,2.84,NA,5706792,10594,72.7,538.681517840287
"843",843,2013,"广东","中山大学","中山大学","文科",837,1506,37.85,0.253041362530414,5706792,10594,72.7,538.681517840287
"844",844,2013,"广西","广西大学","广西大学","理科",7,40420,4.79,0.0272506082725061,1303510,4682,72.7,278.408799658266
"845",845,2013,"广西","广西大学","广西大学","文科",6,12924,4.79,0.0272506082725061,1303510,4682,72.7,278.408799658266
"846",846,2013,"广西","广西医科大学","广西医科大学","理科",10,25725,1.41,NA,1303510,4682,72.7,278.408799658266
"847",847,2013,"新疆","新疆大学","新疆大学","理科",4,40420,5.38,NA,750531,2232.78,72.7,336.141939644748
"848",848,2013,"江苏","南京信息工程大学","南京信息工程大学","理科",11,27613,1.59,NA,5405822,7919.98,72.7,682.555006452037
"849",849,2013,"江苏","中国矿业大学","中国矿业大学","理科",94,31855,10.71,0.0233576642335766,5405822,7919.98,72.7,682.555006452037
"850",850,2013,"江苏","中国矿业大学","中国矿业大学","文科",2,8860,10.71,0.0233576642335766,5405822,7919.98,72.7,682.555006452037
"851",851,2013,"江苏","河海大学","河海大学","理科",102,25049,8.33,NA,5405822,7919.98,72.7,682.555006452037
"852",852,2013,"江苏","河海大学","河海大学","文科",10,9495,8.33,NA,5405822,7919.98,72.7,682.555006452037
"853",853,2013,"江苏","苏州大学","苏州大学","文科",10,4030,8.82,0.0274939172749392,5405822,7919.98,72.7,682.555006452037
"854",854,2013,"江苏","南京工业大学","南京工业大学","理科",30,30620,4.46,0.0230170316301703,5405822,7919.98,72.7,682.555006452037
"855",855,2013,"江苏","南京农业大学","南京农业大学","理科",83,40420,9.16,NA,5405822,7919.98,72.7,682.555006452037
"856",856,2013,"江苏","江苏大学","江苏大学","理科",40,40420,3.82,NA,5405822,7919.98,72.7,682.555006452037
"857",857,2013,"江苏","中国药科大学","中国药科大学","文科",2,8032,3.42,NA,5405822,7919.98,72.7,682.555006452037
"858",858,2013,"江苏","东南大学","东南大学","理科",65,8187,21.17,0.0793187347931874,5405822,7919.98,72.7,682.555006452037
"859",859,2013,"江苏","江南大学","江南大学","理科",46,27181,6.2,NA,5405822,7919.98,72.7,682.555006452037
"860",860,2013,"江苏","苏州大学","苏州大学","理科",33,20487,8.82,0.0274939172749392,5405822,7919.98,72.7,682.555006452037
"861",861,2013,"江苏","南京邮电大学","南京邮电大学","文科",23,12924,1.81,NA,5405822,7919.98,72.7,682.555006452037
"862",862,2013,"江苏","中国人民大学(苏州校区)","中国人民大学","理科",6,2579,28.36,0.557177615571776,5405822,7919.98,72.7,682.555006452037
"863",863,2013,"江苏","南京邮电大学","南京邮电大学","理科",107,40420,1.81,NA,5405822,7919.98,72.7,682.555006452037
"864",864,2013,"江苏","中国药科大学","中国药科大学","理科",24,26507,3.42,NA,5405822,7919.98,72.7,682.555006452037
"865",865,2013,"江苏","南京航空航天大学","南京航空航天大学","理科",64,14395,10.13,NA,5405822,7919.98,72.7,682.555006452037
"866",866,2013,"江苏","南京农业大学","南京农业大学","文科",2,12924,9.16,NA,5405822,7919.98,72.7,682.555006452037
"867",867,2013,"江苏","南京工业大学","南京工业大学","文科",10,12924,4.46,0.0230170316301703,5405822,7919.98,72.7,682.555006452037
"868",868,2013,"江苏","南京大学","南京大学","理科",58,793,45.01,0.177858880778589,5405822,7919.98,72.7,682.555006452037
"869",869,2013,"江苏","江南大学","江南大学","文科",5,7238,6.2,NA,5405822,7919.98,72.7,682.555006452037
"870",870,2013,"江苏","中国人民大学(苏州校区)","中国人民大学","文科",6,1491,28.36,0.557177615571776,5405822,7919.98,72.7,682.555006452037
"871",871,2013,"江苏","南京大学","南京大学","文科",19,260,45.01,0.177858880778589,5405822,7919.98,72.7,682.555006452037
"872",872,2013,"江苏","南京信息工程大学","南京信息工程大学","文科",7,12924,1.59,NA,5405822,7919.98,72.7,682.555006452037
"873",873,2013,"江苏","南京理工大学","南京理工大学","理科",47,16681,9.7,NA,5405822,7919.98,72.7,682.555006452037
"874",874,2013,"江西","南昌大学","南昌大学","文科",14,12924,6.38,0.0413625304136253,1294888,4503.9321,72.7,287.501669929704
"875",875,2013,"江西","南昌大学","南昌大学","理科",42,40420,6.38,0.0413625304136253,1294888,4503.9321,72.7,287.501669929704
"876",876,2013,"河北","石家庄铁道大学","石家庄铁道大学","理科",5,40420,1,NA,2657501,7287.51,72.7,364.665159979197
"877",877,2013,"河北","华北电力大学(保定)","华北电力大学","文科",6,12924,4.44,NA,2657501,7287.51,72.7,364.665159979197
"878",878,2013,"河北","东北大学秦皇岛分校","东北大学","理科",60,40420,13.67,0.0316301703163017,2657501,7287.51,72.7,364.665159979197
"879",879,2013,"河北","华北电力大学(保定)","华北电力大学","理科",79,26956,4.44,NA,2657501,7287.51,72.7,364.665159979197
"880",880,2013,"河北","燕山大学","燕山大学","理科",5,25212,4.36,NA,2657501,7287.51,72.7,364.665159979197
"881",881,2013,"河北","河北工业大学","河北工业大学","理科",20,40420,2.96,NA,2657501,7287.51,72.7,364.665159979197
"882",882,2013,"河南","郑州大学","郑州大学","理科",60,32048,8.47,0.0688564476885645,2959931,9406.2,72.7,314.678722544705
"883",883,2013,"河南","郑州大学","郑州大学","文科",20,10885,8.47,0.0688564476885645,2959931,9406.2,72.7,314.678722544705
"884",884,2013,"浙江","浙江大学","浙江大学","理科",88,527,54.27,0.282238442822384,3466533,5477,72.7,632.925506664232
"885",885,2013,"浙江","温州医科大学","温州医科大学","理科",15,33929,1.76,NA,3466533,5477,72.7,632.925506664232
"886",886,2013,"浙江","浙江大学","浙江大学","文科",17,248,54.27,0.282238442822384,3466533,5477,72.7,632.925506664232
"887",887,2013,"海南","海南大学","海南大学","文科",43,12924,3.99,0.0454987834549878,285554,886.55,72.7,322.095764480289
"888",888,2013,"海南","海南大学","海南大学","理科",119,40420,3.99,0.0454987834549878,285554,886.55,72.7,322.095764480289
"889",889,2013,"湖北","华中科技大学","华中科技大学","理科",170,9385,32.05,0.155231143552311,2225045,5779,72.7,385.022495241391
"890",890,2013,"湖北","华中农业大学","华中农业大学","理科",38,40420,10.56,0.029683698296837,2225045,5779,72.7,385.022495241391
"891",891,2013,"湖北","华中师范大学","华中师范大学","理科",54,25396,11.06,0.0647201946472019,2225045,5779,72.7,385.022495241391
"892",892,2013,"湖北","华中师范大学","华中师范大学","文科",39,6066,11.06,0.0647201946472019,2225045,5779,72.7,385.022495241391
"893",893,2013,"湖北","华中科技大学","华中科技大学","文科",23,2937,32.05,0.155231143552311,2225045,5779,72.7,385.022495241391
"894",894,2013,"湖北","武汉大学","武汉大学","文科",41,1303,37.06,0.219951338199513,2225045,5779,72.7,385.022495241391
"895",895,2013,"湖北","武汉理工大学","武汉理工大学","理科",237,18663,9.85,0.0347931873479319,2225045,5779,72.7,385.022495241391
"896",896,2013,"湖北","中国地质大学(武汉)","中国地质大学","理科",84,40420,11.87,0.0360097323600973,2225045,5779,72.7,385.022495241391
"897",897,2013,"湖北","武汉理工大学","武汉理工大学","文科",21,9038,9.85,0.0347931873479319,2225045,5779,72.7,385.022495241391
"898",898,2013,"湖北","中南财经政法大学","中南财经政法大学","文科",110,3947,5.13,0.0469586374695864,2225045,5779,72.7,385.022495241391
"899",899,2013,"湖北","中国地质大学(武汉)","中国地质大学","文科",15,10080,11.87,0.0360097323600973,2225045,5779,72.7,385.022495241391
"900",900,2013,"湖北","华中农业大学","华中农业大学","文科",12,12924,10.56,0.029683698296837,2225045,5779,72.7,385.022495241391
"901",901,2013,"湖北","中南财经政法大学","中南财经政法大学","理科",136,14695,5.13,0.0469586374695864,2225045,5779,72.7,385.022495241391
"902",902,2013,"湖北","武汉大学","武汉大学","理科",202,7178,37.06,0.219951338199513,2225045,5779,72.7,385.022495241391
"903",903,2013,"湖南","湘潭大学","湘潭大学","文科",25,12924,3.84,0.022992700729927,2215423,6638.93,72.7,333.701816407162
"904",904,2013,"湖南","湖南师范大学","湖南师范大学","理科",24,26722,7.79,0.0326034063260341,2215423,6638.93,72.7,333.701816407162
"905",905,2013,"湖南","湖南大学","湖南大学","理科",176,14004,14.31,0.0549878345498783,2215423,6638.93,72.7,333.701816407162
"906",906,2013,"湖南","湖南大学","湖南大学","文科",25,3987,14.31,0.0549878345498783,2215423,6638.93,72.7,333.701816407162
"907",907,2013,"湖南","中南大学","中南大学","文科",27,4715,26.1,0.0695863746958637,2215423,6638.93,72.7,333.701816407162
"908",908,2013,"湖南","湖南师范大学","湖南师范大学","文科",26,8742,7.79,0.0326034063260341,2215423,6638.93,72.7,333.701816407162
"909",909,2013,"湖南","湘潭大学","湘潭大学","理科",33,40420,3.84,0.022992700729927,2215423,6638.93,72.7,333.701816407162
"910",910,2013,"湖南","中南大学","中南大学","理科",293,13974,26.1,0.0695863746958637,2215423,6638.93,72.7,333.701816407162
"911",911,2013,"湖南","湖南中医药大学","湖南中医药大学","理科",10,36434,0.89,NA,2215423,6638.93,72.7,333.701816407162
"912",912,2013,"甘肃","兰州大学","兰州大学","文科",31,10350,15.6,0.0498783454987835,565020,2577.55,72.7,219.208162790247
"913",913,2013,"甘肃","兰州大学","兰州大学","理科",65,26321,15.6,0.0498783454987835,565020,2577.55,72.7,219.208162790247
"914",914,2013,"福建","厦门大学","厦门大学","理科",111,6777,24.63,0.137712895377129,1970178,3748,72.7,525.661152614728
"915",915,2013,"福建","华侨大学","华侨大学","理科",165,40420,1.95,0.0335766423357664,1970178,3748,72.7,525.661152614728
"916",916,2013,"福建","华侨大学","华侨大学","文科",55,12924,1.95,0.0335766423357664,1970178,3748,72.7,525.661152614728
"917",917,2013,"福建","福州大学","福州大学","文科",6,10616,6.4,0.0257907542579075,1970178,3748,72.7,525.661152614728
"918",918,2013,"福建","福州大学","福州大学","理科",16,20219,6.4,0.0257907542579075,1970178,3748,72.7,525.661152614728
"919",919,2013,"福建","厦门大学","厦门大学","文科",27,1474,24.63,0.137712895377129,1970178,3748,72.7,525.661152614728
"920",920,2013,"贵州","贵州大学","贵州大学","文科",6,12924,4.5,NA,685220,3484.07,72.7,196.672282703849
"921",921,2013,"贵州","贵州大学","贵州大学","理科",14,40420,4.5,NA,685220,3484.07,72.7,196.672282703849
"922",922,2013,"辽宁","东北财经大学","东北财经大学","文科",29,12924,3.15,NA,2484643,4389,72.7,566.106858054226
"923",923,2013,"辽宁","东北大学","东北大学","理科",119,23508,13.67,0.0316301703163017,2484643,4389,72.7,566.106858054226
"924",924,2013,"辽宁","大连理工大学","大连理工大学","理科",42,11390,18.82,0.0253041362530414,2484643,4389,72.7,566.106858054226
"925",925,2013,"辽宁","辽宁工程技术大学","辽宁工程技术大学","理科",23,40420,1.59,NA,2484643,4389,72.7,566.106858054226
"926",926,2013,"辽宁","辽宁大学","辽宁大学","理科",18,40420,4.44,NA,2484643,4389,72.7,566.106858054226
"927",927,2013,"辽宁","大连海事大学","大连海事大学","文科",16,12924,3.18,NA,2484643,4389,72.7,566.106858054226
"928",928,2013,"辽宁","沈阳药科大学","沈阳药科大学","理科",12,40420,1.81,NA,2484643,4389,72.7,566.106858054226
"929",929,2013,"辽宁","东北财经大学","东北财经大学","理科",31,26520,3.15,NA,2484643,4389,72.7,566.106858054226
"930",930,2013,"辽宁","中国医科大学","中国医科大学","理科",47,28119,4.37,NA,2484643,4389,72.7,566.106858054226
"931",931,2013,"辽宁","辽宁大学","辽宁大学","文科",50,12924,4.44,NA,2484643,4389,72.7,566.106858054226
"932",932,2013,"辽宁","大连海事大学","大连海事大学","理科",100,36644,3.18,NA,2484643,4389,72.7,566.106858054226
"933",933,2013,"辽宁","大连理工大学盘锦校区","大连理工大学","理科",13,40420,18.82,0.0253041362530414,2484643,4389,72.7,566.106858054226
"934",934,2013,"重庆","西南大学","西南大学","文科",13,8830,10.32,0.0515815085158151,1140960,2945,72.7,387.422750424448
"935",935,2013,"重庆","重庆大学","重庆大学","文科",11,5421,13.76,0.0712895377128954,1140960,2945,72.7,387.422750424448
"936",936,2013,"重庆","西南政法大学","西南政法大学","文科",69,4279,3.36,0.0401459854014599,1140960,2945,72.7,387.422750424448
"937",937,2013,"重庆","重庆大学","重庆大学","理科",109,16541,13.76,0.0712895377128954,1140960,2945,72.7,387.422750424448
"938",938,2013,"重庆","西南政法大学","西南政法大学","理科",63,22561,3.36,0.0401459854014599,1140960,2945,72.7,387.422750424448
"939",939,2013,"重庆","西南大学","西南大学","理科",45,28065,10.32,0.0515815085158151,1140960,2945,72.7,387.422750424448
"940",940,2013,"陕西","西安外国语大学","西安外国语大学","文科",19,9510,NA,NA,1445368,3753,72.7,385.123367972289
"941",941,2013,"陕西","西北农林科技大学","西北农林科技大学","文科",2,12924,8.02,NA,1445368,3753,72.7,385.123367972289
"942",942,2013,"陕西","西安外国语大学","西安外国语大学","理科",6,26479,NA,NA,1445368,3753,72.7,385.123367972289
"943",943,2013,"陕西","西安建筑科技大学","西安建筑科技大学","理科",5,16639,2.65,NA,1445368,3753,72.7,385.123367972289
"944",944,2013,"陕西","长安大学","长安大学","理科",50,29200,9.91,NA,1445368,3753,72.7,385.123367972289
"945",945,2013,"陕西","西北大学","西北大学","理科",4,29104,10.79,0.0467153284671533,1445368,3753,72.7,385.123367972289
"946",946,2013,"陕西","西北大学","西北大学","文科",2,6875,10.79,0.0467153284671533,1445368,3753,72.7,385.123367972289
"947",947,2013,"陕西","西北工业大学","西北工业大学","文科",4,9415,14.41,0.0248175182481752,1445368,3753,72.7,385.123367972289
"948",948,2013,"陕西","陕西师范大学","陕西师范大学","理科",68,40420,6.19,NA,1445368,3753,72.7,385.123367972289
"949",949,2013,"陕西","西安交通大学","西安交通大学","文科",2,3996,25.59,0.0664233576642336,1445368,3753,72.7,385.123367972289
"950",950,2013,"陕西","西安交通大学","西安交通大学","理科",38,6376,25.59,0.0664233576642336,1445368,3753,72.7,385.123367972289
"951",951,2013,"陕西","陕西科技大学","陕西科技大学","理科",6,40420,1.1,NA,1445368,3753,72.7,385.123367972289
"952",952,2013,"陕西","西北工业大学","西北工业大学","理科",30,14545,14.41,0.0248175182481752,1445368,3753,72.7,385.123367972289
"953",953,2013,"陕西","西北农林科技大学","西北农林科技大学","理科",16,40420,8.02,NA,1445368,3753,72.7,385.123367972289
"954",954,2013,"陕西","西安电子科技大学","西安电子科技大学","理科",110,26199,8.68,NA,1445368,3753,72.7,385.123367972289
"955",955,2013,"陕西","西安理工大学","西安理工大学","理科",45,40420,2.84,NA,1445368,3753,72.7,385.123367972289
"956",956,2013,"陕西","陕西师范大学","陕西师范大学","文科",25,10921,6.19,NA,1445368,3753,72.7,385.123367972289
"957",957,2013,"黑龙江","东北石油大学","东北石油大学","理科",60,40420,1.86,NA,1369158,3834.04,72.7,357.105820492222
"958",958,2013,"黑龙江","东北农业大学","东北农业大学","文科",21,12924,3.35,NA,1369158,3834.04,72.7,357.105820492222
"959",959,2013,"黑龙江","东北林业大学","东北林业大学","文科",4,12924,4.21,NA,1369158,3834.04,72.7,357.105820492222
"960",960,2013,"黑龙江","哈尔滨医科大学","哈尔滨医科大学","理科",18,33020,4.67,NA,1369158,3834.04,72.7,357.105820492222
"961",961,2013,"黑龙江","哈尔滨工业大学","哈尔滨工业大学","文科",6,10492,25.8,0.0472019464720195,1369158,3834.04,72.7,357.105820492222
"962",962,2013,"黑龙江","东北农业大学","东北农业大学","理科",79,40420,3.35,NA,1369158,3834.04,72.7,357.105820492222
"963",963,2013,"黑龙江","哈尔滨工程大学","哈尔滨工程大学","理科",33,27213,7.42,NA,1369158,3834.04,72.7,357.105820492222
"964",964,2013,"黑龙江","东北林业大学","东北林业大学","理科",26,40420,4.21,NA,1369158,3834.04,72.7,357.105820492222
"965",965,2013,"黑龙江","石家庄铁道大学","石家庄铁道大学","理科",5,40420,1,NA,1369158,3834.04,72.7,357.105820492222
"966",966,2013,"黑龙江","哈尔滨工业大学","哈尔滨工业大学","理科",74,9004,25.8,0.0472019464720195,1369158,3834.04,72.7,357.105820492222
"967",967,2014,"上海","上海交通大学","上海交通大学","理科",25,192,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179
"968",968,2014,"上海","上海理工大学","上海理工大学","理科",59,26375,61.15,NA,2160212,2415.15,75.6,894.442167153179
"969",969,2014,"上海","上海财经大学","上海财经大学","理科",37,1697,62.15,0.0733766233766234,2160212,2415.15,75.6,894.442167153179
"970",970,2014,"上海","上海外国语大学","上海外国语大学","理科",16,40538,61.04,NA,2160212,2415.15,75.6,894.442167153179
"971",971,2014,"上海","上海大学","上海大学","文科",2,1876,63.49,0.0761363636363636,2160212,2415.15,75.6,894.442167153179
"972",972,2014,"上海","华东师范大学","华东师范大学","理科",18,9012,67.73,0.116883116883117,2160212,2415.15,75.6,894.442167153179
"973",973,2014,"上海","复旦大学","复旦大学","理科",28,225,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179
"974",974,2014,"上海","上海海事大学","上海海事大学","理科",134,43106,60.53,NA,2160212,2415.15,75.6,894.442167153179
"975",975,2014,"上海","上海海事大学","上海海事大学","文科",33,14000,60.53,NA,2160212,2415.15,75.6,894.442167153179
"976",976,2014,"上海","复旦大学医学","复旦大学","理科",11,1241,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179
"977",977,2014,"上海","上海交通大学医学","上海交通大学","理科",7,3727,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179
"978",978,2014,"上海","华东师范大学","华东师范大学","文科",9,1685,67.73,0.116883116883117,2160212,2415.15,75.6,894.442167153179
"979",979,2014,"上海","上海海洋大学","上海海洋大学","理科",81,43106,60.43,NA,2160212,2415.15,75.6,894.442167153179
"980",980,2014,"上海","复旦大学","复旦大学","文科",21,92,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179
"981",981,2014,"上海","上海大学","上海大学","理科",23,18425,63.49,0.0761363636363636,2160212,2415.15,75.6,894.442167153179
"982",982,2014,"上海","上海财经大学","上海财经大学","文科",16,1077,62.15,0.0733766233766234,2160212,2415.15,75.6,894.442167153179
"983",983,2014,"上海","同济大学","同济大学","理科",94,1895,68.92,0.170454545454545,2160212,2415.15,75.6,894.442167153179
"984",984,2014,"上海","华东政法大学","华东政法大学","理科",30,21748,60.59,NA,2160212,2415.15,75.6,894.442167153179
"985",985,2014,"上海","上海外国语大学","上海外国语大学","文科",8,1075,61.04,NA,2160212,2415.15,75.6,894.442167153179
"986",986,2014,"上海","上海海洋大学","上海海洋大学","文科",26,14000,60.43,NA,2160212,2415.15,75.6,894.442167153179
"987",987,2014,"上海","华东理工大学","华东理工大学","理科",36,14042,65.76,NA,2160212,2415.15,75.6,894.442167153179
"988",988,2014,"上海","上海交通大学","上海交通大学","文科",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179
"989",989,2014,"上海","东华大学","东华大学","理科",32,21782,64.15,0.076461038961039,2160212,2415.15,75.6,894.442167153179
"990",990,2014,"上海","华东政法大学","华东政法大学","文科",22,5462,60.59,NA,2160212,2415.15,75.6,894.442167153179
"991",991,2014,"内蒙古","内蒙古大学","内蒙古大学","理科",6,43106,62.18,NA,1683238,2497.61,75.6,673.939486148758
