"","X","Year","Province","University_Name_Location","University_Name","Topic","Plan_Number","Lowest_Ranking","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person"
"410",410,2011,"湖北","武汉大学","武汉大学","文科",38,1373,41.07,0.269230769230769,1596761,5727.9143,65.5,278.768311879247
"411",411,2011,"湖北","华中师范大学","华中师范大学","理科",26,24288,11.7,0.0643724696356275,1596761,5727.9143,65.5,278.768311879247
"412",412,2011,"湖南","湖南中医药大学","湖南中医药大学","理科",10,26565,0.91,NA,1603796,6570.1,65.5,244.105264760049
"413",413,2011,"湖南","湖南大学","湖南大学","理科",170,16821,14.05,0.0663967611336032,1603796,6570.1,65.5,244.105264760049
"414",414,2011,"湖南","中南大学","中南大学","文科",22,6024,27.77,0.0761133603238866,1603796,6570.1,65.5,244.105264760049
"415",415,2011,"湖南","湘潭大学","湘潭大学","文科",27,10919,4.58,NA,1603796,6570.1,65.5,244.105264760049
"416",416,2011,"湖南","湖南师范大学","湖南师范大学","理科",28,29904,8.25,0.0302834008097166,1603796,6570.1,65.5,244.105264760049
"417",417,2011,"湖南","湘潭大学","湘潭大学","理科",43,30392,4.58,NA,1603796,6570.1,65.5,244.105264760049
"418",418,2011,"湖南","中南大学","中南大学","理科",205,13994,27.77,0.0761133603238866,1603796,6570.1,65.5,244.105264760049
"419",419,2011,"湖南","湖南师范大学","湖南师范大学","文科",24,10573,8.25,0.0302834008097166,1603796,6570.1,65.5,244.105264760049
"420",420,2011,"湖南","湖南大学","湖南大学","文科",24,4364,14.05,0.0663967611336032,1603796,6570.1,65.5,244.105264760049
"421",421,2011,"甘肃","兰州大学","兰州大学","文科",26,9437,14.61,0.0449392712550607,412075,2559.98,65.5,160.968054437925
"422",422,2011,"甘肃","兰州大学","兰州大学","理科",54,24664,14.61,0.0449392712550607,412075,2559.98,65.5,160.968054437925
"423",423,2011,"福建","福州大学","福州大学","理科",10,20679,5.8,0.0269635627530364,1473712,3693,65.5,399.055510425129
"424",424,2011,"福建","华侨大学","华侨大学","文科",48,10919,1.64,0.0312145748987854,1473712,3693,65.5,399.055510425129
"425",425,2011,"福建","福州大学","福州大学","文科",4,10919,5.8,0.0269635627530364,1473712,3693,65.5,399.055510425129
"426",426,2011,"福建","厦门大学","厦门大学","理科",87,7331,26.03,0.17085020242915,1473712,3693,65.5,399.055510425129
"427",427,2011,"福建","华侨大学","华侨大学","理科",182,30392,1.64,0.0312145748987854,1473712,3693,65.5,399.055510425129
"428",428,2011,"福建","厦门大学","厦门大学","文科",25,1995,26.03,0.17085020242915,1473712,3693,65.5,399.055510425129
"429",429,2011,"贵州","贵州大学","贵州大学","文科",2,10919,5,NA,460216,3479,65.5,132.283989652199
"430",430,2011,"贵州","贵州大学","贵州大学","理科",16,30392,5,NA,460216,3479,65.5,132.283989652199
"431",431,2011,"辽宁","辽宁大学","辽宁大学","文科",43,10919,4.79,0.032914979757085,1845727,4375,65.5,421.880457142857
"432",432,2011,"辽宁","沈阳药科大学","沈阳药科大学","理科",10,30392,1.59,NA,1845727,4375,65.5,421.880457142857
"433",433,2011,"辽宁","大连理工大学","大连理工大学","理科",30,13424,17.8,0.0267611336032389,1845727,4375,65.5,421.880457142857
"434",434,2011,"辽宁","大连海事大学","大连海事大学","文科",12,9861,3.28,NA,1845727,4375,65.5,421.880457142857
"435",435,2011,"辽宁","东北财经大学","东北财经大学","理科",20,19301,3.38,NA,1845727,4375,65.5,421.880457142857
"436",436,2011,"辽宁","东北大学","东北大学","理科",50,23179,15.08,0.0393522267206478,1845727,4375,65.5,421.880457142857
"437",437,2011,"辽宁","东北财经大学","东北财经大学","文科",20,10124,3.38,NA,1845727,4375,65.5,421.880457142857
"438",438,2011,"辽宁","辽宁工程技术大学","辽宁工程技术大学","理科",31,30392,1.54,NA,1845727,4375,65.5,421.880457142857
"439",439,2011,"辽宁","大连海事大学","大连海事大学","理科",78,27389,3.28,NA,1845727,4375,65.5,421.880457142857
"440",440,2011,"辽宁","辽宁大学","辽宁大学","理科",16,28899,4.79,0.032914979757085,1845727,4375,65.5,421.880457142857
"441",441,2011,"辽宁","中国医科大学","中国医科大学","理科",37,30392,3.96,NA,1845727,4375,65.5,421.880457142857
"442",442,2011,"重庆","西南大学","西南大学","文科",7,8230,9.96,0.0603238866396761,792558,2884.62,65.5,274.753000395199
"443",443,2011,"重庆","西南大学","西南大学","理科",36,28930,9.96,0.0603238866396761,792558,2884.62,65.5,274.753000395199
"444",444,2011,"重庆","西南政法大学","西南政法大学","文科",67,5779,3.77,0.0389878542510121,792558,2884.62,65.5,274.753000395199
"445",445,2011,"重庆","重庆大学","重庆大学","文科",10,5235,15.19,0.0712550607287449,792558,2884.62,65.5,274.753000395199
"446",446,2011,"重庆","重庆大学","重庆大学","理科",86,16086,15.19,0.0712550607287449,792558,2884.62,65.5,274.753000395199
"447",447,2011,"重庆","西南政法大学","西南政法大学","理科",68,21429,3.77,0.0389878542510121,792558,2884.62,65.5,274.753000395199
"448",448,2011,"陕西","西安交通大学","西安交通大学","理科",30,4670,26.73,0.0898785425101215,1012348,3735,65.5,271.043641231593
"449",449,2011,"陕西","西安交通大学","西安交通大学","文科",2,6184,26.73,0.0898785425101215,1012348,3735,65.5,271.043641231593
"450",450,2011,"陕西","西北大学","西北大学","理科",4,30392,11.63,0.0449392712550607,1012348,3735,65.5,271.043641231593
"451",451,2011,"陕西","西安建筑科技大学","西安建筑科技大学","理科",4,24029,2.74,NA,1012348,3735,65.5,271.043641231593
"452",452,2011,"陕西","西北工业大学","西北工业大学","文科",4,9566,17.08,NA,1012348,3735,65.5,271.043641231593
"453",453,2011,"陕西","长安大学","长安大学","理科",50,30392,8.57,NA,1012348,3735,65.5,271.043641231593
"454",454,2011,"陕西","西安电子科技大学","西安电子科技大学","理科",91,18529,8.31,NA,1012348,3735,65.5,271.043641231593
"455",455,2011,"陕西","西北大学","西北大学","文科",2,10919,11.63,0.0449392712550607,1012348,3735,65.5,271.043641231593
"456",456,2011,"陕西","陕西科技大学","陕西科技大学","理科",5,30392,1.05,NA,1012348,3735,65.5,271.043641231593
"457",457,2011,"陕西","陕西师范大学","陕西师范大学","文科",22,10919,5.8,NA,1012348,3735,65.5,271.043641231593
"458",458,2011,"陕西","西北工业大学","西北工业大学","理科",21,15664,17.08,NA,1012348,3735,65.5,271.043641231593
"459",459,2011,"陕西","西北农林科技大学","西北农林科技大学","理科",14,30392,8.74,NA,1012348,3735,65.5,271.043641231593
"460",460,2011,"陕西","陕西师范大学","陕西师范大学","理科",43,30392,5.8,NA,1012348,3735,65.5,271.043641231593
"461",461,2011,"陕西","西安理工大学","西安理工大学","理科",54,30392,3.18,NA,1012348,3735,65.5,271.043641231593
"462",462,2011,"陕西","西安外国语大学","西安外国语大学","理科",6,18751,NA,NA,1012348,3735,65.5,271.043641231593
"463",463,2011,"陕西","西安外国语大学","西安外国语大学","文科",19,7548,NA,NA,1012348,3735,65.5,271.043641231593
"464",464,2011,"黑龙江","石家庄铁道大学","石家庄铁道大学","文科",1,10919,NA,NA,1036860,3833.35,65.5,270.484041373733
"465",465,2011,"黑龙江","东北林业大学","东北林业大学","理科",19,30392,5.11,NA,1036860,3833.35,65.5,270.484041373733
"466",466,2011,"黑龙江","哈尔滨工业大学","哈尔滨工业大学","理科",75,27812,27.82,0.0765182186234818,1036860,3833.35,65.5,270.484041373733
"467",467,2011,"黑龙江","石家庄铁道大学","石家庄铁道大学","理科",4,30392,NA,NA,1036860,3833.35,65.5,270.484041373733
"468",468,2011,"黑龙江","东北林业大学","东北林业大学","文科",3,10919,5.11,NA,1036860,3833.35,65.5,270.484041373733
"469",469,2011,"黑龙江","哈尔滨工程大学","哈尔滨工程大学","理科",20,21667,9.83,NA,1036860,3833.35,65.5,270.484041373733
"470",470,2011,"黑龙江","哈尔滨医科大学","哈尔滨医科大学","理科",18,30392,3.89,NA,1036860,3833.35,65.5,270.484041373733
"471",471,2011,"黑龙江","东北石油大学","东北石油大学","理科",5,30392,NA,NA,1036860,3833.35,65.5,270.484041373733
"472",472,2012,"上海","上海交通大学","上海交通大学","文科",1,403,42.52,0.165558912386707,1919569,2347.46,69.2,817.721707718129
"473",473,2012,"上海","华东师范大学","华东师范大学","理科",12,24729,21.25,0.0894259818731118,1919569,2347.46,69.2,817.721707718129
"474",474,2012,"上海","华东师范大学","华东师范大学","文科",8,2597,21.25,0.0894259818731118,1919569,2347.46,69.2,817.721707718129
"475",475,2012,"上海","复旦大学","复旦大学","理科",40,601,55.57,0.453172205438066,1919569,2347.46,69.2,817.721707718129
"476",476,2012,"上海","上海大学","上海大学","文科",3,5894,8.16,0.0719033232628399,1919569,2347.46,69.2,817.721707718129
"477",477,2012,"上海","上海交通大学医","上海交通大学","理科",8,1036,42.52,0.165558912386707,1919569,2347.46,69.2,817.721707718129
"478",478,2012,"上海","上海财经大学","上海财经大学","文科",11,702,5.92,0.0676737160120846,1919569,2347.46,69.2,817.721707718129
"479",479,2012,"上海","东华大学","东华大学","理科",36,19489,7.73,0.0323262839879154,1919569,2347.46,69.2,817.721707718129
"480",480,2012,"上海","上海外国语大学","上海外国语大学","理科",10,5368,2.86,0.0283987915407855,1919569,2347.46,69.2,817.721707718129
"481",481,2012,"上海","华东政法大学","华东政法大学","文科",23,3855,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129
"482",482,2012,"上海","上海外国语大学","上海外国语大学","文科",5,1116,2.86,0.0283987915407855,1919569,2347.46,69.2,817.721707718129
"483",483,2012,"上海","上海大学","上海大学","理科",22,16895,8.16,0.0719033232628399,1919569,2347.46,69.2,817.721707718129
"484",484,2012,"上海","上海交通大学","上海交通大学","理科",40,309,42.52,0.165558912386707,1919569,2347.46,69.2,817.721707718129
"485",485,2012,"上海","上海理工大学","上海理工大学","理科",55,19247,1.89,NA,1919569,2347.46,69.2,817.721707718129
"486",486,2012,"上海","复旦大学","复旦大学","文科",12,59,55.57,0.453172205438066,1919569,2347.46,69.2,817.721707718129
"487",487,2012,"上海","上海财经大学","上海财经大学","理科",25,1354,5.92,0.0676737160120846,1919569,2347.46,69.2,817.721707718129
"488",488,2012,"上海","华东政法大学","华东政法大学","理科",27,18808,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129
"489",489,2012,"上海","同济大学","同济大学","理科",81,1751,21.1,0.16404833836858,1919569,2347.46,69.2,817.721707718129
"490",490,2012,"上海","华东理工大学","华东理工大学","理科",36,15180,12.54,0.0255589123867069,1919569,2347.46,69.2,817.721707718129
"491",491,2012,"内蒙古","内蒙古大学","内蒙古大学","理科",6,29207,5.82,NA,1435988,2481.71,69.2,578.628445708806
"492",492,2012,"内蒙古","内蒙古大学","内蒙古大学","文科",6,10000,5.82,NA,1435988,2481.71,69.2,578.628445708806
"493",493,2012,"北京","北京第二外国语学院","北京第二外国语学院","文科",11,2908,NA,NA,1625193,2018.6,69.2,805.108986426236
"494",494,2012,"北京","中央民族大学","中央民族大学","理科",8,16794,5.92,0.0374622356495468,1625193,2018.6,69.2,805.108986426236
"495",495,2012,"北京","华北电力大学(北京)","华北电力大学","文科",8,6538,4.6,NA,1625193,2018.6,69.2,805.108986426236
"496",496,2012,"北京","北京交通大学","北京交通大学","理科",77,12460,10.66,0.0537764350453172,1625193,2018.6,69.2,805.108986426236
"497",497,2012,"北京","中国地质大学(北京)","中国地质大学","文科",4,5702,11.85,0.0368580060422961,1625193,2018.6,69.2,805.108986426236
"498",498,2012,"北京","北京大学医学部","北京大学","理科",16,402,100,1,1625193,2018.6,69.2,805.108986426236
"499",499,2012,"北京","北京航空航天大学","北京航空航天大学","理科",55,2071,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236
"500",500,2012,"北京","北京体育大学","北京体育大学","理科",11,29207,NA,NA,1625193,2018.6,69.2,805.108986426236
"501",501,2012,"北京","北京理工大学","北京理工大学","理科",70,10268,15.14,0.0767371601208459,1625193,2018.6,69.2,805.108986426236
"502",502,2012,"北京","中央财经大学","中央财经大学","理科",60,1474,4.9,0.242900302114804,1625193,2018.6,69.2,805.108986426236
"503",503,2012,"北京","中央民族大学","中央民族大学","文科",7,4645,5.92,0.0374622356495468,1625193,2018.6,69.2,805.108986426236
"504",504,2012,"北京","北京交通大学","北京交通大学","文科",5,1840,10.66,0.0537764350453172,1625193,2018.6,69.2,805.108986426236
"505",505,2012,"北京","北京中医药大学","北京中医药大学","理科",6,9130,4.57,0.0302114803625378,1625193,2018.6,69.2,805.108986426236
"506",506,2012,"北京","北京航空航天大学","北京航空航天大学","文科",3,1178,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236
"507",507,2012,"北京","中国地质大学(北京)","中国地质大学","理科",29,23997,11.85,0.0368580060422961,1625193,2018.6,69.2,805.108986426236
"508",508,2012,"北京","中国农业大学","中国农业大学","理科",43,14354,19.6,0.0921148036253776,1625193,2018.6,69.2,805.108986426236
"509",509,2012,"北京","北京科技大学","北京科技大学","理科",49,13395,13.97,0.0613293051359517,1625193,2018.6,69.2,805.108986426236
"510",510,2012,"北京","北京化工大学","北京化工大学","理科",49,21850,8.53,NA,1625193,2018.6,69.2,805.108986426236
"511",511,2012,"北京","北京邮电大学(宏福校区)","北京邮电大学","理科",19,17608,8.49,0.0773413897280967,1625193,2018.6,69.2,805.108986426236
"512",512,2012,"北京","中国传媒大学","中国传媒大学","文科",19,1484,NA,NA,1625193,2018.6,69.2,805.108986426236
"513",513,2012,"北京","中国矿业大学(北京)","中国矿业大学","理科",7,27484,12.25,0.0241087613293051,1625193,2018.6,69.2,805.108986426236
"514",514,2012,"北京","北京林业大学","北京林业大学","文科",12,7392,8.11,0.0240483383685801,1625193,2018.6,69.2,805.108986426236
"515",515,2012,"北京","对外经济贸易大学","对外经济贸易大学","理科",33,2136,3.89,0.0450151057401813,1625193,2018.6,69.2,805.108986426236
"516",516,2012,"北京","清华大学","清华大学","理科",49,96,96.18,0.898972809667674,1625193,2018.6,69.2,805.108986426236
"517",517,2012,"北京","中国人民大学","中国人民大学","理科",34,772,36.61,0.578851963746224,1625193,2018.6,69.2,805.108986426236
"518",518,2012,"北京","中国政法大学","中国政法大学","文科",43,1160,6.45,0.167673716012085,1625193,2018.6,69.2,805.108986426236
"519",519,2012,"北京","北京邮电大学","北京邮电大学","理科",90,8001,8.49,0.0773413897280967,1625193,2018.6,69.2,805.108986426236
"520",520,2012,"北京","中国政法大学","中国政法大学","理科",34,3412,6.45,0.167673716012085,1625193,2018.6,69.2,805.108986426236
"521",521,2012,"北京","北京化工大学","北京化工大学","文科",10,8243,8.53,NA,1625193,2018.6,69.2,805.108986426236
"522",522,2012,"北京","华北电力大学(北京)","华北电力大学","理科",72,12320,4.6,NA,1625193,2018.6,69.2,805.108986426236
"523",523,2012,"北京","北京外国语大学","北京外国语大学","文科",8,6568,3.61,0.0371601208459214,1625193,2018.6,69.2,805.108986426236
"524",524,2012,"北京","中国人民大学","中国人民大学","文科",36,176,36.61,0.578851963746224,1625193,2018.6,69.2,805.108986426236
"525",525,2012,"北京","北京语言大学","北京语言大学","文科",15,3196,1.48,NA,1625193,2018.6,69.2,805.108986426236
"526",526,2012,"北京","北京大学","北京大学","文科",12,28,100,1,1625193,2018.6,69.2,805.108986426236
"527",527,2012,"北京","中央财经大学","中央财经大学","文科",23,591,4.9,0.242900302114804,1625193,2018.6,69.2,805.108986426236
"528",528,2012,"北京","北京林业大学","北京林业大学","理科",74,25317,8.11,0.0240483383685801,1625193,2018.6,69.2,805.108986426236
"529",529,2012,"北京","中国农业大学","中国农业大学","文科",5,5744,19.6,0.0921148036253776,1625193,2018.6,69.2,805.108986426236
"530",530,2012,"北京","中国传媒大学","中国传媒大学","理科",26,11180,NA,NA,1625193,2018.6,69.2,805.108986426236
"531",531,2012,"北京","清华大学","清华大学","文科",4,16,96.18,0.898972809667674,1625193,2018.6,69.2,805.108986426236
"532",532,2012,"北京","北京工业大学","北京工业大学","文科",4,8203,7.47,0.0380664652567976,1625193,2018.6,69.2,805.108986426236
"533",533,2012,"北京","北京体育大学","北京体育大学","文科",6,7945,NA,NA,1625193,2018.6,69.2,805.108986426236
"534",534,2012,"北京","北京理工大学","北京理工大学","文科",5,2427,15.14,0.0767371601208459,1625193,2018.6,69.2,805.108986426236
"535",535,2012,"北京","北京大学","北京大学","理科",12,100,100,1,1625193,2018.6,69.2,805.108986426236
"536",536,2012,"北京","中国石油大学(北京)","中国石油大学","文科",3,4674,11.26,0.0537764350453172,1625193,2018.6,69.2,805.108986426236
"537",537,2012,"北京","北京工业大学","北京工业大学","理科",18,20926,7.47,0.0380664652567976,1625193,2018.6,69.2,805.108986426236
"538",538,2012,"北京","北京外国语大学","北京外国语大学","理科",8,2018,3.61,0.0371601208459214,1625193,2018.6,69.2,805.108986426236
"539",539,2012,"北京","对外经济贸易大学","对外经济贸易大学","文科",33,843,3.89,0.0450151057401813,1625193,2018.6,69.2,805.108986426236
"540",540,2012,"北京","中国石油大学(北京)","中国石油大学","理科",16,29207,11.26,0.0537764350453172,1625193,2018.6,69.2,805.108986426236
"541",541,2012,"北京","北京第二外国语学院","北京第二外国语学院","理科",13,12942,NA,NA,1625193,2018.6,69.2,805.108986426236
"542",542,2012,"吉林","东北师范大学","东北师范大学","理科",8,29207,11.08,0.024833836858006,1056883,2749.41,69.2,384.403562946232
"543",543,2012,"吉林","延边大学","延边大学","文科",4,10000,2.98,NA,1056883,2749.41,69.2,384.403562946232
"544",544,2012,"吉林","延边大学","延边大学","理科",6,29207,2.98,NA,1056883,2749.41,69.2,384.403562946232
"545",545,2012,"吉林","吉林大学","吉林大学","理科",108,22234,33.68,0.075226586102719,1056883,2749.41,69.2,384.403562946232
"546",546,2012,"吉林","吉林大学","吉林大学","文科",12,3778,33.68,0.075226586102719,1056883,2749.41,69.2,384.403562946232
"547",547,2012,"吉林","东北师范大学","东北师范大学","文科",4,10000,11.08,0.024833836858006,1056883,2749.41,69.2,384.403562946232
"548",548,2012,"四川","电子科技大学","电子科技大学","理科",130,14280,10.42,0.0598187311178248,2102668,8050,69.2,261.20099378882
"549",549,2012,"四川","四川大学","四川大学","理科",86,12524,32.23,0.136253776435045,2102668,8050,69.2,261.20099378882
"550",550,2012,"四川","西南交通大学","西南交通大学","理科",104,17702,10.33,0.0277039274924471,2102668,8050,69.2,261.20099378882
"551",551,2012,"四川","西南财经大学","西南财经大学","理科",36,12994,4.45,0.0380664652567976,2102668,8050,69.2,261.20099378882
"552",552,2012,"四川","四川大学","四川大学","文科",16,2635,32.23,0.136253776435045,2102668,8050,69.2,261.20099378882
"553",553,2012,"四川","西南交通大学","西南交通大学","文科",6,7011,10.33,0.0277039274924471,2102668,8050,69.2,261.20099378882
"554",554,2012,"四川","西南财经大学","西南财经大学","文科",24,2639,4.45,0.0380664652567976,2102668,8050,69.2,261.20099378882
"555",555,2012,"四川","电子科技大学(沙河校区)","电子科技大学","理科",20,26470,10.42,0.0598187311178248,2102668,8050,69.2,261.20099378882
"556",556,2012,"天津","南开大学","南开大学","文科",12,1776,27.84,0.152296072507553,1130728,1354.58,69.2,834.744348801843
"557",557,2012,"天津","天津财经大学","天津财经大学","理科",21,17585,1.51,NA,1130728,1354.58,69.2,834.744348801843
"558",558,2012,"天津","南开大学","南开大学","理科",31,1893,27.84,0.152296072507553,1130728,1354.58,69.2,834.744348801843
"559",559,2012,"天津","天津财经大学","天津财经大学","文科",15,5384,1.51,NA,1130728,1354.58,69.2,834.744348801843
"560",560,2012,"天津","天津大学","天津大学","理科",40,10825,22.17,0.0731117824773414,1130728,1354.58,69.2,834.744348801843
"561",561,2012,"安徽","中国科学技术大学","中国科学技术大学","理科",33,677,NA,NA,1530065,5968,69.2,256.378183646113
"562",562,2012,"安徽","合肥工业大学(宣城校区)","合肥工业大学","理科",64,29207,8.02,NA,1530065,5968,69.2,256.378183646113
"563",563,2012,"安徽","安徽大学","安徽大学","理科",14,29207,4.75,0.0264350453172205,1530065,5968,69.2,256.378183646113
"564",564,2012,"安徽","合肥工业大学","合肥工业大学","理科",50,21962,8.02,NA,1530065,5968,69.2,256.378183646113
"565",565,2012,"安徽","安徽大学","安徽大学","文科",16,9172,4.75,0.0264350453172205,1530065,5968,69.2,256.378183646113
"566",566,2012,"安徽","安徽医科大学","安徽医科大学","理科",3,25590,1.63,NA,1530065,5968,69.2,256.378183646113
"567",567,2012,"山东","山东大学威海分校","山东大学","理科",35,26943,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034
"568",568,2012,"山东","山东大学","山东大学","理科",81,29207,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034
"569",569,2012,"山东","中国石油大学(华东)","中国石油大学","理科",40,23126,11.26,0.0537764350453172,4536185,9637.27,69.2,470.691907563034
"570",570,2012,"山东","中国海洋大学","中国海洋大学","理科",86,19899,11.11,0.0311178247734139,4536185,9637.27,69.2,470.691907563034
"571",571,2012,"山东","中国海洋大学","中国海洋大学","文科",18,5721,11.11,0.0311178247734139,4536185,9637.27,69.2,470.691907563034
"572",572,2012,"山东","山东大学威海分校","山东大学","文科",20,9007,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034
"573",573,2012,"山东","哈尔滨工业大学(威海)","哈尔滨工业大学","理科",25,18600,27.27,0.0424773413897281,4536185,9637.27,69.2,470.691907563034
"574",574,2012,"山东","山东大学","山东大学","文科",25,9540,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034
"575",575,2012,"山西","太原理工大学","太原理工大学","理科",30,29207,5.63,NA,1123755,3593.28,69.2,312.737944162437
"576",576,2012,"广东","南方医科大学","南方医科大学","文科",60,10000,4.36,NA,5321028,10505,69.2,506.523369823893
"577",577,2012,"广东","华南理工大学","华南理工大学","文科",258,3538,16.73,0.0830815709969789,5321028,10505,69.2,506.523369823893
"578",578,2012,"广东","汕头大学","汕头大学","理科",662,29207,1.66,NA,5321028,10505,69.2,506.523369823893
"579",579,2012,"广东","华南农业大学","华南农业大学","文科",1423,10000,6.15,0.0323262839879154,5321028,10505,69.2,506.523369823893
"580",580,2012,"广东","中山大学","中山大学","理科",2677,6082,33.77,0.250453172205438,5321028,10505,69.2,506.523369823893
"581",581,2012,"广东","华南师范大学","华南师范大学","文科",1192,8255,6.64,0.0504531722054381,5321028,10505,69.2,506.523369823893
"582",582,2012,"广东","广州医科大学","广州医科大学","理科",208,24324,1.26,NA,5321028,10505,69.2,506.523369823893
"583",583,2012,"广东","汕头大学（汕头大学医）","汕头大学","理科",242,24749,1.66,NA,5321028,10505,69.2,506.523369823893
"584",584,2012,"广东","华南理工大学","华南理工大学","理科",2731,9024,16.73,0.0830815709969789,5321028,10505,69.2,506.523369823893
"585",585,2012,"广东","广东外语外贸大学","广东外语外贸大学","文科",1940,7206,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893
"586",586,2012,"广东","广东外语外贸大学","广东外语外贸大学","理科",1839,17488,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893
"587",587,2012,"广东","汕头大学","汕头大学","文科",303,10000,1.66,NA,5321028,10505,69.2,506.523369823893
"588",588,2012,"广东","暨南大学","暨南大学","理科",1412,11744,8.2,0.0803625377643505,5321028,10505,69.2,506.523369823893
"589",589,2012,"广东","华南农业大学","华南农业大学","理科",5259,29207,6.15,0.0323262839879154,5321028,10505,69.2,506.523369823893
"590",590,2012,"广东","广州中医药大学","广州中医药大学","理科",1462,29207,3.16,NA,5321028,10505,69.2,506.523369823893
"591",591,2012,"广东","华南师范大学","华南师范大学","理科",1810,20245,6.64,0.0504531722054381,5321028,10505,69.2,506.523369823893
"592",592,2012,"广东","暨南大学","暨南大学","文科",547,3035,8.2,0.0803625377643505,5321028,10505,69.2,506.523369823893
"593",593,2012,"广东","广州中医药大学","广州中医药大学","文科",578,10000,3.16,NA,5321028,10505,69.2,506.523369823893
"594",594,2012,"广东","南方医科大学","南方医科大学","理科",1500,29207,4.36,NA,5321028,10505,69.2,506.523369823893
"595",595,2012,"广东","中山大学","中山大学","文科",914,1764,33.77,0.250453172205438,5321028,10505,69.2,506.523369823893
"596",596,2012,"广西","广西大学","广西大学","理科",6,29207,4.94,0.0269788519637462,1172087,4645,69.2,252.333046286329
"597",597,2012,"广西","广西大学","广西大学","文科",5,10000,4.94,0.0269788519637462,1172087,4645,69.2,252.333046286329
"598",598,2012,"广西","广西医科大学","广西医科大学","理科",13,26421,1.06,NA,1172087,4645,69.2,252.333046286329
"599",599,2012,"新疆","新疆大学","新疆大学","理科",4,29207,5.48,NA,661005,2208.71,69.2,299.271973233245
"600",600,2012,"新疆","新疆大学","新疆大学","文科",2,10000,5.48,NA,661005,2208.71,69.2,299.271973233245
"601",601,2012,"江苏","中国矿业大学","中国矿业大学","理科",96,29207,12.25,0.0241087613293051,4911027,7898.80066823418,69.2,621.743376782527
"602",602,2012,"江苏","河海大学","河海大学","理科",88,22297,8.95,NA,4911027,7898.80066823418,69.2,621.743376782527
"603",603,2012,"江苏","中国药科大学","中国药科大学","理科",21,23353,3.4,NA,4911027,7898.80066823418,69.2,621.743376782527
"604",604,2012,"江苏","中国矿业大学","中国矿业大学","文科",2,9196,12.25,0.0241087613293051,4911027,7898.80066823418,69.2,621.743376782527
"605",605,2012,"江苏","南京信息工程大学","南京信息工程大学","文科",6,10000,1.24,NA,4911027,7898.80066823418,69.2,621.743376782527
"606",606,2012,"江苏","南京工业大学","南京工业大学","文科",9,10000,4.77,0.0241087613293051,4911027,7898.80066823418,69.2,621.743376782527
"607",607,2012,"江苏","中国人民大学(苏州校区)","中国人民大学","理科",4,3260,36.61,0.578851963746224,4911027,7898.80066823418,69.2,621.743376782527
"608",608,2012,"江苏","南京理工大学","南京理工大学","理科",43,14754,9.85,NA,4911027,7898.80066823418,69.2,621.743376782527
"609",609,2012,"江苏","南京大学","南京大学","文科",16,240,42.9,0.169184290030211,4911027,7898.80066823418,69.2,621.743376782527
"610",610,2012,"江苏","南京工业大学","南京工业大学","理科",31,29083,4.77,0.0241087613293051,4911027,7898.80066823418,69.2,621.743376782527
"611",611,2012,"江苏","南京农业大学","南京农业大学","理科",71,29207,9.25,NA,4911027,7898.80066823418,69.2,621.743376782527
"612",612,2012,"江苏","南京邮电大学","南京邮电大学","理科",46,18136,1.76,NA,4911027,7898.80066823418,69.2,621.743376782527
"613",613,2012,"江苏","南京大学","南京大学","理科",46,803,42.9,0.169184290030211,4911027,7898.80066823418,69.2,621.743376782527
"614",614,2012,"江苏","东南大学","东南大学","理科",50,9113,19.22,0.0779456193353474,4911027,7898.80066823418,69.2,621.743376782527
"615",615,2012,"江苏","河海大学","河海大学","文科",8,7010,8.95,NA,4911027,7898.80066823418,69.2,621.743376782527
"616",616,2012,"江苏","南京信息工程大学","南京信息工程大学","理科",12,28711,1.24,NA,4911027,7898.80066823418,69.2,621.743376782527
"617",617,2012,"江苏","江南大学","江南大学","理科",41,29183,6.11,NA,4911027,7898.80066823418,69.2,621.743376782527
"618",618,2012,"江苏","苏州大学","苏州大学","理科",26,24387,8.61,0.027583081570997,4911027,7898.80066823418,69.2,621.743376782527
"619",619,2012,"江苏","江南大学","江南大学","文科",8,7741,6.11,NA,4911027,7898.80066823418,69.2,621.743376782527
"620",620,2012,"江苏","南京航空航天大学","南京航空航天大学","理科",54,16496,9.3,NA,4911027,7898.80066823418,69.2,621.743376782527
"621",621,2012,"江苏","中国人民大学(苏州校区)","中国人民大学","文科",6,2693,36.61,0.578851963746224,4911027,7898.80066823418,69.2,621.743376782527
"622",622,2012,"江苏","苏州大学","苏州大学","文科",8,5113,8.61,0.027583081570997,4911027,7898.80066823418,69.2,621.743376782527
"623",623,2012,"江苏","南京邮电大学","南京邮电大学","文科",4,10000,1.76,NA,4911027,7898.80066823418,69.2,621.743376782527
