,UniversityNo,University_Name,University_Name_Pinyin,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Student_Population,X1A_Number,Ranking_Scores,Media_Impact,Topic,Plan_Number,Plan_Number_Total,Lowest_Ranking,Label,Ranking_Percentage
428,10030,北京外国语大学,beijingwaiguoyudaxue,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,3.77,0.0388065844,文科,8,103.0,222,2,0.0204250621
429,10030,北京外国语大学,beijingwaiguoyudaxue,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,3.77,0.0388065844,理科,8,820.0,5656,6,0.1914043993
430,10030,北京外国语大学,beijingwaiguoyudaxue,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,3.65,0.032024291499999996,文科,9,109.0,238,3,0.021796867799999998
431,10030,北京外国语大学,beijingwaiguoyudaxue,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,3.65,0.032024291499999996,理科,8,611.0,2824,6,0.0929191893
432,10030,北京外国语大学,beijingwaiguoyudaxue,北京外国语大学,2122.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,61.35,0.0422077922,文科,7,147.0,422,4,0.0301428571
433,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,100.0,1.0,文科,18,22.0,30,1,0.0023212628
434,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,100.0,1.0,文科,20,25.0,52,1,0.0030653148
435,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,100.0,1.0,理科,18,81.0,114,0,0.0028203859
436,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,100.0,1.0,理科,12,39.0,101,0,0.003323243
437,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,100.0,1.0,理科,12,61.0,100,0,0.0034238368
438,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,100.0,1.0,文科,12,14.0,25,0,0.002289587
439,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,100.0,1.0,文科,20,24.0,34,1,0.0024285714
440,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,100.0,1.0,文科,12,16.0,28,1,0.0028
441,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,100.0,1.0,理科,16,50.0,118,0,0.0039932318
442,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,100.0,1.0,文科,12,14.0,23,0,0.00211611
443,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,100.0,1.0,理科,20,80.0,66,0,0.0012941176
444,10001,北京大学,beijingdaxue,北京大学,2156.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,100.0,1.0,理科,20,84.0,87,0,0.0020182805
445,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,100.0,1.0,理科,15,108.0,264,1,0.0089340102
446,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,100.0,1.0,理科,16,117.0,402,1,0.0137638237
447,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,100.0,1.0,理科,18,168.0,229,1,0.0056655121
448,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,100.0,1.0,理科,20,157.0,372,2,0.0086298891
449,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,100.0,1.0,理科,21,148.0,393,2,0.0077058824
450,19001,北京大学,beijingdaxue,北京大学医学部,2156.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,100.0,1.0,理科,15,204.0,358,2,0.0117794156
451,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,7.47,0.0380664653,文科,4,7780.0,8203,10,0.8203
452,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,62.73,0.07646103900000001,文科,4,7171.0,6848,9,0.4891428571
453,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,7.54,0.0325910931,理科,14,17659.0,25010,12,0.8229139247
454,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,62.73,0.07646103900000001,理科,11,40651.0,43106,15,1.0
455,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,63.97,0.0400936037,文科,4,4913.0,8084,10,0.47653855219999997
456,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,7.47,0.0380664653,理科,18,16917.0,20926,11,0.7164720786
457,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,7.95,0.06378600820000001,理科,18,9731.0,16402,9,0.5550592217
458,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,6.71,0.039416058399999995,文科,6,10697.0,12924,12,1.0
459,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,7.54,0.0325910931,文科,6,10967.0,10919,11,1.0
460,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,6.71,0.039416058399999995,理科,12,14462.0,20054,10,0.4961405245
461,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,7.95,0.06378600820000001,文科,2,8164.0,8369,8,0.7699880393999999
462,10005,北京工业大学,beijinggongyedaxue,北京工业大学,2116.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,63.97,0.0400936037,理科,13,21375.0,31867,13,0.6248431373
463,10027,北京师范大学,beijingshifandaxue,北京师范大学,2119.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,74.35,0.27457098280000003,理科,20,807.0,2800,6,0.0549019608
464,10027,北京师范大学,beijingshifandaxue,北京师范大学,2119.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,74.35,0.27457098280000003,文科,10,241.0,620,5,0.036547984
465,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,62.84,0.0,理科,81,21672.0,31472,14,0.7301071777
466,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,62.84,0.0,文科,19,7171.0,7753,9,0.5537857143
467,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,7.21,0.032345679,理科,54,17574.0,24073,11,0.8146531303
468,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,7.21,0.032345679,文科,16,11175.0,10704,9,0.9848192106
469,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,8.11,0.024048338399999997,文科,12,7780.0,7392,10,0.7392
470,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,8.11,0.024048338399999997,理科,74,27731.0,25317,12,0.8668127504
471,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,6.85,0.022846715299999997,文科,14,8056.0,7367,11,0.5700247601
472,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,64.48,0.0,文科,18,4913.0,7123,10,0.4198891771
473,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,7.66,0.0,理科,69,17659.0,25920,12,0.8528560146999999
474,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,7.66,0.0,文科,17,7914.0,7987,10,0.7314772415
475,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,64.48,0.0,理科,86,21375.0,29057,13,0.569745098
476,10022,北京林业大学,beijinglinyedaxue,北京林业大学,2135.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,6.85,0.022846715299999997,理科,87,21284.0,28470,12,0.7043542801
477,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,65.77,0.0946428571,理科,72,6709.0,9466,9,0.2195981998
478,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,14.04,0.0778588808,文科,8,10697.0,12924,12,1.0
479,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,15.14,0.0767371601,文科,5,1241.0,2427,7,0.2427
480,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,16.6,0.07651821860000001,文科,5,2243.0,3045,8,0.27887169149999996
481,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,16.6,0.07651821860000001,理科,65,8284.0,9536,9,0.3137667807
482,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,15.14,0.0767371601,理科,70,6679.0,10268,8,0.35155955759999996
483,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,67.33,0.0801872075,文科,8,1848.0,3338,8,0.1967696298
484,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,14.04,0.0778588808,理科,74,7093.0,9832,8,0.2432459179
485,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,17.15,0.09423868310000001,理科,61,1173.0,7447,7,0.2520135364
486,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,17.15,0.09423868310000001,文科,4,1291.0,2524,5,0.2322200754
487,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,65.77,0.0946428571,文科,6,2292.0,3175,7,0.2267857143
488,10007,北京理工大学,beijingligongdaxue,北京理工大学,2123.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,67.33,0.0801872075,理科,76,6931.0,8936,8,0.17521568629999998
489,10050,北京电影学院,beijingdianyingxueyuan,北京电影学院,2128.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,0.0,0.1322932917,文科,2,3149.0,4476,9,0.2638528649
490,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,13.8,0.0599190283,理科,42,28810.0,29750,13,0.97887602
491,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,65.2,0.0530844156,理科,57,9855.0,14879,11,0.3451723658
492,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,66.45,0.0497659906,理科,58,10152.0,13927,10,0.2730784314
493,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,13.97,0.061329305099999995,理科,49,8915.0,13395,9,0.4586229329
494,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,66.45,0.0497659906,文科,1,1848.0,3875,8,0.2284248998
495,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,14.25,0.08930041150000001,理科,31,7208.0,11773,8,0.39840947549999994
496,10008,北京科技大学,beijingkejidaxue,北京科技大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,13.0,0.0576642336,理科,56,9541.0,14460,9,0.3577436912
497,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,0.0,0.0,理科,18,19467.0,22372,12,0.43866666670000004
498,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,0.0,0.0,理科,18,14462.0,18670,10,0.4619000495
499,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,60.17,0.0,理科,18,20704.0,25962,13,0.6022827449
500,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,0.0,0.0,理科,13,8915.0,12942,9,0.44311295240000004
501,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,0.0,0.0,文科,13,1723.0,2537,8,0.1963014547
502,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,60.17,0.0,文科,13,13299.0,13347,11,0.9533571429000001
503,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,0.0,0.0,文科,13,1291.0,2453,5,0.22568773579999998
504,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,0.0,0.0,文科,11,2176.0,2908,8,0.2908
505,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,0.0,0.0,文科,13,3149.0,4655,9,0.2744046216
506,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,0.0,0.0,理科,12,9731.0,14050,9,0.47546531299999995
507,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,0.0,0.0,文科,9,2243.0,3614,8,0.3309826907
508,10031,北京第二外国语学院,beijingdierwaiguoyuxueyuan,北京第二外国语学院,2146.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,0.0,0.0,理科,13,13215.0,15042,10,0.4949328771
509,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,21.85,0.0628398792,理科,55,651.0,2071,5,0.0709076591
510,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,22.14,0.1041152263,文科,3,1291.0,2976,5,0.27380623789999997
511,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,70.65,0.08970358810000001,文科,4,1302.0,2029,7,0.1196062249
512,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,19.81,0.0600973236,文科,3,1073.0,1626,7,0.125812442
513,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,21.96,0.0748987854,文科,3,1211.0,1333,6,0.1220807766
514,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,22.14,0.1041152263,理科,47,559.0,1647,4,0.055736040599999995
515,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,19.81,0.0600973236,理科,55,566.0,1854,4,0.045868382
516,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,70.65,0.08970358810000001,理科,83,602.0,2191,5,0.0429607843
517,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,21.96,0.0748987854,理科,52,603.0,1860,5,0.061200315899999996
518,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,21.85,0.0628398792,文科,3,257.0,1178,6,0.1178
519,10006,北京航空航天大学,beijinghangkonghangtiandaxue,北京航空航天大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,68.36,0.0803571429,理科,60,597.0,1527,5,0.0354243029
520,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,75.6,14000,60.49,0.0,文科,16,2458.0,4135,8,0.2953571429
521,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,69.2,10000,1.48,0.0,文科,15,2176.0,3196,8,0.3196
522,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,65.5,10919,1.58,0.0,文科,15,1860.0,2230,7,0.20423115670000003
523,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,12924,1.11,0.0,文科,19,2308.0,3459,9,0.267641597
524,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,61.5,10869,1.57,0.0269958848,文科,15,303.0,1698,4,0.1562241237
525,10032,北京语言大学,beijingyuyandaxue,北京语言大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,16964,61.98,0.0,文科,14,1848.0,3504,8,0.20655505780000002
526,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,8.38,0.10164609050000001,理科,14,17574.0,22977,11,0.7775634518000001
527,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,8.49,0.0773413897,理科,19,13947.0,17608,10,0.6028691752
528,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,63.22,0.0589285714,理科,26,20704.0,24647,13,0.5717765508
529,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,64.26,0.056630265199999995,理科,28,19467.0,24551,12,0.4813921569
530,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,7.69,0.07883211679999999,理科,101,4042.0,6720,7,0.1662543295
531,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,1950056,2114.8,922.0994893134,2014,75.6,43106,63.22,0.0589285714,理科,97,40651.0,43106,15,1.0
532,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,1625193,2018.6,805.1089864262,2012,69.2,29207,8.49,0.0773413897,理科,90,6679.0,8001,8,0.2739411785
533,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,2133083,2152.0,991.2095724907001,2015,75.4,51000,64.26,0.056630265199999995,理科,96,10152.0,12808,10,0.2511372549
534,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,61.5,29550,8.38,0.10164609050000001,理科,88,7208.0,11069,8,0.3745854484
535,10013,北京邮电大学,beijingyoudiandaxue,北京邮电大学,2127.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,8.33,0.071659919,理科,89,8284.0,10833,9,0.3564424849
536,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,1787940,2069.3,864.0313149374001,2013,72.7,40420,7.69,0.07883211679999999,理科,24,21284.0,28237,12,0.6985898070000001
537,19013,北京邮电大学,beijingyoudiandaxue,北京邮电大学(宏福校区),2127.0,北京,1411358,1961.9,719.3832509302,2011,65.5,30392,8.33,0.071659919,理科,17,16174.0,18045,11,0.5937417742000001
538,10404,华东交通大学,huadongjiaotongdaxue,华东交通大学,1455.0,江西,1570859,4542.0,345.85182738879996,2015,75.4,16964,61.7,0.0,文科,6,14945.0,16964,12,1.0
539,10404,华东交通大学,huadongjiaotongdaxue,华东交通大学,1455.0,江西,1570859,4542.0,345.85182738879996,2015,75.4,51000,61.7,0.0,理科,59,46267.0,51000,15,1.0
540,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,67.73,0.1168831169,理科,18,6709.0,9012,9,0.2090660233
541,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2356094,2426.0,971.1846661171,2015,75.4,16964,69.9,0.1274570983,文科,11,387.0,1372,6,0.0808771516
542,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,1919569,2347.46,817.7217077181,2012,69.2,10000,21.25,0.08942598189999999,文科,8,1241.0,2597,7,0.2597
543,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,18.73,0.0912408759,理科,20,9541.0,12665,9,0.3133349827
544,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,1504645,2210.2841277426,680.7473216291,2010,61.5,10869,21.11,0.10329218109999999,文科,4,2214.0,3076,6,0.2830067163
545,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,12924,18.73,0.0912408759,文科,8,1073.0,1796,7,0.1389662643
546,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,14000,67.73,0.1168831169,文科,9,1174.0,1685,6,0.12035714289999999
547,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,1919569,2347.46,817.7217077181,2012,69.2,29207,21.25,0.08942598189999999,理科,12,27731.0,24729,12,0.8466805903
548,10269,华东师范大学,huadongshifandaxue,华东师范大学,1457.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,69.9,0.1274570983,理科,25,6931.0,6724,8,0.1318431373
549,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,1919569,2347.46,817.7217077181,2012,69.2,10000,1.3,0.025649546800000003,文科,23,2176.0,3855,8,0.3855
550,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,12924,1.42,0.025790754300000003,文科,26,2308.0,3524,9,0.27267099969999997
551,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2356094,2426.0,971.1846661171,2015,75.4,16964,62.09,0.0,文科,15,1302.0,2771,7,0.163345909
552,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,60.59,0.0,理科,30,16082.0,21748,12,0.5045237322
553,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,1919569,2347.46,817.7217077181,2012,69.2,29207,1.3,0.025649546800000003,理科,27,16917.0,18808,11,0.6439552162
554,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,1.42,0.025790754300000003,理科,34,17968.0,22447,11,0.5553438892
555,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,14000,60.59,0.0,文科,22,7171.0,5462,9,0.3901428571
556,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,1716598,2302.66,745.4847871592,2011,65.5,30392,1.33,0.029311740899999997,理科,27,17659.0,22664,12,0.7457225586
557,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,62.09,0.0,理科,16,10152.0,15431,10,0.3025686275
558,10276,华东政法大学,huadongzhengfadaxue,华东政法大学,1457.0,上海,1716598,2302.66,745.4847871592,2011,65.5,10919,1.33,0.029311740899999997,文科,23,6419.0,4978,9,0.45590255520000006
559,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,65.76,0.0,理科,36,9855.0,14042,11,0.3257551153
560,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,66.08,0.034165366600000004,理科,37,9069.0,12327,9,0.2417058824
561,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,1716598,2302.66,745.4847871592,2011,65.5,30392,12.15,0.0280566802,理科,34,16174.0,18832,11,0.6196367465
562,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,1504645,2210.2841277426,680.7473216291,2010,61.5,29550,11.61,0.03,理科,36,9731.0,14107,9,0.47739424700000005
563,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,13.21,0.0255474453,理科,36,14462.0,16041,10,0.3968579911
564,10251,华东理工大学,huadongligongdaxue,华东理工大学,1448.0,上海,1919569,2347.46,817.7217077181,2012,69.2,29207,12.54,0.0255589124,理科,36,13947.0,15180,10,0.5197384189
565,10504,华中农业大学,huazhongnongyedaxue,华中农业大学,984.0,湖北,2736704,5816.0,470.5474552957,2015,75.4,16964,65.81,0.0379095164,文科,16,10855.0,12057,11,0.7107403914
566,10504,华中农业大学,huazhongnongyedaxue,华中农业大学,984.0,湖北,1296110,5720.0,226.5926573427,2010,61.5,10869,10.88,0.0330452675,文科,12,11175.0,10845,9,0.9977918852
567,10504,华中农业大学,huazhongnongyedaxue,华中农业大学,984.0,湖北,2225045,5779.0,385.0224952414,2013,72.7,40420,10.56,0.029683698300000002,理科,38,35561.0,40420,13,1.0
568,10504,华中农业大学,huazhongnongyedaxue,华中农业大学,984.0,湖北,2736704,5816.0,470.5474552957,2015,75.4,51000,65.81,0.0379095164,理科,37,24731.0,39622,14,0.7769019608
