,UniversityNo,University_Name,University_Name_Pinyin,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Student_Population,X1A_Number,Ranking_Scores,Media_Impact,Topic,Plan_Number,Plan_Number_Total,Lowest_Ranking,Label,Ranking_Percentage
766,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,3948256,10130.1854628636,389.7516007455,2010,61.5,29550,5.29,0.0,理科,1693,28587.0,29546,12,0.9998646362000001
767,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,4601306,10440.94,440.69844286050005,2011,65.5,30392,5.27,0.0,理科,1899,28810.0,30392,13,1.0
768,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,72.7,12924,4.73,0.0,文科,58,10697.0,12924,12,1.0
769,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,6216397,10644.0,584.0282788425,2014,75.6,14000,62.04,0.0,文科,38,9020.0,10896,10,0.7782857143
770,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,6779224,10724.0,632.1544199925,2015,75.4,51000,63.23,0.0,理科,1522,24731.0,35527,14,0.6966078431
771,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,4601306,10440.94,440.69844286050005,2011,65.5,10919,5.27,0.0,文科,266,10967.0,10919,11,1.0
772,12121,南方医科大学,nanfangyikedaxue,南方医科大学,14.5,广东,5706792,10594.0,538.6815178403,2013,72.7,40420,4.73,0.0,理科,1262,21284.0,26823,12,0.6636071252
773,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,765518,4432.1581,172.7190192065,2010,61.5,29550,7.42,0.042798353899999995,理科,22,28587.0,29057,12,0.9833164129
774,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,72.7,40420,6.38,0.0413625304,理科,42,35561.0,40420,13,1.0
775,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,945126,4462.2489,211.80485920450002,2011,65.5,10919,6.91,0.038825910899999996,文科,11,10967.0,10162,11,0.9306713069
776,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,945126,4462.2489,211.80485920450002,2011,65.5,30392,6.91,0.038825910899999996,理科,20,17659.0,27066,12,0.8905633061
777,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,765518,4432.1581,172.7190192065,2010,61.5,10869,7.42,0.042798353899999995,文科,20,8164.0,9384,8,0.8633728954000001
778,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1170282,4488.4367,260.7326510809,2012,69.2,10000,6.61,0.0407854985,文科,10,7780.0,8675,10,0.8675
779,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,75.6,43106,62.87,0.0456168831,理科,49,21672.0,36401,14,0.8444532084
780,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1433850,4522.15,317.0726313811,2014,75.6,14000,62.87,0.0456168831,文科,14,13299.0,11558,11,0.8255714286
781,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1294888,4503.9321,287.50166992970003,2013,72.7,12924,6.38,0.0413625304,文科,14,10697.0,12924,12,1.0
782,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1170282,4488.4367,260.7326510809,2012,69.2,29207,6.61,0.0407854985,理科,19,27731.0,25229,12,0.8637997740000001
783,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1570859,4542.0,345.85182738879996,2015,75.4,51000,63.94,0.0,理科,74,21375.0,31370,13,0.6150980392000001
784,10403,南昌大学,nanchangdaxue,南昌大学,775.0,江西,1570859,4542.0,345.85182738879996,2015,75.4,16964,63.94,0.0,文科,19,10855.0,10330,11,0.6089365715999999
785,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,61.5,29550,26.4,0.11893004119999999,理科,70,9731.0,12248,9,0.41448392549999996
786,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1756018,3720.0,472.0478494624,2012,69.2,29207,25.42,0.1465256798,理科,91,3498.0,7122,7,0.2438456534
787,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1970178,3748.0,525.6611526147,2013,72.7,40420,24.63,0.13771289539999998,理科,111,4042.0,6777,7,0.1676645225
788,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,2405576,3806.0,632.0483447189,2015,75.4,51000,71.66,0.17628705149999999,理科,107,6931.0,6838,8,0.1340784314
789,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1970178,3748.0,525.6611526147,2013,72.7,12924,24.63,0.13771289539999998,文科,27,1073.0,1474,7,0.1140513773
790,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1756018,3720.0,472.0478494624,2012,69.2,10000,25.42,0.1465256798,文科,23,257.0,1677,6,0.1677
791,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,2175964,3774.0,576.5670376259,2014,75.6,43106,70.43,0.1818181818,理科,97,6709.0,7157,9,0.1660325709
792,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,2175964,3774.0,576.5670376259,2014,75.6,14000,70.43,0.1818181818,文科,18,1174.0,1599,6,0.1142142857
793,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1473712,3693.0,399.0555104251,2011,65.5,10919,26.03,0.17085020239999998,文科,25,1860.0,1995,7,0.1827090393
794,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,2405576,3806.0,632.0483447189,2015,75.4,16964,71.66,0.17628705149999999,文科,17,387.0,1419,6,0.0836477246
795,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1473712,3693.0,399.0555104251,2011,65.5,30392,26.03,0.17085020239999998,理科,87,3840.0,7331,8,0.2412147934
796,10384,厦门大学,shamendaxue,厦门大学,686.0,福建,1223653,3666.0,333.784233497,2010,61.5,10869,26.4,0.11893004119999999,文科,22,303.0,1620,4,0.14904775050000002
797,60384,厦门大学,shamendaxue,厦门大学(中外合作办学专业),686.0,福建,2405576,3806.0,632.0483447189,2015,75.4,16964,71.66,0.17628705149999999,文科,10,3149.0,4350,9,0.2564253714
798,60384,厦门大学,shamendaxue,厦门大学(中外合作办学专业),686.0,福建,2405576,3806.0,632.0483447189,2015,75.4,51000,71.66,0.17628705149999999,理科,16,13301.0,18074,11,0.3543921569
799,60384,厦门大学,shamendaxue,厦门大学(中外合作办学专业),686.0,福建,2175964,3774.0,576.5670376259,2014,75.6,14000,70.43,0.1818181818,文科,10,7171.0,5967,9,0.42621428570000003
800,60384,厦门大学,shamendaxue,厦门大学(中外合作办学专业),686.0,福建,2175964,3774.0,576.5670376259,2014,75.6,43106,70.43,0.1818181818,理科,12,20704.0,27591,13,0.6400733077
801,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,2084875,6083.0,342.7379582443,2015,75.4,51000,64.31,0.0,理科,90,21375.0,28228,13,0.5534901960999999
802,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1530065,5968.0,256.3781836461,2012,69.2,29207,8.02,0.0,理科,50,16917.0,21962,11,0.7519430274
803,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1721205,5988.0,287.4423847695,2013,72.7,12924,7.89,0.0,文科,2,10697.0,12924,12,1.0
804,19359,合肥工业大学,hefeigongyedaxue,合肥工业大学(宣城校区),1212.0,安徽,1530065,5968.0,256.3781836461,2012,69.2,29207,8.02,0.0,理科,64,27731.0,29207,12,1.0
805,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1235933,5956.7,207.4861920191,2011,65.5,10919,7.28,0.0,文科,10,10967.0,10919,11,1.0
806,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1235933,5956.7,207.4861920191,2011,65.5,30392,7.28,0.0,理科,105,28810.0,29912,13,0.9842063701
807,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1903887,6029.8,315.7462934094,2014,75.6,43106,63.22,0.0,理科,86,20704.0,28966,13,0.6719714193
808,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1006282,6131.0,164.1301582124,2010,61.5,29550,7.12,0.0,理科,108,17574.0,23190,11,0.7847715735999999
809,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1721205,5988.0,287.4423847695,2013,72.7,40420,7.89,0.0,理科,67,21284.0,29635,12,0.7331766451999999
810,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1903887,6029.8,315.7462934094,2014,75.6,14000,63.22,0.0,文科,2,13299.0,12785,11,0.9132142857
811,19359,合肥工业大学,hefeigongyedaxue,合肥工业大学(宣城校区),1212.0,安徽,1721205,5988.0,287.4423847695,2013,72.7,40420,7.89,0.0,理科,80,35561.0,40420,13,1.0
812,10359,合肥工业大学,hefeigongyedaxue,合肥工业大学,1212.0,安徽,1006282,6131.0,164.1301582124,2010,61.5,10869,7.12,0.0,文科,6,11175.0,10869,9,1.0
813,19359,合肥工业大学,hefeigongyedaxue,合肥工业大学(宣城校区),1212.0,安徽,1903887,6029.8,315.7462934094,2014,75.6,43106,63.22,0.0,理科,64,40651.0,43106,15,1.0
814,19359,合肥工业大学,hefeigongyedaxue,合肥工业大学(宣城校区),1212.0,安徽,2084875,6083.0,342.7379582443,2015,75.4,51000,64.31,0.0,理科,64,46267.0,48868,15,0.9581960784
815,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,727875,2739.55,265.6914456754,2010,61.5,10869,37.23,0.0740740741,文科,10,8164.0,7931,8,0.7296899439
816,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,727875,2739.55,265.6914456754,2010,61.5,29550,37.23,0.0740740741,理科,90,14427.0,19526,10,0.6607783418
817,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1298146,2751.28,471.833473874,2014,75.6,14000,74.95,0.1030844156,文科,24,2458.0,5235,8,0.3739285714
818,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,866758,2746.6,315.5748925945,2011,65.5,30392,35.41,0.0680161943,理科,100,16174.0,19965,11,0.6569162938
819,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1298146,2751.28,471.833473874,2014,75.6,43106,74.95,0.1030844156,理科,174,16082.0,18078,12,0.4193847724
820,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1380381,2752.0,501.5919331395,2015,75.4,16964,76.03,0.1001560062,文科,41,3149.0,4324,9,0.25489271399999996
821,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1056883,2749.41,384.40356294620005,2012,69.2,29207,33.68,0.0752265861,理科,108,16917.0,22234,11,0.7612558633
822,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1380381,2752.0,501.5919331395,2015,75.4,51000,76.03,0.1001560062,理科,254,13301.0,19053,11,0.3735882353
823,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1193924,2750.4,434.0910413031,2013,72.7,12924,34.0,0.0729927007,文科,8,2308.0,3648,9,0.2822655525
824,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1193924,2750.4,434.0910413031,2013,72.7,40420,34.0,0.0729927007,理科,152,14462.0,17854,10,0.4417120238
825,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,866758,2746.6,315.5748925945,2011,65.5,10919,35.41,0.0680161943,文科,10,6419.0,5655,9,0.51790457
826,10183,吉林大学,jilindaxue,吉林大学,3064.0,吉林,1056883,2749.41,384.40356294620005,2012,69.2,10000,33.68,0.0752265861,文科,12,2176.0,3778,8,0.3778
827,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,70.14,0.17004680190000002,理科,94,602.0,1739,5,0.0340980392
828,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,21.52,0.1654501217,理科,98,566.0,1444,4,0.0357248887
829,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,1504645,2210.2841277426,680.7473216291,2010,61.5,29550,21.62,0.15514403289999998,理科,80,559.0,2040,4,0.069035533
830,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,1716598,2302.66,745.4847871592,2011,65.5,30392,21.63,0.1453441296,理科,80,425.0,1555,4,0.051164780199999996
831,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,1919569,2347.46,817.7217077181,2012,69.2,29207,21.1,0.1640483384,理科,81,524.0,1751,4,0.059951381500000005
832,10247,同济大学,tongjidaxue,同济大学,1475.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,68.92,0.1704545455,理科,94,597.0,1895,5,0.0439613975
833,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1438293,3835.02,375.0418511507,2014,75.6,14000,61.94,0.0,文科,12,13299.0,14000,11,1.0
834,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1258200,3834.01,328.1681581425,2012,69.2,29207,3.88,0.0,理科,18,27731.0,29207,12,1.0
835,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1503938,3833.0,392.36577093660003,2015,75.4,16964,63.25,0.0,文科,3,14945.0,16964,12,1.0
836,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1369158,3834.04,357.1058204922,2013,72.7,40420,4.67,0.0,理科,18,21284.0,33020,12,0.8169223157
837,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,858700,3826.01,224.4374687991,2010,61.5,29550,3.57,0.0,理科,18,17574.0,28616,11,0.968392555
838,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1036860,3833.35,270.4840413737,2011,65.5,30392,3.89,0.0,理科,18,28810.0,30392,13,1.0
839,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1503938,3833.0,392.36577093660003,2015,75.4,51000,63.25,0.0,理科,27,46267.0,50691,15,0.9939411765
840,10226,哈尔滨医科大学,haerbinyikedaxue,哈尔滨医科大学,3315.0,黑龙江,1438293,3835.02,375.0418511507,2014,75.6,43106,61.94,0.0,理科,44,40651.0,43106,15,1.0
841,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1438293,3835.02,375.0418511507,2014,75.6,43106,70.68,0.0909090909,理科,74,6709.0,9223,9,0.2139609335
842,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1369158,3834.04,357.1058204922,2013,72.7,40420,25.8,0.0472019465,理科,74,7093.0,9004,8,0.22276100940000002
843,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,858700,3826.01,224.4374687991,2010,61.5,10869,28.32,0.055555555599999994,文科,2,6591.0,5695,7,0.5239672463
844,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1258200,3834.01,328.1681581425,2012,69.2,29207,27.27,0.04247734139999999,理科,65,6679.0,9387,8,0.3213955559
845,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1503938,3833.0,392.36577093660003,2015,75.4,51000,71.59,0.1218408736,理科,75,9069.0,10188,9,0.1997647059
846,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1438293,3835.02,375.0418511507,2014,75.6,14000,70.68,0.0909090909,文科,6,7171.0,6195,9,0.4425
847,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1036860,3833.35,270.4840413737,2011,65.5,30392,27.82,0.07651821860000001,理科,75,17659.0,27812,12,0.9151092393000001
848,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,1369158,3834.04,357.1058204922,2013,72.7,12924,25.8,0.0472019465,文科,6,10697.0,10492,12,0.811822965
849,19213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学(威海),3297.0,山东,5001324,9684.87,516.4058990983,2013,72.7,40420,25.8,0.0472019465,理科,30,14462.0,17062,10,0.4221177635
850,10213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学,3297.0,黑龙江,858700,3826.01,224.4374687991,2010,61.5,29550,28.32,0.055555555599999994,理科,63,1173.0,7458,7,0.2523857868
851,19213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学(威海),3297.0,山东,4536185,9637.27,470.69190756300003,2012,69.2,29207,27.27,0.04247734139999999,理科,25,13947.0,18600,10,0.6368336358
852,19213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学(威海),3297.0,山东,5942659,9789.0,607.0751864338,2015,75.4,51000,71.59,0.1218408736,理科,42,13301.0,19560,11,0.3835294118
853,19213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学(威海),3297.0,山东,5468433,9733.39,561.8220373375,2014,75.6,43106,70.68,0.0909090909,理科,35,16082.0,21134,12,0.4902797754
854,19213,哈尔滨工业大学,haerbingongyedaxue,哈尔滨工业大学(威海),3297.0,山东,3916992,9587.87,408.5362025142,2011,65.5,30392,27.82,0.07651821860000001,理科,20,17659.0,26327,12,0.8662476968
855,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,1258200,3834.01,328.1681581425,2012,69.2,29207,8.48,0.0,理科,25,27731.0,29207,12,1.0
856,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,1036860,3833.35,270.4840413737,2011,65.5,30392,9.83,0.0,理科,20,16174.0,21667,11,0.7129178731
857,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,1369158,3834.04,357.1058204922,2013,72.7,40420,7.42,0.0,理科,33,21284.0,27213,12,0.673255814
858,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,1503938,3833.0,392.36577093660003,2015,75.4,51000,64.9,0.0,理科,40,21375.0,28261,13,0.5541372549
859,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,1438293,3835.02,375.0418511507,2014,75.6,43106,63.22,0.0,理科,33,21672.0,35645,14,0.8269150465999999
860,10217,哈尔滨工程大学,haerbingongchengdaxue,哈尔滨工程大学,3301.0,黑龙江,858700,3826.01,224.4374687991,2010,61.5,29550,10.44,0.0,理科,20,17574.0,26000,11,0.8798646362
861,10214,哈尔滨理工大学,haerbinligongdaxue,哈尔滨理工大学,3291.0,黑龙江,1503938,3833.0,392.36577093660003,2015,75.4,51000,62.33,0.0,理科,121,46267.0,51000,15,1.0
862,10626,四川农业大学,sichuannongyedaxue,四川农业大学,1574.0,四川,2626077,8107.0,323.927100037,2014,75.6,43106,61.42,0.0,理科,10,40651.0,43106,15,1.0
863,10626,四川农业大学,sichuannongyedaxue,四川农业大学,1574.0,四川,2387280,8076.2,295.5944627424,2013,72.7,40420,3.61,0.0,理科,20,35561.0,40420,13,1.0
864,10626,四川农业大学,sichuannongyedaxue,四川农业大学,1574.0,四川,1415128,8185.0,172.8928527795,2010,61.5,29550,4.51,0.0,理科,20,28587.0,29550,12,1.0
865,10626,四川农业大学,sichuannongyedaxue,四川农业大学,1574.0,四川,2853666,8140.0,350.5732186732,2015,75.4,51000,62.96,0.0,理科,10,46267.0,51000,15,1.0
866,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2853666,8140.0,350.5732186732,2015,75.4,16964,74.05,0.1269890796,文科,13,1302.0,2654,7,0.1564489507
867,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2102668,8050.0,261.2009937888,2012,69.2,29207,32.23,0.1362537764,理科,86,8915.0,12524,9,0.42880131479999994
868,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2102668,8050.0,261.2009937888,2012,69.2,10000,32.23,0.1362537764,文科,16,2176.0,2635,8,0.2635
869,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,1415128,8185.0,172.8928527795,2010,61.5,29550,34.18,0.121399177,理科,93,9731.0,14285,9,0.4834179357
870,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2626077,8107.0,323.927100037,2014,75.6,43106,72.31,0.1452922078,理科,103,9855.0,13913,11,0.3227624925
871,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2387280,8076.2,295.5944627424,2013,72.7,12924,30.0,0.13527980539999998,文科,16,2308.0,3118,9,0.24125657690000002
872,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,1718548,8044.92,213.6190291513,2011,65.5,30392,33.37,0.1396761134,理科,93,13215.0,15640,10,0.5146091077
873,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,1415128,8185.0,172.8928527795,2010,61.5,10869,34.18,0.121399177,文科,16,2214.0,3955,6,0.3638789217
874,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,1718548,8044.92,213.6190291513,2011,65.5,10919,33.37,0.1396761134,文科,20,2243.0,3237,8,0.29645571940000004
875,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2387280,8076.2,295.5944627424,2013,72.7,40420,30.0,0.13527980539999998,理科,94,14462.0,15834,10,0.39173676399999996
876,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2853666,8140.0,350.5732186732,2015,75.4,51000,74.05,0.1269890796,理科,107,9069.0,10464,9,0.2051764706
877,10610,四川大学,sichuandaxue,四川大学,1581.0,四川,2626077,8107.0,323.927100037,2014,75.6,14000,72.31,0.1452922078,文科,17,2292.0,2477,7,0.1769285714
878,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1716598,2302.66,745.4847871592,2011,65.5,30392,54.89,0.4696356275,理科,36,115.0,260,1,0.0085548829
879,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1504645,2210.2841277426,680.7473216291,2010,61.5,10869,55.83,0.45267489710000003,文科,15,66.0,89,1,0.0081884258
880,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1919569,2347.46,817.7217077181,2012,69.2,10000,55.57,0.45317220539999997,文科,12,28.0,59,2,0.0059
881,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1504645,2210.2841277426,680.7473216291,2010,61.5,29550,55.83,0.45267489710000003,理科,34,251.0,429,2,0.0145177665
882,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,82.51,0.4350649351,理科,28,137.0,225,1,0.005219690999999999
883,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,80.92,0.44773790950000003,理科,12,117.0,173,1,0.0033921569
884,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1919569,2347.46,817.7217077181,2012,69.2,29207,55.57,0.45317220539999997,理科,40,270.0,601,2,0.0205772589
885,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,14000,82.51,0.4350649351,文科,21,46.0,92,2,0.0065714286
886,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,1716598,2302.66,745.4847871592,2011,65.5,10919,54.89,0.4696356275,文科,16,66.0,81,2,0.0074182617000000005
887,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,55.87,0.48905109490000004,理科,26,168.0,236,1,0.0058386937
888,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,12924,55.87,0.48905109490000004,文科,15,38.0,69,2,0.0053389043999999995
889,19246,复旦大学,fudandaxue,复旦大学医学,1473.0,上海,2160212,2415.15,894.4421671532001,2014,75.6,43106,82.51,0.4350649351,理科,11,406.0,1241,4,0.028789495699999997
890,19246,复旦大学,fudandaxue,复旦大学医学,1473.0,上海,2356094,2426.0,971.1846661171,2015,75.4,51000,80.92,0.44773790950000003,理科,5,148.0,326,2,0.006392156899999999
891,19246,复旦大学,fudandaxue,复旦大学医学,1473.0,上海,2018172,2380.43,847.8182513242999,2013,72.7,40420,55.87,0.48905109490000004,理科,15,317.0,599,2,0.014819396299999999
892,10246,复旦大学,fudandaxue,复旦大学,1473.0,上海,2356094,2426.0,971.1846661171,2015,75.4,16964,80.92,0.44773790950000003,文科,13,82.0,133,2,0.007840132
893,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2222670,4383.0,507.11156741959996,2012,69.2,10000,3.37,0.0,文科,14,7780.0,6861,10,0.6861
894,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,75.6,14000,61.27,0.0,文科,16,13299.0,14000,11,1.0
895,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,65.5,10919,3.28,0.0,文科,12,10967.0,9861,11,0.9031046799
896,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,61.5,10869,3.38,0.0,文科,14,8164.0,7594,8,0.6986843316
897,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,72.7,40420,3.18,0.0,理科,100,35561.0,36644,13,0.9065809005
898,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,1521250,4341.0,350.43768716889997,2010,61.5,29550,3.38,0.0,理科,73,28587.0,29032,12,0.9824703892000001
899,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,75.4,16964,62.53,0.0,文科,17,10855.0,10606,11,0.6252063193
900,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2222670,4383.0,507.11156741959996,2012,69.2,29207,3.37,0.0,理科,77,27731.0,28425,12,0.9732255966
901,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,72.7,12924,3.18,0.0,文科,16,10697.0,12924,12,1.0
902,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,75.4,51000,62.53,0.0,理科,104,24731.0,41528,14,0.8142745098
903,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,75.6,43106,61.27,0.0,理科,104,40651.0,43106,15,1.0
904,10151,大连海事大学,dalianhaishidaxue,大连海事大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,65.5,30392,3.28,0.0,理科,78,17659.0,27389,12,0.9011911029
905,10141,大连理工大学,dalianligongdaxue,大连理工大学,2259.0,辽宁,1845727,4375.0,421.8804571429,2011,65.5,30392,17.8,0.026761133599999997,理科,30,13215.0,13424,10,0.4416951829
906,10141,大连理工大学,dalianligongdaxue,大连理工大学,2259.0,辽宁,2862658,4391.0,651.9375996356,2015,75.4,51000,67.81,0.0361934477,理科,52,10152.0,12773,10,0.25045098039999997
907,10141,大连理工大学,dalianligongdaxue,大连理工大学,2259.0,辽宁,2707765,4390.0,616.8029612756,2014,75.6,43106,67.77,0.0,理科,47,9855.0,13426,11,0.3114647613
908,19141,大连理工大学,dalianligongdaxue,大连理工大学(盘锦校区),2259.0,辽宁,2707765,4390.0,616.8029612756,2014,75.6,43106,67.77,0.0,理科,14,21672.0,37487,14,0.8696469169
909,19141,大连理工大学,dalianligongdaxue,大连理工大学盘锦校区,2259.0,辽宁,2484643,4389.0,566.1068580542,2013,72.7,40420,18.82,0.0253041363,理科,13,35561.0,40420,13,1.0
