,UniversityNo,Year,Topic,Lowest,GDP,Population,GDP_Per_Person,Plan_Number,Ranking_Scores,Media_Impact,Distance,Last_Ranking,Average_Ranking
247,10053,2014,0,599.0,1950056,2114.8,922.0994893134,55,62.39,0.1655844156,2154.0,8725.0,2883.0
248,10053,2011,1,659.0,1411358,1961.9,719.3832509302,39,5.85,0.17004048579999997,2154.0,4748.0,4748.0
249,10053,2012,1,599.0,1625193,2018.6,805.1089864262,34,6.45,0.167673716,2154.0,5090.0,4919.0
250,10423,2013,1,585.0,5001324,9684.87,516.4058990983,111,10.18,0.030413625299999997,440.0,19899.0,21130.333333333332
251,10423,2011,0,605.0,3916992,9587.87,408.5362025142,14,11.21,0.0284615385,440.0,6618.0,6618.0
252,10423,2014,1,592.0,5468433,9733.39,561.8220373375,111,64.09,0.0438311688,440.0,21843.0,21308.5
253,10423,2011,1,629.0,3916992,9587.87,408.5362025142,86,11.21,0.0284615385,440.0,22046.0,22046.0
254,10423,2010,0,527.0,3389665,9470.3,357.92583128309997,20,11.65,0.0330864198,440.0,0.0,0.0
255,10423,2013,0,584.0,5001324,9684.87,516.4058990983,27,10.18,0.030413625299999997,440.0,5721.0,6554.666666666667
256,10423,2014,0,608.0,5468433,9733.39,561.8220373375,27,64.09,0.0438311688,440.0,5397.0,6265.25
257,10423,2012,0,589.0,4536185,9637.27,470.69190756300003,18,11.11,0.0311178248,440.0,7325.0,6971.5
258,10423,2010,1,560.0,3389665,9470.3,357.92583128309997,80,11.65,0.0330864198,440.0,0.0,0.0
259,10423,2012,1,563.0,4536185,9637.27,470.69190756300003,86,11.11,0.0311178248,440.0,21446.0,21746.0
260,10425,2013,1,586.0,5001324,9684.87,516.4058990983,48,9.95,0.0540145985,1858.0,23126.0,25492.0
262,10425,2014,1,574.0,5468433,9733.39,561.8220373375,55,63.77,0.0,1858.0,40420.0,29224.0
263,10425,2010,1,543.0,3389665,9470.3,357.92583128309997,37,10.91,0.036625514399999996,1858.0,0.0,0.0
264,10425,2010,1,540.0,3389665,9470.3,357.92583128309997,37,10.91,0.036625514399999996,1858.0,0.0,0.0
265,11414,2012,0,594.0,1625193,2018.6,805.1089864262,3,11.26,0.053776435,1858.0,5597.0,5597.0
266,11414,2013,0,605.0,1787940,2069.3,864.0313149374001,4,9.95,0.0540145985,1858.0,4674.0,5135.5
267,10425,2012,1,570.0,4536185,9637.27,470.69190756300003,40,11.26,0.053776435,1858.0,27597.0,26675.0
268,11414,2012,1,566.0,1625193,2018.6,805.1089864262,16,11.26,0.053776435,1858.0,17685.0,18643.5
269,11414,2014,1,585.0,1950056,2114.8,922.0994893134,17,63.77,0.0,1858.0,27089.0,23395.75
270,11414,2010,1,563.0,1215300,1860.0,653.3870967742,15,10.91,0.036625514399999996,1858.0,0.0,0.0
271,11414,2014,0,577.0,1950056,2114.8,922.0994893134,4,63.77,0.0,1858.0,9575.0,6615.333333333333
272,11414,2015,1,,2133083,2152.0,991.2095724907001,19,65.1,0.0394695788,1858.0,22341.0,23184.8
273,11414,2013,1,583.0,1787940,2069.3,864.0313149374001,19,9.95,0.0540145985,1858.0,29207.0,22164.666666666668
274,11414,2011,1,632.0,1411358,1961.9,719.3832509302,17,11.06,0.0599190283,1858.0,19602.0,19602.0
275,11413,2015,1,566.0,2133083,2152.0,991.2095724907001,20,66.79,0.035413416499999996,2136.0,30387.0,29194.6
276,11413,2013,1,587.0,1787940,2069.3,864.0313149374001,10,10.71,0.0233576642,2136.0,27484.0,27359.666666666668
277,11413,2011,1,622.0,1411358,1961.9,719.3832509302,6,11.94,0.0,2136.0,26934.0,26934.0
278,11413,2010,1,553.0,1215300,1860.0,653.3870967742,6,10.77,0.0,2136.0,0.0,0.0
279,11413,2012,1,570.0,1625193,2018.6,805.1089864262,7,12.25,0.0241087613,2136.0,27661.0,27297.5
280,11413,2014,1,577.0,1950056,2114.8,922.0994893134,17,64.55,0.0386363636,2136.0,33507.0,28896.5
281,10358,2010,1,631.0,1006282,6131.0,164.1301582124,32,0.0,0.0,1214.0,0.0,0.0
282,10358,2013,1,643.0,1721205,5988.0,287.4423847695,38,0.0,0.0,1214.0,677.0,698.3333333333334
283,10358,2011,1,680.0,1235933,5956.7,207.4861920191,35,0.0,0.0,1214.0,718.0,718.0
284,10358,2015,1,,2084875,6083.0,342.7379582443,30,72.98,0.1110764431,1214.0,701.0,704.6
285,10358,2014,1,642.0,1903887,6029.8,315.7462934094,30,0.0,0.0,1214.0,727.0,705.5
286,10358,2012,1,624.0,1530065,5968.0,256.3781836461,33,0.0,0.0,1214.0,700.0,709.0
287,10316,2011,1,622.0,4142548,7869.34,526.4161924634,23,3.46,0.0,1390.0,28197.0,28197.0
288,10316,2015,1,,6508832,7960.0,817.6924623116,24,62.81,0.0,1390.0,26848.0,26173.8
289,10316,2013,0,594.0,5405822,7919.98,682.5550064519999,2,3.42,0.0,1390.0,8225.0,9572.0
290,10316,2012,1,573.0,4911027,7898.8006682342,621.7433767825,21,3.4,0.0,1390.0,25964.0,27080.5
291,10316,2014,0,600.0,5916175,7939.49,745.1580643089,2,61.37,0.0,1390.0,8032.0,9058.666666666666
293,10316,2013,1,592.0,5405822,7919.98,682.5550064519999,24,3.42,0.0,1390.0,23353.0,25838.0
294,10316,2014,1,568.0,5916175,7939.49,745.1580643089,24,61.37,0.0,1390.0,26507.0,26005.25
295,10316,2015,0,,6508832,7960.0,817.6924623116,2,62.81,0.0,1390.0,11288.0,9616.0
296,10316,2010,1,554.0,3445730,7810.269,441.1794267265,25,3.49,0.0,1390.0,0.0,0.0
297,10316,2012,0,580.0,4911027,7898.8006682342,621.7433767825,2,3.4,0.0,1390.0,10919.0,10919.0
298,10052,2015,0,606.0,2133083,2152.0,991.2095724907001,10,63.87,0.04477379099999999,2122.0,4000.0,5927.8
299,10052,2012,1,582.0,1625193,2018.6,805.1089864262,8,5.92,0.0374622356,2122.0,19109.0,23330.0
300,10052,2011,1,623.0,1411358,1961.9,719.3832509302,8,5.97,0.0502024291,2122.0,27551.0,27551.0
301,10052,2014,0,605.0,1950056,2114.8,922.0994893134,9,62.1,0.04886363639999999,2122.0,6581.0,6409.75
302,10052,2015,1,584.0,2133083,2152.0,991.2095724907001,8,63.87,0.04477379099999999,2122.0,22693.0,22126.6
303,10052,2010,0,532.0,1215300,1860.0,653.3870967742,8,6.21,0.0489711934,2122.0,0.0,0.0
304,10052,2010,1,540.0,1215300,1860.0,653.3870967742,9,6.21,0.0489711934,2122.0,0.0,0.0
305,10052,2013,0,605.0,1787940,2069.3,864.0313149374001,11,5.22,0.036982968399999996,2122.0,4645.0,6352.666666666667
306,10052,2012,0,590.0,1625193,2018.6,805.1089864262,7,5.92,0.0374622356,2122.0,6846.0,7206.5
307,10052,2011,0,608.0,1411358,1961.9,719.3832509302,8,5.97,0.0502024291,2122.0,7567.0,7567.0
308,10052,2014,1,588.0,1950056,2114.8,922.0994893134,8,62.1,0.04886363639999999,2122.0,24486.0,21985.0
309,10052,2013,1,603.0,1787940,2069.3,864.0313149374001,9,5.22,0.036982968399999996,2122.0,16794.0,21151.333333333332
310,10034,2014,1,628.0,1950056,2114.8,922.0994893134,76,61.83,0.18993506489999998,2152.0,2714.0,2087.0
311,10034,2013,1,633.0,1787940,2069.3,864.0313149374001,72,4.46,0.2457420925,2152.0,1474.0,1878.0
312,10034,2014,0,600.0,1950056,2114.8,922.0994893134,26,61.83,0.18993506489999998,2152.0,8302.0,2491.0
313,10034,2013,0,618.0,1787940,2069.3,864.0313149374001,28,4.46,0.2457420925,2152.0,591.0,554.0
314,10034,2015,0,612.0,2133083,2152.0,991.2095724907001,29,63.4,0.18408736350000002,2152.0,2891.0,2571.0
315,10034,2012,0,619.0,1625193,2018.6,805.1089864262,23,4.9,0.24290030210000002,2152.0,504.0,535.5
316,10034,2011,0,639.0,1411358,1961.9,719.3832509302,23,4.6,0.2408906883,2152.0,567.0,567.0
317,10034,2012,1,612.0,1625193,2018.6,805.1089864262,60,4.9,0.24290030210000002,2152.0,2114.0,2080.0
318,10034,2011,1,651.0,1411358,1961.9,719.3832509302,58,4.6,0.2408906883,2152.0,2046.0,2046.0
319,10034,2010,1,619.0,1215300,1860.0,653.3870967742,53,5.38,0.2580246914,2152.0,0.0,0.0
320,10034,2010,0,560.0,1215300,1860.0,653.3870967742,17,5.38,0.2580246914,2152.0,0.0,0.0
321,10034,2015,1,625.0,2133083,2152.0,991.2095724907001,75,63.4,0.18408736350000002,2152.0,4809.0,2631.4
322,10558,2012,1,590.0,5321028,10505.0,506.5233698239,2677,33.77,0.25045317219999996,119.0,6151.0,8789.5
323,10558,2010,0,543.0,3948256,10130.1854628636,389.7516007455,940,32.72,0.2267489712,119.0,0.0,0.0
324,10558,2014,1,607.0,6216397,10644.0,584.0282788425,2641,75.0,0.2987012987,119.0,6309.0,7492.5
325,10558,2013,0,601.0,5706792,10594.0,538.6815178403,837,37.85,0.2530413625,119.0,1764.0,2049.3333333333335
326,10558,2014,0,610.0,6216397,10644.0,584.0282788425,856,75.0,0.2987012987,119.0,1506.0,1913.5
327,10558,2010,1,541.0,3948256,10130.1854628636,389.7516007455,2810,32.72,0.2267489712,119.0,0.0,0.0
328,10558,2010,1,554.0,3948256,10130.1854628636,389.7516007455,2810,32.72,0.2267489712,119.0,0.0,0.0
329,10558,2013,1,610.0,5706792,10594.0,538.6815178403,2710,37.85,0.2530413625,119.0,6082.0,7887.0
330,10558,2012,0,596.0,5321028,10505.0,506.5233698239,914,33.77,0.25045317219999996,119.0,1687.0,2192.0
331,10558,2015,0,622.0,6779224,10724.0,632.1544199925,862,75.33,0.27301092039999997,119.0,1548.0,1840.4
332,10558,2015,1,615.0,6779224,10724.0,632.1544199925,2656,75.33,0.27301092039999997,119.0,7724.0,7538.8
333,10730,2012,1,574.0,502037,2564.19,195.7877536376,60,13.82,0.052265861,2258.0,24664.0,24019.0
334,10730,2010,1,552.0,338756,2554.91,132.5901890869,38,14.36,0.04938271599999999,2258.0,0.0,0.0
335,10730,2014,1,586.0,626801,2582.18,242.74101728,71,66.35,0.0561688312,2258.0,26321.0,23971.25
336,10730,2011,1,627.0,412075,2559.98,160.9680544379,54,14.61,0.0449392713,2258.0,23374.0,23374.0
337,10730,2011,0,603.0,412075,2559.98,160.9680544379,26,14.61,0.0449392713,2258.0,7274.0,7274.0
338,10730,2015,0,590.0,683527,2591.0,263.808182169,28,66.62,0.0550702028,2258.0,8872.0,8679.0
339,10730,2014,0,595.0,626801,2582.18,242.74101728,27,66.35,0.0561688312,2258.0,10350.0,8630.75
340,10730,2015,1,582.0,683527,2591.0,263.808182169,80,66.62,0.0550702028,2258.0,24589.0,24094.8
341,10730,2012,0,583.0,502037,2564.19,195.7877536376,26,13.82,0.052265861,2258.0,9437.0,8355.5
342,10730,2013,0,596.0,565020,2577.55,219.2081627902,31,15.6,0.0498783455,2258.0,7462.0,8057.666666666667
343,10730,2010,0,521.0,338756,2554.91,132.5901890869,12,14.36,0.04938271599999999,2258.0,0.0,0.0
344,10730,2013,1,582.0,565020,2577.55,219.2081627902,65,15.6,0.0498783455,2258.0,21526.0,23188.0
345,10126,2011,0,578.0,1167200,2472.18,472.1339061072,5,5.47,0.0,2304.0,10869.0,10869.0
346,10126,2011,1,567.0,1167200,2472.18,472.1339061072,7,5.47,0.0,2304.0,29550.0,29550.0
347,10126,2012,1,570.0,1435988,2481.71,578.6284457088,6,5.82,0.0,2304.0,30392.0,29971.0
348,10126,2010,1,542.0,974025,2458.22,396.2318262808,11,5.56,0.0,2304.0,0.0,0.0
349,10126,2010,0,521.0,974025,2458.22,396.2318262808,4,5.56,0.0,2304.0,0.0,0.0
350,10126,2014,1,574.0,1683238,2497.61,673.9394861488,6,62.18,0.0,2304.0,40420.0,32392.25
351,10026,2012,1,597.0,1625193,2018.6,805.1089864262,6,4.57,0.0302114804,2138.0,10651.0,9631.0
352,10026,2011,1,649.0,1411358,1961.9,719.3832509302,6,4.04,0.028825910899999998,2138.0,8611.0,8611.0
353,10026,2014,1,621.0,1950056,2114.8,922.0994893134,13,61.58,0.0,2138.0,7497.0,8972.25
354,10026,2015,1,584.0,2133083,2152.0,991.2095724907001,17,63.31,0.0340093604,2138.0,43106.0,15799.0
355,10026,2013,1,619.0,1787940,2069.3,864.0313149374001,10,4.08,0.0289537713,2138.0,9130.0,9464.0
356,10026,2010,1,540.0,1215300,1860.0,653.3870967742,2,3.89,0.0,2138.0,0.0,0.0
357,10004,2011,1,631.0,1411358,1961.9,719.3832509302,76,10.87,0.04048583,2124.0,20541.0,20541.0
358,10004,2011,0,624.0,1411358,1961.9,719.3832509302,5,10.87,0.04048583,2124.0,2080.0,2080.0
359,10004,2010,0,541.0,1215300,1860.0,653.3870967742,4,9.94,0.0406995885,2124.0,0.0,0.0
360,10004,2012,1,583.0,1625193,2018.6,805.1089864262,77,10.66,0.053776435,2124.0,13584.0,17062.5
361,10004,2013,0,606.0,1787940,2069.3,864.0313149374001,6,9.31,0.053284671500000005,2124.0,1840.0,2267.3333333333335
362,10004,2012,0,607.0,1625193,2018.6,805.1089864262,5,10.66,0.053776435,2124.0,2882.0,2481.0
363,10004,2014,1,589.0,1950056,2114.8,922.0994893134,87,63.8,0.0641233766,2124.0,17279.0,15966.0
364,10004,2015,0,600.0,2133083,2152.0,991.2095724907001,7,65.44,0.0658346334,2124.0,5542.0,5053.6
365,10004,2013,1,595.0,1787940,2069.3,864.0313149374001,88,9.31,0.053284671500000005,2124.0,12460.0,15528.333333333334
366,10004,2014,0,617.0,1950056,2114.8,922.0994893134,6,63.8,0.0641233766,2124.0,12924.0,4931.5
367,10004,2015,1,598.0,2133083,2152.0,991.2095724907001,105,65.44,0.0658346334,2124.0,14796.0,15732.0
368,10004,2010,1,548.0,1215300,1860.0,653.3870967742,71,9.94,0.0406995885,2124.0,0.0,0.0
369,10043,2015,0,,2133083,2152.0,991.2095724907001,9,0.0,0.0335413417,2131.0,11119.0,9853.8
370,10043,2014,1,564.0,1950056,2114.8,922.0994893134,6,0.0,0.0448051948,2131.0,40420.0,32392.25
371,10043,2010,1,540.0,1215300,1860.0,653.3870967742,15,1.87,0.0617283951,2131.0,0.0,0.0
372,10043,2012,0,586.0,1625193,2018.6,805.1089864262,6,0.0,0.0,2131.0,7611.0,8640.5
373,10043,2015,1,,2133083,2152.0,991.2095724907001,12,0.0,0.0335413417,2131.0,34947.0,32903.2
374,10043,2011,1,626.0,1411358,1961.9,719.3832509302,14,0.0,0.0,2131.0,29550.0,29550.0
375,10043,2013,1,586.0,1787940,2069.3,864.0313149374001,16,0.0,0.0,2131.0,29207.0,29716.333333333332
376,10043,2010,0,518.0,1215300,1860.0,653.3870967742,7,1.87,0.0617283951,2131.0,0.0,0.0
377,10043,2013,0,594.0,1787940,2069.3,864.0313149374001,10,0.0,0.0,2131.0,7945.0,8408.666666666666
378,10043,2011,0,597.0,1411358,1961.9,719.3832509302,6,0.0,0.0,2131.0,9670.0,9670.0
379,10043,2014,0,599.0,1950056,2114.8,922.0994893134,9,0.0,0.0448051948,2131.0,12924.0,9537.5
380,10043,2012,1,564.0,1625193,2018.6,805.1089864262,11,0.0,0.0,2131.0,30392.0,29971.0
381,10010,2014,1,590.0,1950056,2114.8,922.0994893134,59,63.62,0.0,2133.0,23362.0,23299.0
382,10010,2011,0,600.0,1411358,1961.9,719.3832509302,12,7.76,0.0,2133.0,8587.0,8587.0
383,10010,2012,0,570.0,1625193,2018.6,805.1089864262,10,8.53,0.0,2133.0,10832.0,9709.5
384,10010,2011,1,633.0,1411358,1961.9,719.3832509302,47,7.76,0.0,2133.0,18667.0,18667.0
385,10010,2013,0,593.0,1787940,2069.3,864.0313149374001,12,8.77,0.0,2133.0,8243.0,9220.666666666666
386,10010,2012,1,570.0,1625193,2018.6,805.1089864262,49,8.53,0.0,2133.0,29317.0,23992.0
387,10010,2010,1,558.0,1215300,1860.0,653.3870967742,50,7.18,0.0,2133.0,0.0,0.0
388,10010,2015,0,,2133083,2152.0,991.2095724907001,13,64.57,0.0,2133.0,14000.0,10277.0
389,10010,2013,1,575.0,1787940,2069.3,864.0313149374001,59,8.77,0.0,2133.0,21850.0,23278.0
390,10010,2014,0,596.0,1950056,2114.8,922.0994893134,13,63.62,0.0,2133.0,9723.0,9346.25
391,10010,2015,1,,2133083,2152.0,991.2095724907001,72,64.57,0.0,2133.0,27906.0,24220.4
392,10023,2011,1,,1411358,1961.9,719.3832509302,5,0.0,0.0,2125.0,28667.0,28667.0
393,10030,2015,1,628.0,2133083,2152.0,991.2095724907001,8,62.77,0.0458658346,2122.0,4206.0,3701.8
394,10030,2015,1,,2133083,2152.0,991.2095724907001,8,62.77,0.0458658346,2122.0,4206.0,3701.8
395,10030,2012,1,623.0,1625193,2018.6,805.1089864262,8,3.61,0.0371601208,2122.0,2824.0,4240.0
396,10030,2014,1,635.0,1950056,2114.8,922.0994893134,8,61.35,0.0422077922,2122.0,3805.0,3575.75
397,10030,2012,0,638.0,1625193,2018.6,805.1089864262,8,3.61,0.0371601208,2122.0,238.0,230.0
398,10030,2013,0,597.0,1787940,2069.3,864.0313149374001,7,3.22,0.0360097324,2122.0,6568.0,2342.6666666666665
399,10030,2015,0,637.0,2133083,2152.0,991.2095724907001,8,62.77,0.0458658346,2122.0,422.0,1580.6
400,10030,2015,0,,2133083,2152.0,991.2095724907001,8,62.77,0.0458658346,2122.0,422.0,1580.6
401,10030,2013,1,647.0,1787940,2069.3,864.0313149374001,8,3.22,0.0360097324,2122.0,2018.0,3499.3333333333335
402,10030,2010,0,527.0,1215300,1860.0,653.3870967742,8,3.77,0.0388065844,2122.0,0.0,0.0
403,10030,2010,0,560.0,1215300,1860.0,653.3870967742,8,3.77,0.0388065844,2122.0,0.0,0.0
404,10030,2010,1,548.0,1215300,1860.0,653.3870967742,8,3.77,0.0388065844,2122.0,0.0,0.0
405,10030,2010,1,598.0,1215300,1860.0,653.3870967742,8,3.77,0.0388065844,2122.0,0.0,0.0
406,10030,2011,0,633.0,1411358,1961.9,719.3832509302,9,3.65,0.032024291499999996,2122.0,222.0,222.0
407,10030,2011,0,,1411358,1961.9,719.3832509302,9,3.65,0.032024291499999996,2122.0,222.0,222.0
408,10030,2011,1,656.0,1411358,1961.9,719.3832509302,8,3.65,0.032024291499999996,2122.0,5656.0,5656.0
409,10030,2011,1,,1411358,1961.9,719.3832509302,8,3.65,0.032024291499999996,2122.0,5656.0,5656.0
410,10030,2014,0,623.0,1950056,2114.8,922.0994893134,7,61.35,0.0422077922,2122.0,453.0,1870.25
411,10001,2013,0,644.0,1787940,2069.3,864.0313149374001,18,100.0,1.0,2156.0,28.0,25.333333333333332
412,10001,2015,0,660.0,2133083,2152.0,991.2095724907001,20,100.0,1.0,2156.0,34.0,28.0
413,10001,2015,0,,2133083,2152.0,991.2095724907001,20,100.0,1.0,2156.0,34.0,28.0
414,10001,2013,1,663.0,1787940,2069.3,864.0313149374001,18,100.0,1.0,2156.0,100.0,106.33333333333333
415,10001,2011,1,694.0,1411358,1961.9,719.3832509302,12,100.0,1.0,2156.0,118.0,118.0
416,10001,2012,1,646.0,1625193,2018.6,805.1089864262,12,100.0,1.0,2156.0,101.0,109.5
417,10001,2011,0,666.0,1411358,1961.9,719.3832509302,12,100.0,1.0,2156.0,23.0,23.0
418,10001,2014,0,648.0,1950056,2114.8,922.0994893134,20,100.0,1.0,2156.0,30.0,26.5
419,10001,2012,0,639.0,1625193,2018.6,805.1089864262,12,100.0,1.0,2156.0,25.0,24.0
420,10001,2010,1,655.0,1215300,1860.0,653.3870967742,16,100.0,1.0,2156.0,0.0,0.0
421,10001,2010,1,659.0,1215300,1860.0,653.3870967742,16,100.0,1.0,2156.0,0.0,0.0
422,10001,2010,0,575.0,1215300,1860.0,653.3870967742,12,100.0,1.0,2156.0,0.0,0.0
423,10001,2015,1,677.0,2133083,2152.0,991.2095724907001,20,100.0,1.0,2156.0,87.0,104.0
424,10001,2015,1,,2133083,2152.0,991.2095724907001,20,100.0,1.0,2156.0,87.0,104.0
425,10001,2014,1,661.0,1950056,2114.8,922.0994893134,20,100.0,1.0,2156.0,114.0,108.25
426,19001,2010,1,650.0,1215300,1860.0,653.3870967742,15,100.0,1.0,2156.0,0.0,0.0
427,19001,2012,1,644.0,1625193,2018.6,805.1089864262,16,100.0,1.0,2156.0,358.0,311.0
428,19001,2013,1,652.0,1787940,2069.3,864.0313149374001,18,100.0,1.0,2156.0,402.0,341.3333333333333
429,19001,2014,1,659.0,1950056,2114.8,922.0994893134,20,100.0,1.0,2156.0,229.0,313.25
430,19001,2011,1,668.0,1411358,1961.9,719.3832509302,15,100.0,1.0,2156.0,264.0,264.0
431,10005,2012,0,580.0,1625193,2018.6,805.1089864262,4,7.47,0.0380664653,2116.0,10919.0,9644.0
432,10005,2014,0,595.0,1950056,2114.8,922.0994893134,4,62.73,0.07646103900000001,2116.0,12924.0,10103.75
433,10005,2011,1,636.0,1411358,1961.9,719.3832509302,14,7.54,0.0325910931,2116.0,16402.0,16402.0
434,10005,2014,1,595.0,1950056,2114.8,922.0994893134,11,62.73,0.07646103900000001,2116.0,20054.0,20598.0
435,10005,2015,0,,2133083,2152.0,991.2095724907001,4,63.97,0.0400936037,2116.0,6848.0,9452.6
436,10005,2012,1,574.0,1625193,2018.6,805.1089864262,18,7.47,0.0380664653,2116.0,25010.0,20706.0
437,10005,2010,1,564.0,1215300,1860.0,653.3870967742,18,7.95,0.06378600820000001,2116.0,0.0,0.0
438,10005,2013,0,594.0,1787940,2069.3,864.0313149374001,6,6.71,0.039416058399999995,2116.0,8203.0,9163.666666666666
439,10005,2011,0,603.0,1411358,1961.9,719.3832509302,6,7.54,0.0325910931,2116.0,8369.0,8369.0
440,10005,2013,1,596.0,1787940,2069.3,864.0313149374001,12,6.71,0.039416058399999995,2116.0,20926.0,20779.333333333332
441,10005,2010,0,522.0,1215300,1860.0,653.3870967742,2,7.95,0.06378600820000001,2116.0,0.0,0.0
442,10005,2015,1,,2133083,2152.0,991.2095724907001,13,63.97,0.0400936037,2116.0,43106.0,25099.6
443,10022,2014,1,568.0,1950056,2114.8,922.0994893134,81,62.84,0.0,2135.0,28470.0,25945.0
444,10022,2014,0,602.0,1950056,2114.8,922.0994893134,19,62.84,0.0,2135.0,7367.0,8362.5
445,10022,2010,1,540.0,1215300,1860.0,653.3870967742,54,7.21,0.032345679,2135.0,0.0,0.0
446,10022,2010,1,542.0,1215300,1860.0,653.3870967742,54,7.21,0.032345679,2135.0,0.0,0.0
447,10022,2010,0,521.0,1215300,1860.0,653.3870967742,16,7.21,0.032345679,2135.0,0.0,0.0
448,10022,2012,0,580.0,1625193,2018.6,805.1089864262,12,8.11,0.024048338399999997,2135.0,7987.0,9345.5
449,10022,2012,1,554.0,1625193,2018.6,805.1089864262,74,8.11,0.024048338399999997,2135.0,25920.0,24996.5
450,10022,2013,0,596.0,1787940,2069.3,864.0313149374001,14,6.85,0.022846715299999997,2135.0,7392.0,8694.333333333334
451,10022,2015,0,,2133083,2152.0,991.2095724907001,18,64.48,0.0,2135.0,7753.0,8240.6
452,10022,2011,1,627.0,1411358,1961.9,719.3832509302,69,7.66,0.0,2135.0,24073.0,24073.0
453,10022,2011,0,596.0,1411358,1961.9,719.3832509302,17,7.66,0.0,2135.0,10704.0,10704.0
454,10022,2015,1,,2133083,2152.0,991.2095724907001,86,64.48,0.0,2135.0,31472.0,27050.4
455,10022,2013,1,582.0,1787940,2069.3,864.0313149374001,87,6.85,0.022846715299999997,2135.0,25317.0,25103.333333333332
456,10007,2014,1,599.0,1950056,2114.8,922.0994893134,72,65.77,0.0946428571,2123.0,9832.0,9270.75
457,10007,2013,0,616.0,1787940,2069.3,864.0313149374001,8,14.04,0.0778588808,2123.0,2427.0,2665.3333333333335
458,10007,2012,0,606.0,1625193,2018.6,805.1089864262,5,15.14,0.0767371601,2123.0,3045.0,2784.5
459,10007,2011,0,621.0,1411358,1961.9,719.3832509302,5,16.6,0.07651821860000001,2123.0,2524.0,2524.0
460,10007,2011,1,652.0,1411358,1961.9,719.3832509302,65,16.6,0.07651821860000001,2123.0,7447.0,7447.0
461,10007,2012,1,585.0,1625193,2018.6,805.1089864262,70,15.14,0.0767371601,2123.0,9536.0,8491.5
462,10007,2015,0,610.0,2133083,2152.0,991.2095724907001,8,67.33,0.0801872075,2123.0,3175.0,4819.0
463,10007,2013,1,607.0,1787940,2069.3,864.0313149374001,74,14.04,0.0778588808,2123.0,10268.0,9083.666666666666
464,10007,2010,1,593.0,1215300,1860.0,653.3870967742,61,17.15,0.09423868310000001,2123.0,0.0,0.0
465,10007,2010,1,572.0,1215300,1860.0,653.3870967742,61,17.15,0.09423868310000001,2123.0,0.0,0.0
466,10007,2010,0,534.0,1215300,1860.0,653.3870967742,4,17.15,0.09423868310000001,2123.0,0.0,0.0
467,10007,2014,0,595.0,1950056,2114.8,922.0994893134,6,65.77,0.0946428571,2123.0,12924.0,5230.0
468,10007,2015,1,610.0,2133083,2152.0,991.2095724907001,76,67.33,0.0801872075,2123.0,9466.0,9309.8
469,10008,2011,1,643.0,1411358,1961.9,719.3832509302,42,13.8,0.0599190283,2129.0,11773.0,11773.0
470,10008,2014,1,594.0,1950056,2114.8,922.0994893134,57,65.2,0.0530844156,2129.0,14460.0,17344.5
471,10008,2015,1,598.0,2133083,2152.0,991.2095724907001,58,66.45,0.0497659906,2129.0,14879.0,16851.4
472,10008,2012,1,568.0,1625193,2018.6,805.1089864262,49,13.97,0.061329305099999995,2129.0,29750.0,20761.5
473,10008,2010,1,570.0,1215300,1860.0,653.3870967742,31,14.25,0.08930041150000001,2129.0,0.0,0.0
474,10008,2013,1,591.0,1787940,2069.3,864.0313149374001,56,13.0,0.0576642336,2129.0,13395.0,18306.0
475,10031,2015,1,,2133083,2152.0,991.2095724907001,18,0.0,0.0,2146.0,25962.0,17333.2
476,10031,2013,1,610.0,1787940,2069.3,864.0313149374001,18,0.0,0.0,2146.0,12942.0,14011.333333333334
477,10031,2014,1,597.0,1950056,2114.8,922.0994893134,18,60.17,0.0,2146.0,18670.0,15176.0
478,10031,2012,1,589.0,1625193,2018.6,805.1089864262,13,0.0,0.0,2146.0,15042.0,14546.0
479,10031,2013,0,613.0,1787940,2069.3,864.0313149374001,13,0.0,0.0,2146.0,2908.0,2991.6666666666665
480,10031,2014,0,621.0,1950056,2114.8,922.0994893134,13,60.17,0.0,2146.0,2537.0,2878.0
481,10031,2010,0,527.0,1215300,1860.0,653.3870967742,13,0.0,0.0,2146.0,0.0,0.0
482,10031,2012,0,586.0,1625193,2018.6,805.1089864262,11,0.0,0.0,2146.0,3614.0,3033.5
483,10031,2015,0,,2133083,2152.0,991.2095724907001,13,0.0,0.0,2146.0,13347.0,4971.8
484,10031,2010,1,547.0,1215300,1860.0,653.3870967742,12,0.0,0.0,2146.0,0.0,0.0
485,10031,2011,0,622.0,1411358,1961.9,719.3832509302,9,0.0,0.0,2146.0,2453.0,2453.0
486,10031,2011,0,,1411358,1961.9,719.3832509302,9,0.0,0.0,2146.0,2453.0,2453.0
487,10031,2011,1,624.0,1411358,1961.9,719.3832509302,13,0.0,0.0,2146.0,14050.0,14050.0
488,10006,2012,1,610.0,1625193,2018.6,805.1089864262,55,21.85,0.0628398792,2129.0,1860.0,1753.5
489,10006,2010,0,530.0,1215300,1860.0,653.3870967742,3,22.14,0.1041152263,2129.0,0.0,0.0
490,10006,2015,0,,2133083,2152.0,991.2095724907001,4,70.65,0.08970358810000001,2129.0,0.0,1778.25
491,10006,2013,0,626.0,1787940,2069.3,864.0313149374001,3,19.81,0.0600973236,2129.0,1178.0,1829.0
492,10006,2011,0,619.0,1411358,1961.9,719.3832509302,3,21.96,0.0748987854,2129.0,2976.0,2976.0
