"","Year","Topic","University_Name_Location","Label","University_Name","UniversityNo","Province","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance","Score_Last_Year"
"66",2011,"文科","武汉理工大学",11183,"武汉理工大学",10497,"湖北",16,8855,585,8.82,0.0429149798,1596761,5727.9143,65.5,278.7683118792,10919,0.8109717007,"wuhanligongdaxue",981,600
"67",2011,"文科","汕头大学",11341,"汕头大学",10560,"广东",327,10919,580,1.78,0,4601306,10440.94,65.5,440.6984428605,10919,1,"shantoudaxue",427,595
"68",2011,"文科","江南大学",11561,"江南大学",10295,"江苏",23,8462,586,5.37,0,4142548,7869.34,65.5,526.4161924634,10919,0.7749793937,"jiangnandaxue",1483,598
"69",2011,"文科","河海大学",11830,"河海大学",10294,"江苏",13,7773,588,8.44,0,4142548,7869.34,65.5,526.4161924634,10919,0.7118783771,"hehaidaxue",1381,598
"70",2011,"文科","浙江大学",11951,"浙江大学",10335,"浙江",16,210,639,52.91,0.2611336032,2772231,5446.51,65.5,508.9921803136,10919,0.0192325305,"zhejiangdaxue",1299,646
"71",2011,"文科","海南大学",12083,"海南大学",10589,"海南",53,10919,580,4.75,0.0353036437,206450,868.55,65.5,237.6950089229,10919,1,"hainandaxue",591,595
"72",2011,"文科","清华大学",12334,"清华大学",10003,"北京",2,28,657,94.72,0.8825910931,1411358,1961.9,65.5,719.3832509302,10919,0.0025643374,"qinghuadaxue",2127,668
"73",2011,"文科","湖南大学",12475,"湖南大学",10532,"湖南",24,4364,599,14.05,0.0663967611,1603796,6570.1,65.5,244.10526476,10919,0.3996702995,"hunandaxue",272,608
"74",2011,"文科","湖南师范大学",12634,"湖南师范大学",10542,"湖南",24,10573,580,8.25,0.0302834008,1603796,6570.1,65.5,244.10526476,10919,0.9683121165,"hunanshifandaxue",665,600
"75",2011,"文科","湘潭大学",12777,"湘潭大学",10530,"湖南",27,10919,580,4.58,0,1603796,6570.1,65.5,244.10526476,10919,1,"xiangtandaxue",659,595
"76",2011,"文科","石家庄铁道大学",13233,"石家庄铁道大学",10107,"河北",1,10919,580,0,0,2039426,7193.6,65.5,283.5056161032,10919,1,"shijiazhuangtiedaodaxue",1850,599
"77",2011,"文科","石家庄铁道大学",13233,"石家庄铁道大学",10107,"河北",1,10919,580,0,0,2039426,7193.6,65.5,283.5056161032,10919,1,"shijiazhuangtiedaodaxue",1850,599
"78",2011,"文科","石家庄铁道大学",13222,"石家庄铁道大学",10107,"黑龙江",1,10919,580,0,0,1036860,3833.35,65.5,270.4840413737,10919,1,"shijiazhuangtiedaodaxue",1850,599
"79",2011,"文科","石家庄铁道大学",13222,"石家庄铁道大学",10107,"黑龙江",1,10919,580,0,0,1036860,3833.35,65.5,270.4840413737,10919,1,"shijiazhuangtiedaodaxue",1850,599
"80",2011,"文科","苏州大学",13397,"苏州大学",10285,"江苏",6,7145,589,8.57,0.0274898785,4142548,7869.34,65.5,526.4161924634,10919,0.6543639527,"suzhoudaxue",1422,609
"81",2011,"文科","西北大学",13657,"西北大学",10697,"陕西",2,10919,580,11.63,0.0449392713,1012348,3735,65.5,271.0436412316,10919,1,"xibeidaxue",1647,598
"82",2011,"文科","西北工业大学",13883,"西北工业大学",10699,"陕西",4,9566,583,17.08,0,1012348,3735,65.5,271.0436412316,10919,0.8760875538,"xibeigongyedaxue",1641,596
"83",2011,"文科","西南交通大学",13953,"西南交通大学",10613,"四川",7,8771,585,10.15,0,1718548,8044.92,65.5,213.6190291513,10919,0.8032786885,"xinanjiaotongdaxue",1588,599
"84",2011,"文科","西南大学",14172,"西南大学",10635,"重庆",7,8230,586,9.96,0.0603238866,792558,2884.62,65.5,274.7530003952,10919,0.7537320267,"xinandaxue",1581,599
"85",2011,"文科","西南政法大学",14325,"西南政法大学",10652,"重庆",67,5779,594,3.77,0.0389878543,792558,2884.62,65.5,274.7530003952,10919,0.5292609213,"xinanzhengfadaxue",1298,613
"86",2011,"文科","西南财经大学",14541,"西南财经大学",10651,"四川",24,3556,603,4.34,0.0518218623,1718548,8044.92,65.5,213.6190291513,10919,0.325670849,"xinancaijingdaxue",1584,612
"87",2011,"文科","西安外国语大学",14715,"西安外国语大学",10724,"陕西",19,7548,588,0,0,1012348,3735,65.5,271.0436412316,10919,0.6912720945,"xianwaiguoyudaxue",1638,603
"88",2011,"文科","贵州大学",14983,"贵州大学",10657,"贵州",2,10919,580,5,0,460216,3479,65.5,132.2839896522,10919,1,"guizhoudaxue",1460,596
"89",2011,"文科","辽宁大学",15236,"辽宁大学",10140,"辽宁",43,10919,580,4.79,0.0329149798,1845727,4375,65.5,421.8804571429,10919,1,"liaoningdaxue",2749,595
"90",2011,"文科","郑州大学",15384,"郑州大学",10459,"河南",10,9798,582,8.94,0.0672064777,2309236,9405.47,65.5,245.5205322009,10919,0.8973349208,"zhengzhoudaxue",1462,595
"91",2011,"文科","重庆大学",15555,"重庆大学",10611,"重庆",10,5235,596,15.19,0.0712550607,792558,2884.62,65.5,274.7530003952,10919,0.4794395091,"zhongqingdaxue",1298,606
"92",2011,"文科","陕西师范大学",15645,"陕西师范大学",10718,"陕西",22,10919,580,5.8,0,1012348,3735,65.5,271.0436412316,10919,1,"shanxishifandaxue",1637,596
"93",2011,"理科","上海交通大学",22,"上海交通大学",10248,"上海",40,284,654,43.63,0.2465587045,1716598,2302.66,65.5,745.4847871592,30392,0.0093445644,"shanghaijiaotongdaxue",1452,686
"94",2011,"理科","上海外国语大学",155,"上海外国语大学",10271,"上海",9,5560,611,2.8,0.0293927126,1716598,2302.66,65.5,745.4847871592,30392,0.1829428797,"shanghaiwaiguoyudaxue",1466,663
"95",2011,"理科","上海大学",329,"上海大学",10280,"上海",27,13602,591,8.18,0.0615384615,1716598,2302.66,65.5,745.4847871592,30392,0.4475519874,"shanghaidaxue",1473,635
"96",2011,"理科","上海理工大学",444,"上海理工大学",10252,"上海",55,19761,581,1.85,0,1716598,2302.66,65.5,745.4847871592,30392,0.6502040011,"shanghailigongdaxue",1484,629
"97",2011,"理科","上海财经大学",545,"上海财经大学",10272,"上海",25,1222,636,5.45,0.0744939271,1716598,2302.66,65.5,745.4847871592,30392,0.0402079495,"shanghaicaijingdaxue",1473,672
"98",2011,"理科","东北大学",686,"东北大学",10145,"辽宁",50,23179,576,15.08,0.0393522267,1845727,4375,65.5,421.8804571429,30392,0.7626678073,"dongbeidaxue",2760,628
"99",2011,"理科","东北大学秦皇岛分校",663,"东北大学",19145,"河北",40,30392,568,15.08,0.0393522267,2039426,7193.6,65.5,283.5056161032,30392,1,"dongbeidaxue",2760,622
"100",2011,"理科","东北师范大学",773,"东北师范大学",10200,"吉林",9,30392,568,10.81,0,866758,2746.6,65.5,315.5748925945,30392,1,"dongbeishifandaxue",3052,624
"101",2011,"理科","东北林业大学",947,"东北林业大学",10225,"黑龙江",19,30392,568,5.11,0,1036860,3833.35,65.5,270.4840413737,30392,1,"dongbeilinyedaxue",3294,621
"102",2011,"理科","东北石油大学",1034,"东北石油大学",10220,"黑龙江",5,30392,568,0,0,1036860,3833.35,65.5,270.4840413737,30392,1,"dongbeishiyoudaxue",3330,621
"103",2011,"理科","东北财经大学",1147,"东北财经大学",10173,"辽宁",20,19301,582,3.38,0,1845727,4375,65.5,421.8804571429,30392,0.6350684391,"dongbeicaijingdaxue",2246,638
"104",2011,"理科","东华大学",1206,"东华大学",10255,"上海",36,23025,577,7.8,0.0374089069,1716598,2302.66,65.5,745.4847871592,30392,0.7576006844,"donghuadaxue",1462,629
"105",2011,"理科","东南大学",1268,"东南大学",10286,"江苏",50,11297,596,19.73,0.0724696356,4142548,7869.34,65.5,526.4161924634,30392,0.3717096604,"dongnandaxue",1380,648
"106",2011,"理科","中南大学",1317,"中南大学",10533,"湖南",205,13994,591,27.77,0.0761133603,1603796,6570.1,65.5,244.10526476,30392,0.4604501185,"zhongnandaxue",662,638
"107",2011,"理科","中南财经政法大学",1532,"中南财经政法大学",10520,"湖北",120,21193,579,5.78,0.0493927126,1596761,5727.9143,65.5,278.7683118792,30392,0.6973216636,"zhongnancaijingzhengfadaxue",979,640
"108",2011,"理科","中国人民大学",1681,"中国人民大学",10002,"北京",34,625,645,35.65,0.4939271255,1411358,1961.9,65.5,719.3832509302,30392,0.0205646223,"zhongguorenmindaxue",2124,682
"109",2011,"理科","中国传媒大学",1793,"中国传媒大学",10033,"北京",24,16645,586,0,0,1411358,1961.9,65.5,719.3832509302,30392,0.5476770203,"zhongguochuanmeidaxue",2140,647
"110",2011,"理科","中国农业大学",1999,"中国农业大学",10019,"北京",45,16868,586,20,0.1089068826,1411358,1961.9,65.5,719.3832509302,30392,0.5550144775,"zhongguonongyedaxue",1398,634
"111",2011,"理科","中国医科大学",2083,"中国医科大学",10159,"辽宁",37,30392,568,3.96,0,1845727,4375,65.5,421.8804571429,30392,1,"zhongguoyikedaxue",2248,629
"112",2011,"理科","中国地质大学(北京)",2099,"中国地质大学",11415,"北京",29,23837,575,11.82,0.0359919028,1411358,1961.9,65.5,719.3832509302,30392,0.7843182416,"zhongguodizhidaxue",988,626
"113",2011,"理科","中国地质大学(武汉)",2158,"中国地质大学",10491,"湖北",49,25460,573,11.82,0.0359919028,1596761,5727.9143,65.5,278.7683118792,30392,0.8377204528,"zhongguodizhidaxue",988,626
"114",2011,"理科","中国政法大学",2412,"中国政法大学",10053,"北京",39,5090,613,5.85,0.1700404858,1411358,1961.9,65.5,719.3832509302,30392,0.1674782838,"zhongguozhengfadaxue",2154,659
"115",2011,"理科","中国海洋大学",2489,"中国海洋大学",10423,"山东",86,21446,579,11.21,0.0284615385,3916992,9587.87,65.5,408.5362025142,30392,0.7056462227,"zhongguohaiyangdaxue",440,629
"116",2011,"理科","中国石油大学(北京)",2730,"中国石油大学",11414,"北京",17,17685,584,11.06,0.0599190283,1411358,1961.9,65.5,719.3832509302,30392,0.5818965517,"zhongguoshiyoudaxue",1858,632
"117",2011,"理科","中国石油大学(华东)",2611,"中国石油大学",10425,"山东",40,27597,570,11.06,0.0599190283,3916992,9587.87,65.5,408.5362025142,30392,0.9080350092,"zhongguoshiyoudaxue",1858,625
"118",2011,"理科","中国矿业大学",2833,"中国矿业大学",10290,"江苏",90,30392,568,11.94,0,4142548,7869.34,65.5,526.4161924634,30392,1,"zhongguokuangyedaxue",2136,621
"119",2011,"理科","中国矿业大学(北京)",2917,"中国矿业大学",11413,"北京",6,27661,570,11.94,0,1411358,1961.9,65.5,719.3832509302,30392,0.9101408265,"zhongguokuangyedaxue",2136,623
"120",2011,"理科","中国科学技术大学",2950,"中国科学技术大学",10358,"安徽",35,700,643,0,0,1235933,5956.7,65.5,207.4861920191,30392,0.0230323769,"zhongguokexuejizhudaxue",1214,680
"121",2011,"理科","中国药科大学",2984,"中国药科大学",10316,"江苏",23,25964,573,3.46,0,4142548,7869.34,65.5,526.4161924634,30392,0.8543037641,"zhongguoyaokedaxue",1390,622
"122",2011,"理科","中央民族大学",3114,"中央民族大学",10052,"北京",8,19109,585,5.97,0.0502024291,1411358,1961.9,65.5,719.3832509302,30392,0.6287509871,"zhongyangminzudaxue",2122,632
"123",2011,"理科","中央财经大学",3338,"中央财经大学",10034,"北京",58,2114,627,4.6,0.2408906883,1411358,1961.9,65.5,719.3832509302,30392,0.0695577784,"zhongyangcaijingdaxue",2152,669
"124",2011,"理科","中山大学",3486,"中山大学",10558,"广东",2722,6151,609,33.78,0.25951417,4601306,10440.94,65.5,440.6984428605,30392,0.2023887865,"zhongshandaxue",119,644
"125",2011,"理科","兰州大学",3547,"兰州大学",10730,"甘肃",54,24664,574,14.61,0.0449392713,412075,2559.98,65.5,160.9680544379,30392,0.8115293498,"lanzhoudaxue",2258,627
"126",2011,"理科","内蒙古大学",3696,"内蒙古大学",10126,"内蒙古",7,30392,568,5.47,0,1167200,2472.18,65.5,472.1339061072,30392,1,"neimenggudaxue",2304,621
"127",2011,"理科","北京中医药大学",3805,"北京中医药大学",10026,"北京",6,10651,597,4.04,0.0288259109,1411358,1961.9,65.5,719.3832509302,30392,0.3504540669,"beijingzhongyiyaodaxue",2138,649
"128",2011,"理科","北京交通大学",3838,"北京交通大学",10004,"北京",76,13584,591,10.87,0.04048583,1411358,1961.9,65.5,719.3832509302,30392,0.4469597262,"beijingjiaotongdaxue",2124,631
"129",2011,"理科","北京体育大学",4037,"北京体育大学",10043,"北京",14,30392,568,0,0,1411358,1961.9,65.5,719.3832509302,30392,1,"beijingtiyudaxue",2131,621
"130",2011,"理科","北京化工大学",4146,"北京化工大学",10010,"北京",47,29317,568,7.76,0,1411358,1961.9,65.5,719.3832509302,30392,0.9646288497,"beijinghuagongdaxue",2133,633
"131",2011,"理科","北京协和医学院",4270,"北京协和医学院",10023,"北京",5,30392,568,0,0,1411358,1961.9,65.5,719.3832509302,30392,1,"beijingxieheyixueyuan",2125,621
"132",2011,"理科","北京外国语大学",4381,"北京外国语大学",10030,"北京",8,2824,623,3.65,0.0320242915,1411358,1961.9,65.5,719.3832509302,30392,0.0929191893,"beijingwaiguoyudaxue",2122,656
"133",2011,"理科","北京大学",4454,"北京大学",10001,"北京",12,101,665,100,1,1411358,1961.9,65.5,719.3832509302,30392,0.003323243,"beijingdaxue",2156,694
"134",2011,"理科","北京大学医学部",4580,"北京大学",19001,"北京",15,358,651,100,1,1411358,1961.9,65.5,719.3832509302,30392,0.0117794156,"beijingdaxue",2156,688
"135",2011,"理科","北京工业大学",4607,"北京工业大学",10005,"北京",14,25010,574,7.54,0.0325910931,1411358,1961.9,65.5,719.3832509302,30392,0.8229139247,"beijinggongyedaxue",2116,636
"136",2011,"理科","北京林业大学",4840,"北京林业大学",10022,"北京",69,25920,573,7.66,0,1411358,1961.9,65.5,719.3832509302,30392,0.8528560147,"beijinglinyedaxue",2135,627
"137",2011,"理科","北京理工大学",4923,"北京理工大学",10007,"北京",65,9536,600,16.6,0.0765182186,1411358,1961.9,65.5,719.3832509302,30392,0.3137667807,"beijingligongdaxue",2123,652
"138",2011,"理科","北京科技大学",5035,"北京科技大学",10008,"北京",42,29750,568,13.8,0.0599190283,1411358,1961.9,65.5,719.3832509302,30392,0.97887602,"beijingkejidaxue",2129,643
"139",2011,"理科","北京第二外国语学院",5202,"北京第二外国语学院",10031,"北京",13,15042,589,0,0,1411358,1961.9,65.5,719.3832509302,30392,0.4949328771,"beijingdierwaiguoyuxueyuan",2146,640
"140",2011,"理科","北京航空航天大学",5306,"北京航空航天大学",10006,"北京",52,1860,629,21.96,0.0748987854,1411358,1961.9,65.5,719.3832509302,30392,0.0612003159,"beijinghangkonghangtiandaxue",2129,672
