Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance
11810,河海大学,10294,2011,理科,江苏,河海大学,81,8.44,0,4142548,7869.34,526.4161924634,1381
11826,河海大学,10294,2010,理科,江苏,河海大学,77,8.16,0,3445730,7810.269,441.1794267265,1381
11830,河海大学,10294,2011,文科,江苏,河海大学,13,8.44,0,4142548,7869.34,526.4161924634,1381
11851,河海大学,10294,2010,文科,江苏,河海大学,11,8.16,0,3445730,7810.269,441.1794267265,1381
11855,河海大学,10294,2012,文科,江苏,河海大学,8,8.95,0,4911027,7898.8006682342,621.7433767825,1381
11875,河海大学,10294,2014,文科,江苏,河海大学,14,63.37,0,5916175,7939.49,745.1580643089,1381
11909,济南大学,10427,2015,理科,山东,济南大学,100,61.92,0,5942659,9789,607.0751864338,1803
11910,浙江大学,10335,2010,文科,浙江,浙江大学,12,53.16,0.2407407407,2299035,5275.5,435.7947114018,1299
11912,浙江大学,10335,2013,文科,浙江,浙江大学,17,54.27,0.2822384428,3466533,5477,632.9255066642,1299
11916,浙江大学,10335,2012,理科,浙江,浙江大学,80,56.1,0.252265861,3231885,5463,591.5952773202,1299
11917,浙江大学,10335,2014,理科,浙江,浙江大学,106,82.18,0.2857142857,3756849,5498,683.3119316115,1299
11930,浙江大学,19335,2015,理科,浙江,浙江大学医学,20,80.45,0.2620436817,4015350,5508,729.0032679739,1299
11931,浙江大学,10335,2014,文科,浙江,浙江大学,32,82.18,0.2857142857,3756849,5498,683.3119316115,1299
11939,浙江大学,10335,2011,理科,浙江,浙江大学,74,52.91,0.2611336032,2772231,5446.51,508.9921803136,1299
11951,浙江大学,10335,2011,文科,浙江,浙江大学,16,52.91,0.2611336032,2772231,5446.51,508.9921803136,1299
11971,浙江大学,10335,2013,理科,浙江,浙江大学,88,54.27,0.2822384428,3466533,5477,632.9255066642,1299
11975,浙江大学,10335,2015,文科,浙江,浙江大学,21,80.45,0.2620436817,4015350,5508,729.0032679739,1299
11987,浙江大学,10335,2012,文科,浙江,浙江大学,16,56.1,0.252265861,3231885,5463,591.5952773202,1299
12007,浙江大学,10335,2010,理科,浙江,浙江大学,73,53.16,0.2407407407,2299035,5275.5,435.7947114018,1299
12025,浙江大学,10335,2015,理科,浙江,浙江大学,86,80.45,0.2620436817,4015350,5508,729.0032679739,1299
12055,浙江理工大学,10338,2014,文科,浙江,浙江理工大学,20,60.86,0,3756849,5498,683.3119316115,1281
12057,浙江理工大学,10338,2014,理科,浙江,浙江理工大学,130,60.86,0,3756849,5498,683.3119316115,1281
12063,浙江理工大学,10338,2015,理科,浙江,浙江理工大学,130,62.25,0,4015350,5508,729.0032679739,1281
12064,浙江理工大学,10338,2015,文科,浙江,浙江理工大学,35,62.25,0,4015350,5508,729.0032679739,1281
12071,海南大学,10589,2010,文科,海南,海南大学,49,4.76,0.0357613169,165421,864.07,191.4439802331,591
12076,海南大学,10589,2015,文科,海南,海南大学,29,63.44,0.0407176287,350072,903,387.6766334441,591
12081,海南大学,10589,2012,理科,海南,海南大学,140,4.76,0.0435045317,252266,877.38,287.5219403223,591
12083,海南大学,10589,2011,文科,海南,海南大学,53,4.75,0.0353036437,206450,868.55,237.6950089229,591
12096,海南大学,10589,2015,理科,海南,海南大学,71,63.44,0.0407176287,350072,903,387.6766334441,591
12109,海南大学,10589,2013,文科,海南,海南大学,43,3.99,0.0454987835,285554,886.55,322.0957644803,591
12112,海南大学,10589,2011,理科,海南,海南大学,162,4.75,0.0353036437,206450,868.55,237.6950089229,591
12124,海南大学,10589,2012,文科,海南,海南大学,52,4.76,0.0435045317,252266,877.38,287.5219403223,591
12137,海南大学,10589,2010,理科,海南,海南大学,116,4.76,0.0357613169,165421,864.07,191.4439802331,591
12146,海南大学,10589,2014,文科,海南,海南大学,34,61.81,0.0396103896,314646,895.28,351.4498257528,591
12160,海南大学,10589,2014,理科,海南,海南大学,96,61.81,0.0396103896,314646,895.28,351.4498257528,591
12177,海南大学,10589,2013,理科,海南,海南大学,119,3.99,0.0454987835,285554,886.55,322.0957644803,591
12215,深圳大学,10590,2013,理科,广东,深圳大学,620,3.35,0.0700729927,5706792,10594,538.6815178403,102
12216,深圳大学,10590,2015,理科,广东,深圳大学,2017,63.37,0.0647425897,6779224,10724,632.1544199925,102
12217,深圳大学,10590,2014,理科,广东,深圳大学,1211,61.46,0.0753246753,6216397,10644,584.0282788425,102
12221,深圳大学,10590,2014,文科,广东,深圳大学,289,61.46,0.0753246753,6216397,10644,584.0282788425,102
12234,深圳大学,10590,2015,文科,广东,深圳大学,422,63.37,0.0647425897,6779224,10724,632.1544199925,102
12240,清华大学,10003,2011,理科,北京,清华大学,27,94.72,0.8825910931,1411358,1961.9,719.3832509302,2127
12248,清华大学,10003,2013,文科,北京,清华大学,4,96.81,0.9756690998,1787940,2069.3,864.0313149374,2127
12264,清华大学,10003,2013,理科,北京,清华大学,63,96.81,0.9756690998,1787940,2069.3,864.0313149374,2127
12272,清华大学,10003,2012,理科,北京,清华大学,49,96.18,0.8989728097,1625193,2018.6,805.1089864262,2127
12284,清华大学,10003,2010,文科,北京,清华大学,2,95.06,0.8271604938,1215300,1860,653.3870967742,2127
12286,清华大学,10003,2012,文科,北京,清华大学,4,96.18,0.8989728097,1625193,2018.6,805.1089864262,2127
12298,清华大学,10003,2015,理科,北京,清华大学,60,97.8,0.968798752,2133083,2152,991.2095724907,2127
12310,清华大学,10003,2015,文科,北京,清华大学,4,97.8,0.968798752,2133083,2152,991.2095724907,2127
12324,清华大学,10003,2010,理科,北京,清华大学,34,95.06,0.8271604938,1215300,1860,653.3870967742,2127
12334,清华大学,10003,2011,文科,北京,清华大学,2,94.72,0.8825910931,1411358,1961.9,719.3832509302,2127
12346,清华大学,10003,2014,理科,北京,清华大学,64,98.25,0.9561688312,1950056,2114.8,922.0994893134,2127
12364,清华大学,10003,2014,文科,北京,清华大学,4,98.25,0.9561688312,1950056,2114.8,922.0994893134,2127
12384,温州医学院,10343,2010,理科,浙江,温州医学院,25,0,0,2299035,5275.5,435.7947114018,1217
12385,温州医学院,10343,2012,理科,浙江,温州医学院,15,0,0,3231885,5463,591.5952773202,1217
12387,温州医学院,10343,2011,理科,浙江,温州医学院,15,0,0,2772231,5446.51,508.9921803136,1217
12392,温州医学院,10343,2012,理科,浙江,温州医学院,15,0,0,3231885,5463,591.5952773202,1217
12396,温州医学院,10343,2010,理科,浙江,温州医学院,25,0,0,2299035,5275.5,435.7947114018,1217
12398,温州医学院,10343,2011,理科,浙江,温州医学院,15,0,0,2772231,5446.51,508.9921803136,1217
12402,温州医科大学,10343,2013,理科,浙江,温州医科大学,15,1.76,0,3466533,5477,632.9255066642,1215
12404,温州医科大学,10343,2013,理科,浙江,温州医科大学,15,1.76,0,3466533,5477,632.9255066642,1215
12405,温州医科大学,10343,2014,理科,浙江,温州医科大学,15,60.78,0,3756849,5498,683.3119316115,1215
12406,温州医科大学,10343,2015,理科,浙江,温州医科大学,16,62.13,0,4015350,5508,729.0032679739,1215
12409,温州医科大学,10343,2015,理科,浙江,温州医科大学,16,62.13,0,4015350,5508,729.0032679739,1215
12410,温州医科大学,10343,2014,理科,浙江,温州医科大学,15,60.78,0,3756849,5498,683.3119316115,1215
12420,湖南中医药大学,10541,2013,理科,湖南,湖南中医药大学,10,0.89,0,2215423,6638.93,333.7018164072,657
12424,湖南中医药大学,10541,2015,理科,湖南,湖南中医药大学,3,61.8,0,2704846,6737,401.4911681757,657
12425,湖南中医药大学,10541,2011,理科,湖南,湖南中医药大学,10,0.91,0,1603796,6570.1,244.10526476,657
12427,湖南中医药大学,10541,2014,理科,湖南,湖南中医药大学,6,60.41,0,2450167,6690.6,366.2103548262,657
12432,湖南中医药大学,10541,2010,理科,湖南,湖南中医药大学,7,0.94,0,1305969,6406,203.8665313768,657
12436,湖南中医药大学,10541,2012,理科,湖南,湖南中医药大学,10,1,0,1966956,6595.6,298.2224513312,657
12456,湖南农业大学,10537,2015,文科,湖南,湖南农业大学,13,62.61,0,2704846,6737,401.4911681757,656
12458,湖南农业大学,10537,2014,理科,湖南,湖南农业大学,101,61.1,0,2450167,6690.6,366.2103548262,656
12461,湖南农业大学,10537,2015,理科,湖南,湖南农业大学,130,62.61,0,2704846,6737,401.4911681757,656
12465,湖南大学,10532,2010,文科,湖南,湖南大学,23,13.84,0.0576131687,1305969,6406,203.8665313768,272
12469,湖南大学,10532,2013,理科,湖南,湖南大学,176,14.31,0.0549878345,2215423,6638.93,333.7018164072,272
12474,湖南大学,10532,2013,文科,湖南,湖南大学,25,14.31,0.0549878345,2215423,6638.93,333.7018164072,272
12475,湖南大学,10532,2011,文科,湖南,湖南大学,24,14.05,0.0663967611,1603796,6570.1,244.10526476,272
12483,湖南大学,10532,2015,文科,湖南,湖南大学,26,67.92,0.068174727,2704846,6737,401.4911681757,272
12485,湖南大学,10532,2014,文科,湖南,湖南大学,29,66.41,0.0685064935,2450167,6690.6,366.2103548262,272
12490,湖南大学,10532,2015,理科,湖南,湖南大学,215,67.92,0.068174727,2704846,6737,401.4911681757,272
12498,湖南大学,10532,2012,理科,湖南,湖南大学,185,13.92,0.0564954683,1966956,6595.6,298.2224513312,272
12503,湖南大学,10532,2011,理科,湖南,湖南大学,170,14.05,0.0663967611,1603796,6570.1,244.10526476,272
12539,湖南大学,10532,2010,理科,湖南,湖南大学,148,13.84,0.0576131687,1305969,6406,203.8665313768,272
12551,湖南大学,10532,2014,理科,湖南,湖南大学,186,66.41,0.0685064935,2450167,6690.6,366.2103548262,272
12565,湖南大学,10532,2012,文科,湖南,湖南大学,23,13.92,0.0564954683,1966956,6595.6,298.2224513312,272
12609,湖南师范大学,10542,2015,理科,湖南,湖南师范大学,39,64.75,0.0471138846,2704846,6737,401.4911681757,665
12610,湖南师范大学,10542,2014,文科,湖南,湖南师范大学,31,63.21,0.0600649351,2450167,6690.6,366.2103548262,665
12615,湖南师范大学,10542,2012,理科,湖南,湖南师范大学,24,8.22,0.0335347432,1966956,6595.6,298.2224513312,665
12620,湖南师范大学,10542,2015,文科,湖南,湖南师范大学,33,64.75,0.0471138846,2704846,6737,401.4911681757,665
12628,湖南师范大学,10542,2011,理科,湖南,湖南师范大学,28,8.25,0.0302834008,1603796,6570.1,244.10526476,665
12634,湖南师范大学,10542,2011,文科,湖南,湖南师范大学,24,8.25,0.0302834008,1603796,6570.1,244.10526476,665
12637,湖南师范大学,10542,2013,理科,湖南,湖南师范大学,24,7.79,0.0326034063,2215423,6638.93,333.7018164072,665
12660,湖南师范大学,10542,2012,文科,湖南,湖南师范大学,24,8.22,0.0335347432,1966956,6595.6,298.2224513312,665
12673,湖南师范大学,10542,2010,文科,湖南,湖南师范大学,22,8.28,0.0309053498,1305969,6406,203.8665313768,665
12689,湖南师范大学,10542,2010,理科,湖南,湖南师范大学,26,8.28,0.0309053498,1305969,6406,203.8665313768,665
12696,湖南师范大学,10542,2014,理科,湖南,湖南师范大学,32,63.21,0.0600649351,2450167,6690.6,366.2103548262,665
12716,湖南师范大学,10542,2013,文科,湖南,湖南师范大学,26,7.79,0.0326034063,2215423,6638.93,333.7018164072,665
12753,湖南科技大学,10534,2015,文科,湖南,湖南科技大学,28,61.96,0,2704846,6737,401.4911681757,628
12754,湖南科技大学,10534,2015,理科,湖南,湖南科技大学,72,61.96,0,2704846,6737,401.4911681757,628
12757,湘潭大学,10530,2012,文科,湖南,湘潭大学,25,4.36,0.0240785498,1966956,6595.6,298.2224513312,659
12761,湘潭大学,10530,2011,理科,湖南,湘潭大学,43,4.58,0,1603796,6570.1,244.10526476,659
12763,湘潭大学,10530,2013,理科,湖南,湘潭大学,33,3.84,0.0229927007,2215423,6638.93,333.7018164072,659
12770,湘潭大学,10530,2015,理科,湖南,湘潭大学,20,63.28,0,2704846,6737,401.4911681757,659
12777,湘潭大学,10530,2011,文科,湖南,湘潭大学,27,4.58,0,1603796,6570.1,244.10526476,659
12798,湘潭大学,10530,2010,文科,湖南,湘潭大学,27,4.67,0,1305969,6406,203.8665313768,659
12811,湘潭大学,10530,2010,理科,湖南,湘潭大学,33,4.67,0,1305969,6406,203.8665313768,659
12814,湘潭大学,10530,2013,文科,湖南,湘潭大学,25,3.84,0.0229927007,2215423,6638.93,333.7018164072,659
12821,湘潭大学,10530,2015,文科,湖南,湘潭大学,17,63.28,0,2704846,6737,401.4911681757,659
12834,湘潭大学,10530,2014,文科,湖南,湘潭大学,20,61.99,0,2450167,6690.6,366.2103548262,659
12853,湘潭大学,10530,2014,理科,湖南,湘潭大学,26,61.99,0,2450167,6690.6,366.2103548262,659
12866,湘潭大学,10530,2012,理科,湖南,湘潭大学,35,4.36,0.0240785498,1966956,6595.6,298.2224513312,659
12901,燕山大学,10216,2015,理科,河北,燕山大学,54,63.09,0,2942115,7384,398.4446099675,2399
12904,燕山大学,10216,2010,理科,河北,燕山大学,5,5.29,0,1723548,7034.4,245.0170590242,2399
12905,燕山大学,10216,2015,文科,河北,燕山大学,6,63.09,0,2942115,7384,398.4446099675,2399
12914,燕山大学,10216,2011,理科,河北,燕山大学,5,5.1,0,2039426,7193.6,283.5056161032,2399
12916,燕山大学,10216,2012,理科,河北,燕山大学,5,4.84,0,2451576,7240.51,338.5916185462,2399
12927,燕山大学,10216,2014,理科,河北,燕山大学,10,61.91,0,2830141,7332.61,385.9663885029,2399
12930,燕山大学,10216,2013,理科,河北,燕山大学,5,4.36,0,2657501,7287.51,364.6651599792,2399
12950,电子科技大学,19614,2011,理科,四川,电子科技大学(沙河校区),20,10.02,0.0672064777,1718548,8044.92,213.6190291513,1642
12954,电子科技大学,19614,2012,理科,四川,电子科技大学(沙河校区),20,10.42,0.0598187311,2102668,8050,261.2009937888,1642
12955,电子科技大学,10614,2013,理科,四川,电子科技大学,150,10.06,0.0574209246,2387280,8076.2,295.5944627424,1642
12960,电子科技大学,10614,2014,理科,四川,电子科技大学,135,64.47,0.0637987013,2626077,8107,323.927100037,1642
12961,电子科技大学,10614,2012,理科,四川,电子科技大学,130,10.42,0.0598187311,2102668,8050,261.2009937888,1642
12965,电子科技大学,10614,2015,理科,四川,电子科技大学,135,65.89,0.0569422777,2853666,8140,350.5732186732,1642
12972,电子科技大学,10614,2010,理科,四川,电子科技大学,120,9.79,0.0382716049,1415128,8185,172.8928527795,1642
12973,电子科技大学,19614,2014,理科,四川,电子科技大学(沙河校区),55,64.47,0.0637987013,2626077,8107,323.927100037,1642
12974,电子科技大学,10614,2011,理科,四川,电子科技大学,120,10.02,0.0672064777,1718548,8044.92,213.6190291513,1642
12989,电子科技大学,19614,2013,理科,四川,电子科技大学(沙河校区),30,10.06,0.0574209246,2387280,8076.2,295.5944627424,1642
12998,电子科技大学,19614,2015,理科,四川,电子科技大学(沙河校区),55,65.89,0.0569422777,2853666,8140,350.5732186732,1642
13011,石家庄铁道大学,10107,2013,理科,河北,石家庄铁道大学,5,1,0,2657501,7287.51,364.6651599792,1850
13021,石家庄铁道大学,10107,2010,文科,河北,石家庄铁道大学,1,0,0,1723548,7034.4,245.0170590242,1850
13024,石家庄铁道大学,10107,2012,理科,黑龙江,石家庄铁道大学,5,0,0,1258200,3834.01,328.1681581425,1850
13040,石家庄铁道大学,10107,2014,理科,黑龙江,石家庄铁道大学,10,60.41,0,1438293,3835.02,375.0418511507,1850
13061,石家庄铁道大学,10107,2015,理科,黑龙江,石家庄铁道大学,13,61.81,0,1503938,3833,392.3657709366,1850
13072,石家庄铁道大学,10107,2010,理科,河北,石家庄铁道大学,4,0,0,1723548,7034.4,245.0170590242,1850
13101,石家庄铁道大学,10107,2015,理科,河北,石家庄铁道大学,13,61.81,0,2942115,7384,398.4446099675,1850
13104,石家庄铁道大学,10107,2011,理科,黑龙江,石家庄铁道大学,4,0,0,1036860,3833.35,270.4840413737,1850
13120,石家庄铁道大学,10107,2012,理科,河北,石家庄铁道大学,5,0,0,2451576,7240.51,338.5916185462,1850
13136,石家庄铁道大学,10107,2014,理科,河北,石家庄铁道大学,10,60.41,0,2830141,7332.61,385.9663885029,1850
13156,石家庄铁道大学,10107,2011,理科,河北,石家庄铁道大学,4,0,0,2039426,7193.6,283.5056161032,1850
13168,石家庄铁道大学,10107,2010,文科,黑龙江,石家庄铁道大学,1,0,0,858700,3826.01,224.4374687991,1850
13184,石家庄铁道大学,10107,2010,理科,黑龙江,石家庄铁道大学,4,0,0,858700,3826.01,224.4374687991,1850
13200,石家庄铁道大学,10107,2013,理科,黑龙江,石家庄铁道大学,5,1,0,1369158,3834.04,357.1058204922,1850
13222,石家庄铁道大学,10107,2011,文科,黑龙江,石家庄铁道大学,1,0,0,1036860,3833.35,270.4840413737,1850
13233,石家庄铁道大学,10107,2011,文科,河北,石家庄铁道大学,1,0,0,2039426,7193.6,283.5056161032,1850
13267,福州大学,10386,2011,理科,福建,福州大学,10,5.8,0.0269635628,1473712,3693,399.0555104251,1460
13272,福州大学,10386,2013,理科,福建,福州大学,16,6.4,0.0257907543,1970178,3748,525.6611526147,1460
13277,福州大学,10386,2015,文科,福建,福州大学,4,63.96,0,2405576,3806,632.0483447189,1460
13285,福州大学,10386,2013,文科,福建,福州大学,6,6.4,0.0257907543,1970178,3748,525.6611526147,1460
13296,福州大学,10386,2010,理科,福建,福州大学,10,5.7,0.0337037037,1223653,3666,333.784233497,1460
13299,福州大学,10386,2014,文科,福建,福州大学,7,62.93,0,2175964,3774,576.5670376259,1460
13301,福州大学,10386,2015,理科,福建,福州大学,20,63.96,0,2405576,3806,632.0483447189,1460
13315,福州大学,10386,2014,理科,福建,福州大学,35,62.93,0,2175964,3774,576.5670376259,1460
13326,福州大学,10386,2012,理科,福建,福州大学,16,5.91,0.0263746224,1756018,3720,472.0478494624,1460
13340,福州大学,10386,2011,文科,福建,福州大学,4,5.8,0.0269635628,1473712,3693,399.0555104251,1460
13361,福州大学,10386,2012,文科,福建,福州大学,4,5.91,0.0263746224,1756018,3720,472.0478494624,1460
13388,福建师范大学,10394,2015,文科,福建,福建师范大学,32,63.41,0.0365054602,2405576,3806,632.0483447189,907
13389,福建师范大学,10394,2015,理科,福建,福建师范大学,52,63.41,0.0365054602,2405576,3806,632.0483447189,907
13392,苏州大学,10285,2013,理科,江苏,苏州大学,33,8.82,0.0274939173,5405822,7919.98,682.555006452,1422
13393,苏州大学,10285,2011,理科,江苏,苏州大学,24,8.57,0.0274898785,4142548,7869.34,526.4161924634,1422
13397,苏州大学,10285,2011,文科,江苏,苏州大学,6,8.57,0.0274898785,4142548,7869.34,526.4161924634,1422
13410,苏州大学,10285,2015,理科,江苏,苏州大学,34,65.14,0.0566302652,6508832,7960,817.6924623116,1422
13425,苏州大学,10285,2014,文科,江苏,苏州大学,11,63.79,0.0498376623,5916175,7939.49,745.1580643089,1422
13435,苏州大学,10285,2015,文科,江苏,苏州大学,12,65.14,0.0566302652,6508832,7960,817.6924623116,1422
13447,苏州大学,10285,2013,文科,江苏,苏州大学,10,8.82,0.0274939173,5405822,7919.98,682.555006452,1422
13465,苏州大学,10285,2012,理科,江苏,苏州大学,26,8.61,0.0275830816,4911027,7898.8006682342,621.7433767825,1422
13467,苏州大学,10285,2014,理科,江苏,苏州大学,35,63.79,0.0498376623,5916175,7939.49,745.1580643089,1422
13471,苏州大学,10285,2010,理科,江苏,苏州大学,24,9.13,0.0335802469,3445730,7810.269,441.1794267265,1422
13483,苏州大学,10285,2012,文科,江苏,苏州大学,8,8.61,0.0275830816,4911027,7898.8006682342,621.7433767825,1422
13506,苏州大学,10285,2010,文科,江苏,苏州大学,6,9.13,0.0335802469,3445730,7810.269,441.1794267265,1422
13536,西北农林科技大学,10712,2012,文科,陕西,西北农林科技大学,4,8.48,0,1251230,3743,334.2853326209,1638
13538,西北农林科技大学,10712,2014,理科,陕西,西北农林科技大学,16,63.58,0,1604521,3764,426.2808182784,1638
13550,西北农林科技大学,10712,2012,理科,陕西,西北农林科技大学,10,8.48,0,1251230,3743,334.2853326209,1638
13563,西北农林科技大学,10712,2013,理科,陕西,西北农林科技大学,16,8.02,0,1445368,3753,385.1233679723,1638
13565,西北农林科技大学,10712,2010,理科,陕西,西北农林科技大学,14,8.9,0,816980,3727,219.205795546,1638
13572,西北农林科技大学,10712,2015,理科,陕西,西北农林科技大学,28,65.14,0,1768994,3775,468.6076821192,1638
13583,西北农林科技大学,10712,2013,文科,陕西,西北农林科技大学,2,8.02,0,1445368,3753,385.1233679723,1638
13604,西北农林科技大学,10712,2011,理科,陕西,西北农林科技大学,14,8.74,0,1012348,3735,271.0436412316,1638
13611,西北农林科技大学,10712,2015,文科,陕西,西北农林科技大学,2,65.14,0,1768994,3775,468.6076821192,1638
13622,西北农林科技大学,10712,2014,文科,陕西,西北农林科技大学,2,63.58,0,1604521,3764,426.2808182784,1638
13633,西北农林科技大学,10712,2010,文科,陕西,西北农林科技大学,6,8.9,0,816980,3727,219.205795546,1638
13657,西北大学,10697,2011,文科,陕西,西北大学,2,11.63,0.0449392713,1012348,3735,271.0436412316,1647
13662,西北大学,10697,2012,理科,陕西,西北大学,4,11.59,0.0486404834,1251230,3743,334.2853326209,1647
13665,西北大学,10697,2013,理科,陕西,西北大学,4,10.79,0.0467153285,1445368,3753,385.1233679723,1647
13678,西北大学,10697,2012,文科,陕西,西北大学,2,11.59,0.0486404834,1251230,3743,334.2853326209,1647
13694,西北大学,10697,2013,文科,陕西,西北大学,2,10.79,0.0467153285,1445368,3753,385.1233679723,1647
13706,西北大学,10697,2010,文科,陕西,西北大学,2,11.58,0.0477366255,816980,3727,219.205795546,1647
13718,西北大学,10697,2014,理科,陕西,西北大学,3,64.59,0.0642857143,1604521,3764,426.2808182784,1647
13732,西北大学,10697,2010,理科,陕西,西北大学,6,11.58,0.0477366255,816980,3727,219.205795546,1647
13738,西北大学,10697,2015,理科,陕西,西北大学,12,66.67,0.0644305772,1768994,3775,468.6076821192,1647
13750,西北大学,10697,2014,文科,陕西,西北大学,2,64.59,0.0642857143,1604521,3764,426.2808182784,1647
13762,西北大学,10697,2011,理科,陕西,西北大学,4,11.63,0.0449392713,1012348,3735,271.0436412316,1647
13775,西北大学,10697,2015,文科,陕西,西北大学,8,66.67,0.0644305772,1768994,3775,468.6076821192,1647
13801,西北工业大学,10699,2010,文科,陕西,西北工业大学,4,18.09,0,816980,3727,219.205795546,1641
13803,西北工业大学,10699,2014,理科,陕西,西北工业大学,34,65.87,0.0420454545,1604521,3764,426.2808182784,1641
13807,西北工业大学,10699,2012,理科,陕西,西北工业大学,25,15.62,0.024652568,1251230,3743,334.2853326209,1641
13815,西北工业大学,10699,2011,理科,陕西,西北工业大学,21,17.08,0,1012348,3735,271.0436412316,1641
13838,西北工业大学,10699,2012,文科,陕西,西北工业大学,2,15.62,0.024652568,1251230,3743,334.2853326209,1641
13855,西北工业大学,10699,2013,文科,陕西,西北工业大学,4,14.41,0.0248175182,1445368,3753,385.1233679723,1641
13860,西北工业大学,10699,2014,文科,陕西,西北工业大学,4,65.87,0.0420454545,1604521,3764,426.2808182784,1641
13871,西北工业大学,10699,2015,理科,陕西,西北工业大学,41,67.82,0.0463338534,1768994,3775,468.6076821192,1641
13883,西北工业大学,10699,2011,文科,陕西,西北工业大学,4,17.08,0,1012348,3735,271.0436412316,1641
13887,西北工业大学,10699,2015,文科,陕西,西北工业大学,4,67.82,0.0463338534,1768994,3775,468.6076821192,1641
13900,西北工业大学,10699,2013,理科,陕西,西北工业大学,30,14.41,0.0248175182,1445368,3753,385.1233679723,1641
13917,西北工业大学,10699,2010,理科,陕西,西北工业大学,21,18.09,0,816980,3727,219.205795546,1641
13945,西南交通大学,10613,2014,文科,四川,西南交通大学,14,63.84,0.0438311688,2626077,8107,323.927100037,1588
13946,西南交通大学,10613,2013,文科,四川,西南交通大学,12,9.61,0.0277372263,2387280,8076.2,295.5944627424,1588
13953,西南交通大学,10613,2011,文科,四川,西南交通大学,7,10.15,0,1718548,8044.92,213.6190291513,1588
13962,西南交通大学,10613,2011,理科,四川,西南交通大学,100,10.15,0,1718548,8044.92,213.6190291513,1588
13963,西南交通大学,10613,2012,理科,四川,西南交通大学,104,10.33,0.0277039275,2102668,8050,261.2009937888,1588
13967,西南交通大学,10613,2012,文科,四川,西南交通大学,6,10.33,0.0277039275,2102668,8050,261.2009937888,1588
13986,西南交通大学,10613,2013,理科,四川,西南交通大学,112,9.61,0.0277372263,2387280,8076.2,295.5944627424,1588
14005,西南交通大学,10613,2015,理科,四川,西南交通大学,121,64.73,0,2853666,8140,350.5732186732,1588
14016,西南交通大学,10613,2010,理科,四川,西南交通大学,92,9.77,0.0267489712,1415128,8185,172.8928527795,1588
14019,西南交通大学,10613,2014,理科,四川,西南交通大学,110,63.84,0.0438311688,2626077,8107,323.927100037,1588
14023,西南交通大学,10613,2010,文科,四川,西南交通大学,4,9.77,0.0267489712,1415128,8185,172.8928527795,1588
14059,西南交通大学,10613,2015,文科,四川,西南交通大学,17,64.73,0,2853666,8140,350.5732186732,1588
14089,西南大学,10635,2015,文科,重庆,西南大学,12,65.15,0.0742589704,1426540,2991,476.9441658308,1581
14090,西南大学,10635,2013,理科,重庆,西南大学,45,10.32,0.0515815085,1140960,2945,387.4227504244,1581
14091,西南大学,10635,2015,理科,重庆,西南大学,30,65.15,0.0742589704,1426540,2991,476.9441658308,1581
14098,西南大学,10635,2012,理科,重庆,西南大学,42,10.52,0.0525679758,1001137,2919,342.9725933539,1581
14111,西南大学,10635,2012,文科,重庆,西南大学,6,10.52,0.0525679758,1001137,2919,342.9725933539,1581
14112,西南大学,10635,2013,文科,重庆,西南大学,13,10.32,0.0515815085,1140960,2945,387.4227504244,1581
14124,西南大学,10635,2014,理科,重庆,西南大学,39,64.13,0.076461039,1265669,2970,426.1511784512,1581
14127,西南大学,10635,2010,文科,重庆,西南大学,13,9.33,0.0633744856,653001,2859,228.4018887723,1581
14139,西南大学,19635,2015,文科,重庆,西南大学(荣昌校区),7,65.15,0.0742589704,1426540,2991,476.9441658308,1581
14148,西南大学,10635,2014,文科,重庆,西南大学,12,64.13,0.076461039,1265669,2970,426.1511784512,1581
14167,西南大学,10635,2010,理科,重庆,西南大学,37,9.33,0.0633744856,653001,2859,228.4018887723,1581
14172,西南大学,10635,2011,文科,重庆,西南大学,7,9.96,0.0603238866,792558,2884.62,274.7530003952,1581
14176,西南大学,19635,2015,理科,重庆,西南大学(荣昌校区),48,65.15,0.0742589704,1426540,2991,476.9441658308,1581
14185,西南大学,10635,2011,理科,重庆,西南大学,36,9.96,0.0603238866,792558,2884.62,274.7530003952,1581
14237,西南政法大学,60652,2015,理科,四川,西南政法大学(中外合作办学专业),4,62.9,0.0386895476,2853666,8140,350.5732186732,1298
14240,西南政法大学,60652,2015,理科,重庆,西南政法大学(中外合作办学专业),4,62.9,0.0386895476,1426540,2991,476.9441658308,1298
14244,西南政法大学,60652,2014,文科,重庆,西南政法大学(中外合作办学专业),4,61.44,0.0402597403,1265669,2970,426.1511784512,1298
14257,西南政法大学,60652,2014,理科,四川,西南政法大学(中外合作办学专业),4,61.44,0.0402597403,2626077,8107,323.927100037,1298
14260,西南政法大学,60652,2015,文科,重庆,西南政法大学(中外合作办学专业),6,62.9,0.0386895476,1426540,2991,476.9441658308,1298
14262,西南政法大学,10652,2013,理科,重庆,西南政法大学,63,3.36,0.0401459854,1140960,2945,387.4227504244,1298
14270,西南政法大学,60652,2014,文科,四川,西南政法大学(中外合作办学专业),4,61.44,0.0402597403,2626077,8107,323.927100037,1298
14278,西南政法大学,10652,2014,理科,重庆,西南政法大学,63,61.44,0.0402597403,1265669,2970,426.1511784512,1298
14283,西南政法大学,60652,2015,文科,四川,西南政法大学(中外合作办学专业),6,62.9,0.0386895476,2853666,8140,350.5732186732,1298
