"","Year","University_Name_Location","Province","Topic","Plan_Number","GDP_Per_Person","X1A_Number","Level"
"375",2011,"南京工业大学","江苏","理科",40,526.416192463409,30392,"K"
"376",2011,"中国农业大学","北京","理科",45,719.383250930221,30392,"K"
"377",2011,"北京邮电大学(宏福校区)","北京","理科",17,719.383250930221,30392,"K"
"378",2011,"南京大学","江苏","理科",47,526.416192463409,30392,"F"
"379",2011,"江苏大学","江苏","理科",40,526.416192463409,30392,"K"
"380",2011,"江南大学","江苏","理科",25,526.416192463409,30392,"K"
"381",2011,"广州中医药大学","广东","理科",1807,440.698442860509,30392,"K"
"382",2011,"北京大学医学部","北京","理科",15,719.383250930221,30392,"E"
"383",2011,"中央财经大学","北京","理科",58,719.383250930221,30392,"H"
"384",2011,"燕山大学","河北","理科",5,283.505616103203,30392,"K"
"385",2011,"中央民族大学","北京","理科",8,719.383250930221,30392,"K"
"386",2011,"华北电力大学(保定)","河北","理科",64,283.505616103203,30392,"K"
"387",2011,"东北大学秦皇岛分校","河北","理科",40,283.505616103203,30392,"K"
"388",2011,"汕头大学（汕头大学医）","广东","理科",246,440.698442860509,30392,"K"
"389",2011,"四川大学","四川","理科",93,213.619029151315,30392,"K"
"390",2011,"南京航空航天大学","江苏","理科",42,526.416192463409,30392,"K"
"391",2011,"西南财经大学","四川","理科",36,213.619029151315,30392,"K"
"392",2011,"郑州大学","河南","理科",36,245.520532200943,30392,"K"
"393",2011,"华南理工大学","广东","理科",2880,440.698442860509,30392,"J"
"394",2011,"浙江大学","浙江","理科",74,508.992180313632,30392,"F"
"395",2011,"温州医学院","浙江","理科",15,508.992180313632,30392,"K"
"396",2011,"华北电力大学(北京)","北京","理科",70,719.383250930221,30392,"J"
"397",2011,"广西医科大学","广西","理科",15,207.588937093275,30392,"K"
"398",2011,"华中科技大学","湖北","理科",168,278.768311879247,30392,"I"
"399",2011,"广西大学","广西","理科",5,207.588937093275,30392,"K"
"400",2011,"上海交通大学","上海","理科",40,745.484787159199,30392,"E"
"401",2011,"北京邮电大学","北京","理科",89,719.383250930221,30392,"J"
"402",2011,"华中农业大学","湖北","理科",28,278.768311879247,30392,"K"
"403",2011,"华东理工大学","上海","理科",34,745.484787159199,30392,"K"
"404",2011,"苏州大学","江苏","理科",24,526.416192463409,30392,"K"
"405",2011,"同济大学","上海","理科",80,745.484787159199,30392,"G"
"406",2011,"中南财经政法大学","湖北","理科",120,278.768311879247,30392,"K"
"407",2011,"武汉大学","湖北","理科",174,278.768311879247,30392,"I"
"408",2011,"武汉理工大学","湖北","理科",204,278.768311879247,30392,"K"
"409",2011,"山东大学威海分校","山东","理科",32,408.536202514218,30392,"K"
"410",2011,"北京航空航天大学","北京","理科",52,719.383250930221,30392,"G"
"411",2011,"华中师范大学","湖北","理科",26,278.768311879247,30392,"K"
"412",2011,"湖南中医药大学","湖南","理科",10,244.105264760049,30392,"K"
"413",2011,"湖南大学","湖南","理科",170,244.105264760049,30392,"K"
"414",2011,"北京体育大学","北京","理科",14,719.383250930221,30392,"K"
"415",2011,"中国石油大学(北京)","北京","理科",17,719.383250930221,30392,"K"
"416",2011,"湖南师范大学","湖南","理科",28,244.105264760049,30392,"K"
"417",2011,"湘潭大学","湖南","理科",43,244.105264760049,30392,"K"
"418",2011,"中南大学","湖南","理科",205,244.105264760049,30392,"J"
"419",2011,"北京林业大学","北京","理科",69,719.383250930221,30392,"K"
"420",2011,"中国地质大学(北京)","北京","理科",29,719.383250930221,30392,"K"
"421",2011,"南京理工大学","江苏","理科",41,526.416192463409,30392,"K"
"422",2011,"兰州大学","甘肃","理科",54,160.968054437925,30392,"K"
"423",2011,"南昌大学","江西","理科",20,211.804859204515,30392,"K"
"424",2011,"东北师范大学","吉林","理科",9,315.57489259448,30392,"K"
"425",2011,"吉林大学","吉林","理科",100,315.57489259448,30392,"K"
"426",2011,"厦门大学","福建","理科",87,399.055510425129,30392,"I"
"427",2011,"华侨大学","福建","理科",182,399.055510425129,30392,"K"
"428",2011,"石家庄铁道大学","河北","理科",4,283.505616103203,30392,"K"
"429",2011,"河北工业大学","河北","理科",10,283.505616103203,30392,"K"
"430",2011,"贵州大学","贵州","理科",16,132.283989652199,30392,"K"
"431",2011,"西南交通大学","四川","理科",100,213.619029151315,30392,"K"
"432",2011,"沈阳药科大学","辽宁","理科",10,421.880457142857,30392,"K"
"433",2011,"大连理工大学","辽宁","理科",30,421.880457142857,30392,"J"
"434",2011,"电子科技大学","四川","理科",120,213.619029151315,30392,"K"
"435",2011,"东北财经大学","辽宁","理科",20,421.880457142857,30392,"K"
"436",2011,"东北大学","辽宁","理科",50,421.880457142857,30392,"K"
"437",2011,"海南大学","海南","理科",162,237.695008922918,30392,"K"
"438",2011,"辽宁工程技术大学","辽宁","理科",31,421.880457142857,30392,"K"
"439",2011,"大连海事大学","辽宁","理科",78,421.880457142857,30392,"K"
"440",2011,"辽宁大学","辽宁","理科",16,421.880457142857,30392,"K"
"441",2011,"中国医科大学","辽宁","理科",37,421.880457142857,30392,"K"
"442",2011,"天津大学","天津","理科",33,709.961594409254,30392,"J"
"443",2011,"西南大学","重庆","理科",36,274.753000395199,30392,"K"
"444",2011,"中国科学技术大学","安徽","理科",35,207.486192019071,30392,"F"
"445",2011,"中国地质大学(武汉)","湖北","理科",49,278.768311879247,30392,"K"
"446",2011,"重庆大学","重庆","理科",86,274.753000395199,30392,"K"
"447",2011,"西南政法大学","重庆","理科",68,274.753000395199,30392,"K"
"448",2011,"西安交通大学","陕西","理科",30,271.043641231593,30392,"I"
"449",2011,"南京信息工程大学","江苏","理科",12,526.416192463409,30392,"K"
"450",2011,"西北大学","陕西","理科",4,271.043641231593,30392,"K"
"451",2011,"西安建筑科技大学","陕西","理科",4,271.043641231593,30392,"K"
"452",2011,"中国海洋大学","山东","理科",86,408.536202514218,30392,"K"
"453",2011,"长安大学","陕西","理科",50,271.043641231593,30392,"K"
"454",2011,"西安电子科技大学","陕西","理科",91,271.043641231593,30392,"K"
"455",2011,"中国石油大学(华东)","山东","理科",40,408.536202514218,30392,"K"
"456",2011,"陕西科技大学","陕西","理科",5,271.043641231593,30392,"K"
"457",2011,"太原理工大学","山西","理科",30,257.430800954643,30392,"K"
"458",2011,"西北工业大学","陕西","理科",21,271.043641231593,30392,"K"
"459",2011,"西北农林科技大学","陕西","理科",14,271.043641231593,30392,"K"
"460",2011,"陕西师范大学","陕西","理科",43,271.043641231593,30392,"K"
"461",2011,"西安理工大学","陕西","理科",54,271.043641231593,30392,"K"
"462",2011,"西安外国语大学","陕西","理科",6,271.043641231593,30392,"K"
"463",2011,"福州大学","福建","理科",10,399.055510425129,30392,"K"
"464",2011,"华南师范大学","广东","理科",1874,440.698442860509,30392,"K"
"465",2011,"东北林业大学","黑龙江","理科",19,270.484041373733,30392,"K"
"466",2011,"哈尔滨工业大学","黑龙江","理科",75,270.484041373733,30392,"K"
"467",2011,"石家庄铁道大学","黑龙江","理科",4,270.484041373733,30392,"K"
"468",2011,"延边大学","吉林","理科",6,315.57489259448,30392,"K"
"469",2011,"哈尔滨工程大学","黑龙江","理科",20,270.484041373733,30392,"K"
"470",2011,"哈尔滨医科大学","黑龙江","理科",18,270.484041373733,30392,"K"
"471",2011,"东北石油大学","黑龙江","理科",5,270.484041373733,30392,"K"
"472",2012,"上海交通大学","上海","文科",1,817.721707718129,10000,"G"
"473",2012,"郑州大学","河南","文科",26,286.859198316191,10000,"K"
"474",2012,"华东师范大学","上海","文科",8,817.721707718129,10000,"J"
"475",2012,"中山大学","广东","文科",914,506.523369823893,10000,"I"
"476",2012,"上海大学","上海","文科",3,817.721707718129,10000,"K"
"477",2012,"广西大学","广西","文科",5,252.333046286329,10000,"K"
"478",2012,"上海财经大学","上海","文科",11,817.721707718129,10000,"H"
"479",2012,"新疆大学","新疆","文科",2,299.271973233245,10000,"K"
"480",2012,"华中科技大学","湖北","文科",19,340.956234803751,10000,"J"
"481",2012,"华东政法大学","上海","文科",23,817.721707718129,10000,"J"
"482",2012,"上海外国语大学","上海","文科",5,817.721707718129,10000,"H"
"483",2012,"中国矿业大学","江苏","文科",2,621.743376782527,10000,"K"
"484",2012,"南京信息工程大学","江苏","文科",6,621.743376782527,10000,"K"
"485",2012,"南京工业大学","江苏","文科",9,621.743376782527,10000,"K"
"486",2012,"复旦大学","上海","文科",12,817.721707718129,10000,"D"
"487",2012,"中央财经大学","北京","文科",23,805.108986426236,10000,"G"
"488",2012,"南京大学","江苏","文科",16,621.743376782527,10000,"F"
"489",2012,"中国农业大学","北京","文科",5,805.108986426236,10000,"K"
"490",2012,"中央民族大学","北京","文科",7,805.108986426236,10000,"J"
"491",2012,"清华大学","北京","文科",4,805.108986426236,10000,"B"
"492",2012,"内蒙古大学","内蒙古","文科",6,578.628445708806,10000,"K"
"493",2012,"北京第二外国语学院","北京","文科",11,805.108986426236,10000,"J"
"494",2012,"河海大学","江苏","文科",8,621.743376782527,10000,"K"
"495",2012,"华北电力大学(北京)","北京","文科",8,805.108986426236,10000,"K"
"496",2012,"中国石油大学(北京)","北京","文科",3,805.108986426236,10000,"J"
"497",2012,"中国地质大学(北京)","北京","文科",4,805.108986426236,10000,"K"
"498",2012,"江南大学","江苏","文科",8,621.743376782527,10000,"K"
"499",2012,"对外经济贸易大学","北京","文科",33,805.108986426236,10000,"H"
"500",2012,"中国人民大学(苏州校区)","江苏","文科",6,621.743376782527,10000,"J"
"501",2012,"苏州大学","江苏","文科",8,621.743376782527,10000,"K"
"502",2012,"南京邮电大学","江苏","文科",4,621.743376782527,10000,"K"
"503",2012,"浙江大学","浙江","文科",16,591.595277320154,10000,"F"
"504",2012,"北京交通大学","北京","文科",5,805.108986426236,10000,"I"
"505",2012,"南昌大学","江西","文科",10,260.732651080943,10000,"K"
"506",2012,"北京航空航天大学","北京","文科",3,805.108986426236,10000,"H"
"507",2012,"东北师范大学","吉林","文科",4,384.403562946232,10000,"K"
"508",2012,"华北电力大学(保定)","河北","文科",4,338.591618546207,10000,"K"
"509",2012,"辽宁大学","辽宁","文科",45,507.111567419576,10000,"K"
"510",2012,"北京外国语大学","北京","文科",8,805.108986426236,10000,"K"
"511",2012,"中国人民大学","北京","文科",36,805.108986426236,10000,"F"
"512",2012,"中国传媒大学","北京","文科",19,805.108986426236,10000,"I"
"513",2012,"西南交通大学","四川","文科",6,261.20099378882,10000,"K"
"514",2012,"北京林业大学","北京","文科",12,805.108986426236,10000,"K"
"515",2012,"中国地质大学(武汉)","湖北","文科",14,340.956234803751,10000,"K"
"516",2012,"中南大学","湖南","文科",20,298.22245133119,10000,"K"
"517",2012,"延边大学","吉林","文科",4,384.403562946232,10000,"K"
"518",2012,"中国政法大学","北京","文科",43,805.108986426236,10000,"H"
"519",2012,"天津财经大学","天津","文科",15,834.744348801843,10000,"K"
"520",2012,"北京体育大学","北京","文科",6,805.108986426236,10000,"K"
"521",2012,"北京化工大学","北京","文科",10,805.108986426236,10000,"K"
"522",2012,"陕西师范大学","陕西","文科",20,334.285332620892,10000,"K"
"523",2012,"南方医科大学","广东","文科",60,506.523369823893,10000,"K"
"524",2012,"华南理工大学","广东","文科",258,506.523369823893,10000,"J"
"525",2012,"北京语言大学","北京","文科",15,805.108986426236,10000,"J"
"526",2012,"北京大学","北京","文科",12,805.108986426236,10000,"C"
"527",2012,"西南政法大学","重庆","文科",70,342.972593353888,10000,"J"
"528",2012,"华南师范大学","广东","文科",1192,506.523369823893,10000,"K"
"529",2012,"重庆大学","重庆","文科",11,342.972593353888,10000,"J"
"530",2012,"南开大学","天津","文科",12,834.744348801843,10000,"I"
"531",2012,"中国海洋大学","山东","文科",18,470.691907563034,10000,"K"
"532",2012,"北京工业大学","北京","文科",4,805.108986426236,10000,"K"
"533",2012,"吉林大学","吉林","文科",12,384.403562946232,10000,"J"
"534",2012,"北京理工大学","北京","文科",5,805.108986426236,10000,"I"
"535",2012,"厦门大学","福建","文科",23,472.047849462366,10000,"I"
"536",2012,"湘潭大学","湖南","文科",25,298.22245133119,10000,"K"
"537",2012,"大连海事大学","辽宁","文科",14,507.111567419576,10000,"K"
"538",2012,"湖南大学","湖南","文科",23,298.22245133119,10000,"J"
"539",2012,"华南农业大学","广东","文科",1423,506.523369823893,10000,"K"
"540",2012,"广州中医药大学","广东","文科",578,506.523369823893,10000,"K"
"541",2012,"西南财经大学","四川","文科",24,261.20099378882,10000,"J"
"542",2012,"东北林业大学","黑龙江","文科",3,328.168158142519,10000,"K"
"543",2012,"汕头大学","广东","文科",303,506.523369823893,10000,"K"
"544",2012,"兰州大学","甘肃","文科",26,195.787753637601,10000,"K"
"545",2012,"福州大学","福建","文科",4,472.047849462366,10000,"K"
"546",2012,"海南大学","海南","文科",52,287.521940322323,10000,"K"
"547",2012,"中南财经政法大学","湖北","文科",100,340.956234803751,10000,"K"
"548",2012,"山东大学","山东","文科",25,470.691907563034,10000,"K"
"549",2012,"西安交通大学","陕西","文科",2,334.285332620892,10000,"I"
"550",2012,"武汉大学","湖北","文科",38,340.956234803751,10000,"I"
"551",2012,"山东大学威海分校","山东","文科",20,470.691907563034,10000,"K"
"552",2012,"四川大学","四川","文科",16,261.20099378882,10000,"J"
"553",2012,"西南大学","重庆","文科",6,342.972593353888,10000,"K"
"554",2012,"东北财经大学","辽宁","文科",21,507.111567419576,10000,"K"
"555",2012,"贵州大学","贵州","文科",6,164.365523205535,10000,"K"
"556",2012,"西北农林科技大学","陕西","文科",4,334.285332620892,10000,"K"
"557",2012,"西北工业大学","陕西","文科",2,334.285332620892,10000,"K"
"558",2012,"暨南大学","广东","文科",547,506.523369823893,10000,"J"
"559",2012,"华中师范大学","湖北","文科",24,340.956234803751,10000,"K"
"560",2012,"湖南师范大学","湖南","文科",24,298.22245133119,10000,"K"
"561",2012,"华侨大学","福建","文科",47,472.047849462366,10000,"K"
"562",2012,"西安外国语大学","陕西","文科",18,334.285332620892,10000,"K"
"563",2012,"中国药科大学","江苏","文科",2,621.743376782527,10000,"K"
"564",2012,"广东外语外贸大学","广东","文科",1940,506.523369823893,10000,"K"
"565",2012,"安徽大学","安徽","文科",16,256.378183646113,10000,"K"
"566",2012,"西安理工大学","陕西","文科",8,334.285332620892,10000,"K"
"567",2012,"华中农业大学","湖北","文科",16,340.956234803751,10000,"K"
"568",2012,"西北大学","陕西","文科",2,334.285332620892,10000,"K"
"569",2012,"武汉理工大学","湖北","文科",16,340.956234803751,10000,"K"
"570",2012,"上海交通大学医","上海","理科",8,817.721707718129,29207,"G"
"571",2012,"华东理工大学","上海","理科",36,817.721707718129,29207,"K"
"572",2012,"中国传媒大学","北京","理科",26,805.108986426236,29207,"J"
"573",2012,"中国石油大学(华东)","山东","理科",40,470.691907563034,29207,"K"
"574",2012,"北京邮电大学(宏福校区)","北京","理科",19,805.108986426236,29207,"K"
"575",2012,"西南交通大学","四川","理科",104,261.20099378882,29207,"K"
"576",2012,"同济大学","上海","理科",81,817.721707718129,29207,"G"
"577",2012,"西南财经大学","四川","理科",36,261.20099378882,29207,"J"
"578",2012,"北京化工大学","北京","理科",49,805.108986426236,29207,"K"
"579",2012,"内蒙古大学","内蒙古","理科",6,578.628445708806,29207,"K"
"580",2012,"北京交通大学","北京","理科",77,805.108986426236,29207,"J"
"581",2012,"对外经济贸易大学","北京","理科",33,805.108986426236,29207,"H"
"582",2012,"中国人民大学","北京","理科",34,805.108986426236,29207,"F"
"583",2012,"四川大学","四川","理科",86,261.20099378882,29207,"J"
"584",2012,"华南理工大学","广东","理科",2731,506.523369823893,29207,"J"
"585",2012,"上海外国语大学","上海","理科",10,817.721707718129,29207,"I"
"586",2012,"广州医科大学","广东","理科",208,506.523369823893,29207,"K"
"587",2012,"中国海洋大学","山东","理科",86,470.691907563034,29207,"K"
"588",2012,"华北电力大学(北京)","北京","理科",72,805.108986426236,29207,"J"
"589",2012,"华南农业大学","广东","理科",5259,506.523369823893,29207,"K"
"590",2012,"广州中医药大学","广东","理科",1462,506.523369823893,29207,"K"
"591",2012,"北京科技大学","北京","理科",49,805.108986426236,29207,"J"
"592",2012,"中国石油大学(北京)","北京","理科",16,805.108986426236,29207,"K"
"593",2012,"复旦大学","上海","理科",40,817.721707718129,29207,"F"
"594",2012,"北京第二外国语学院","北京","理科",13,805.108986426236,29207,"J"
"595",2012,"汕头大学","广东","理科",662,506.523369823893,29207,"K"
"596",2012,"广西大学","广西","理科",6,252.333046286329,29207,"K"
"597",2012,"天津财经大学","天津","理科",21,834.744348801843,29207,"K"
"598",2012,"广西医科大学","广西","理科",13,252.333046286329,29207,"K"
"599",2012,"电子科技大学(沙河校区)","四川","理科",20,261.20099378882,29207,"K"
"600",2012,"中国科学技术大学","安徽","理科",33,256.378183646113,29207,"F"
"601",2012,"中国矿业大学","江苏","理科",96,621.743376782527,29207,"K"
"602",2012,"河海大学","江苏","理科",88,621.743376782527,29207,"K"
"603",2012,"中国药科大学","江苏","理科",21,621.743376782527,29207,"K"
"604",2012,"华南师范大学","广东","理科",1810,506.523369823893,29207,"K"
"605",2012,"北京航空航天大学","北京","理科",55,805.108986426236,29207,"H"
"606",2012,"中山大学","广东","理科",2677,506.523369823893,29207,"I"
"607",2012,"上海财经大学","上海","理科",25,817.721707718129,29207,"G"
"608",2012,"南京理工大学","江苏","理科",43,621.743376782527,29207,"K"
"609",2012,"华东政法大学","上海","理科",27,817.721707718129,29207,"K"
"610",2012,"南京工业大学","江苏","理科",31,621.743376782527,29207,"K"
"611",2012,"南京农业大学","江苏","理科",71,621.743376782527,29207,"K"
"612",2012,"天津大学","天津","理科",40,834.744348801843,29207,"J"
"613",2012,"东华大学","上海","理科",36,817.721707718129,29207,"K"
"614",2012,"东南大学","江苏","理科",50,621.743376782527,29207,"J"
"615",2012,"北京大学","北京","理科",12,805.108986426236,29207,"C"
"616",2012,"南京信息工程大学","江苏","理科",12,621.743376782527,29207,"K"
"617",2012,"合肥工业大学","安徽","理科",50,256.378183646113,29207,"K"
"618",2012,"苏州大学","江苏","理科",26,621.743376782527,29207,"K"
"619",2012,"北京大学医学部","北京","理科",16,805.108986426236,29207,"E"
"620",2012,"南京航空航天大学","江苏","理科",54,621.743376782527,29207,"K"
"621",2012,"北京体育大学","北京","理科",11,805.108986426236,29207,"K"
"622",2012,"北京理工大学","北京","理科",70,805.108986426236,29207,"J"
"623",2012,"中央财经大学","北京","理科",60,805.108986426236,29207,"G"
"624",2012,"江苏大学","江苏","理科",40,621.743376782527,29207,"K"
"625",2012,"北京邮电大学","北京","理科",90,805.108986426236,29207,"J"
"626",2012,"哈尔滨工业大学(威海)","山东","理科",25,470.691907563034,29207,"K"
"627",2012,"中国地质大学(北京)","北京","理科",29,805.108986426236,29207,"K"
"628",2012,"暨南大学","广东","理科",1412,506.523369823893,29207,"J"
"629",2012,"中国农业大学","北京","理科",43,805.108986426236,29207,"J"
"630",2012,"华北电力大学(保定)","河北","理科",67,338.591618546207,29207,"K"
"631",2012,"河北工业大学","河北","理科",20,338.591618546207,29207,"K"
"632",2012,"燕山大学","河北","理科",5,338.591618546207,29207,"K"
"633",2012,"华东师范大学","上海","理科",12,817.721707718129,29207,"K"
"634",2012,"南方医科大学","广东","理科",1500,506.523369823893,29207,"K"
"635",2012,"郑州大学","河南","理科",54,286.859198316191,29207,"K"
"636",2012,"浙江大学","浙江","理科",80,591.595277320154,29207,"F"
"637",2012,"清华大学","北京","理科",49,805.108986426236,29207,"C"
"638",2012,"温州医学院","浙江","理科",15,591.595277320154,29207,"K"
"639",2012,"新疆大学","新疆","理科",4,299.271973233245,29207,"K"
"640",2012,"海南大学","海南","理科",140,287.521940322323,29207,"K"
"641",2012,"中国政法大学","北京","理科",34,805.108986426236,29207,"H"
"642",2012,"华中师范大学","湖北","理科",38,340.956234803751,29207,"K"
"643",2012,"华中科技大学","湖北","理科",150,340.956234803751,29207,"K"
"644",2012,"上海大学","上海","理科",22,817.721707718129,29207,"K"
"645",2012,"上海交通大学","上海","理科",40,817.721707718129,29207,"E"
"646",2012,"上海理工大学","上海","理科",55,817.721707718129,29207,"K"
"647",2012,"中国人民大学(苏州校区)","江苏","理科",4,621.743376782527,29207,"H"
"648",2012,"中国地质大学(武汉)","湖北","理科",47,340.956234803751,29207,"K"
"649",2012,"北京林业大学","北京","理科",74,805.108986426236,29207,"K"
"650",2012,"武汉大学","湖北","理科",169,340.956234803751,29207,"J"
"651",2012,"武汉理工大学","湖北","理科",200,340.956234803751,29207,"K"
"652",2012,"南京邮电大学","江苏","理科",46,621.743376782527,29207,"K"
"653",2012,"南京大学","江苏","理科",46,621.743376782527,29207,"F"
"654",2012,"中南财经政法大学","湖北","理科",125,340.956234803751,29207,"K"
"655",2012,"中央民族大学","北京","理科",8,805.108986426236,29207,"K"
"656",2012,"湖南师范大学","湖南","理科",24,298.22245133119,29207,"K"
"657",2012,"北京工业大学","北京","理科",18,805.108986426236,29207,"K"
"658",2012,"湖南中医药大学","湖南","理科",10,298.22245133119,29207,"K"
"659",2012,"北京外国语大学","北京","理科",8,805.108986426236,29207,"H"
"660",2012,"中南大学","湖南","理科",202,298.22245133119,29207,"J"
"661",2012,"湘潭大学","湖南","理科",35,298.22245133119,29207,"K"
"662",2012,"湖南大学","湖南","理科",185,298.22245133119,29207,"J"
"663",2012,"东北师范大学","吉林","理科",8,384.403562946232,29207,"K"
"664",2012,"兰州大学","甘肃","理科",60,195.787753637601,29207,"K"
"665",2012,"延边大学","吉林","理科",6,384.403562946232,29207,"K"
"666",2012,"北京中医药大学","北京","理科",6,805.108986426236,29207,"J"
"667",2012,"南昌大学","江西","理科",19,260.732651080943,29207,"K"
"668",2012,"石家庄铁道大学","河北","理科",5,338.591618546207,29207,"K"
"669",2012,"电子科技大学","四川","理科",130,261.20099378882,29207,"J"
"670",2012,"华侨大学","福建","理科",160,472.047849462366,29207,"K"
"671",2012,"厦门大学","福建","理科",91,472.047849462366,29207,"I"
"672",2012,"贵州大学","贵州","理科",12,164.365523205535,29207,"K"
"673",2012,"东北大学秦皇岛分校","河北","理科",46,338.591618546207,29207,"K"
"674",2012,"中国矿业大学(北京)","北京","理科",7,805.108986426236,29207,"K"
"675",2012,"辽宁大学","辽宁","理科",18,507.111567419576,29207,"K"
"676",2012,"东北财经大学","辽宁","理科",19,507.111567419576,29207,"K"
"677",2012,"大连海事大学","辽宁","理科",77,507.111567419576,29207,"K"
"678",2012,"东北大学","辽宁","理科",92,507.111567419576,29207,"K"
"679",2012,"南开大学","天津","理科",31,834.744348801843,29207,"H"
"680",2012,"沈阳药科大学","辽宁","理科",9,507.111567419576,29207,"K"
"681",2012,"大连理工大学","辽宁","理科",35,507.111567419576,29207,"J"
"682",2012,"辽宁工程技术大学","辽宁","理科",28,507.111567419576,29207,"K"
"683",2012,"合肥工业大学(宣城校区)","安徽","理科",64,256.378183646113,29207,"K"
"684",2012,"安徽大学","安徽","理科",14,256.378183646113,29207,"K"
"685",2012,"西南政法大学","重庆","理科",61,342.972593353888,29207,"K"
"686",2012,"重庆大学","重庆","理科",89,342.972593353888,29207,"K"
"687",2012,"安徽医科大学","安徽","理科",3,256.378183646113,29207,"K"
"688",2012,"山东大学威海分校","山东","理科",35,470.691907563034,29207,"K"
"689",2012,"山东大学","山东","理科",81,470.691907563034,29207,"K"
"690",2012,"西南大学","重庆","理科",42,342.972593353888,29207,"K"
"691",2012,"西安交通大学","陕西","理科",31,334.285332620892,29207,"I"
"692",2012,"西安理工大学","陕西","理科",42,334.285332620892,29207,"K"
"693",2012,"华中农业大学","湖北","理科",25,340.956234803751,29207,"K"
"694",2012,"西安外国语大学","陕西","理科",7,334.285332620892,29207,"K"
"695",2012,"西安建筑科技大学","陕西","理科",3,334.285332620892,29207,"J"
"696",2012,"太原理工大学","山西","理科",30,312.737944162437,29207,"K"
"697",2012,"江南大学","江苏","理科",41,621.743376782527,29207,"K"
"698",2012,"西安电子科技大学","陕西","理科",92,334.285332620892,29207,"K"
"699",2012,"西北大学","陕西","理科",4,334.285332620892,29207,"K"
"700",2012,"西北农林科技大学","陕西","理科",10,334.285332620892,29207,"K"
"701",2012,"长安大学","陕西","理科",50,334.285332620892,29207,"K"
"702",2012,"陕西师范大学","陕西","理科",39,334.285332620892,29207,"K"
"703",2012,"陕西科技大学","陕西","理科",5,334.285332620892,29207,"K"
"704",2012,"汕头大学（汕头大学医）","广东","理科",242,506.523369823893,29207,"K"
"705",2012,"西北工业大学","陕西","理科",25,334.285332620892,29207,"K"
"706",2012,"吉林大学","吉林","理科",108,384.403562946232,29207,"K"
"707",2012,"广东外语外贸大学","广东","理科",1839,506.523369823893,29207,"K"
"708",2012,"福州大学","福建","理科",16,472.047849462366,29207,"K"
"709",2012,"东北石油大学","黑龙江","理科",5,328.168158142519,29207,"K"
"710",2012,"东北林业大学","黑龙江","理科",23,328.168158142519,29207,"K"
"711",2012,"哈尔滨工业大学","黑龙江","理科",65,328.168158142519,29207,"J"
"712",2012,"石家庄铁道大学","黑龙江","理科",5,328.168158142519,29207,"K"
"713",2012,"哈尔滨医科大学","黑龙江","理科",18,328.168158142519,29207,"K"
"714",2012,"中国医科大学","辽宁","理科",37,507.111567419576,29207,"K"
"715",2012,"哈尔滨工程大学","黑龙江","理科",25,328.168158142519,29207,"K"
"716",2013,"复旦大学","上海","文科",15,847.818251324341,12924,"D"
"717",2013,"东北林业大学","黑龙江","文科",4,357.105820492222,12924,"K"
"718",2013,"西南交通大学","四川","文科",12,295.594462742379,12924,"K"
"719",2013,"华东政法大学","上海","文科",26,847.818251324341,12924,"J"
"720",2013,"南开大学","天津","文科",18,912.42118671054,12924,"I"
"721",2013,"上海财经大学","上海","文科",13,847.818251324341,12924,"H"
"722",2013,"中山大学","广东","文科",837,538.681517840287,12924,"H"
"723",2013,"中央财经大学","北京","文科",28,864.031314937418,12924,"K"
"724",2013,"广西大学","广西","文科",6,278.408799658266,12924,"K"
"725",2013,"北京第二外国语学院","北京","文科",13,864.031314937418,12924,"I"
"726",2013,"上海大学","上海","文科",3,847.818251324341,12924,"J"
"727",2013,"中央民族大学","北京","文科",11,864.031314937418,12924,"K"
"728",2013,"对外经济贸易大学","北京","文科",38,864.031314937418,12924,"K"
"729",2013,"中国矿业大学","江苏","文科",2,682.555006452037,12924,"K"
"730",2013,"北京理工大学","北京","文科",8,864.031314937418,12924,"K"
"731",2013,"河海大学","江苏","文科",10,682.555006452037,12924,"K"
"732",2013,"华东师范大学","上海","文科",8,847.818251324341,12924,"I"
"733",2013,"武汉大学","湖北","文科",41,385.022495241391,12924,"H"
"734",2013,"上海外国语大学","上海","文科",4,847.818251324341,12924,"I"
"735",2013,"上海交通大学","上海","文科",1,847.818251324341,12924,"C"
"736",2013,"中国药科大学","江苏","文科",2,682.555006452037,12924,"K"
"737",2013,"北京外国语大学","北京","文科",7,864.031314937418,12924,"G"
"738",2013,"北京航空航天大学","北京","文科",3,864.031314937418,12924,"I"
"739",2013,"北京大学","北京","文科",18,864.031314937418,12924,"C"
"740",2013,"南昌大学","江西","文科",14,287.501669929704,12924,"K"
"741",2013,"北京化工大学","北京","文科",12,864.031314937418,12924,"K"
"742",2013,"清华大学","北京","文科",4,864.031314937418,12924,"B"
"743",2013,"北京体育大学","北京","文科",10,864.031314937418,12924,"K"
"744",2013,"华北电力大学(北京)","北京","文科",10,864.031314937418,12924,"K"
"745",2013,"南京农业大学","江苏","文科",2,682.555006452037,12924,"K"
"746",2013,"南京工业大学","江苏","文科",10,682.555006452037,12924,"K"
"747",2013,"湖南师范大学","湖南","文科",26,333.701816407162,12924,"K"
"748",2013,"中国人民大学","北京","文科",39,864.031314937418,12924,"E"
"749",2013,"中国人民大学(苏州校区)","江苏","文科",6,682.555006452037,12924,"H"
"750",2013,"南京大学","江苏","文科",19,682.555006452037,12924,"F"
