"","University_Name","UniversityNo","Year","Topic","X","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"51","上海交通大学",10248,2013,"文科",735,"上海","上海交通大学",1,45,47.62,0.165693430656934,2018172,2380.43,72.7,847.818251324341,12924,0.00348189415041783,"shanghaijiaotongdaxue",1452
"52","上海交通大学",10248,2013,"文科",735,"上海","上海交通大学",1,45,47.62,0.165693430656934,2018172,2380.43,72.7,847.818251324341,12924,0.00348189415041783,"shanghaijiaotongdaxue",1452
"53","上海交通大学",10248,2013,"文科",735,"上海","上海交通大学",1,45,47.62,0.165693430656934,2018172,2380.43,72.7,847.818251324341,12924,0.00348189415041783,"shanghaijiaotongdaxue",1452
"54","上海交通大学",10248,2013,"文科",735,"上海","上海交通大学",1,45,47.62,0.165693430656934,2018172,2380.43,72.7,847.818251324341,12924,0.00348189415041783,"shanghaijiaotongdaxue",1452
"55","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
"56","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
"57","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
"58","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
"59","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
"60","上海交通大学",10248,2014,"文科",988,"上海","上海交通大学",1,78,79.72,0.266233766233766,2160212,2415.15,75.6,894.442167153179,14000,0.00557142857142857,"shanghaijiaotongdaxue",1452
