,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Last_Lowest_Ranking,Label,Lowest,Highest,ave,Plan,NO
1183,10140,辽宁大学,2749,辽宁,1845727,4375,421.8804571429,2011,4.79,0.0329149798,理科,16,29363,24,621,636,625,14,第一批
1184,10140,辽宁大学,2749,辽宁,2484643,4389,566.1068580542,2013,4.44,0,文科,50,10000,19,589,611,594,40,第一批
1185,10140,辽宁大学,2749,辽宁,2707765,4390,616.8029612756,2014,61.89,0,文科,50,12924,21,594,612,599,23,第一批
1186,10140,辽宁大学,2749,辽宁,2707765,4390,616.8029612756,2014,61.89,0,理科,18,40420,31,554,603,582,18,第一批
1187,10140,辽宁大学,2749,辽宁,2862658,4391,651.9375996356,2015,63.61,0,理科,14,43106,34,,,569,,第一批
1188,10140,辽宁大学,2749,辽宁,2484643,4389,566.1068580542,2013,4.44,0,理科,18,27283,26,585,601,593,17,第一批
1189,10140,辽宁大学,2749,辽宁,2862658,4391,651.9375996356,2015,63.61,0,文科,30,13707,25,,,586,,第一批
1190,10140,辽宁大学,2749,辽宁,2222670,4383,507.1115674196,2012,4.75,0,理科,18,28899,24,569,584,575,16,第一批
1191,10140,辽宁大学,2749,辽宁,1845727,4375,421.8804571429,2011,4.79,0.0329149798,文科,43,10814,23,595,616,603,39,第一批
1192,10147,辽宁工程技术大学,2760,辽宁,2707765,4390,616.8029612756,2014,60.75,0,理科,22,40420,31,560,570,564,20,第一批
1193,10147,辽宁工程技术大学,2760,辽宁,2484643,4389,566.1068580542,2013,1.59,0,理科,23,29207,26,570,586,575,16,第一批
1194,10147,辽宁工程技术大学,2760,辽宁,2222670,4383,507.1115674196,2012,1.75,0,理科,28,30392,25,538,567,555,31,第一批
1195,10147,辽宁工程技术大学,2760,辽宁,1845727,4375,421.8804571429,2011,1.54,0,理科,31,27850,24,622,641,629,3,第一批
1196,10147,辽宁工程技术大学,2760,辽宁,2862658,4391,651.9375996356,2015,62.12,0,理科,18,43106,34,,,551,,第一批
1197,10459,郑州大学,1462,河南,2309236,9405.47,245.5205322009,2011,8.94,0.0672064777,理科,36,29339,24,621,643,629,30,第一批
1198,10459,郑州大学,1462,河南,2959931,9406.2,314.6787225447,2013,8.47,0.0688564477,文科,20,10000,19,589,614,594,25,第一批
1199,10459,郑州大学,1462,河南,2693103,9388.24,286.8591983162,2012,8.58,0.0673716012,文科,26,9798,21,582,594,585,10,第一批
1200,10459,郑州大学,1462,河南,3493938,9436,370.2774480712,2015,64.55,0.0628705148,理科,46,32694,30,572,,579,,第一批
1201,10459,郑州大学,1462,河南,2959931,9406.2,314.6787225447,2013,8.47,0.0688564477,理科,60,29207,25,585,612,591,49,第一批
1202,10459,郑州大学,1462,河南,2693103,9388.24,286.8591983162,2012,8.58,0.0673716012,理科,54,30392,25,568,583,574,28,第一批
1203,10459,郑州大学,1462,河南,3215586,9413.35,341.598474507,2014,63.4,0.0917207792,文科,16,10885,19,594,612,598,20,第一批
1204,10459,郑州大学,1462,河南,3493938,9436,370.2774480712,2015,64.55,0.0628705148,文科,14,10187,22,587,,590,,第一批
1205,10459,郑州大学,1462,河南,2309236,9405.47,245.5205322009,2011,8.94,0.0672064777,文科,10,10786,22,595,613,599,11,第一批
1206,10459,郑州大学,1462,河南,3215586,9413.35,341.598474507,2014,63.4,0.0917207792,理科,69,32048,28,579,597,585,60,第一批
1207,10611,重庆大学,1298,重庆,1265669,2970,426.1511784512,2014,65.88,0.0943181818,理科,106,16541,19,601,645,610,111,第一批
1208,10611,重庆大学,1298,重庆,1001137,2919,342.9725933539,2012,14.47,0.0719033233,理科,89,16086,18,587,640,595,86,第一批
1209,10611,重庆大学,1298,重庆,1265669,2970,426.1511784512,2014,65.88,0.0943181818,文科,10,5421,14,608,618,613,11,第一批
1210,10611,重庆大学,1298,重庆,1140960,2945,387.4227504244,2013,13.76,0.0712895377,文科,11,4946,15,584,614,606,12,第一批
1211,10611,重庆大学,1298,重庆,792558,2884.62,274.7530003952,2011,15.19,0.0712550607,理科,86,17825,18,633,658,641,80,第一批
1212,10611,重庆大学,1298,重庆,1140960,2945,387.4227504244,2013,13.76,0.0712895377,理科,109,15786,18,585,645,614,85,第一批
1213,10611,重庆大学,1298,重庆,1426540,2991,476.9441658308,2015,67.26,0.0898595944,理科,104,14402,21,,,606,,第一批
1214,10611,重庆大学,1298,重庆,1426540,2991,476.9441658308,2015,67.26,0.0898595944,文科,12,4915,17,,,607,,第一批
1215,10611,重庆大学,1298,重庆,792558,2884.62,274.7530003952,2011,15.19,0.0712550607,文科,10,6292,18,606,616,610,13,第一批
1216,10611,重庆大学,1298,重庆,1001137,2919,342.9725933539,2012,14.47,0.0719033233,文科,11,5235,16,577,604,597,11,第一批
1217,10710,长安大学,1641,陕西,1012348,3735,271.0436412316,2011,8.57,0,理科,50,28490,24,622,651,629,45,第一批
1218,10710,长安大学,1641,陕西,1445368,3753,385.1233679723,2013,9.91,0,理科,50,24898,24,572,614,595,50,第一批
1219,10710,长安大学,1641,陕西,1768994,3775,468.6076821192,2015,65.84,0,理科,90,42583,31,563,,581,,第一批
1220,10710,长安大学,1641,陕西,1604521,3764,426.2808182784,2014,64.17,0,理科,70,29200,31,564,607,589,50,第一批
1221,10710,长安大学,1641,陕西,1251230,3743,334.2853326209,2012,9.48,0,理科,50,30392,23,550,588,574,45,第一批
1222,10718,陕西师范大学,1637,陕西,1012348,3735,271.0436412316,2011,5.8,0,文科,22,10270,23,596,602,597,9,第一批
1223,10718,陕西师范大学,1637,陕西,1012348,3735,271.0436412316,2011,5.8,0,文科,22,10270,23,,637,615,10,不详
1224,10718,陕西师范大学,1637,陕西,1012348,3735,271.0436412316,2011,5.8,0,理科,43,28571,24,622,630,625,9,第一批
1225,10718,陕西师范大学,1637,陕西,1012348,3735,271.0436412316,2011,5.8,0,理科,43,28571,24,,649,632,11,不详
1226,10718,陕西师范大学,1637,陕西,1251230,3743,334.2853326209,2012,5.97,0,理科,39,30392,25,569,581,574,10,第一批
1227,10718,陕西师范大学,1637,陕西,1604521,3764,426.2808182784,2014,62.62,0.0423701299,文科,25,10921,20,575,609,595,24,第一批
1228,10718,陕西师范大学,1637,陕西,1604521,3764,426.2808182784,2014,62.62,0.0423701299,理科,72,40420,31,560,593,579,33,第一批
1229,10718,陕西师范大学,1637,陕西,1445368,3753,385.1233679723,2013,6.19,0,文科,25,10000,19,589,609,594,16,第一批
1230,10718,陕西师范大学,1637,陕西,1768994,3775,468.6076821192,2015,64.06,0.0394695788,理科,81,43106,33,,,567,,第一批
1231,10718,陕西师范大学,1637,陕西,1445368,3753,385.1233679723,2013,6.19,0,理科,68,29207,26,585,598,590,8,第一批
1232,10718,陕西师范大学,1637,陕西,1251230,3743,334.2853326209,2012,5.97,0,文科,20,10919,21,581,587,584,11,第一批
1233,10718,陕西师范大学,1637,陕西,1768994,3775,468.6076821192,2015,64.06,0.0394695788,文科,41,11078,24,584,,589,,第一批
1234,10708,陕西科技大学,1645,陕西,1251230,3743,334.2853326209,2012,1.16,0,理科,5,30392,25,583,583,583,1,第一批
1235,10708,陕西科技大学,1645,陕西,1012348,3735,271.0436412316,2011,1.05,0,理科,5,25220,24,622,650,630,6,第一批
1236,10708,陕西科技大学,1645,陕西,1768994,3775,468.6076821192,2015,61.84,0,理科,15,43106,34,,,566,,第一批
