,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Last_Lowest_Ranking,Label,Lowest,Highest,ave,Plan,NO
0,10248,上海交通大学,1452,上海,2356094,2426,971.1846661171,2015,81.08,0.2761310452,理科,25,192,2,670,676,668,,第一批
1,10248,上海交通大学,1452,上海,1716598,2302.66,745.4847871592,2011,43.63,0.2465587045,理科,40,351,1,686,713,693,47,第一批
2,19248,上海交通大学医学,1452,上海,2160212,2415.15,894.4421671532,2014,79.72,0.2662337662,理科,7,479,12,647,678,668,8,第一批
3,10248,上海交通大学,1452,上海,2160212,2415.15,894.4421671532,2014,79.72,0.2662337662,文科,1,45,2,664,664,664,1,第一批
4,10248,上海交通大学,1452,上海,2018172,2380.43,847.8182513243,2013,47.62,0.1656934307,文科,1,403,2,638,638,638,1,第一批
5,10248,上海交通大学,1452,上海,2160212,2415.15,894.4421671532,2014,79.72,0.2662337662,理科,25,274,1,653,680,672,46,第一批
6,10248,上海交通大学,1452,上海,2018172,2380.43,847.8182513243,2013,47.62,0.1656934307,理科,43,309,2,652,682,671,59,第一批
7,10248,上海交通大学,1452,上海,1919569,2347.46,817.7217077181,2012,42.52,0.1655589124,文科,1,40,5,654,654,654,1,第一批
8,10248,上海交通大学,1452,上海,2356094,2426,971.1846661171,2015,81.08,0.2761310452,文科,1,78,1,654,655,654,,第一批
9,10248,上海交通大学,1452,上海,1919569,2347.46,817.7217077181,2012,42.52,0.1655589124,理科,40,284,1,634,665,652,47,第一批
10,10271,上海外国语大学,1466,上海,2018172,2380.43,847.8182513243,2013,2.53,0.0279805353,文科,4,1116,12,625,641,634,5,第一批
11,10271,上海外国语大学,1466,上海,1716598,2302.66,745.4847871592,2011,2.8,0.0293927126,理科,9,3524,12,663,679,668,9,第一批
12,10271,上海外国语大学,1466,上海,2160212,2415.15,894.4421671532,2014,61.04,0,理科,16,4868,30,630,640,635,8,第一批
13,10271,上海外国语大学,1466,上海,1919569,2347.46,817.7217077181,2012,2.86,0.0283987915,文科,5,717,9,626,636,631,9,第一批
14,10271,上海外国语大学,1466,上海,1919569,2347.46,817.7217077181,2012,2.86,0.0283987915,理科,10,5560,11,597,632,618,9,第一批
15,10271,上海外国语大学,1466,上海,2356094,2426,971.1846661171,2015,62.44,0,理科,10,40538,16,562,,611,,第一批
16,10271,上海外国语大学,1466,上海,2356094,2426,971.1846661171,2015,62.44,0,文科,6,1075,11,626,,631,,第一批
17,10271,上海外国语大学,1466,上海,2018172,2380.43,847.8182513243,2013,2.53,0.0279805353,理科,8,5368,10,630,646,637,10,第一批
18,10271,上海外国语大学,1466,上海,1716598,2302.66,745.4847871592,2011,2.8,0.0293927126,文科,9,706,8,637,648,641,9,第一批
19,10271,上海外国语大学,1466,上海,2160212,2415.15,894.4421671532,2014,61.04,0,文科,8,3021,8,618,640,628,4,第一批
20,10280,上海大学,1473,上海,1919569,2347.46,817.7217077181,2012,8.16,0.0719033233,理科,22,13602,19,579,609,595,28,第一批
21,10280,上海大学,1473,上海,1919569,2347.46,817.7217077181,2012,8.16,0.0719033233,理科,22,13602,19,416,530,452,11,专科
22,10280,上海大学,1473,上海,2160212,2415.15,894.4421671532,2014,63.49,0.0761363636,理科,23,17408,22,580,614,603,42,第一批
23,10280,上海大学,1473,上海,2160212,2415.15,894.4421671532,2014,63.49,0.0761363636,文科,2,3664,10,615,619,616,3,第一批
24,10280,上海大学,1473,上海,1716598,2302.66,745.4847871592,2011,8.18,0.0615384615,文科,3,4252,14,613,618,616,6,第一批
25,10280,上海大学,1473,上海,1716598,2302.66,745.4847871592,2011,8.18,0.0615384615,理科,27,17596,16,635,664,640,27,第一批
26,10280,上海大学,1473,上海,1919569,2347.46,817.7217077181,2012,8.16,0.0719033233,文科,3,2801,17,607,611,609,3,第一批
27,10280,上海大学,1473,上海,1919569,2347.46,817.7217077181,2012,8.16,0.0719033233,文科,3,2801,17,465,526,499,6,专科
28,10280,上海大学,1473,上海,2018172,2380.43,847.8182513243,2013,9.21,0.0703163017,文科,3,5894,13,600,616,606,3,第一批
29,10280,上海大学,1473,上海,2018172,2380.43,847.8182513243,2013,9.21,0.0703163017,文科,3,5894,13,485,505,495,5,专科
30,10280,上海大学,1473,上海,2018172,2380.43,847.8182513243,2013,9.21,0.0703163017,理科,40,16895,19,587,634,609,23,第一批
31,10280,上海大学,1473,上海,2018172,2380.43,847.8182513243,2013,9.21,0.0703163017,理科,40,16895,19,482,510,495,5,专科
32,10280,上海大学,1473,上海,2356094,2426,971.1846661171,2015,64.03,0.0673946958,理科,10,18425,22,591,,596,,第一批
33,10254,上海海事大学,1474,上海,2356094,2426,971.1846661171,2015,61.8,0,理科,127,43106,34,,,563,,第一批
34,10254,上海海事大学,1474,上海,2356094,2426,971.1846661171,2015,61.8,0,文科,34,14000,23,,,587,,第一批
35,10252,上海理工大学,1484,上海,1716598,2302.66,745.4847871592,2011,1.85,0,理科,55,22132,20,629,650,635,51,第一批
36,10252,上海理工大学,1484,上海,2160212,2415.15,894.4421671532,2014,61.15,0,理科,59,27201,26,575,611,592,70,第一批
37,10252,上海理工大学,1484,上海,2018172,2380.43,847.8182513243,2013,1.78,0,理科,69,19247,23,599,613,603,57,第一批
38,10252,上海理工大学,1484,上海,1919569,2347.46,817.7217077181,2012,1.89,0,理科,55,19761,20,562,599,585,57,第一批
39,10252,上海理工大学,1484,上海,2356094,2426,971.1846661171,2015,62.83,0,理科,59,26375,26,579,,585,,第一批
40,10272,上海财经大学,1473,上海,2160212,2415.15,894.4421671532,2014,62.15,0.0733766234,文科,16,818,8,636,660,647,13,第一批
41,10272,上海财经大学,1473,上海,2018172,2380.43,847.8182513243,2013,5.15,0.0695863747,文科,13,702,7,626,641,635,11,第一批
42,10272,上海财经大学,1473,上海,2160212,2415.15,894.4421671532,2014,62.15,0.0733766234,理科,37,2583,9,624,667,650,32,第一批
43,10272,上海财经大学,1473,上海,1919569,2347.46,817.7217077181,2012,5.92,0.067673716,理科,25,1222,6,616,655,637,26,第一批
44,10272,上海财经大学,1473,上海,1919569,2347.46,817.7217077181,2012,5.92,0.067673716,文科,11,479,7,617,639,632,11,第一批
45,10272,上海财经大学,1473,上海,1716598,2302.66,745.4847871592,2011,5.45,0.0744939271,文科,10,576,7,639,653,644,9,第一批
46,10272,上海财经大学,1473,上海,2356094,2426,971.1846661171,2015,64.02,0.0794071763,理科,38,1697,9,644,,651,,第一批
47,10272,上海财经大学,1473,上海,1716598,2302.66,745.4847871592,2011,5.45,0.0744939271,理科,25,1633,6,654,685,675,26,第一批
48,10272,上海财经大学,1473,上海,2018172,2380.43,847.8182513243,2013,5.15,0.0695863747,理科,32,1354,8,640,669,657,25,第一批
49,10272,上海财经大学,1473,上海,2356094,2426,971.1846661171,2015,64.02,0.0794071763,文科,16,1077,8,628,,634,,第一批
50,10224,东北农业大学,3301,黑龙江,1503938,3833,392.3657709366,2015,62.94,0,文科,6,14000,26,576,,581,,第一批
51,10224,东北农业大学,3301,黑龙江,1438293,3835.02,375.0418511507,2014,61.33,0,文科,12,12924,21,585,592,588,21,第一批
52,10224,东北农业大学,3301,黑龙江,1438293,3835.02,375.0418511507,2014,61.33,0,理科,34,40420,31,541,584,564,60,第一批
53,10224,东北农业大学,3301,黑龙江,1503938,3833,392.3657709366,2015,62.94,0,理科,24,43106,34,551,,554,,第一批
54,19145,东北大学秦皇岛分校,2760,河北,2039426,7193.6,283.5056161032,2011,15.08,0.0393522267,理科,40,28230,24,622,633,626,20,第一批
55,19145,东北大学秦皇岛分校,2760,河北,2451576,7240.51,338.5916185462,2012,14.97,0.032326284,理科,46,30392,25,569,579,573,18,第一批
56,10145,东北大学,2760,辽宁,2222670,4383,507.1115674196,2012,14.97,0.032326284,理科,92,23179,22,576,591,581,52,第一批
57,10145,东北大学,2760,辽宁,1845727,4375,421.8804571429,2011,15.08,0.0393522267,理科,50,22866,21,628,644,632,41,第一批
58,10145,东北大学,2760,辽宁,2862658,4391,651.9375996356,2015,67,0.035725429,理科,114,24234,24,582,613,584,,第一批
59,19145,东北大学秦皇岛分校,2760,河北,2830141,7332.61,385.9663885029,2014,65.8,0.0402597403,理科,67,40420,31,574,608,579,45,第一批
60,19145,东北大学秦皇岛分校,2760,河北,2657501,7287.51,364.6651599792,2013,13.67,0.0316301703,理科,60,29207,26,585,623,591,15,第一批
61,10145,东北大学,2760,辽宁,2484643,4389,566.1068580542,2013,13.67,0.0316301703,理科,119,23386,22,592,612,599,92,第一批
62,10145,东北大学,2760,辽宁,2707765,4390,616.8029612756,2014,65.8,0.0402597403,理科,126,23508,25,590,626,596,119,第一批
63,10200,东北师范大学,3052,吉林,1193924,2750.4,434.0910413031,2013,12.73,0.0250608273,理科,22,29207,26,585,593,590,4,第一批
64,10200,东北师范大学,3052,吉林,866758,2746.6,315.5748925945,2011,10.81,0,文科,10,10464,23,597,603,600,4,第一批
65,10200,东北师范大学,3052,吉林,866758,2746.6,315.5748925945,2011,10.81,0,文科,10,10464,23,,616,610,5,不详
66,10200,东北师范大学,3052,吉林,1298146,2751.28,471.833473874,2014,65.27,0.0451298701,理科,17,40420,27,574,591,582,22,第一批
67,10200,东北师范大学,3052,吉林,1056883,2749.41,384.4035629462,2012,11.08,0.0248338369,文科,4,10919,21,581,589,583,7,第一批
68,10200,东北师范大学,3052,吉林,866758,2746.6,315.5748925945,2011,10.81,0,理科,9,26157,24,624,632,628,6,第一批
69,10200,东北师范大学,3052,吉林,866758,2746.6,315.5748925945,2011,10.81,0,理科,9,26157,24,,646,638,4,不详
70,10200,东北师范大学,3052,吉林,1056883,2749.41,384.4035629462,2012,11.08,0.0248338369,理科,8,30392,25,568,580,573,3,第一批
71,10200,东北师范大学,3052,吉林,1193924,2750.4,434.0910413031,2013,12.73,0.0250608273,文科,13,10000,19,590,596,592,3,第一批
72,10200,东北师范大学,3052,吉林,1298146,2751.28,471.833473874,2014,65.27,0.0451298701,文科,13,10176,20,594,612,598,12,第一批
73,10200,东北师范大学,3052,吉林,1380381,2752,501.5919331395,2015,66.34,0.0453978159,文科,17,12062,23,,,586,,第一批
74,10200,东北师范大学,3052,吉林,1380381,2752,501.5919331395,2015,66.34,0.0453978159,理科,25,29922,31,,,578,,第一批
75,10225,东北林业大学,3294,黑龙江,1036860,3833.35,270.4840413737,2011,5.11,0,文科,3,6129,23,606,606,606,1,第一批
76,10225,东北林业大学,3294,黑龙江,1438293,3835.02,375.0418511507,2014,61.89,0,理科,16,40420,31,597,597,597,1,第一批
77,10225,东北林业大学,3294,黑龙江,1503938,3833,392.3657709366,2015,63.42,0,理科,24,43106,34,568,,571,,第一批
78,10225,东北林业大学,3294,黑龙江,1036860,3833.35,270.4840413737,2011,5.11,0,理科,19,29550,24,567,595,572,143,第一批
79,10173,东北财经大学,2246,辽宁,2862658,4391,651.9375996356,2015,62.69,0,文科,16,7889,19,,,602,,第一批
80,10173,东北财经大学,2246,辽宁,2222670,4383,507.1115674196,2012,3.18,0,文科,21,10124,17,581,613,597,19,第一批
81,10173,东北财经大学,2246,辽宁,2707765,4390,616.8029612756,2014,61.29,0,理科,31,26520,25,586,623,599,31,第一批
82,10173,东北财经大学,2246,辽宁,1845727,4375,421.8804571429,2011,3.38,0,文科,20,4033,23,614,628,619,20,第一批
83,10173,东北财经大学,2246,辽宁,2222670,4383,507.1115674196,2012,3.18,0,理科,19,19301,19,568,608,591,20,第一批
84,10173,东北财经大学,2246,辽宁,2707765,4390,616.8029612756,2014,61.29,0,文科,29,12924,17,594,617,606,22,第一批
85,10173,东北财经大学,2246,辽宁,2862658,4391,651.9375996356,2015,62.69,0,理科,24,24483,25,,,591,,第一批
86,10173,东北财经大学,2246,辽宁,2484643,4389,566.1068580542,2013,3.15,0,文科,29,5535,19,601,621,609,21,第一批
87,10173,东北财经大学,2246,辽宁,1845727,4375,421.8804571429,2011,3.38,0,理科,20,15200,19,624,661,645,19,第一批
88,10173,东北财经大学,2246,辽宁,2484643,4389,566.1068580542,2013,3.15,0,理科,31,17253,23,597,633,611,19,第一批
89,10255,东华大学,1462,上海,2160212,2415.15,894.4421671532,2014,64.15,0.076461039,理科,32,22822,23,579,618,600,41,第一批
90,10255,东华大学,1462,上海,1716598,2302.66,745.4847871592,2011,7.8,0.0374089069,理科,36,21993,21,629,648,635,37,第一批
91,10255,东华大学,1462,上海,1919569,2347.46,817.7217077181,2012,7.73,0.032326284,理科,36,23025,20,558,605,584,38,第一批
92,10255,东华大学,1462,上海,2356094,2426,971.1846661171,2015,63.71,0.036349454,理科,32,21782,24,,,594,,第一批
93,10255,东华大学,1462,上海,2018172,2380.43,847.8182513243,2013,10.43,0.0311435523,理科,37,19489,21,598,639,605,36,第一批
94,10286,东南大学,1380,江苏,5916175,7939.49,745.1580643089,2014,68.96,0.1003246753,理科,62,8187,16,600,664,632,65,第一批
95,10286,东南大学,1380,江苏,4911027,7898.8006682342,621.7433767825,2012,19.22,0.0779456193,理科,50,11297,14,594,632,611,50,第一批
96,10286,东南大学,1380,江苏,6508832,7960,817.6924623116,2015,69.69,0.0962558502,理科,67,9918,16,,,626,,第一批
97,10286,东南大学,1380,江苏,5405822,7919.98,682.555006452,2013,21.17,0.0793187348,理科,65,9113,13,619,656,629,50,第一批
98,10286,东南大学,1380,江苏,4142548,7869.34,526.4161924634,2011,19.73,0.0724696356,理科,50,9234,15,648,681,657,41,第一批
99,10533,中南大学,662,湖南,2450167,6690.6,366.2103548262,2014,70.54,0.0943181818,文科,36,4715,13,611,616,614,27,第一批
100,10533,中南大学,662,湖南,1603796,6570.1,244.10526476,2011,27.77,0.0761133603,文科,22,6152,19,606,621,611,22,第一批
101,10533,中南大学,662,湖南,1966956,6595.6,298.2224513312,2012,27.62,0.0645015106,理科,202,13994,16,591,620,596,209,第一批
102,10533,中南大学,662,湖南,2450167,6690.6,366.2103548262,2014,70.54,0.0943181818,理科,280,13974,18,595,647,613,293,第一批
103,10533,中南大学,662,湖南,2215423,6638.93,333.7018164072,2013,26.1,0.0695863747,文科,27,5533,14,601,615,605,20,第一批
104,10533,中南大学,662,湖南,2704846,6737,401.4911681757,2015,72.28,0.0925117005,文科,32,3992,16,606,,609,,第一批
105,10533,中南大学,662,湖南,1603796,6570.1,244.10526476,2011,27.77,0.0761133603,理科,205,15261,16,638,660,642,236,第一批
106,10533,中南大学,662,湖南,1966956,6595.6,298.2224513312,2012,27.62,0.0645015106,文科,20,6024,17,580,610,598,23,第一批
107,10533,中南大学,662,湖南,2215423,6638.93,333.7018164072,2013,26.1,0.0695863747,理科,293,12514,16,592,649,617,204,第一批
108,10533,中南大学,662,湖南,2704846,6737,401.4911681757,2015,72.28,0.0925117005,理科,280,12207,20,603,,609,,第一批
109,10538,中南林业科技大学,659,湖南,2704846,6737,401.4911681757,2015,62.15,0,文科,6,14000,26,,,572,,第一批
110,10538,中南林业科技大学,659,湖南,2704846,6737,401.4911681757,2015,62.15,0,文科,6,14000,26,,,558,,第二批
111,10538,中南林业科技大学,659,湖南,2704846,6737,401.4911681757,2015,62.15,0,理科,94,43106,34,,,554,,第一批
112,10538,中南林业科技大学,659,湖南,2704846,6737,401.4911681757,2015,62.15,0,理科,94,43106,34,,,545,,第二批
113,10520,中南财经政法大学,979,湖北,1963226,5758,340.9562348038,2012,5.87,0.049244713,文科,100,3731,18,586,624,610,97,第一批
114,10520,中南财经政法大学,979,湖北,1963226,5758,340.9562348038,2012,5.87,0.049244713,理科,125,21193,18,574,625,595,119,第一批
115,10520,中南财经政法大学,979,湖北,2466849,5799,425.3921365753,2014,62.06,0.0574675325,理科,129,14695,19,603,636,613,136,第一批
116,10520,中南财经政法大学,979,湖北,2736704,5816,470.5474552957,2015,64.04,0.0580343214,理科,126,14841,21,599,,610,,第一批
117,10520,中南财经政法大学,979,湖北,2736704,5816,470.5474552957,2015,64.04,0.0580343214,理科,126,14841,21,,,571,,提前批
118,10520,中南财经政法大学,979,湖北,2466849,5799,425.3921365753,2014,62.06,0.0574675325,文科,118,3947,12,596,632,620,110,第一批
119,10520,中南财经政法大学,979,湖北,2225045,5779,385.0224952414,2013,5.13,0.0469586375,文科,110,7078,13,595,631,612,100,第一批
120,10520,中南财经政法大学,979,湖北,1596761,5727.9143,278.7683118792,2011,5.78,0.0493927126,文科,97,3251,16,609,645,623,99,第一批
121,10520,中南财经政法大学,979,湖北,1596761,5727.9143,278.7683118792,2011,5.78,0.0493927126,文科,97,3251,16,,616,607,4,不详
122,10520,中南财经政法大学,979,湖北,2736704,5816,470.5474552957,2015,64.04,0.0580343214,文科,113,3295,15,611,,615,,第一批
123,10520,中南财经政法大学,979,湖北,2736704,5816,470.5474552957,2015,64.04,0.0580343214,文科,113,3295,15,,,603,,提前批
124,10520,中南财经政法大学,979,湖北,1596761,5727.9143,278.7683118792,2011,5.78,0.0493927126,理科,120,13535,20,640,670,650,125,第一批
125,10520,中南财经政法大学,979,湖北,1596761,5727.9143,278.7683118792,2011,5.78,0.0493927126,理科,120,13535,20,,640,628,8,不详
126,10520,中南财经政法大学,979,湖北,2225045,5779,385.0224952414,2013,5.13,0.0469586375,理科,136,15752,17,592,644,614,125,第一批
127,10002,中国人民大学,2124,北京,2133083,2152,991.2095724907,2015,78.71,0.5538221529,理科,48,529,6,659,,655,,第一批
128,10002,中国人民大学,2124,北京,1950056,2114.8,922.0994893134,2014,72.36,0.5,理科,37,613,4,651,678,667,40,第一批
129,10002,中国人民大学,2124,北京,1950056,2114.8,922.0994893134,2014,72.36,0.5,文科,38,139,4,636,663,655,41,第一批
130,10002,中国人民大学,2124,北京,1411358,1961.9,719.3832509302,2011,35.65,0.4939271255,文科,35,107,4,638,665,656,37,第一批
131,10002,中国人民大学,2124,北京,1411358,1961.9,719.3832509302,2011,35.65,0.4939271255,文科,35,107,4,,659,654,5,不详
132,10002,中国人民大学,2124,北京,1787940,2069.3,864.0313149374,2013,28.36,0.5571776156,文科,39,176,4,629,661,651,38,第一批
133,10002,中国人民大学,2124,北京,1787940,2069.3,864.0313149374,2013,28.36,0.5571776156,理科,38,772,4,642,677,664,36,第一批
134,10002,中国人民大学,2124,北京,1625193,2018.6,805.1089864262,2012,36.61,0.5788519637,文科,36,113,3,626,655,648,37,第一批
135,10002,中国人民大学,2124,北京,2133083,2152,991.2095724907,2015,78.71,0.5538221529,文科,44,160,4,646,,645,,第一批
136,10002,中国人民大学,2124,北京,1411358,1961.9,719.3832509302,2011,35.65,0.4939271255,理科,34,519,4,673,693,686,36,第一批
137,10002,中国人民大学,2124,北京,1625193,2018.6,805.1089864262,2012,36.61,0.5788519637,理科,34,625,4,629,663,651,34,第一批
138,10033,中国传媒大学,2140,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,24,9736,18,631,668,650,16,第一批
139,10033,中国传媒大学,2140,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,24,9736,18,,659,651,4,不详
140,10033,中国传媒大学,2140,北京,2133083,2152,991.2095724907,2015,0,0.1358814353,理科,28,43106,18,562,638,603,27,第一批
141,10033,中国传媒大学,2140,北京,2133083,2152,991.2095724907,2015,0,0.1358814353,理科,28,43106,18,,,611,,提前批
142,10033,中国传媒大学,2140,北京,1787940,2069.3,864.0313149374,2013,0,0,理科,26,11180,13,614,645,625,27,第一批
143,10033,中国传媒大学,2140,北京,1625193,2018.6,805.1089864262,2012,0,0,文科,19,1111,10,620,643,628,14,第一批
144,10033,中国传媒大学,2140,北京,1950056,2114.8,922.0994893134,2014,0,0.1332792208,文科,17,2074,10,624,649,635,18,第一批
145,10033,中国传媒大学,2140,北京,2133083,2152,991.2095724907,2015,0,0.1358814353,文科,21,1778,14,618,638,629,21,第一批
146,10033,中国传媒大学,2140,北京,2133083,2152,991.2095724907,2015,0,0.1358814353,文科,21,1778,14,,,623,,提前批
147,10033,中国传媒大学,2140,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,13,1650,10,627,654,639,10,第一批
148,10033,中国传媒大学,2140,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,13,1650,10,,638,628,4,不详
149,10033,中国传媒大学,2140,北京,1787940,2069.3,864.0313149374,2013,0,0,文科,18,1484,10,606,643,630,20,第一批
150,10033,中国传媒大学,2140,北京,1625193,2018.6,805.1089864262,2012,0,0,理科,26,16645,15,586,626,601,25,第一批
151,10033,中国传媒大学,2140,北京,1950056,2114.8,922.0994893134,2014,0,0.1332792208,理科,25,9143,31,597,655,629,26,第一批
152,10019,中国农业大学,1398,北京,1625193,2018.6,805.1089864262,2012,19.6,0.0921148036,理科,43,16868,18,586,632,596,47,第一批
153,10019,中国农业大学,1398,北京,1787940,2069.3,864.0313149374,2013,18.1,0.1192214112,理科,49,14354,20,607,649,617,44,第一批
154,10019,中国农业大学,1398,北京,1625193,2018.6,805.1089864262,2012,19.6,0.0921148036,文科,5,7098,17,573,600,588,5,第一批
155,10019,中国农业大学,1398,北京,1950056,2114.8,922.0994893134,2014,67.05,0.125974026,文科,5,6739,17,604,610,608,6,第一批
156,10019,中国农业大学,1398,北京,2133083,2152,991.2095724907,2015,68.46,0.1238689548,文科,8,7341,22,,,596,,第一批
157,10019,中国农业大学,1398,北京,1411358,1961.9,719.3832509302,2011,20,0.1089068826,理科,45,18276,18,634,662,646,50,第一批
158,10019,中国农业大学,1398,北京,1787940,2069.3,864.0313149374,2013,18.1,0.1192214112,文科,6,5744,16,601,608,605,6,第一批
159,10019,中国农业大学,1398,北京,1950056,2114.8,922.0994893134,2014,67.05,0.125974026,理科,50,19521,21,596,644,609,50,第一批
160,10019,中国农业大学,1398,北京,2133083,2152,991.2095724907,2015,68.46,0.1238689548,理科,49,17050,21,594,642,604,,第一批
161,10159,中国医科大学,2248,辽宁,2222670,4383,507.1115674196,2012,4.19,0,理科,37,30392,23,564,602,582,27,第一批
162,10159,中国医科大学,2248,辽宁,2484643,4389,566.1068580542,2013,4.37,0,理科,47,25164,24,588,616,604,35,第一批
163,10159,中国医科大学,2248,辽宁,2707765,4390,616.8029612756,2014,61.85,0,理科,35,28119,31,576,623,599,46,第一批
164,10159,中国医科大学,2248,辽宁,2862658,4391,651.9375996356,2015,63.04,0,理科,25,43106,28,,,585,,第一批
165,10159,中国医科大学,2248,辽宁,1845727,4375,421.8804571429,2011,3.96,0,理科,37,22217,24,626,658,641,17,第一批
166,11415,中国地质大学(北京),988,北京,1787940,2069.3,864.0313149374,2013,11.87,0.0360097324,理科,34,23997,25,591,642,599,30,第一批
167,11415,中国地质大学(北京),988,北京,1411358,1961.9,719.3832509302,2011,11.82,0.0359919028,理科,29,24446,22,626,,,,第一批
168,11415,中国地质大学(北京),988,北京,2133083,2152,991.2095724907,2015,65.81,0.0432137285,理科,36,29339,29,,,580,,第一批
169,11415,中国地质大学(北京),988,北京,1950056,2114.8,922.0994893134,2014,64.77,0.0558441558,理科,35,31160,27,580,605,588,35,第一批
170,10491,中国地质大学(武汉),988,湖北,1596761,5727.9143,278.7683118792,2011,11.82,0.0359919028,文科,16,8538,22,600,608,602,12,第一批
171,11415,中国地质大学(北京),988,北京,1625193,2018.6,805.1089864262,2012,11.85,0.036858006,理科,29,23837,23,561,596,579,30,第一批
172,11415,中国地质大学(北京),988,北京,1411358,1961.9,719.3832509302,2011,11.82,0.0359919028,文科,4,5563,17,608,,,,第一批
173,10491,中国地质大学(武汉),988,湖北,2225045,5779,385.0224952414,2013,11.87,0.0360097324,理科,84,22208,26,578,625,598,50,第一批
174,10491,中国地质大学(武汉),988,湖北,1596761,5727.9143,278.7683118792,2011,11.82,0.0359919028,理科,49,24313,22,626,655,632,61,第一批
175,10491,中国地质大学(武汉),988,湖北,2466849,5799,425.3921365753,2014,64.77,0.0558441558,理科,84,40420,27,571,613,587,84,第一批
176,10491,中国地质大学(武汉),988,湖北,1963226,5758,340.9562348038,2012,11.85,0.036858006,理科,47,25460,22,573,593,579,50,第一批
177,10491,中国地质大学(武汉),988,湖北,2225045,5779,385.0224952414,2013,11.87,0.0360097324,文科,15,8800,19,573,605,594,15,第一批
178,11415,中国地质大学(北京),988,北京,1625193,2018.6,805.1089864262,2012,11.85,0.036858006,文科,4,4835,17,597,606,600,4,第一批
179,10491,中国地质大学(武汉),988,湖北,1963226,5758,340.9562348038,2012,11.85,0.036858006,文科,14,9085,20,584,600,589,17,第一批
180,10491,中国地质大学(武汉),988,湖北,2466849,5799,425.3921365753,2014,64.77,0.0558441558,文科,15,10080,19,595,608,598,16,第一批
181,10053,中国政法大学,2154,北京,2133083,2152,991.2095724907,2015,64.35,0.1934477379,文科,56,3177,13,,,624,,第一批
182,10053,中国政法大学,2154,北京,2133083,2152,991.2095724907,2015,64.35,0.1934477379,文科,56,3177,13,,,615,,提前批
183,10053,中国政法大学,2154,北京,1787940,2069.3,864.0313149374,2013,5.8,0.1690997567,理科,42,3412,9,639,661,645,35,第一批
184,10053,中国政法大学,2154,北京,1787940,2069.3,864.0313149374,2013,5.8,0.1690997567,文科,55,1160,18,618,644,634,43,第一批
185,10053,中国政法大学,2154,北京,2133083,2152,991.2095724907,2015,64.35,0.1934477379,理科,49,43106,17,,,624,,第一批
186,10053,中国政法大学,2154,北京,2133083,2152,991.2095724907,2015,64.35,0.1934477379,理科,49,43106,17,,,624,,提前批
187,10053,中国政法大学,2154,北京,1411358,1961.9,719.3832509302,2011,5.85,0.1700404858,文科,48,777,9,627,653,642,49,第一批
188,10053,中国政法大学,2154,北京,1950056,2114.8,922.0994893134,2014,62.39,0.1655844156,理科,42,3870,31,616,659,642,43,第一批
189,10053,中国政法大学,2154,北京,1625193,2018.6,805.1089864262,2012,6.45,0.167673716,文科,43,870,9,623,642,630,49,第一批
190,10053,中国政法大学,2154,北京,1950056,2114.8,922.0994893134,2014,62.39,0.1655844156,文科,55,8725,12,599,657,637,55,第一批
191,10053,中国政法大学,2154,北京,1411358,1961.9,719.3832509302,2011,5.85,0.1700404858,理科,39,4748,11,659,682,667,39,第一批
192,10053,中国政法大学,2154,北京,1625193,2018.6,805.1089864262,2012,6.45,0.167673716,理科,34,5090,9,599,645,620,41,第一批
193,10423,中国海洋大学,440,山东,5001324,9684.87,516.4058990983,2013,10.18,0.0304136253,理科,111,19899,21,585,615,603,86,第一批
194,10423,中国海洋大学,440,山东,3916992,9587.87,408.5362025142,2011,11.21,0.0284615385,文科,14,6618,20,605,618,609,21,第一批
195,10423,中国海洋大学,440,山东,5468433,9733.39,561.8220373375,2014,64.09,0.0438311688,理科,111,21843,24,592,619,600,113,第一批
196,10423,中国海洋大学,440,山东,3916992,9587.87,408.5362025142,2011,11.21,0.0284615385,理科,86,22046,20,629,653,634,79,第一批
197,10423,中国海洋大学,440,山东,5001324,9684.87,516.4058990983,2013,10.18,0.0304136253,文科,27,5721,15,584,611,601,18,第一批
198,10423,中国海洋大学,440,山东,5468433,9733.39,561.8220373375,2014,64.09,0.0438311688,文科,27,5397,15,608,621,612,27,第一批
199,10423,中国海洋大学,440,山东,4536185,9637.27,470.691907563,2012,11.11,0.0311178248,文科,18,7325,17,589,600,593,15,第一批
200,10423,中国海洋大学,440,山东,4536185,9637.27,470.691907563,2012,11.11,0.0311178248,理科,86,21446,20,563,609,584,87,第一批
201,10425,中国石油大学(华东),1858,山东,5001324,9684.87,516.4058990983,2013,9.95,0.0540145985,理科,48,23126,26,586,640,601,38,第一批
202,10425,中国石油大学(华东),1858,山东,5468433,9733.39,561.8220373375,2014,63.77,0,理科,55,40420,28,574,610,587,48,第一批
203,11414,中国石油大学(北京),1858,北京,1625193,2018.6,805.1089864262,2012,11.26,0.053776435,文科,3,5597,16,594,603,598,2,第一批
204,11414,中国石油大学(北京),1858,北京,1787940,2069.3,864.0313149374,2013,9.95,0.0540145985,文科,4,4674,18,605,626,614,3,第一批
