,UniversityNo,Year,Topic,Lowest,GDP,Population,GDP_Per_Person,Plan_Number,Ranking_Scores,Media_Impact,Distance,Last_Ranking,Average_Ranking
299,10052,2015,1,584.0,2133083,2152.0,991.209572490706,8,63.87,0.0447737909516381,2122.0,22693.0,22126.6
300,10052,2013,0,605.0,1787940,2069.3,864.0313149374181,11,5.22,0.0369829683698297,2122.0,4645.0,6352.666666666667
301,10052,2012,0,590.0,1625193,2018.6,805.108986426236,7,5.92,0.0374622356495468,2122.0,6846.0,7206.5
302,10052,2013,1,603.0,1787940,2069.3,864.0313149374181,9,5.22,0.0369829683698297,2122.0,16794.0,21151.333333333332
304,10052,2014,1,588.0,1950056,2114.8,922.09948931341,8,62.1,0.0488636363636364,2122.0,24486.0,21985.0
305,10052,2015,0,606.0,2133083,2152.0,991.209572490706,10,63.87,0.0447737909516381,2122.0,4000.0,5927.8
306,10052,2011,0,608.0,1411358,1961.9,719.3832509302209,8,5.97,0.0502024291497976,2122.0,7567.0,7567.0
307,10052,2014,0,605.0,1950056,2114.8,922.09948931341,9,62.1,0.0488636363636364,2122.0,6581.0,6409.75
309,10052,2012,1,582.0,1625193,2018.6,805.108986426236,8,5.92,0.0374622356495468,2122.0,19109.0,23330.0
310,10052,2011,1,623.0,1411358,1961.9,719.3832509302209,8,5.97,0.0502024291497976,2122.0,27551.0,27551.0
311,10034,2013,0,618.0,1787940,2069.3,864.0313149374181,28,4.46,0.245742092457421,2152.0,591.0,554.0
312,10034,2013,1,633.0,1787940,2069.3,864.0313149374181,72,4.46,0.245742092457421,2152.0,1474.0,1878.0
313,10034,2014,0,600.0,1950056,2114.8,922.09948931341,26,61.83,0.18993506493506498,2152.0,8302.0,2491.0
314,10034,2012,1,612.0,1625193,2018.6,805.108986426236,60,4.9,0.24290030211480398,2152.0,2114.0,2080.0
315,10034,2015,1,625.0,2133083,2152.0,991.209572490706,75,63.4,0.18408736349454,2152.0,4809.0,2631.4
316,10034,2012,0,619.0,1625193,2018.6,805.108986426236,23,4.9,0.24290030211480398,2152.0,504.0,535.5
317,10034,2014,1,628.0,1950056,2114.8,922.09948931341,76,61.83,0.18993506493506498,2152.0,2714.0,2087.0
318,10034,2011,0,639.0,1411358,1961.9,719.3832509302209,23,4.6,0.24089068825910895,2152.0,567.0,567.0
320,10034,2011,1,651.0,1411358,1961.9,719.3832509302209,58,4.6,0.24089068825910895,2152.0,2046.0,2046.0
321,10034,2015,0,612.0,2133083,2152.0,991.209572490706,29,63.4,0.18408736349454,2152.0,2891.0,2571.0
323,10558,2014,1,607.0,6216397,10644.0,584.0282788425401,2641,75.0,0.298701298701299,119.0,6309.0,7492.5
324,10558,2015,1,615.0,6779224,10724.0,632.15441999254,2656,75.33,0.273010920436817,119.0,7724.0,7538.8
327,10558,2013,0,601.0,5706792,10594.0,538.681517840287,837,37.85,0.253041362530414,119.0,1764.0,2049.3333333333335
328,10558,2012,1,590.0,5321028,10505.0,506.52336982389295,2677,33.77,0.250453172205438,119.0,6151.0,8789.5
329,10558,2012,0,596.0,5321028,10505.0,506.52336982389295,914,33.77,0.250453172205438,119.0,1687.0,2192.0
330,10558,2013,1,610.0,5706792,10594.0,538.681517840287,2710,37.85,0.253041362530414,119.0,6082.0,7887.0
331,10558,2014,0,610.0,6216397,10644.0,584.0282788425401,856,75.0,0.298701298701299,119.0,1506.0,1913.5
333,10558,2015,0,622.0,6779224,10724.0,632.15441999254,862,75.33,0.273010920436817,119.0,1548.0,1840.4
334,10730,2014,1,586.0,626801,2582.18,242.741017279973,71,66.35,0.0561688311688312,2258.0,26321.0,23971.25
335,10730,2011,1,627.0,412075,2559.98,160.968054437925,54,14.61,0.0449392712550607,2258.0,23374.0,23374.0
336,10730,2013,1,582.0,565020,2577.55,219.208162790247,65,15.6,0.0498783454987835,2258.0,21526.0,23188.0
337,10730,2011,0,603.0,412075,2559.98,160.968054437925,26,14.61,0.0449392712550607,2258.0,7274.0,7274.0
340,10730,2013,0,596.0,565020,2577.55,219.208162790247,31,15.6,0.0498783454987835,2258.0,7462.0,8057.666666666667
341,10730,2014,0,595.0,626801,2582.18,242.741017279973,27,66.35,0.0561688311688312,2258.0,10350.0,8630.75
342,10730,2015,0,590.0,683527,2591.0,263.80818216904703,28,66.62,0.0550702028081123,2258.0,8872.0,8679.0
343,10730,2012,1,574.0,502037,2564.19,195.787753637601,60,13.82,0.0522658610271903,2258.0,24664.0,24019.0
344,10730,2012,0,583.0,502037,2564.19,195.787753637601,26,13.82,0.0522658610271903,2258.0,9437.0,8355.5
345,10730,2015,1,582.0,683527,2591.0,263.80818216904703,80,66.62,0.0550702028081123,2258.0,24589.0,24094.8
346,10126,2011,0,578.0,1167200,2472.18,472.13390610715993,5,5.47,0.0,2304.0,10869.0,10869.0
347,10126,2014,1,574.0,1683238,2497.61,673.939486148758,6,62.18,0.0,2304.0,40420.0,32392.25
349,10126,2011,1,567.0,1167200,2472.18,472.13390610715993,7,5.47,0.0,2304.0,29550.0,29550.0
350,10126,2012,1,570.0,1435988,2481.71,578.628445708806,6,5.82,0.0,2304.0,30392.0,29971.0
352,10026,2013,1,619.0,1787940,2069.3,864.0313149374181,10,4.08,0.0289537712895377,2138.0,9130.0,9464.0
353,10026,2015,1,584.0,2133083,2152.0,991.209572490706,17,63.31,0.034009360374415,2138.0,43106.0,15799.0
354,10026,2011,1,649.0,1411358,1961.9,719.3832509302209,6,4.04,0.0288259109311741,2138.0,8611.0,8611.0
355,10026,2014,1,621.0,1950056,2114.8,922.09948931341,13,61.58,0.0,2138.0,7497.0,8972.25
356,10026,2012,1,597.0,1625193,2018.6,805.108986426236,6,4.57,0.0302114803625378,2138.0,10651.0,9631.0
358,10004,2014,1,589.0,1950056,2114.8,922.09948931341,87,63.8,0.0641233766233766,2124.0,17279.0,15966.0
360,10004,2012,1,583.0,1625193,2018.6,805.108986426236,77,10.66,0.0537764350453172,2124.0,13584.0,17062.5
361,10004,2014,0,617.0,1950056,2114.8,922.09948931341,6,63.8,0.0641233766233766,2124.0,12924.0,4931.5
362,10004,2011,0,624.0,1411358,1961.9,719.3832509302209,5,10.87,0.0404858299595142,2124.0,2080.0,2080.0
363,10004,2015,1,598.0,2133083,2152.0,991.209572490706,105,65.44,0.0658346333853354,2124.0,14796.0,15732.0
364,10004,2011,1,631.0,1411358,1961.9,719.3832509302209,76,10.87,0.0404858299595142,2124.0,20541.0,20541.0
365,10004,2015,0,600.0,2133083,2152.0,991.209572490706,7,65.44,0.0658346333853354,2124.0,5542.0,5053.6
366,10004,2012,0,607.0,1625193,2018.6,805.108986426236,5,10.66,0.0537764350453172,2124.0,2882.0,2481.0
367,10004,2013,1,595.0,1787940,2069.3,864.0313149374181,88,9.31,0.0532846715328467,2124.0,12460.0,15528.333333333334
368,10004,2013,0,606.0,1787940,2069.3,864.0313149374181,6,9.31,0.0532846715328467,2124.0,1840.0,2267.3333333333335
372,10043,2015,0,,2133083,2152.0,991.209572490706,9,0.0,0.0335413416536661,2131.0,11119.0,9853.8
373,10043,2015,1,,2133083,2152.0,991.209572490706,12,0.0,0.0335413416536661,2131.0,34947.0,32903.2
374,10043,2011,1,626.0,1411358,1961.9,719.3832509302209,14,0.0,0.0,2131.0,29550.0,29550.0
375,10043,2011,0,597.0,1411358,1961.9,719.3832509302209,6,0.0,0.0,2131.0,9670.0,9670.0
376,10043,2013,0,594.0,1787940,2069.3,864.0313149374181,10,0.0,0.0,2131.0,7945.0,8408.666666666666
377,10043,2012,1,564.0,1625193,2018.6,805.108986426236,11,0.0,0.0,2131.0,30392.0,29971.0
378,10043,2014,1,564.0,1950056,2114.8,922.09948931341,6,0.0,0.0448051948051948,2131.0,40420.0,32392.25
379,10043,2013,1,586.0,1787940,2069.3,864.0313149374181,16,0.0,0.0,2131.0,29207.0,29716.333333333332
380,10043,2014,0,599.0,1950056,2114.8,922.09948931341,9,0.0,0.0448051948051948,2131.0,12924.0,9537.5
381,10043,2012,0,586.0,1625193,2018.6,805.108986426236,6,0.0,0.0,2131.0,7611.0,8640.5
382,10010,2011,0,600.0,1411358,1961.9,719.3832509302209,12,7.76,0.0,2133.0,8587.0,8587.0
383,10010,2012,0,570.0,1625193,2018.6,805.108986426236,10,8.53,0.0,2133.0,10832.0,9709.5
384,10010,2014,0,596.0,1950056,2114.8,922.09948931341,13,63.62,0.0,2133.0,9723.0,9346.25
385,10010,2013,0,593.0,1787940,2069.3,864.0313149374181,12,8.77,0.0,2133.0,8243.0,9220.666666666666
387,10010,2015,0,,2133083,2152.0,991.209572490706,13,64.57,0.0,2133.0,14000.0,10277.0
388,10010,2011,1,633.0,1411358,1961.9,719.3832509302209,47,7.76,0.0,2133.0,18667.0,18667.0
389,10010,2012,1,570.0,1625193,2018.6,805.108986426236,49,8.53,0.0,2133.0,29317.0,23992.0
390,10010,2015,1,,2133083,2152.0,991.209572490706,72,64.57,0.0,2133.0,27906.0,24220.4
391,10010,2013,1,575.0,1787940,2069.3,864.0313149374181,59,8.77,0.0,2133.0,21850.0,23278.0
392,10010,2014,1,590.0,1950056,2114.8,922.09948931341,59,63.62,0.0,2133.0,23362.0,23299.0
393,10023,2011,1,,1411358,1961.9,719.3832509302209,5,0.0,0.0,2125.0,28667.0,28667.0
394,10030,2015,0,637.0,2133083,2152.0,991.209572490706,8,62.77,0.0458658346333853,2122.0,422.0,1580.6
395,10030,2015,0,,2133083,2152.0,991.209572490706,8,62.77,0.0458658346333853,2122.0,422.0,1580.6
396,10030,2013,0,597.0,1787940,2069.3,864.0313149374181,7,3.22,0.0360097323600973,2122.0,6568.0,2342.6666666666665
397,10030,2014,1,635.0,1950056,2114.8,922.09948931341,8,61.35,0.0422077922077922,2122.0,3805.0,3575.75
398,10030,2011,0,633.0,1411358,1961.9,719.3832509302209,9,3.65,0.0320242914979757,2122.0,222.0,222.0
399,10030,2011,0,,1411358,1961.9,719.3832509302209,9,3.65,0.0320242914979757,2122.0,222.0,222.0
402,10030,2011,1,656.0,1411358,1961.9,719.3832509302209,8,3.65,0.0320242914979757,2122.0,5656.0,5656.0
403,10030,2011,1,,1411358,1961.9,719.3832509302209,8,3.65,0.0320242914979757,2122.0,5656.0,5656.0
404,10030,2014,0,623.0,1950056,2114.8,922.09948931341,7,61.35,0.0422077922077922,2122.0,453.0,1870.25
405,10030,2015,1,628.0,2133083,2152.0,991.209572490706,8,62.77,0.0458658346333853,2122.0,4206.0,3701.8
406,10030,2015,1,,2133083,2152.0,991.209572490706,8,62.77,0.0458658346333853,2122.0,4206.0,3701.8
409,10030,2012,1,623.0,1625193,2018.6,805.108986426236,8,3.61,0.0371601208459214,2122.0,2824.0,4240.0
410,10030,2013,1,647.0,1787940,2069.3,864.0313149374181,8,3.22,0.0360097323600973,2122.0,2018.0,3499.3333333333335
411,10030,2012,0,638.0,1625193,2018.6,805.108986426236,8,3.61,0.0371601208459214,2122.0,238.0,230.0
412,10001,2012,0,639.0,1625193,2018.6,805.108986426236,12,100.0,1.0,2156.0,25.0,24.0
414,10001,2013,1,663.0,1787940,2069.3,864.0313149374181,18,100.0,1.0,2156.0,100.0,106.33333333333333
415,10001,2015,1,677.0,2133083,2152.0,991.209572490706,20,100.0,1.0,2156.0,87.0,104.0
416,10001,2015,1,,2133083,2152.0,991.209572490706,20,100.0,1.0,2156.0,87.0,104.0
417,10001,2013,0,644.0,1787940,2069.3,864.0313149374181,18,100.0,1.0,2156.0,28.0,25.333333333333332
420,10001,2014,0,648.0,1950056,2114.8,922.09948931341,20,100.0,1.0,2156.0,30.0,26.5
421,10001,2014,1,661.0,1950056,2114.8,922.09948931341,20,100.0,1.0,2156.0,114.0,108.25
422,10001,2012,1,646.0,1625193,2018.6,805.108986426236,12,100.0,1.0,2156.0,101.0,109.5
423,10001,2015,0,660.0,2133083,2152.0,991.209572490706,20,100.0,1.0,2156.0,34.0,28.0
424,10001,2015,0,,2133083,2152.0,991.209572490706,20,100.0,1.0,2156.0,34.0,28.0
425,10001,2011,1,694.0,1411358,1961.9,719.3832509302209,12,100.0,1.0,2156.0,118.0,118.0
426,10001,2011,0,666.0,1411358,1961.9,719.3832509302209,12,100.0,1.0,2156.0,23.0,23.0
427,19001,2013,1,652.0,1787940,2069.3,864.0313149374181,18,100.0,1.0,2156.0,402.0,341.3333333333333
428,19001,2014,1,659.0,1950056,2114.8,922.09948931341,20,100.0,1.0,2156.0,229.0,313.25
429,19001,2011,1,668.0,1411358,1961.9,719.3832509302209,15,100.0,1.0,2156.0,264.0,264.0
430,19001,2012,1,644.0,1625193,2018.6,805.108986426236,16,100.0,1.0,2156.0,358.0,311.0
432,10005,2011,1,636.0,1411358,1961.9,719.3832509302209,14,7.54,0.0325910931174089,2116.0,16402.0,16402.0
433,10005,2014,1,595.0,1950056,2114.8,922.09948931341,11,62.73,0.076461038961039,2116.0,20054.0,20598.0
434,10005,2015,1,,2133083,2152.0,991.209572490706,13,63.97,0.0400936037441498,2116.0,43106.0,25099.6
435,10005,2013,0,594.0,1787940,2069.3,864.0313149374181,6,6.71,0.0394160583941606,2116.0,8203.0,9163.666666666666
437,10005,2015,0,,2133083,2152.0,991.209572490706,4,63.97,0.0400936037441498,2116.0,6848.0,9452.6
438,10005,2011,0,603.0,1411358,1961.9,719.3832509302209,6,7.54,0.0325910931174089,2116.0,8369.0,8369.0
440,10005,2013,1,596.0,1787940,2069.3,864.0313149374181,12,6.71,0.0394160583941606,2116.0,20926.0,20779.333333333332
441,10005,2012,0,580.0,1625193,2018.6,805.108986426236,4,7.47,0.0380664652567976,2116.0,10919.0,9644.0
442,10005,2012,1,574.0,1625193,2018.6,805.108986426236,18,7.47,0.0380664652567976,2116.0,25010.0,20706.0
443,10005,2014,0,595.0,1950056,2114.8,922.09948931341,4,62.73,0.076461038961039,2116.0,12924.0,10103.75
444,10022,2012,0,580.0,1625193,2018.6,805.108986426236,12,8.11,0.0240483383685801,2135.0,7987.0,9345.5
445,10022,2015,1,,2133083,2152.0,991.209572490706,86,64.48,0.0,2135.0,31472.0,27050.4
446,10022,2011,1,627.0,1411358,1961.9,719.3832509302209,69,7.66,0.0,2135.0,24073.0,24073.0
447,10022,2013,0,596.0,1787940,2069.3,864.0313149374181,14,6.85,0.0228467153284672,2135.0,7392.0,8694.333333333334
449,10022,2015,0,,2133083,2152.0,991.209572490706,18,64.48,0.0,2135.0,7753.0,8240.6
450,10022,2014,1,568.0,1950056,2114.8,922.09948931341,81,62.84,0.0,2135.0,28470.0,25945.0
451,10022,2011,0,596.0,1411358,1961.9,719.3832509302209,17,7.66,0.0,2135.0,10704.0,10704.0
452,10022,2014,0,602.0,1950056,2114.8,922.09948931341,19,62.84,0.0,2135.0,7367.0,8362.5
453,10022,2012,1,554.0,1625193,2018.6,805.108986426236,74,8.11,0.0240483383685801,2135.0,25920.0,24996.5
456,10022,2013,1,582.0,1787940,2069.3,864.0313149374181,87,6.85,0.0228467153284672,2135.0,25317.0,25103.333333333332
457,10007,2011,1,652.0,1411358,1961.9,719.3832509302209,65,16.6,0.0765182186234818,2123.0,7447.0,7447.0
458,10007,2015,1,610.0,2133083,2152.0,991.209572490706,76,67.33,0.0801872074882995,2123.0,9466.0,9309.8
459,10007,2013,0,616.0,1787940,2069.3,864.0313149374181,8,14.04,0.0778588807785888,2123.0,2427.0,2665.3333333333335
460,10007,2015,0,610.0,2133083,2152.0,991.209572490706,8,67.33,0.0801872074882995,2123.0,3175.0,4819.0
461,10007,2014,1,599.0,1950056,2114.8,922.09948931341,72,65.77,0.0946428571428571,2123.0,9832.0,9270.75
462,10007,2011,0,621.0,1411358,1961.9,719.3832509302209,5,16.6,0.0765182186234818,2123.0,2524.0,2524.0
463,10007,2012,1,585.0,1625193,2018.6,805.108986426236,70,15.14,0.0767371601208459,2123.0,9536.0,8491.5
464,10007,2013,1,607.0,1787940,2069.3,864.0313149374181,74,14.04,0.0778588807785888,2123.0,10268.0,9083.666666666666
468,10007,2012,0,606.0,1625193,2018.6,805.108986426236,5,15.14,0.0767371601208459,2123.0,3045.0,2784.5
469,10007,2014,0,595.0,1950056,2114.8,922.09948931341,6,65.77,0.0946428571428571,2123.0,12924.0,5230.0
470,10008,2015,1,598.0,2133083,2152.0,991.209572490706,58,66.45,0.0497659906396256,2129.0,14879.0,16851.4
471,10008,2011,1,643.0,1411358,1961.9,719.3832509302209,42,13.8,0.059919028340081,2129.0,11773.0,11773.0
472,10008,2012,1,568.0,1625193,2018.6,805.108986426236,49,13.97,0.0613293051359517,2129.0,29750.0,20761.5
474,10008,2014,1,594.0,1950056,2114.8,922.09948931341,57,65.2,0.0530844155844156,2129.0,14460.0,17344.5
475,10008,2013,1,591.0,1787940,2069.3,864.0313149374181,56,13.0,0.0576642335766423,2129.0,13395.0,18306.0
477,10031,2014,1,597.0,1950056,2114.8,922.09948931341,18,60.17,0.0,2146.0,18670.0,15176.0
478,10031,2012,1,589.0,1625193,2018.6,805.108986426236,13,0.0,0.0,2146.0,15042.0,14546.0
479,10031,2012,0,586.0,1625193,2018.6,805.108986426236,11,0.0,0.0,2146.0,3614.0,3033.5
480,10031,2015,1,,2133083,2152.0,991.209572490706,18,0.0,0.0,2146.0,25962.0,17333.2
481,10031,2013,0,613.0,1787940,2069.3,864.0313149374181,13,0.0,0.0,2146.0,2908.0,2991.6666666666665
482,10031,2011,0,622.0,1411358,1961.9,719.3832509302209,9,0.0,0.0,2146.0,2453.0,2453.0
483,10031,2011,0,,1411358,1961.9,719.3832509302209,9,0.0,0.0,2146.0,2453.0,2453.0
484,10031,2013,1,610.0,1787940,2069.3,864.0313149374181,18,0.0,0.0,2146.0,12942.0,14011.333333333334
485,10031,2015,0,,2133083,2152.0,991.209572490706,13,0.0,0.0,2146.0,13347.0,4971.8
486,10031,2014,0,621.0,1950056,2114.8,922.09948931341,13,60.17,0.0,2146.0,2537.0,2878.0
487,10031,2011,1,624.0,1411358,1961.9,719.3832509302209,13,0.0,0.0,2146.0,14050.0,14050.0
489,10006,2011,1,672.0,1411358,1961.9,719.3832509302209,52,21.96,0.0748987854251012,2129.0,1647.0,1647.0
490,10006,2011,1,,1411358,1961.9,719.3832509302209,52,21.96,0.0748987854251012,2129.0,1647.0,1647.0
493,10006,2014,1,637.0,1950056,2114.8,922.09948931341,60,68.36,0.0803571428571429,2129.0,1854.0,1858.0
494,10006,2015,1,,2133083,2152.0,991.209572490706,83,70.65,0.0897035881435257,2129.0,1527.0,1791.8
495,10006,2015,1,,2133083,2152.0,991.209572490706,83,70.65,0.0897035881435257,2129.0,1527.0,1791.8
496,10006,2011,0,619.0,1411358,1961.9,719.3832509302209,3,21.96,0.0748987854251012,2129.0,2976.0,2976.0
497,10006,2011,0,,1411358,1961.9,719.3832509302209,3,21.96,0.0748987854251012,2129.0,2976.0,2976.0
498,10006,2012,0,617.0,1625193,2018.6,805.108986426236,3,21.85,0.0628398791540786,2129.0,1333.0,2154.5
499,10006,2015,0,,2133083,2152.0,991.209572490706,4,70.65,0.0897035881435257,2129.0,0.0,1778.25
501,10006,2012,1,610.0,1625193,2018.6,805.108986426236,55,21.85,0.0628398791540786,2129.0,1860.0,1753.5
502,10006,2013,1,633.0,1787940,2069.3,864.0313149374181,55,19.81,0.0600973236009732,2129.0,2071.0,1859.3333333333333
503,10006,2013,0,626.0,1787940,2069.3,864.0313149374181,3,19.81,0.0600973236009732,2129.0,1178.0,1829.0
505,10032,2015,0,606.0,2133083,2152.0,991.209572490706,14,61.98,0.0,2129.0,4135.0,2943.6
506,10032,2014,0,602.0,1950056,2114.8,922.09948931341,16,60.49,0.0,2129.0,3459.0,2645.75
507,10032,2013,0,611.0,1787940,2069.3,864.0313149374181,19,1.11,0.0,2129.0,3196.0,2374.6666666666665
508,10032,2011,0,608.0,1411358,1961.9,719.3832509302209,15,1.58,0.0,2129.0,1698.0,1698.0
509,10032,2012,0,600.0,1625193,2018.6,805.108986426236,15,1.48,0.0,2129.0,2230.0,1964.0
510,10013,2011,1,644.0,1411358,1961.9,719.3832509302209,89,8.33,0.0716599190283401,2127.0,11069.0,11069.0
511,10013,2012,1,582.0,1625193,2018.6,805.108986426236,90,8.49,0.0773413897280967,2127.0,10833.0,10951.0
512,10013,2013,1,622.0,1787940,2069.3,864.0313149374181,101,7.69,0.0788321167883212,2127.0,8001.0,9967.666666666666
513,10013,2015,1,560.0,2133083,2152.0,991.209572490706,96,64.26,0.0566302652106084,2127.0,43106.0,15945.8
515,10013,2014,1,604.0,1950056,2114.8,922.09948931341,97,63.22,0.0589285714285714,2127.0,6720.0,9155.75
518,10269,2014,1,608.0,2160212,2415.15,894.4421671531791,18,67.73,0.11688311688311699,1457.0,12665.0,18697.0
519,10269,2013,1,574.0,2018172,2380.43,847.818251324341,20,18.73,0.0912408759124088,1457.0,24729.0,24729.0
520,10269,2013,0,603.0,2018172,2380.43,847.818251324341,8,18.73,0.0912408759124088,1457.0,2597.0,2836.5
521,10269,2015,1,611.0,2356094,2426.0,971.1846661170649,25,69.9,0.127457098283931,1457.0,9012.0,15468.666666666666
522,10269,2015,0,620.0,2356094,2426.0,971.1846661170649,11,69.9,0.127457098283931,1457.0,1685.0,2288.5
523,10269,2014,0,626.0,2160212,2415.15,894.4421671531791,9,67.73,0.11688311688311699,1457.0,1796.0,2489.6666666666665
525,10276,2014,1,591.0,2160212,2415.15,894.4421671531791,30,60.59,0.0,1457.0,22447.0,21306.333333333332
526,10276,2012,0,586.0,1919569,2347.46,817.721707718129,23,1.3,0.0256495468277946,1457.0,4978.0,4978.0
527,10276,2014,0,609.0,2160212,2415.15,894.4421671531791,22,60.59,0.0,1457.0,3524.0,4119.0
528,10276,2013,1,584.0,2018172,2380.43,847.818251324341,34,1.42,0.0257907542579075,1457.0,18808.0,20736.0
529,10276,2012,1,577.0,1919569,2347.46,817.721707718129,27,1.3,0.0256495468277946,1457.0,22664.0,22664.0
530,10276,2015,0,,2356094,2426.0,971.1846661170649,15,62.09,0.0,1457.0,5462.0,4454.75
532,10276,2015,1,,2356094,2426.0,971.1846661170649,16,62.09,0.0,1457.0,21748.0,21416.75
534,10276,2013,0,608.0,2018172,2380.43,847.818251324341,26,1.42,0.0257907542579075,1457.0,3855.0,4416.5
536,10251,2013,1,606.0,2018172,2380.43,847.818251324341,36,13.21,0.0255474452554745,1448.0,15180.0,16039.666666666666
537,10251,2012,1,570.0,1919569,2347.46,817.721707718129,36,12.54,0.0255589123867069,1448.0,18832.0,16469.5
538,10251,2011,1,627.0,1716598,2302.66,745.4847871591991,34,12.15,0.0280566801619433,1448.0,14107.0,14107.0
539,10251,2015,1,599.0,2356094,2426.0,971.1846661170649,37,66.08,0.0341653666146646,1448.0,14042.0,15640.4
540,10251,2014,1,602.0,2160212,2415.15,894.4421671531791,36,65.76,0.0,1448.0,16041.0,16040.0
541,10504,2012,1,568.0,1963226,5758.0,340.956234803751,25,10.73,0.0308157099697885,984.0,30392.0,27045.5
542,10504,2013,0,589.0,2225045,5779.0,385.02249524139097,12,10.56,0.029683698296837,984.0,10000.0,10588.0
543,10504,2014,1,574.0,2466849,5799.0,425.392136575272,40,64.52,0.0,984.0,40420.0,30929.5
544,10504,2015,0,579.0,2736704,5816.0,470.54745529573603,16,65.81,0.0379095163806552,984.0,13583.0,11654.2
545,10504,2011,0,595.0,1596761,5727.9143,278.768311879247,12,10.24,0.030080971659919,984.0,10845.0,10845.0
546,10504,2013,1,585.0,2225045,5779.0,385.02249524139097,38,10.56,0.029683698296837,984.0,29207.0,27766.0
547,10504,2015,1,560.0,2736704,5816.0,470.54745529573603,37,65.81,0.0379095163806552,984.0,43049.0,33353.4
550,10504,2011,1,624.0,1596761,5727.9143,278.768311879247,28,10.24,0.030080971659919,984.0,23699.0,23699.0
551,10504,2012,0,580.0,1963226,5758.0,340.956234803751,16,10.73,0.0308157099697885,984.0,10919.0,10882.0
552,10504,2014,0,594.0,2466849,5799.0,425.392136575272,12,64.52,0.0,984.0,12924.0,11172.0
553,10511,2014,0,606.0,2466849,5799.0,425.392136575272,31,64.62,0.08847402597402601,984.0,6066.0,6638.5
554,10511,2012,0,588.0,1963226,5758.0,340.956234803751,24,11.86,0.0664652567975831,984.0,7516.0,7025.0
559,10511,2011,0,606.0,1596761,5727.9143,278.768311879247,17,11.7,0.0643724696356275,984.0,6534.0,6534.0
560,10511,2011,0,,1596761,5727.9143,278.768311879247,17,11.7,0.0643724696356275,984.0,6534.0,6534.0
561,10511,2011,1,622.0,1596761,5727.9143,278.768311879247,26,11.7,0.0643724696356275,984.0,29086.0,29086.0
562,10511,2011,1,,1596761,5727.9143,278.768311879247,26,11.7,0.0643724696356275,984.0,29086.0,29086.0
563,10511,2012,1,575.0,1963226,5758.0,340.956234803751,38,11.86,0.0664652567975831,984.0,24288.0,26687.0
564,10511,2012,1,406.0,1963226,5758.0,340.956234803751,38,11.86,0.0664652567975831,984.0,24288.0,26687.0
565,10511,2015,1,579.0,2736704,5816.0,470.54745529573603,71,66.72,0.0858034321372855,984.0,26870.0,25862.4
566,10511,2015,1,610.0,2736704,5816.0,470.54745529573603,71,66.72,0.0858034321372855,984.0,26870.0,25862.4
567,10511,2015,0,604.0,2736704,5816.0,470.54745529573603,44,66.72,0.0858034321372855,984.0,4667.0,6244.2
568,10511,2015,0,613.0,2736704,5816.0,470.54745529573603,44,66.72,0.0858034321372855,984.0,4667.0,6244.2
569,10511,2014,1,587.0,2466849,5799.0,425.392136575272,64,64.62,0.08847402597402601,984.0,25396.0,25610.5
570,10511,2013,1,592.0,2225045,5779.0,385.02249524139097,54,11.06,0.0647201946472019,984.0,23672.0,25682.0
571,10511,2013,1,430.0,2225045,5779.0,385.02249524139097,54,11.06,0.0647201946472019,984.0,23672.0,25682.0
572,10511,2013,0,599.0,2225045,5779.0,385.02249524139097,39,11.06,0.0647201946472019,984.0,6438.0,6829.333333333333
573,10511,2013,0,451.0,2225045,5779.0,385.02249524139097,39,11.06,0.0647201946472019,984.0,6438.0,6829.333333333333
574,10487,2014,1,603.0,2466849,5799.0,425.392136575272,166,73.52,0.151298701298701,994.0,9385.0,9551.25
575,10487,2015,0,613.0,2736704,5816.0,470.54745529573603,21,74.27,0.13603744149766,994.0,2645.0,3844.2
576,10487,2012,1,595.0,1963226,5758.0,340.956234803751,150,34.56,0.15015105740181303,994.0,7159.0,6744.0
577,10487,2011,1,655.0,1596761,5727.9143,278.768311879247,168,33.77,0.11659919028340099,994.0,6329.0,6329.0
578,10487,2015,1,616.0,2736704,5816.0,470.54745529573603,157,74.27,0.13603744149766,994.0,7098.0,9060.6
580,10487,2013,1,605.0,2225045,5779.0,385.02249524139097,170,32.05,0.15523114355231102,994.0,15332.0,9606.666666666666
581,10487,2012,0,592.0,1963226,5758.0,340.956234803751,19,34.56,0.15015105740181303,994.0,6520.0,4711.0
582,10487,2011,0,620.0,1596761,5727.9143,278.768311879247,22,33.77,0.11659919028340099,994.0,2902.0,2902.0
583,10487,2013,0,606.0,2225045,5779.0,385.02249524139097,23,32.05,0.15523114355231102,994.0,4217.0,4546.333333333333
584,10487,2014,0,619.0,2466849,5799.0,425.392136575272,21,73.52,0.151298701298701,994.0,2937.0,4144.0
588,10385,2013,1,572.0,1970178,3748.0,525.661152614728,165,1.95,0.0335766423357664,674.0,29207.0,29680.0
589,10385,2014,1,561.0,2175964,3774.0,576.567037625861,156,60.86,0.0381493506493506,674.0,40420.0,32365.0
590,10385,2011,0,595.0,1473712,3693.0,399.055510425129,48,1.64,0.0312145748987854,674.0,10832.0,10832.0
591,10385,2013,0,572.0,1970178,3748.0,525.661152614728,55,1.95,0.0335766423357664,674.0,10000.0,10583.666666666666
592,10385,2014,0,594.0,2175964,3774.0,576.567037625861,58,60.86,0.0381493506493506,674.0,12924.0,11168.75
