,UniversityNo,Year,Topic,Lowest,GDP,Population,GDP_Per_Person,Plan_Number,Ranking_Scores,Media_Impact,Distance,Last_Ranking,Average_Ranking
593,10385,2012,0,569.0,1756018,3720.0,472.047849462366,47,1.78,0.0344410876132931,674.0,10919.0,10875.5
595,10385,2011,1,621.0,1473712,3693.0,399.055510425129,182,1.64,0.0312145748987854,674.0,29441.0,29441.0
596,10385,2012,1,549.0,1756018,3720.0,472.047849462366,160,1.78,0.0344410876132931,674.0,30392.0,29916.5
597,10385,2015,0,581.0,2405576,3806.0,632.048344718865,63,62.16,0.0365054602184087,674.0,12695.0,11474.0
598,10385,2015,1,561.0,2405576,3806.0,632.048344718865,166,62.16,0.0365054602184087,674.0,42117.0,34315.4
599,10079,2014,0,597.0,2830141,7332.61,385.966388502866,6,62.15,0.0,1986.0,12924.0,11017.25
601,10079,2014,1,584.0,2830141,7332.61,385.966388502866,80,62.15,0.0,1986.0,26956.0,21865.5
602,10079,2011,1,636.0,2039426,7193.6,283.505616103203,64,4.39,0.0,1986.0,15912.0,15912.0
603,10079,2011,0,595.0,2039426,7193.6,283.505616103203,4,4.39,0.0,1986.0,10701.0,10701.0
604,10079,2013,1,595.0,2657501,7287.51,364.665159979197,79,4.44,0.0,1986.0,17706.0,20168.666666666668
605,10079,2012,1,569.0,2451576,7240.51,338.59161854620703,67,4.6,0.0,1986.0,26888.0,21400.0
607,10079,2013,0,593.0,2657501,7287.51,364.665159979197,6,4.44,0.0,1986.0,10000.0,10381.666666666666
608,10079,2012,0,581.0,2451576,7240.51,338.59161854620703,4,4.6,0.0,1986.0,10444.0,10572.5
609,10564,2011,0,595.0,4601306,10440.94,440.69844286050903,1499,6.25,0.0404858299595142,12.2,10869.0,10869.0
610,10564,2013,0,569.0,5706792,10594.0,538.681517840287,1080,5.48,0.0311435523114355,12.2,10000.0,10596.0
611,10564,2013,1,557.0,5706792,10594.0,538.681517840287,5622,5.48,0.0311435523114355,12.2,29207.0,29716.333333333332
612,10564,2012,0,560.0,5321028,10505.0,506.52336982389295,1423,6.15,0.0323262839879154,12.2,10919.0,10894.0
614,10564,2015,1,,6779224,10724.0,632.15441999254,4996,63.52,0.0360374414976599,12.2,43106.0,34535.0
615,10564,2015,1,,6779224,10724.0,632.15441999254,4996,63.52,0.0360374414976599,12.2,43106.0,34535.0
616,10564,2015,0,,6779224,10724.0,632.15441999254,1354,63.52,0.0360374414976599,12.2,11509.0,10855.4
617,10564,2015,0,,6779224,10724.0,632.15441999254,1354,63.52,0.0360374414976599,12.2,11509.0,10855.4
618,10564,2015,0,,6779224,10724.0,632.15441999254,1354,63.52,0.0360374414976599,12.2,11509.0,10855.4
619,10564,2014,1,551.0,6216397,10644.0,584.0282788425401,4754,62.4,0.0391233766233766,12.2,40420.0,32392.25
621,10564,2012,1,539.0,5321028,10505.0,506.52336982389295,5259,6.15,0.0323262839879154,12.2,30392.0,29971.0
622,10564,2014,0,574.0,6216397,10644.0,584.0282788425401,1142,62.4,0.0391233766233766,12.2,10980.0,10692.0
623,10574,2013,1,578.0,5706792,10594.0,538.681517840287,1838,6.15,0.0496350364963504,36.5,20245.0,21032.0
624,10574,2013,1,434.0,5706792,10594.0,538.681517840287,1838,6.15,0.0496350364963504,36.5,20245.0,21032.0
625,10574,2014,0,580.0,6216397,10644.0,584.0282788425401,1280,62.66,0.0649350649350649,36.5,8692.0,8620.0
626,10574,2014,0,457.0,6216397,10644.0,584.0282788425401,1280,62.66,0.0649350649350649,36.5,8692.0,8620.0
627,10574,2011,0,598.0,4601306,10440.94,440.69844286050903,1265,6.61,0.0522267206477733,36.5,9417.0,9417.0
628,10574,2011,0,602.0,4601306,10440.94,440.69844286050903,1265,6.61,0.0522267206477733,36.5,9417.0,9417.0
629,10574,2014,1,576.0,6216397,10644.0,584.0282788425401,1891,62.66,0.0649350649350649,36.5,22242.0,21334.5
630,10574,2014,1,402.0,6216397,10644.0,584.0282788425401,1891,62.66,0.0649350649350649,36.5,22242.0,21334.5
631,10574,2015,1,,6779224,10724.0,632.15441999254,1779,64.09,0.0550702028081123,36.5,26286.0,22324.8
632,10574,2015,1,,6779224,10724.0,632.15441999254,1779,64.09,0.0550702028081123,36.5,26286.0,22324.8
633,10574,2011,1,624.0,4601306,10440.94,440.69844286050903,1874,6.61,0.0522267206477733,36.5,22895.0,22895.0
634,10574,2011,1,624.0,4601306,10440.94,440.69844286050903,1874,6.61,0.0522267206477733,36.5,22895.0,22895.0
635,10574,2012,0,571.0,5321028,10505.0,506.52336982389295,1192,6.64,0.0504531722054381,36.5,8116.0,8766.5
636,10574,2012,0,478.0,5321028,10505.0,506.52336982389295,1192,6.64,0.0504531722054381,36.5,8116.0,8766.5
637,10574,2015,0,,6779224,10724.0,632.15441999254,1171,64.09,0.0550702028081123,36.5,8820.0,8660.0
638,10574,2015,0,,6779224,10724.0,632.15441999254,1171,64.09,0.0550702028081123,36.5,8820.0,8660.0
639,10574,2013,0,574.0,5706792,10594.0,538.681517840287,1386,6.15,0.0496350364963504,36.5,8255.0,8596.0
640,10574,2013,0,458.0,5706792,10594.0,538.681517840287,1386,6.15,0.0496350364963504,36.5,8255.0,8596.0
644,10574,2012,1,562.0,5321028,10505.0,506.52336982389295,1810,6.64,0.0504531722054381,36.5,19956.0,21425.5
645,10574,2012,1,417.0,5321028,10505.0,506.52336982389295,1810,6.64,0.0504531722054381,36.5,19956.0,21425.5
646,10561,2015,0,,6779224,10724.0,632.15441999254,182,68.38,0.0895475819032761,11.9,2910.0,4028.2
647,10561,2015,1,,6779224,10724.0,632.15441999254,2657,68.38,0.0895475819032761,11.9,8925.0,9412.6
648,10561,2012,1,581.0,5321028,10505.0,506.52336982389295,2731,16.73,0.0830815709969789,11.9,9473.0,10031.0
649,10561,2012,0,587.0,5321028,10505.0,506.52336982389295,258,16.73,0.0830815709969789,11.9,3844.0,5053.0
650,10561,2014,0,606.0,6216397,10644.0,584.0282788425401,193,67.61,0.10016233766233802,11.9,3587.0,4307.75
651,10561,2013,1,600.0,5706792,10594.0,538.681517840287,2662,16.98,0.0888077858880779,11.9,9024.0,9695.333333333334
654,10561,2013,0,591.0,5706792,10594.0,538.681517840287,238,16.98,0.0888077858880779,11.9,3538.0,4548.0
656,10561,2014,1,598.0,6216397,10644.0,584.0282788425401,2663,67.61,0.10016233766233802,11.9,9052.0,9534.5
657,10300,2014,0,594.0,5916175,7939.49,745.1580643089169,3,60.72,0.0,1366.0,12924.0,11091.25
658,10300,2013,1,585.0,5405822,7919.98,682.555006452037,11,1.59,0.0,1366.0,28711.0,29451.666666666668
659,10300,2012,1,569.0,4911027,7898.800668234179,621.743376782527,12,1.24,0.0,1366.0,30392.0,29822.0
660,10300,2013,0,589.0,5405822,7919.98,682.555006452037,7,1.59,0.0,1366.0,10000.0,10480.333333333334
662,10300,2015,1,,6508832,7960.0,817.6924623115581,26,61.96,0.0,1366.0,39042.0,31002.0
663,10300,2014,1,578.0,5916175,7939.49,745.1580643089169,15,60.72,0.0,1366.0,27613.0,28992.0
664,10300,2015,0,,6508832,7960.0,817.6924623115581,4,61.96,0.0,1366.0,14000.0,11673.0
665,10300,2011,0,595.0,4142548,7869.34,526.416192463409,6,1.15,0.0,1366.0,10522.0,10522.0
666,10300,2012,0,580.0,4911027,7898.800668234179,621.743376782527,6,1.24,0.0,1366.0,10919.0,10720.5
668,10300,2011,1,621.0,4142548,7869.34,526.416192463409,12,1.15,0.0,1366.0,29252.0,29252.0
669,10307,2012,1,555.0,4911027,7898.800668234179,621.743376782527,71,9.25,0.0,1388.0,30392.0,29034.5
670,10307,2015,0,587.0,6508832,7960.0,817.6924623115581,10,65.37,0.0,1388.0,10777.0,11033.333333333334
671,10307,2014,0,593.0,5916175,7939.49,745.1580643089169,6,63.59,0.0,1388.0,12924.0,11161.5
672,10307,2014,1,554.0,5916175,7939.49,745.1580643089169,81,63.59,0.0,1388.0,40420.0,31924.0
673,10307,2015,1,,6508832,7960.0,817.6924623115581,77,65.37,0.0,1388.0,43106.0,34160.4
674,10307,2011,1,621.0,4142548,7869.34,526.416192463409,69,8.49,0.0276113360323887,1388.0,27677.0,27677.0
675,10307,2013,1,585.0,5405822,7919.98,682.555006452037,83,9.16,0.0,1388.0,29207.0,29092.0
677,10284,2011,1,678.0,4142548,7869.34,526.416192463409,47,42.47,0.15506072874493898,1380.0,839.0,839.0
681,10284,2013,0,636.0,5405822,7919.98,682.555006452037,19,45.01,0.177858880778589,1380.0,240.0,258.0
682,10284,2015,1,653.0,6508832,7960.0,817.6924623115581,75,78.3,0.19500780031201198,1380.0,873.0,817.6
683,10284,2012,1,623.0,4911027,7898.800668234179,621.743376782527,46,42.9,0.169184290030211,1380.0,780.0,809.5
684,10284,2012,0,618.0,4911027,7898.800668234179,621.743376782527,16,42.9,0.169184290030211,1380.0,267.0,267.0
685,10284,2014,1,641.0,5916175,7939.49,745.1580643089169,65,78.71,0.202922077922078,1380.0,793.0,803.75
686,10284,2014,0,631.0,5916175,7939.49,745.1580643089169,24,78.71,0.202922077922078,1380.0,260.0,258.5
687,10284,2013,1,641.0,5405822,7919.98,682.555006452037,58,45.01,0.177858880778589,1380.0,803.0,807.3333333333334
688,10284,2011,0,648.0,4142548,7869.34,526.416192463409,18,42.47,0.15506072874493898,1380.0,267.0,267.0
689,10284,2015,0,640.0,6508832,7960.0,817.6924623115581,27,78.3,0.19500780031201198,1380.0,306.0,268.0
690,10291,2015,1,,6508832,7960.0,817.6924623115581,30,63.14,0.0,1345.0,43106.0,30408.8
691,10291,2014,1,575.0,5916175,7939.49,745.1580643089169,32,61.94,0.0,1345.0,30620.0,27234.5
692,10291,2013,0,590.0,5405822,7919.98,682.555006452037,10,4.46,0.0230170316301703,1345.0,10000.0,10000.0
693,10291,2015,0,,6508832,7960.0,817.6924623115581,10,63.14,0.0,1345.0,14000.0,12308.0
694,10291,2011,1,626.0,4142548,7869.34,526.416192463409,40,4.97,0.0,1345.0,24600.0,24600.0
695,10291,2012,1,574.0,4911027,7898.800668234179,621.743376782527,31,4.77,0.0241087613293051,1345.0,24635.0,24617.5
697,10291,2014,0,596.0,5916175,7939.49,745.1580643089169,10,61.94,0.0,1345.0,12924.0,11462.0
698,10291,2013,1,585.0,5405822,7919.98,682.555006452037,30,4.46,0.0230170316301703,1345.0,29083.0,26106.0
699,10319,2015,1,,6508832,7960.0,817.6924623115581,5,65.1,0.0636505460218409,1379.0,31880.0,31880.0
703,10288,2014,1,600.0,5916175,7939.49,745.1580643089169,52,63.89,0.0,1387.0,16681.0,15287.0
704,10288,2011,1,638.0,4142548,7869.34,526.416192463409,41,10.68,0.0258704453441296,1387.0,14372.0,14372.0
705,10288,2012,1,571.0,4911027,7898.800668234179,621.743376782527,43,9.85,0.0,1387.0,15341.0,14856.5
706,10288,2013,1,606.0,5405822,7919.98,682.555006452037,47,9.7,0.0,1387.0,14754.0,14822.333333333334
707,10288,2015,1,,6508832,7960.0,817.6924623115581,55,65.22,0.0321372854914197,1387.0,18628.0,15955.2
708,10287,2014,1,589.0,5916175,7939.49,745.1580643089169,64,63.96,0.0,1383.0,14395.0,16449.0
709,10287,2015,1,,6508832,7960.0,817.6924623115581,67,64.85,0.0360374414976599,1383.0,15160.0,16191.2
710,10287,2011,1,643.0,4142548,7869.34,526.416192463409,42,10.46,0.0,1383.0,12011.0,12011.0
711,10287,2012,1,563.0,4911027,7898.800668234179,621.743376782527,54,9.3,0.0,1383.0,22894.0,17452.5
712,10287,2013,1,603.0,5405822,7919.98,682.555006452037,64,10.13,0.0,1383.0,16496.0,17133.666666666668
715,10293,2011,1,634.0,4142548,7869.34,526.416192463409,46,1.45,0.0,1384.0,18188.0,18188.0
716,10293,2015,1,,6508832,7960.0,817.6924623115581,109,62.12,0.0,1384.0,38206.0,26546.2
717,10293,2015,0,,6508832,7960.0,817.6924623115581,31,62.12,0.0,1384.0,14000.0,11059.2
718,10293,2014,0,578.0,5916175,7939.49,745.1580643089169,28,60.7,0.0,1384.0,12924.0,10324.0
719,10293,2014,0,303.0,5916175,7939.49,745.1580643089169,28,60.7,0.0,1384.0,12924.0,10324.0
722,10293,2013,0,592.0,5405822,7919.98,682.555006452037,23,1.81,0.0,1384.0,10000.0,9457.333333333334
723,10293,2013,0,294.0,5405822,7919.98,682.555006452037,23,1.81,0.0,1384.0,10000.0,9457.333333333334
724,10293,2011,0,597.0,4142548,7869.34,526.416192463409,4,1.45,0.0,1384.0,9732.0,9732.0
725,10293,2014,1,574.0,5916175,7939.49,745.1580643089169,104,60.7,0.0,1384.0,40420.0,23631.25
726,10293,2014,1,240.0,5916175,7939.49,745.1580643089169,104,60.7,0.0,1384.0,40420.0,23631.25
727,10293,2012,1,584.0,4911027,7898.800668234179,621.743376782527,46,1.76,0.0,1384.0,17781.0,17984.5
728,10293,2012,1,253.0,4911027,7898.800668234179,621.743376782527,46,1.76,0.0,1384.0,17781.0,17984.5
730,10293,2012,0,585.0,4911027,7898.800668234179,621.743376782527,4,1.76,0.0,1384.0,8640.0,9186.0
731,10293,2012,0,305.0,4911027,7898.800668234179,621.743376782527,4,1.76,0.0,1384.0,8640.0,9186.0
732,10293,2013,1,601.0,5405822,7919.98,682.555006452037,107,1.81,0.0,1384.0,18136.0,18035.0
733,10293,2013,1,271.0,5405822,7919.98,682.555006452037,107,1.81,0.0,1384.0,18136.0,18035.0
735,10555,2015,1,,2704846,6737.0,401.491168175746,180,61.78,0.0,530.0,43106.0,43106.0
736,10555,2015,1,,2704846,6737.0,401.491168175746,180,61.78,0.0,530.0,43106.0,43106.0
737,10055,2012,0,587.0,1130728,1354.58,834.744348801843,12,27.84,0.152296072507553,2090.0,7968.0,4312.0
738,10055,2011,0,638.0,922446,1299.29,709.961594409254,11,29.16,0.173279352226721,2090.0,656.0,656.0
739,10055,2012,1,628.0,1130728,1354.58,834.744348801843,31,27.84,0.152296072507553,2090.0,2032.0,1892.5
741,10055,2014,1,626.0,1437016,1472.21,976.094443048206,38,71.96,0.178571428571429,2090.0,2041.0,1929.75
742,10055,2015,1,635.0,1572247,1517.0,1036.4185893210301,53,72.67,0.17160686427457097,2090.0,2863.0,2116.4
743,10055,2011,1,671.0,922446,1299.29,709.961594409254,28,29.16,0.173279352226721,2090.0,1753.0,1753.0
744,10055,2015,0,621.0,1572247,1517.0,1036.4185893210301,27,72.67,0.17160686427457097,2090.0,1668.0,2741.4
746,10055,2013,0,620.0,1289388,1413.15,912.42118671054,18,27.91,0.157177615571776,2090.0,1776.0,3466.6666666666665
747,10055,2013,1,630.0,1289388,1413.15,912.42118671054,33,27.91,0.157177615571776,2090.0,1893.0,1892.6666666666667
748,10055,2014,0,611.0,1437016,1472.21,976.094443048206,19,71.96,0.178571428571429,2090.0,1639.0,3009.75
750,12121,2012,1,539.0,5321028,10505.0,506.52336982389295,1500,4.36,0.0,14.5,30392.0,29969.0
751,12121,2012,1,453.0,5321028,10505.0,506.52336982389295,1500,4.36,0.0,14.5,30392.0,29969.0
752,12121,2014,1,577.0,6216397,10644.0,584.0282788425401,1128,62.04,0.0,14.5,26823.0,28992.0
753,12121,2014,1,453.0,6216397,10644.0,584.0282788425401,1128,62.04,0.0,14.5,26823.0,28992.0
754,12121,2012,0,555.0,5321028,10505.0,506.52336982389295,60,4.36,0.0,14.5,10919.0,10796.0
755,12121,2012,0,504.0,5321028,10505.0,506.52336982389295,60,4.36,0.0,14.5,10919.0,10796.0
757,12121,2011,0,571.0,4601306,10440.94,440.69844286050903,266,5.27,0.0,14.5,10673.0,10673.0
758,12121,2013,1,562.0,5706792,10594.0,538.681517840287,1262,4.73,0.0,14.5,29207.0,29715.0
759,12121,2013,1,480.0,5706792,10594.0,538.681517840287,1262,4.73,0.0,14.5,29207.0,29715.0
760,12121,2013,0,589.0,5706792,10594.0,538.681517840287,58,4.73,0.0,14.5,10000.0,10530.666666666666
761,12121,2013,0,511.0,5706792,10594.0,538.681517840287,58,4.73,0.0,14.5,10000.0,10530.666666666666
762,12121,2015,1,580.0,6779224,10724.0,632.15441999254,1522,63.23,0.0,14.5,25510.0,28295.6
763,12121,2015,0,585.0,6779224,10724.0,632.15441999254,50,63.23,0.0,14.5,10896.0,11082.4
764,12121,2014,0,585.0,6216397,10644.0,584.0282788425401,38,62.04,0.0,14.5,12924.0,11129.0
765,12121,2014,0,518.0,6216397,10644.0,584.0282788425401,38,62.04,0.0,14.5,12924.0,11129.0
766,10403,2014,0,579.0,1433850,4522.15,317.072631381091,14,62.87,0.0456168831168831,775.0,12924.0,10286.25
767,10403,2014,0,481.0,1433850,4522.15,317.072631381091,14,62.87,0.0456168831168831,775.0,12924.0,10286.25
768,10403,2013,0,592.0,1294888,4503.9321,287.501669929704,14,6.38,0.0413625304136253,775.0,8675.0,9407.0
769,10403,2013,0,481.0,1294888,4503.9321,287.501669929704,14,6.38,0.0413625304136253,775.0,8675.0,9407.0
770,10403,2014,1,574.0,1433850,4522.15,317.072631381091,49,62.87,0.0456168831168831,775.0,40420.0,30443.0
771,10403,2014,1,455.0,1433850,4522.15,317.072631381091,49,62.87,0.0456168831168831,775.0,40420.0,30443.0
772,10403,2012,1,571.0,1170282,4488.4367,260.732651080943,19,6.61,0.040785498489426,775.0,27066.0,28061.5
773,10403,2012,1,431.0,1170282,4488.4367,260.732651080943,19,6.61,0.040785498489426,775.0,27066.0,28061.5
774,10403,2012,0,572.0,1170282,4488.4367,260.732651080943,10,6.61,0.040785498489426,775.0,10162.0,9773.0
776,10403,2011,1,621.0,945126,4462.2489,211.804859204515,20,6.91,0.0388259109311741,775.0,29057.0,29057.0
777,10403,2011,0,598.0,945126,4462.2489,211.804859204515,11,6.91,0.0388259109311741,775.0,9384.0,9384.0
778,10403,2015,1,,1570859,4542.0,345.851827388815,74,63.94,0.0,775.0,36401.0,31634.6
780,10403,2013,1,590.0,1294888,4503.9321,287.501669929704,42,6.38,0.0413625304136253,775.0,25229.0,27117.333333333332
781,10403,2013,1,464.0,1294888,4503.9321,287.501669929704,42,6.38,0.0413625304136253,775.0,25229.0,27117.333333333332
782,10403,2015,0,,1570859,4542.0,345.851827388815,19,63.94,0.0,775.0,11558.0,10540.6
785,10384,2015,1,616.0,2405576,3806.0,632.048344718865,107,71.66,0.17628705148205898,686.0,7157.0,8127.0
786,10384,2012,0,600.0,1756018,3720.0,472.047849462366,23,25.42,0.14652567975830802,686.0,1995.0,1807.5
789,10384,2013,1,607.0,1970178,3748.0,525.661152614728,111,24.63,0.137712895377129,686.0,7122.0,8900.333333333334
790,10384,2013,0,615.0,1970178,3748.0,525.661152614728,27,24.63,0.137712895377129,686.0,1677.0,1764.0
791,10384,2014,1,607.0,2175964,3774.0,576.567037625861,97,70.43,0.18181818181818202,686.0,6777.0,8369.5
792,10384,2012,1,588.0,1756018,3720.0,472.047849462366,91,25.42,0.14652567975830802,686.0,7331.0,9789.5
793,10384,2014,0,622.0,2175964,3774.0,576.567037625861,18,70.43,0.18181818181818202,686.0,1474.0,1691.5
794,10384,2011,0,627.0,1473712,3693.0,399.055510425129,25,26.03,0.17085020242915,686.0,1620.0,1620.0
795,10384,2015,0,621.0,2405576,3806.0,632.048344718865,17,71.66,0.17628705148205898,686.0,1599.0,1673.0
796,10384,2011,1,642.0,1473712,3693.0,399.055510425129,87,26.03,0.17085020242915,686.0,12248.0,12248.0
797,10359,2013,1,588.0,1721205,5988.0,287.442384769539,67,7.89,0.0,1212.0,21962.0,25021.333333333332
798,10359,2015,1,,2084875,6083.0,342.737958244287,90,64.31,0.0,1212.0,28966.0,26733.0
800,10359,2011,0,601.0,1235933,5956.7,207.486192019071,10,7.28,0.0,1212.0,10869.0,10869.0
801,10359,2011,1,624.0,1235933,5956.7,207.486192019071,105,7.28,0.0,1212.0,23190.0,23190.0
802,10359,2012,1,568.0,1530065,5968.0,256.37818364611303,50,8.02,0.0,1212.0,29912.0,26551.0
803,10359,2014,1,582.0,1903887,6029.8,315.7462934094,86,63.22,0.0,1212.0,29635.0,26174.75
807,10183,2014,0,615.0,1298146,2751.28,471.833473873979,24,74.95,0.103084415584416,3064.0,3648.0,5253.0
808,10183,2014,1,588.0,1298146,2751.28,471.833473873979,174,74.95,0.103084415584416,3064.0,17854.0,19894.75
809,10183,2015,1,,1380381,2752.0,501.591933139535,254,76.03,0.10015600624025,3064.0,18078.0,19531.4
810,10183,2011,1,632.0,866758,2746.6,315.57489259448,100,35.41,0.0680161943319838,3064.0,19526.0,19526.0
811,10183,2015,0,,1380381,2752.0,501.591933139535,41,76.03,0.10015600624025,3064.0,5235.0,5249.4
812,10183,2012,1,581.0,1056883,2749.41,384.403562946232,108,33.68,0.07522658610271901,3064.0,19965.0,19745.5
813,10183,2013,0,608.0,1193924,2750.4,434.091041303083,8,34.0,0.072992700729927,3064.0,3778.0,5788.0
814,10183,2011,0,610.0,866758,2746.6,315.57489259448,10,35.41,0.0680161943319838,3064.0,7931.0,7931.0
815,10183,2013,1,594.0,1193924,2750.4,434.091041303083,152,34.0,0.072992700729927,3064.0,22234.0,20575.0
816,10183,2012,0,594.0,1056883,2749.41,384.403562946232,12,33.68,0.07522658610271901,3064.0,5655.0,6793.0
818,10247,2012,1,613.0,1919569,2347.46,817.721707718129,81,21.1,0.16404833836858,1475.0,1555.0,1797.5
819,10247,2013,1,631.0,2018172,2380.43,847.818251324341,98,21.52,0.165450121654501,1475.0,1751.0,1782.0
820,10247,2015,1,642.0,2356094,2426.0,971.1846661170649,94,70.14,0.17004680187207502,1475.0,1895.0,1737.0
821,10247,2014,1,634.0,2160212,2415.15,894.4421671531791,94,68.92,0.17045454545454503,1475.0,1444.0,1697.5
822,10247,2011,1,669.0,1716598,2302.66,745.4847871591991,80,21.63,0.145344129554656,1475.0,2040.0,2040.0
824,10226,2015,1,,1503938,3833.0,392.365770936603,27,63.25,0.0,3315.0,43106.0,32868.2
825,10226,2012,1,568.0,1258200,3834.01,328.168158142519,18,3.88,0.0,3315.0,30392.0,29504.0
826,10226,2012,1,434.0,1258200,3834.01,328.168158142519,18,3.88,0.0,3315.0,30392.0,29504.0
827,10226,2014,1,578.0,1438293,3835.02,375.041851150711,44,61.94,0.0,3315.0,33020.0,30308.75
828,10226,2014,1,467.0,1438293,3835.02,375.041851150711,44,61.94,0.0,3315.0,33020.0,30308.75
829,10226,2011,1,622.0,1036860,3833.35,270.48404137373296,18,3.89,0.0,3315.0,28616.0,28616.0
830,10226,2015,0,,1503938,3833.0,392.365770936603,3,63.25,0.0,3315.0,14000.0,14000.0
831,10226,2013,1,585.0,1369158,3834.04,357.105820492222,18,4.67,0.0,3315.0,29207.0,29405.0
832,10226,2013,1,441.0,1369158,3834.04,357.105820492222,18,4.67,0.0,3315.0,29207.0,29405.0
833,10213,2013,1,605.0,1369158,3834.04,357.105820492222,74,25.8,0.0472019464720195,3297.0,9387.0,14885.666666666666
834,10213,2014,1,600.0,1438293,3835.02,375.041851150711,74,70.68,0.0909090909090909,3297.0,9004.0,13415.25
835,10213,2014,0,595.0,1438293,3835.02,375.041851150711,6,70.68,0.0909090909090909,3297.0,10492.0,8093.5
836,10213,2015,1,610.0,1503938,3833.0,392.365770936603,75,71.59,0.121840873634945,3297.0,9223.0,12576.8
838,10213,2012,1,574.0,1258200,3834.01,328.168158142519,65,27.27,0.0424773413897281,3297.0,27812.0,17635.0
839,10213,2011,1,621.0,1036860,3833.35,270.48404137373296,75,27.82,0.0765182186234818,3297.0,7458.0,7458.0
840,10217,2013,1,586.0,1369158,3834.04,357.105820492222,33,7.42,0.0,3301.0,29207.0,25624.666666666668
841,10217,2011,1,624.0,1036860,3833.35,270.48404137373296,20,9.83,0.0,3301.0,26000.0,26000.0
842,10217,2014,1,585.0,1438293,3835.02,375.041851150711,33,63.22,0.0,3301.0,27213.0,26021.75
843,10217,2015,1,568.0,1503938,3833.0,392.365770936603,40,64.9,0.0,3301.0,35645.0,27946.4
845,10217,2012,1,578.0,1258200,3834.01,328.168158142519,25,8.48,0.0,3301.0,21667.0,23833.5
847,10626,2015,1,,2853666,8140.0,350.573218673219,10,62.96,0.0,1574.0,43106.0,37692.0
848,10626,2014,1,575.0,2626077,8107.0,323.927100037005,10,61.42,0.0,1574.0,40420.0,34985.0
850,10610,2013,1,594.0,2387280,8076.2,295.594462742379,94,30.0,0.13527980535279802,1581.0,12524.0,14149.666666666666
851,10610,2012,0,605.0,2102668,8050.0,261.20099378882,16,32.23,0.136253776435045,1581.0,3237.0,3596.0
853,10610,2014,0,618.0,2626077,8107.0,323.927100037005,17,72.31,0.145292207792208,1581.0,3118.0,3236.25
854,10610,2014,1,602.0,2626077,8107.0,323.927100037005,103,72.31,0.145292207792208,1581.0,15834.0,14570.75
855,10610,2011,0,614.0,1718548,8044.92,213.619029151315,20,33.37,0.139676113360324,1581.0,3955.0,3955.0
857,10610,2015,0,614.0,2853666,8140.0,350.573218673219,13,74.05,0.12698907956318303,1581.0,2477.0,3084.4
858,10610,2013,0,598.0,2387280,8076.2,295.594462742379,16,30.0,0.13527980535279802,1581.0,2635.0,3275.6666666666665
859,10610,2015,1,599.0,2853666,8140.0,350.573218673219,107,74.05,0.12698907956318303,1581.0,13913.0,14439.2
860,10610,2011,1,639.0,1718548,8044.92,213.619029151315,93,33.37,0.139676113360324,1581.0,14285.0,14285.0
861,10610,2012,1,570.0,2102668,8050.0,261.20099378882,86,32.23,0.136253776435045,1581.0,15640.0,14962.5
863,10246,2011,1,685.0,1716598,2302.66,745.4847871591991,36,54.89,0.46963562753036403,1473.0,429.0,429.0
864,10246,2014,0,642.0,2160212,2415.15,894.4421671531791,21,82.51,0.435064935064935,1473.0,69.0,74.5
865,10246,2015,0,,2356094,2426.0,971.1846661170649,13,80.92,0.44773790951638104,1473.0,92.0,78.0
866,10246,2014,1,655.0,2160212,2415.15,894.4421671531791,28,82.51,0.435064935064935,1473.0,236.0,381.5
867,10246,2012,0,634.0,1919569,2347.46,817.721707718129,12,55.57,0.4531722054380661,1473.0,81.0,85.0
868,10246,2015,1,,2356094,2426.0,971.1846661170649,12,80.92,0.44773790951638104,1473.0,225.0,350.2
869,10246,2013,0,638.0,2018172,2380.43,847.818251324341,15,55.87,0.48905109489051096,1473.0,59.0,76.33333333333333
870,10246,2012,1,636.0,1919569,2347.46,817.721707718129,40,55.57,0.4531722054380661,1473.0,260.0,344.5
871,10246,2011,0,657.0,1716598,2302.66,745.4847871591991,16,54.89,0.46963562753036403,1473.0,89.0,89.0
872,10246,2013,1,651.0,2018172,2380.43,847.818251324341,26,55.87,0.48905109489051096,1473.0,601.0,430.0
874,10151,2013,1,585.0,2484643,4389.0,566.106858054226,100,3.18,0.0,2259.0,28425.0,28282.0
875,10151,2012,1,571.0,2222670,4383.0,507.11156741957603,77,3.37,0.0,2259.0,27389.0,28210.5
876,10151,2014,0,594.0,2707765,4390.0,616.802961275626,16,61.27,0.0,2259.0,12924.0,9310.0
877,10151,2015,0,,2862658,4391.0,651.937599635618,17,62.53,0.0,2259.0,14000.0,10248.0
878,10151,2012,0,571.0,2222670,4383.0,507.11156741957603,14,3.37,0.0,2259.0,9861.0,8727.5
879,10151,2011,1,621.0,1845727,4375.0,421.880457142857,78,3.28,0.0,2259.0,29032.0,29032.0
880,10151,2015,1,,2862658,4391.0,651.937599635618,104,62.53,0.0,2259.0,43106.0,32919.2
881,10151,2011,0,602.0,1845727,4375.0,421.880457142857,12,3.28,0.0,2259.0,7594.0,7594.0
883,10151,2014,1,556.0,2707765,4390.0,616.802961275626,104,61.27,0.0,2259.0,36644.0,30372.5
884,10151,2013,0,597.0,2484643,4389.0,566.106858054226,16,3.18,0.0,2259.0,6861.0,8105.333333333333
887,10141,2015,1,600.0,2862658,4391.0,651.937599635618,52,67.81,0.0361934477379095,2259.0,13426.0,12610.6
