,Unnamed: 0,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Lowest_Ranking,Score,Ranking_Scores,Media_Impact,GDP,Population,Student_Population,GDP_Per_Person,X1A_Number,Ranking_Percentage,University_Name_Pinyin,Distance,Plan_Number_Total,New_Label,Label,Lowest,Last_Ranking,Average_Ranking
292,4015,北京体育大学,10043,2011,1,北京,北京体育大学,14,30392,568,0.0,0.0,1411358,1961.9,65.5,719.3832509302209,30392,1.0,beijingtiyudaxue,2131.0,9832.0,35.0,35.0,626.0,29550.0,29550.0
293,4030,北京体育大学,10043,2011,0,北京,北京体育大学,6,7611,588,0.0,0.0,1411358,1961.9,65.5,719.3832509302209,10919,0.6970418536496021,beijingtiyudaxue,2131.0,702.0,24.0,24.0,597.0,9670.0,9670.0
294,4035,北京体育大学,10043,2013,0,北京,北京体育大学,10,12924,594,0.0,0.0,1787940,2069.3,72.7,864.0313149374181,12924,1.0,beijingtiyudaxue,2131.0,8919.0,25.0,25.0,594.0,7945.0,8408.666666666666
295,4047,北京体育大学,10043,2012,1,北京,北京体育大学,11,29207,585,0.0,0.0,1625193,2018.6,69.2,805.108986426236,29207,1.0,beijingtiyudaxue,2131.0,35601.0,39.0,39.0,564.0,30392.0,29971.0
296,4070,北京体育大学,10043,2014,1,北京,北京体育大学,6,34947,569,0.0,0.0448051948051948,1950056,2114.8,75.6,922.09948931341,43106,0.8107224052336099,beijingtiyudaxue,2131.0,28776.0,42.0,38.0,564.0,40420.0,32392.25
297,4072,北京体育大学,10043,2013,1,北京,北京体育大学,16,40420,574,0.0,0.0,1787940,2069.3,72.7,864.0313149374181,40420,1.0,beijingtiyudaxue,2131.0,36352.0,38.0,38.0,586.0,29207.0,29716.33333333333
298,4084,北京体育大学,10043,2014,0,北京,北京体育大学,9,11119,584,0.0,0.0448051948051948,1950056,2114.8,75.6,922.09948931341,14000,0.7942142857142859,beijingtiyudaxue,2131.0,15394.0,28.0,28.0,599.0,12924.0,9537.5
299,4096,北京体育大学,10043,2012,0,北京,北京体育大学,6,7945,594,0.0,0.0,1625193,2018.6,69.2,805.108986426236,10000,0.7945,beijingtiyudaxue,2131.0,12827.0,25.0,25.0,586.0,7611.0,8640.5
300,4126,北京化工大学,10010,2011,0,北京,北京化工大学,12,10832,580,7.76,0.0,1411358,1961.9,65.5,719.3832509302209,10919,0.992032237384376,beijinghuagongdaxue,2133.0,6371.0,28.0,28.0,600.0,8587.0,8587.0
301,4127,北京化工大学,10010,2012,0,北京,北京化工大学,10,8243,593,8.53,0.0,1625193,2018.6,69.2,805.108986426236,10000,0.8243,beijinghuagongdaxue,2133.0,12827.0,25.0,25.0,570.0,10832.0,9709.5
302,4134,北京化工大学,10010,2014,0,北京,北京化工大学,13,14000,579,63.62,0.0,1950056,2114.8,75.6,922.09948931341,14000,1.0,beijinghuagongdaxue,2133.0,16544.0,30.0,30.0,596.0,9723.0,9346.25
303,4146,北京化工大学,10010,2013,0,北京,北京化工大学,12,9723,596,8.77,0.0,1787940,2069.3,72.7,864.0313149374181,12924,0.7523212627669449,beijinghuagongdaxue,2133.0,5929.0,24.0,24.0,593.0,8243.0,9220.666666666666
305,4195,北京化工大学,10010,2011,1,北京,北京化工大学,47,29317,568,7.76,0.0,1411358,1961.9,65.5,719.3832509302209,30392,0.964628849697289,beijinghuagongdaxue,2133.0,9832.0,35.0,35.0,633.0,18667.0,18667.0
306,4207,北京化工大学,10010,2012,1,北京,北京化工大学,49,21850,594,8.53,0.0,1625193,2018.6,69.2,805.108986426236,29207,0.7481083301948158,beijinghuagongdaxue,2133.0,21833.0,34.0,34.0,570.0,29317.0,23992.0
308,4231,北京化工大学,10010,2013,1,北京,北京化工大学,59,23362,590,8.77,0.0,1787940,2069.3,72.7,864.0313149374181,40420,0.5779811974270159,beijinghuagongdaxue,2133.0,22111.0,31.0,31.0,575.0,21850.0,23278.0
309,4248,北京化工大学,10010,2014,1,北京,北京化工大学,59,27906,577,63.62,0.0,1950056,2114.8,75.6,922.09948931341,43106,0.6473808750521971,beijinghuagongdaxue,2133.0,27309.0,34.0,34.0,590.0,23362.0,23299.0
311,4274,北京外国语大学,10030,2015,0,北京,北京外国语大学,8,447,633,62.77,0.0458658346333853,2133083,2152.0,75.4,991.209572490706,16964,0.0263499174722943,beijingwaiguoyudaxue,2122.0,104.0,7.0,7.0,637.0,422.0,1580.6
313,4283,北京外国语大学,10030,2013,0,北京,北京外国语大学,7,453,643,3.22,0.0360097323600973,1787940,2069.3,72.7,864.0313149374181,12924,0.0350510677808728,beijingwaiguoyudaxue,2122.0,120.0,6.0,6.0,597.0,6568.0,2342.6666666666665
314,4295,北京外国语大学,10030,2014,1,北京,北京外国语大学,8,4206,628,61.35,0.0422077922077922,1950056,2114.8,75.6,922.09948931341,43106,0.0975734236533197,beijingwaiguoyudaxue,2122.0,683.0,15.0,15.0,635.0,3805.0,3575.75
315,4307,北京外国语大学,10030,2011,0,北京,北京外国语大学,9,238,638,3.65,0.0320242914979757,1411358,1961.9,65.5,719.3832509302209,10919,0.0217968678450408,beijingwaiguoyudaxue,2122.0,90.0,6.0,6.0,633.0,222.0,222.0
317,4331,北京外国语大学,10030,2011,1,北京,北京外国语大学,8,2824,623,3.65,0.0320242914979757,1411358,1961.9,65.5,719.3832509302209,30392,0.0929191892603317,beijingwaiguoyudaxue,2122.0,603.0,15.0,15.0,656.0,5656.0,5656.0
319,4343,北京外国语大学,10030,2014,0,北京,北京外国语大学,7,422,637,61.35,0.0422077922077922,1950056,2114.8,75.6,922.09948931341,14000,0.0301428571428571,beijingwaiguoyudaxue,2122.0,147.0,7.0,7.0,623.0,453.0,1870.25
320,4355,北京外国语大学,10030,2015,1,北京,北京外国语大学,8,2802,654,62.77,0.0458658346333853,2133083,2152.0,75.4,991.209572490706,51000,0.0549411764705882,beijingwaiguoyudaxue,2122.0,470.0,15.0,15.0,628.0,4206.0,3701.8
322,4380,北京外国语大学,10030,2012,1,北京,北京外国语大学,8,2018,647,3.61,0.0371601208459214,1625193,2018.6,69.2,805.108986426236,29207,0.0690930256445373,beijingwaiguoyudaxue,2122.0,618.0,14.0,14.0,623.0,2824.0,4240.0
323,4392,北京外国语大学,10030,2013,1,北京,北京外国语大学,8,3805,635,3.22,0.0360097323600973,1787940,2069.3,72.7,864.0313149374181,40420,0.0941365660564077,beijingwaiguoyudaxue,2122.0,776.0,13.0,13.0,647.0,2018.0,3499.333333333333
324,4404,北京外国语大学,10030,2012,0,北京,北京外国语大学,8,6568,598,3.61,0.0371601208459214,1625193,2018.6,69.2,805.108986426236,10000,0.6568,beijingwaiguoyudaxue,2122.0,2531.0,6.0,23.0,638.0,238.0,230.0
325,4418,北京大学,10001,2012,0,北京,北京大学,12,28,663,100.0,1.0,1625193,2018.6,69.2,805.108986426236,10000,0.0028,beijingdaxue,2156.0,16.0,0.0,1.0,639.0,25.0,24.0
326,4442,北京大学,10001,2013,1,北京,北京大学,18,114,681,100.0,1.0,1787940,2069.3,72.7,864.0313149374181,40420,0.00282038594755072,beijingdaxue,2156.0,81.0,1.0,0.0,663.0,100.0,106.33333333333331
327,4454,北京大学,10001,2015,1,北京,北京大学,20,66,690,100.0,1.0,2133083,2152.0,75.4,991.209572490706,51000,0.00129411764705882,beijingdaxue,2156.0,20.0,1.0,0.0,677.0,87.0,104.0
329,4466,北京大学,10001,2013,0,北京,北京大学,18,30,668,100.0,1.0,1787940,2069.3,72.7,864.0313149374181,12924,0.0023212627669452197,beijingdaxue,2156.0,22.0,1.0,1.0,644.0,28.0,25.33333333333333
330,4490,北京大学,10001,2014,0,北京,北京大学,20,34,660,100.0,1.0,1950056,2114.8,75.6,922.09948931341,14000,0.00242857142857143,beijingdaxue,2156.0,24.0,1.0,1.0,648.0,30.0,26.5
331,4502,北京大学,10001,2014,1,北京,北京大学,20,87,677,100.0,1.0,1950056,2114.8,75.6,922.09948931341,43106,0.00201828051779335,beijingdaxue,2156.0,20.0,1.0,0.0,661.0,114.0,108.25
332,4514,北京大学,10001,2012,1,北京,北京大学,12,100,683,100.0,1.0,1625193,2018.6,69.2,805.108986426236,29207,0.00342383675146369,beijingdaxue,2156.0,61.0,1.0,1.0,646.0,101.0,109.5
333,4526,北京大学,10001,2015,0,北京,北京大学,20,52,654,100.0,1.0,2133083,2152.0,75.4,991.209572490706,16964,0.003065314784249,beijingdaxue,2156.0,25.0,1.0,2.0,660.0,34.0,28.0
335,4538,北京大学,10001,2011,1,北京,北京大学,12,101,665,100.0,1.0,1411358,1961.9,65.5,719.3832509302209,30392,0.00332324295867334,beijingdaxue,2156.0,39.0,1.0,1.0,694.0,118.0,118.0
336,4550,北京大学,10001,2011,0,北京,北京大学,12,25,659,100.0,1.0,1411358,1961.9,65.5,719.3832509302209,10919,0.00228958695851268,beijingdaxue,2156.0,12.0,0.0,0.0,666.0,23.0,23.0
337,4562,北京大学,19001,2013,1,北京,北京大学医学部,18,229,674,100.0,1.0,1787940,2069.3,72.7,864.0313149374181,40420,0.0056655121227115295,beijingdaxue,2156.0,125.0,1.0,1.0,652.0,402.0,341.3333333333333
338,4568,北京大学,19001,2014,1,北京,北京大学医学部,20,372,664,100.0,1.0,1950056,2114.8,75.6,922.09948931341,43106,0.00862988911056465,beijingdaxue,2156.0,157.0,1.0,4.0,659.0,229.0,313.25
339,4574,北京大学,19001,2011,1,北京,北京大学医学部,15,358,651,100.0,1.0,1411358,1961.9,65.5,719.3832509302209,30392,0.0117794156356936,beijingdaxue,2156.0,130.0,1.0,4.0,668.0,264.0,264.0
340,4580,北京大学,19001,2012,1,北京,北京大学医学部,16,402,668,100.0,1.0,1625193,2018.6,69.2,805.108986426236,29207,0.013763823740883998,beijingdaxue,2156.0,117.0,1.0,3.0,644.0,358.0,311.0
341,4598,北京工业大学,10005,2011,1,北京,北京工业大学,14,25010,574,7.54,0.0325910931174089,1411358,1961.9,65.5,719.3832509302209,30392,0.8229139247170308,beijinggongyedaxue,2116.0,7494.0,32.0,32.0,636.0,16402.0,16402.0
342,4606,北京工业大学,10005,2014,1,北京,北京工业大学,11,43106,560,62.73,0.076461038961039,1950056,2114.8,75.6,922.09948931341,43106,1.0,beijinggongyedaxue,2116.0,56158.0,43.0,43.0,595.0,20054.0,20598.0
344,4630,北京工业大学,10005,2013,0,北京,北京工业大学,6,12924,594,6.71,0.0394160583941606,1787940,2069.3,72.7,864.0313149374181,12924,1.0,beijinggongyedaxue,2116.0,8919.0,24.0,25.0,594.0,8203.0,9163.666666666666
346,4656,北京工业大学,10005,2011,0,北京,北京工业大学,6,10919,580,7.54,0.0325910931174089,1411358,1961.9,65.5,719.3832509302209,10919,1.0,beijinggongyedaxue,2116.0,6371.0,28.0,28.0,603.0,8369.0,8369.0
347,4680,北京工业大学,10005,2013,1,北京,北京工业大学,12,20054,595,6.71,0.0394160583941606,1787940,2069.3,72.7,864.0313149374181,40420,0.49614052449282503,beijinggongyedaxue,2116.0,17851.0,28.0,28.0,596.0,20926.0,20779.33333333333
348,4692,北京工业大学,10005,2012,0,北京,北京工业大学,4,8203,594,7.47,0.0380664652567976,1625193,2018.6,69.2,805.108986426236,10000,0.8203,beijinggongyedaxue,2116.0,12827.0,25.0,25.0,580.0,10919.0,9644.0
349,4701,北京工业大学,10005,2012,1,北京,北京工业大学,18,20926,596,7.47,0.0380664652567976,1625193,2018.6,69.2,805.108986426236,29207,0.7164720786112919,beijinggongyedaxue,2116.0,21431.0,28.0,33.0,574.0,25010.0,20706.0
350,4715,北京工业大学,10005,2014,0,北京,北京工业大学,4,6848,596,62.73,0.076461038961039,1950056,2114.8,75.6,922.09948931341,14000,0.4891428571428571,beijinggongyedaxue,2116.0,2613.0,29.0,22.0,595.0,12924.0,10103.75
351,4746,北京林业大学,10022,2012,0,北京,北京林业大学,12,7392,596,8.11,0.0240483383685801,1625193,2018.6,69.2,805.108986426236,10000,0.7392,beijinglinyedaxue,2135.0,10381.0,24.0,24.0,580.0,7987.0,9345.5
353,4767,北京林业大学,10022,2011,1,北京,北京林业大学,69,25920,573,7.66,0.0,1411358,1961.9,65.5,719.3832509302209,30392,0.852856014740721,beijinglinyedaxue,2135.0,7660.0,33.0,33.0,627.0,24073.0,24073.0
354,4769,北京林业大学,10022,2013,0,北京,北京林业大学,14,7367,602,6.85,0.0228467153284672,1787940,2069.3,72.7,864.0313149374181,12924,0.5700247601361811,beijinglinyedaxue,2135.0,2508.0,21.0,21.0,596.0,7392.0,8694.333333333334
356,4796,北京林业大学,10022,2014,1,北京,北京林业大学,81,31472,573,62.84,0.0,1950056,2114.8,75.6,922.09948931341,43106,0.7301071776550829,beijinglinyedaxue,2135.0,28520.0,38.0,36.0,568.0,28470.0,25945.0
357,4809,北京林业大学,10022,2011,0,北京,北京林业大学,17,7987,587,7.66,0.0,1411358,1961.9,65.5,719.3832509302209,10919,0.7314772415056321,beijinglinyedaxue,2135.0,3301.0,25.0,25.0,596.0,10704.0,10704.0
358,4815,北京林业大学,10022,2014,0,北京,北京林业大学,19,7753,593,62.84,0.0,1950056,2114.8,75.6,922.09948931341,14000,0.553785714285714,beijinglinyedaxue,2135.0,11078.0,24.0,24.0,602.0,7367.0,8362.5
359,4827,北京林业大学,10022,2012,1,北京,北京林业大学,74,25317,590,8.11,0.0240483383685801,1625193,2018.6,69.2,805.108986426236,29207,0.8668127503680619,beijinglinyedaxue,2135.0,22382.0,34.0,36.0,554.0,25920.0,24996.5
360,4853,北京林业大学,10022,2013,1,北京,北京林业大学,87,28470,583,6.85,0.0228467153284672,1787940,2069.3,72.7,864.0313149374181,40420,0.7043542800593771,beijinglinyedaxue,2135.0,25649.0,34.0,34.0,582.0,25317.0,25103.33333333333
361,4890,北京理工大学,10007,2011,1,北京,北京理工大学,65,9536,600,16.6,0.0765182186234818,1411358,1961.9,65.5,719.3832509302209,30392,0.313766780731771,beijingligongdaxue,2123.0,1175.0,21.0,21.0,652.0,7447.0,7447.0
362,4898,北京理工大学,10007,2015,1,北京,北京理工大学,76,8936,633,67.33,0.0801872074882995,2133083,2152.0,75.4,991.209572490706,51000,0.17521568627451004,beijingligongdaxue,2123.0,3576.0,22.0,22.0,610.0,9466.0,9309.8
363,4911,北京理工大学,10007,2013,0,北京,北京理工大学,8,12924,594,14.04,0.0778588807785888,1787940,2069.3,72.7,864.0313149374181,12924,1.0,beijingligongdaxue,2123.0,8919.0,15.0,25.0,616.0,2427.0,2665.333333333333
364,4923,北京理工大学,10007,2015,0,北京,北京理工大学,8,3338,606,67.33,0.0801872074882995,2133083,2152.0,75.4,991.209572490706,16964,0.19676962980429102,beijingligongdaxue,2123.0,1313.0,18.0,18.0,610.0,3175.0,4819.0
365,4935,北京理工大学,10007,2014,1,北京,北京理工大学,72,9466,610,65.77,0.0946428571428571,1950056,2114.8,75.6,922.09948931341,43106,0.21959819978657302,beijingligongdaxue,2123.0,6698.0,22.0,19.0,599.0,9832.0,9270.75
366,4947,北京理工大学,10007,2011,0,北京,北京理工大学,5,3045,606,16.6,0.0765182186234818,1411358,1961.9,65.5,719.3832509302209,10919,0.278871691546845,beijingligongdaxue,2123.0,379.0,18.0,18.0,621.0,2524.0,2524.0
367,4961,北京理工大学,10007,2012,1,北京,北京理工大学,70,10268,616,15.14,0.0767371601208459,1625193,2018.6,69.2,805.108986426236,29207,0.35155955764029195,beijingligongdaxue,2123.0,6675.0,22.0,23.0,585.0,9536.0,8491.5
368,4969,北京理工大学,10007,2013,1,北京,北京理工大学,74,9832,615,14.04,0.0778588807785888,1787940,2069.3,72.7,864.0313149374181,40420,0.24324591786244396,beijingligongdaxue,2123.0,7072.0,20.0,20.0,607.0,10268.0,9083.666666666666
369,5001,北京理工大学,10007,2012,0,北京,北京理工大学,5,2427,616,15.14,0.0767371601208459,1625193,2018.6,69.2,805.108986426236,10000,0.2427,beijingligongdaxue,2123.0,1231.0,13.0,14.0,606.0,3045.0,2784.5
370,5005,北京理工大学,10007,2014,0,北京,北京理工大学,6,3175,610,65.77,0.0946428571428571,1950056,2114.8,75.6,922.09948931341,14000,0.22678571428571398,beijingligongdaxue,2123.0,2250.0,16.0,16.0,595.0,12924.0,5230.0
371,5035,北京科技大学,10008,2015,1,北京,北京科技大学,58,13927,622,66.45,0.0497659906396256,2133083,2152.0,75.4,991.209572490706,51000,0.273078431372549,beijingkejidaxue,2129.0,6322.0,26.0,26.0,598.0,14879.0,16851.4
372,5041,北京科技大学,10008,2011,1,北京,北京科技大学,42,29750,568,13.8,0.059919028340081,1411358,1961.9,65.5,719.3832509302209,30392,0.9788760200052651,beijingkejidaxue,2129.0,9832.0,35.0,35.0,643.0,11773.0,11773.0
373,5042,北京科技大学,10008,2012,1,北京,北京科技大学,49,13395,609,13.97,0.0613293051359517,1625193,2018.6,69.2,805.108986426236,29207,0.45862293285856104,beijingkejidaxue,2129.0,8839.0,27.0,27.0,568.0,29750.0,20761.5
374,5064,北京科技大学,10008,2014,1,北京,北京科技大学,57,14879,597,65.2,0.0530844155844156,1950056,2114.8,75.6,922.09948931341,43106,0.345172365795945,beijingkejidaxue,2129.0,9478.0,24.0,24.0,594.0,14460.0,17344.5
375,5065,北京科技大学,10008,2013,1,北京,北京科技大学,56,14460,605,13.0,0.0576642335766423,1787940,2069.3,72.7,864.0313149374181,40420,0.357743691241959,beijingkejidaxue,2129.0,9384.0,23.0,23.0,591.0,13395.0,18306.0
376,5093,北京第二外国语学院,10031,2014,1,北京,北京第二外国语学院,18,25962,580,60.17,0.0,1950056,2114.8,75.6,922.09948931341,43106,0.602282744861504,beijingdierwaiguoyuxueyuan,2146.0,27186.0,33.0,33.0,597.0,18670.0,15176.0
377,5099,北京第二外国语学院,10031,2012,1,北京,北京第二外国语学院,13,12942,610,0.0,0.0,1625193,2018.6,69.2,805.108986426236,29207,0.44311295237443105,beijingdierwaiguoyuxueyuan,2146.0,8605.0,26.0,26.0,589.0,15042.0,14546.0
378,5106,北京第二外国语学院,10031,2012,0,北京,北京第二外国语学院,11,2908,613,0.0,0.0,1625193,2018.6,69.2,805.108986426236,10000,0.2908,beijingdierwaiguoyuxueyuan,2146.0,1831.0,16.0,16.0,586.0,3614.0,3033.5
380,5132,北京第二外国语学院,10031,2013,0,北京,北京第二外国语学院,13,2537,621,0.0,0.0,1787940,2069.3,72.7,864.0313149374181,12924,0.196301454658001,beijingdierwaiguoyuxueyuan,2146.0,1694.0,13.0,13.0,613.0,2908.0,2991.666666666666
381,5139,北京第二外国语学院,10031,2011,0,北京,北京第二外国语学院,9,3614,603,0.0,0.0,1411358,1961.9,65.5,719.3832509302209,10919,0.330982690722594,beijingdierwaiguoyuxueyuan,2146.0,509.0,16.0,19.0,622.0,2453.0,2453.0
383,5142,北京第二外国语学院,10031,2013,1,北京,北京第二外国语学院,18,18670,597,0.0,0.0,1787940,2069.3,72.7,864.0313149374181,40420,0.461900049480455,beijingdierwaiguoyuxueyuan,2146.0,17774.0,22.0,27.0,610.0,12942.0,14011.333333333336
385,5179,北京第二外国语学院,10031,2014,0,北京,北京第二外国语学院,13,13347,580,60.17,0.0,1950056,2114.8,75.6,922.09948931341,14000,0.953357142857143,beijingdierwaiguoyuxueyuan,2146.0,16544.0,30.0,30.0,621.0,2537.0,2878.0
386,5191,北京第二外国语学院,10031,2011,1,北京,北京第二外国语学院,13,15042,589,0.0,0.0,1411358,1961.9,65.5,719.3832509302209,30392,0.494932877072914,beijingdierwaiguoyuxueyuan,2146.0,1920.0,25.0,25.0,624.0,14050.0,14050.0
387,5228,北京航空航天大学,10006,2011,1,北京,北京航空航天大学,52,1860,629,21.96,0.0748987854251012,1411358,1961.9,65.5,719.3832509302209,30392,0.0612003158725981,beijinghangkonghangtiandaxue,2129.0,477.0,12.0,12.0,672.0,1647.0,1647.0
389,5236,北京航空航天大学,10006,2014,1,北京,北京航空航天大学,60,1527,646,68.36,0.0803571428571429,1950056,2114.8,75.6,922.09948931341,43106,0.0354243028812694,beijinghangkonghangtiandaxue,2129.0,455.0,9.0,9.0,637.0,1854.0,1858.0
392,5260,北京航空航天大学,10006,2011,0,北京,北京航空航天大学,3,1333,617,21.96,0.0748987854251012,1411358,1961.9,65.5,719.3832509302209,10919,0.122080776627896,beijinghangkonghangtiandaxue,2129.0,285.0,13.0,13.0,619.0,2976.0,2976.0
394,5271,北京航空航天大学,10006,2012,0,北京,北京航空航天大学,3,1178,626,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236,10000,0.1178,beijinghangkonghangtiandaxue,2129.0,215.0,10.0,10.0,617.0,1333.0,2154.5
396,5308,北京航空航天大学,10006,2012,1,北京,北京航空航天大学,55,2071,647,21.85,0.0628398791540786,1625193,2018.6,69.2,805.108986426236,29207,0.070907659122813,beijinghangkonghangtiandaxue,2129.0,618.0,10.0,14.0,610.0,1860.0,1753.5
397,5319,北京航空航天大学,10006,2013,1,北京,北京航空航天大学,55,1854,647,19.81,0.0600973236009732,1787940,2069.3,72.7,864.0313149374181,40420,0.0458683819891143,beijinghangkonghangtiandaxue,2129.0,551.0,9.0,9.0,633.0,2071.0,1859.333333333333
398,5326,北京航空航天大学,10006,2013,0,北京,北京航空航天大学,3,1626,627,19.81,0.0600973236009732,1787940,2069.3,72.7,864.0313149374181,12924,0.125812441968431,beijinghangkonghangtiandaxue,2129.0,1059.0,10.0,10.0,626.0,1178.0,1829.0
399,5352,北京语言大学,10032,2015,0,北京,北京语言大学,14,3504,605,61.98,0.0,2133083,2152.0,75.4,991.209572490706,16964,0.206555057769394,beijingyuyandaxue,2129.0,1396.0,19.0,19.0,606.0,4135.0,2943.6
400,5355,北京语言大学,10032,2014,0,北京,北京语言大学,16,4135,606,60.49,0.0,1950056,2114.8,75.6,922.09948931341,14000,0.29535714285714304,beijingyuyandaxue,2129.0,2415.0,18.0,18.0,602.0,3459.0,2645.75
401,5361,北京语言大学,10032,2013,0,北京,北京语言大学,19,3459,616,1.11,0.0,1787940,2069.3,72.7,864.0313149374181,12924,0.267641597028784,beijingyuyandaxue,2129.0,2034.0,13.0,15.0,611.0,3196.0,2374.6666666666665
402,5364,北京语言大学,10032,2011,0,北京,北京语言大学,15,2230,611,1.58,0.0,1411358,1961.9,65.5,719.3832509302209,10919,0.20423115669933103,beijingyuyandaxue,2129.0,325.0,16.0,16.0,608.0,1698.0,1698.0
403,5374,北京语言大学,10032,2012,0,北京,北京语言大学,15,3196,611,1.48,0.0,1625193,2018.6,69.2,805.108986426236,10000,0.3196,beijingyuyandaxue,2129.0,2104.0,15.0,17.0,600.0,2230.0,1964.0
404,5406,北京邮电大学,10013,2011,1,北京,北京邮电大学,89,10833,597,8.33,0.0716599190283401,1411358,1961.9,65.5,719.3832509302209,30392,0.35644248486443797,beijingyoudiandaxue,2127.0,1320.0,22.0,22.0,644.0,11069.0,11069.0
405,5412,北京邮电大学,10013,2012,1,北京,北京邮电大学,90,8001,622,8.49,0.0773413897280967,1625193,2018.6,69.2,805.108986426236,29207,0.27394117848460997,beijingyoudiandaxue,2127.0,3584.0,21.0,21.0,582.0,10833.0,10951.0
406,5418,北京邮电大学,10013,2013,1,北京,北京邮电大学,101,6720,623,7.69,0.0788321167883212,1787940,2069.3,72.7,864.0313149374181,40420,0.16625432953983202,beijingyoudiandaxue,2127.0,3946.0,16.0,16.0,622.0,8001.0,9967.666666666666
407,5424,北京邮电大学,10013,2015,1,北京,北京邮电大学,96,12808,625,64.26,0.0566302652106084,2133083,2152.0,75.4,991.209572490706,51000,0.25113725490196104,beijingyoudiandaxue,2127.0,5670.0,25.0,25.0,560.0,43106.0,15945.8
408,5436,北京邮电大学,10013,2014,1,北京,北京邮电大学,97,43106,560,63.22,0.0589285714285714,1950056,2114.8,75.6,922.09948931341,43106,1.0,beijingyoudiandaxue,2127.0,56158.0,43.0,43.0,604.0,6720.0,9155.75
409,5461,华东师范大学,10269,2014,1,上海,华东师范大学,18,9012,611,67.73,0.11688311688311699,2160212,2415.15,75.6,894.4421671531791,43106,0.20906602329142102,huadongshifandaxue,1457.0,6698.0,26.0,19.0,608.0,12665.0,18697.0
410,5462,华东师范大学,10269,2013,1,上海,华东师范大学,20,12665,608,18.73,0.0912408759124088,2018172,2380.43,72.7,847.818251324341,40420,0.313334982681841,huadongshifandaxue,1457.0,8615.0,22.0,22.0,574.0,24729.0,24729.0
411,5469,华东师范大学,10269,2013,0,上海,华东师范大学,8,1796,626,18.73,0.0912408759124088,2018172,2380.43,72.7,847.818251324341,12924,0.13896626431445402,huadongshifandaxue,1457.0,1067.0,11.0,11.0,603.0,2597.0,2836.5
412,5472,华东师范大学,10269,2015,1,上海,华东师范大学,25,6724,639,69.9,0.127457098283931,2356094,2426.0,75.4,971.1846661170649,51000,0.131843137254902,huadongshifandaxue,1457.0,3343.0,20.0,20.0,611.0,9012.0,15468.666666666664
413,5482,华东师范大学,10269,2015,0,上海,华东师范大学,11,1372,619,69.9,0.127457098283931,2356094,2426.0,75.4,971.1846661170649,16964,0.0808771516151851,huadongshifandaxue,1457.0,186.0,12.0,13.0,620.0,1685.0,2288.5
414,5495,华东师范大学,10269,2014,0,上海,华东师范大学,9,1685,620,67.73,0.11688311688311699,2160212,2415.15,75.6,894.4421671531791,14000,0.12035714285714301,huadongshifandaxue,1457.0,1172.0,12.0,12.0,626.0,1796.0,2489.6666666666665
415,5542,华东政法大学,10276,2014,1,上海,华东政法大学,30,21748,586,60.59,0.0,2160212,2415.15,75.6,894.4421671531791,43106,0.504523732195054,huadongzhengfadaxue,1457.0,13084.0,30.0,30.0,591.0,22447.0,21306.33333333333
416,5543,华东政法大学,10276,2012,0,上海,华东政法大学,23,3855,608,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129,10000,0.3855,huadongzhengfadaxue,1457.0,2162.0,18.0,18.0,586.0,4978.0,4978.0
417,5548,华东政法大学,10276,2014,0,上海,华东政法大学,22,5462,600,60.59,0.0,2160212,2415.15,75.6,894.4421671531791,14000,0.39014285714285707,huadongzhengfadaxue,1457.0,2576.0,15.0,20.0,609.0,3524.0,4119.0
418,5561,华东政法大学,10276,2013,1,上海,华东政法大学,34,22447,591,1.42,0.0257907542579075,2018172,2380.43,72.7,847.818251324341,40420,0.5553438891637801,huadongzhengfadaxue,1457.0,21917.0,30.0,30.0,584.0,18808.0,20736.0
419,5574,华东政法大学,10276,2012,1,上海,华东政法大学,27,18808,599,1.3,0.0256495468277946,1919569,2347.46,69.2,817.721707718129,29207,0.6439552162152911,huadongzhengfadaxue,1457.0,17777.0,32.0,32.0,577.0,22664.0,22664.0
422,5616,华东政法大学,10276,2013,0,上海,华东政法大学,26,3524,616,1.42,0.0257907542579075,2018172,2380.43,72.7,847.818251324341,12924,0.272670999690498,huadongzhengfadaxue,1457.0,2034.0,15.0,15.0,608.0,3855.0,4416.5
423,5646,华东理工大学,10251,2013,1,上海,华东理工大学,36,16041,602,13.21,0.0255474452554745,2018172,2380.43,72.7,847.818251324341,40420,0.39685799109351794,huadongligongdaxue,1448.0,9868.0,25.0,25.0,606.0,15180.0,16039.666666666664
424,5648,华东理工大学,10251,2012,1,上海,华东理工大学,36,15180,606,12.54,0.0255589123867069,1919569,2347.46,69.2,817.721707718129,29207,0.519738418872188,huadongligongdaxue,1448.0,9091.0,30.0,28.0,570.0,18832.0,16469.5
425,5655,华东理工大学,10251,2011,1,上海,华东理工大学,34,18832,583,12.15,0.0280566801619433,1716598,2302.66,65.5,745.4847871591991,30392,0.61963674651224,huadongligongdaxue,1448.0,2874.0,28.0,28.0,627.0,14107.0,14107.0
426,5656,华东理工大学,10251,2015,1,上海,华东理工大学,37,12327,626,66.08,0.0341653666146646,2356094,2426.0,75.4,971.1846661170649,51000,0.241705882352941,huadongligongdaxue,1448.0,5670.0,25.0,25.0,599.0,14042.0,15640.4
