"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"13764","西北工业大学",10699,2015,"文科","陕西","西北工业大学",4,7643,590,67.82,0.0463338533541342,1768994,3775,75.4,468.607682119205,16964,0.450542324923367,"xibeigongyedaxue",1641
"13775","西北工业大学",10699,2011,"文科","陕西","西北工业大学",4,9566,583,17.08,0,1012348,3735,65.5,271.043641231593,10919,0.876087553805294,"xibeigongyedaxue",1641
"13787","西北工业大学",10699,2014,"理科","陕西","西北工业大学",34,30588,574,65.87,0.0420454545454545,1604521,3764,75.6,426.280818278427,43106,0.709599591704171,"xibeigongyedaxue",1641
"13791","西北工业大学",10699,2015,"理科","陕西","西北工业大学",41,14195,622,67.82,0.0463338533541342,1768994,3775,75.4,468.607682119205,51000,0.278333333333333,"xibeigongyedaxue",1641
"13817","西南交通大学",10613,2012,"文科","四川","西南交通大学",6,7011,597,10.33,0.0277039274924471,2102668,8050,69.2,261.20099378882,10000,0.7011,"xinanjiaotongdaxue",1588
"13821","西南交通大学",10613,2010,"文科","四川","西南交通大学",4,8974,599,9.77,0.0267489711934156,1415128,8185,61.5,172.892852779475,10869,0.82565093384856,"xinanjiaotongdaxue",1588
"13822","西南交通大学",10613,2015,"文科","四川","西南交通大学",17,8129,588,64.73,0,2853666,8140,75.4,350.573218673219,16964,0.479191228483848,"xinanjiaotongdaxue",1588
"13828","西南交通大学",10613,2013,"理科","四川","西南交通大学",112,21190,593,9.61,0.0277372262773723,2387280,8076.2,72.7,295.594462742379,40420,0.524245423057892,"xinanjiaotongdaxue",1588
"13834","西南交通大学",10613,2014,"理科","四川","西南交通大学",110,18009,592,63.84,0.0438311688311688,2626077,8107,75.6,323.927100037005,43106,0.417784067183223,"xinanjiaotongdaxue",1588
"13843","西南交通大学",10613,2011,"理科","四川","西南交通大学",100,20792,580,10.15,0,1718548,8044.92,65.5,213.619029151315,30392,0.684127401947881,"xinanjiaotongdaxue",1588
"13862","西南交通大学",10613,2012,"理科","四川","西南交通大学",104,17702,601,10.33,0.0277039274924471,2102668,8050,69.2,261.20099378882,29207,0.606087581744102,"xinanjiaotongdaxue",1588
"13877","西南交通大学",10613,2015,"理科","四川","西南交通大学",121,19107,614,64.73,0,2853666,8140,75.4,350.573218673219,51000,0.374647058823529,"xinanjiaotongdaxue",1588
"13881","西南交通大学",10613,2013,"文科","四川","西南交通大学",12,10964,594,9.61,0.0277372262773723,2387280,8076.2,72.7,295.594462742379,12924,0.848344165892912,"xinanjiaotongdaxue",1588
"13901","西南交通大学",10613,2011,"文科","四川","西南交通大学",7,8771,585,10.15,0,1718548,8044.92,65.5,213.619029151315,10919,0.80327868852459,"xinanjiaotongdaxue",1588
"13917","西南交通大学",10613,2010,"理科","四川","西南交通大学",92,17479,635,9.77,0.0267489711934156,1415128,8185,61.5,172.892852779475,29550,0.591505922165821,"xinanjiaotongdaxue",1588
"13925","西南交通大学",10613,2014,"文科","四川","西南交通大学",14,7711,593,63.84,0.0438311688311688,2626077,8107,75.6,323.927100037005,14000,0.550785714285714,"xinanjiaotongdaxue",1588
"13961","西南大学",10635,2012,"理科","重庆","西南大学",42,24017,591,10.52,0.0525679758308157,1001137,2919,69.2,342.972593353888,29207,0.822302872599034,"xinandaxue",1581
"13969","西南大学",19635,2015,"文科","重庆","西南大学(荣昌校区)",7,16964,573,65.15,0.0742589703588143,1426540,2991,75.4,476.944165830826,16964,1,"xinandaxue",1581
"13971","西南大学",10635,2015,"理科","重庆","西南大学",30,27205,602,65.15,0.0742589703588143,1426540,2991,75.4,476.944165830826,51000,0.53343137254902,"xinandaxue",1581
"13980","西南大学",19635,2015,"理科","重庆","西南大学(荣昌校区)",48,51000,577,65.15,0.0742589703588143,1426540,2991,75.4,476.944165830826,51000,1,"xinandaxue",1581
"13983","西南大学",10635,2013,"文科","重庆","西南大学",13,8830,598,10.32,0.0515815085158151,1140960,2945,72.7,387.422750424448,12924,0.683225007737543,"xinandaxue",1581
"13988","西南大学",10635,2011,"文科","重庆","西南大学",7,8230,586,9.96,0.0603238866396761,792558,2884.62,65.5,274.753000395199,10919,0.753732026742376,"xinandaxue",1581
"13999","西南大学",10635,2011,"理科","重庆","西南大学",36,28930,569,9.96,0.0603238866396761,792558,2884.62,65.5,274.753000395199,30392,0.951895235588313,"xinandaxue",1581
"14011","西南大学",10635,2010,"理科","重庆","西南大学",37,29392,621,9.33,0.0633744855967078,653001,2859,61.5,228.401888772298,29550,0.994653130287648,"xinandaxue",1581
"14016","西南大学",10635,2014,"理科","重庆","西南大学",39,29164,575,64.13,0.076461038961039,1265669,2970,75.6,426.151178451178,43106,0.676564747366956,"xinandaxue",1581
"14036","西南大学",10635,2012,"文科","重庆","西南大学",6,7397,596,10.52,0.0525679758308157,1001137,2919,69.2,342.972593353888,10000,0.7397,"xinandaxue",1581
"14039","西南大学",10635,2013,"理科","重庆","西南大学",45,28065,584,10.32,0.0515815085158151,1140960,2945,72.7,387.422750424448,40420,0.694334487877288,"xinandaxue",1581
"14051","西南大学",10635,2015,"文科","重庆","西南大学",12,7265,591,65.15,0.0742589703588143,1426540,2991,75.4,476.944165830826,16964,0.428259844376326,"xinandaxue",1581
"14061","西南大学",10635,2014,"文科","重庆","西南大学",12,7579,593,64.13,0.076461038961039,1265669,2970,75.6,426.151178451178,14000,0.541357142857143,"xinandaxue",1581
"14077","西南大学",10635,2010,"文科","重庆","西南大学",13,8751,599,9.33,0.0633744855967078,653001,2859,61.5,228.401888772298,10869,0.805133866961082,"xinandaxue",1581
"14109","西南政法大学",60652,2015,"文科","重庆","西南政法大学(中外合作办学专业)",6,4827,599,62.9,0.0386895475819033,1426540,2991,75.4,476.944165830826,16964,0.284543739684037,"xinanzhengfadaxue",1298
"14113","西南政法大学",60652,2014,"理科","重庆","西南政法大学(中外合作办学专业)",4,30108,574,61.44,0.0402597402597403,1265669,2970,75.6,426.151178451178,43106,0.698464250916346,"xinanzhengfadaxue",1298
"14121","西南政法大学",60652,2014,"文科","重庆","西南政法大学(中外合作办学专业)",4,6549,597,61.44,0.0402597402597403,1265669,2970,75.6,426.151178451178,14000,0.467785714285714,"xinanzhengfadaxue",1298
"14124","西南政法大学",60652,2015,"理科","重庆","西南政法大学(中外合作办学专业)",4,19926,612,62.9,0.0386895475819033,1426540,2991,75.4,476.944165830826,51000,0.390705882352941,"xinanzhengfadaxue",1298
"14134","西南政法大学",10652,2015,"理科","重庆","西南政法大学",38,18321,615,62.9,0.0386895475819033,1426540,2991,75.4,476.944165830826,51000,0.359235294117647,"xinanzhengfadaxue",1298
"14137","西南政法大学",10652,2012,"文科","重庆","西南政法大学",70,4657,605,3.71,0.0401812688821752,1001137,2919,69.2,342.972593353888,10000,0.4657,"xinanzhengfadaxue",1298
"14149","西南政法大学",10652,2011,"理科","重庆","西南政法大学",68,21429,579,3.77,0.0389878542510121,792558,2884.62,65.5,274.753000395199,30392,0.705086864964464,"xinanzhengfadaxue",1298
"14161","西南政法大学",10652,2011,"文科","重庆","西南政法大学",67,5779,594,3.77,0.0389878542510121,792558,2884.62,65.5,274.753000395199,10919,0.529260921329792,"xinanzhengfadaxue",1298
"14173","西南政法大学",10652,2010,"理科","重庆","西南政法大学",69,23308,627,3.81,0.0306172839506173,653001,2859,61.5,228.401888772298,29550,0.788764805414552,"xinanzhengfadaxue",1298
"14185","西南政法大学",10652,2014,"文科","重庆","西南政法大学",68,5628,600,61.44,0.0402597402597403,1265669,2970,75.6,426.151178451178,14000,0.402,"xinanzhengfadaxue",1298
"14197","西南政法大学",10652,2013,"理科","重庆","西南政法大学",63,22561,591,3.36,0.0401459854014599,1140960,2945,72.7,387.422750424448,40420,0.558164275111331,"xinanzhengfadaxue",1298
"14210","西南政法大学",10652,2014,"理科","重庆","西南政法大学",63,22600,585,61.44,0.0402597402597403,1265669,2970,75.6,426.151178451178,43106,0.524288962093444,"xinanzhengfadaxue",1298
"14222","西南政法大学",10652,2015,"文科","重庆","西南政法大学",42,3166,607,62.9,0.0386895475819033,1426540,2991,75.4,476.944165830826,16964,0.186630511671776,"xinanzhengfadaxue",1298
"14234","西南政法大学",10652,2013,"文科","重庆","西南政法大学",69,4279,612,3.36,0.0401459854014599,1140960,2945,72.7,387.422750424448,12924,0.331089445991953,"xinanzhengfadaxue",1298
"14255","西南政法大学",10652,2010,"文科","重庆","西南政法大学",65,4122,613,3.81,0.0306172839506173,653001,2859,61.5,228.401888772298,10869,0.379243720673475,"xinanzhengfadaxue",1298
"14262","西南政法大学",10652,2012,"理科","重庆","西南政法大学",61,18152,601,3.71,0.0401812688821752,1001137,2919,69.2,342.972593353888,29207,0.621494847125689,"xinanzhengfadaxue",1298
"14285","西南财经大学",10651,2011,"文科","四川","西南财经大学",24,3556,603,4.34,0.0518218623481781,1718548,8044.92,65.5,213.619029151315,10919,0.325670848978844,"xinancaijingdaxue",1584
"14294","西南财经大学",10651,2014,"文科","四川","西南财经大学",32,3159,610,61.81,0.0534090909090909,2626077,8107,75.6,323.927100037005,14000,0.225642857142857,"xinancaijingdaxue",1584
"14296","西南财经大学",60651,2015,"理科","四川","西南财经大学(中外合作办学专业)",8,27364,602,63.39,0.0541341653666147,2853666,8140,75.4,350.573218673219,51000,0.536549019607843,"xinancaijingdaxue",1584
"14297","西南财经大学",10651,2010,"理科","四川","西南财经大学",36,7402,652,4.55,0.0806584362139918,1415128,8185,61.5,172.892852779475,29550,0.250490693739425,"xinancaijingdaxue",1584
"14308","西南财经大学",10651,2012,"理科","四川","西南财经大学",36,12994,610,4.45,0.0380664652567976,2102668,8050,69.2,261.20099378882,29207,0.444893347485192,"xinancaijingdaxue",1584
"14320","西南财经大学",10651,2012,"文科","四川","西南财经大学",24,2639,614,4.45,0.0380664652567976,2102668,8050,69.2,261.20099378882,10000,0.2639,"xinancaijingdaxue",1584
"14333","西南财经大学",60651,2015,"文科","四川","西南财经大学(中外合作办学专业)",6,5081,598,63.39,0.0541341653666147,2853666,8140,75.4,350.573218673219,16964,0.299516623437868,"xinancaijingdaxue",1584
"14336","西南财经大学",10651,2013,"理科","四川","西南财经大学",63,13048,608,4.26,0.0389294403892944,2387280,8076.2,72.7,295.594462742379,40420,0.322810489856507,"xinancaijingdaxue",1584
"14341","西南财经大学",10651,2013,"文科","四川","西南财经大学",27,3903,614,4.26,0.0389294403892944,2387280,8076.2,72.7,295.594462742379,12924,0.301996285979573,"xinancaijingdaxue",1584
"14353","西南财经大学",10651,2015,"文科","四川","西南财经大学",26,3682,604,63.39,0.0541341653666147,2853666,8140,75.4,350.573218673219,16964,0.217047866069323,"xinancaijingdaxue",1584
"14365","西南财经大学",10651,2010,"文科","四川","西南财经大学",25,4433,612,4.55,0.0806584362139918,1415128,8185,61.5,172.892852779475,10869,0.407857208574846,"xinancaijingdaxue",1584
"14379","西南财经大学",10651,2014,"理科","四川","西南财经大学",49,10826,606,61.81,0.0534090909090909,2626077,8107,75.6,323.927100037005,43106,0.251148332018744,"xinancaijingdaxue",1584
"14387","西南财经大学",10651,2015,"理科","四川","西南财经大学",48,9156,633,63.39,0.0541341653666147,2853666,8140,75.4,350.573218673219,51000,0.179529411764706,"xinancaijingdaxue",1584
"14399","西南财经大学",10651,2011,"理科","四川","西南财经大学",36,18147,584,4.34,0.0518218623481781,1718548,8044.92,65.5,213.619029151315,30392,0.597097920505396,"xinancaijingdaxue",1584
"14433","西安交通大学",10698,2013,"文科","陕西","西安交通大学",2,3996,614,25.59,0.0664233576642336,1445368,3753,72.7,385.123367972289,12924,0.309192200557103,"xianjiaotongdaxue",1637
"14439","西安交通大学",10698,2013,"理科","陕西","西安交通大学",38,6376,625,25.59,0.0664233576642336,1445368,3753,72.7,385.123367972289,40420,0.157743691241959,"xianjiaotongdaxue",1637
"14443","西安交通大学",10698,2014,"理科","陕西","西安交通大学",40,19386,590,70.55,0.108603896103896,1604521,3764,75.6,426.280818278427,43106,0.449728576068297,"xianjiaotongdaxue",1637
"14454","西安交通大学",10698,2011,"理科","陕西","西安交通大学",30,4670,615,26.73,0.0898785425101215,1012348,3735,65.5,271.043641231593,30392,0.153658857594104,"xianjiaotongdaxue",1637
"14465","西安交通大学",10698,2012,"理科","陕西","西安交通大学",31,3934,636,26.43,0.0667673716012085,1251230,3743,69.2,334.285332620892,29207,0.134693737802582,"xianjiaotongdaxue",1637
"14479","西安交通大学",10698,2014,"文科","陕西","西安交通大学",2,2843,612,70.55,0.108603896103896,1604521,3764,75.6,426.280818278427,14000,0.203071428571429,"xianjiaotongdaxue",1637
"14480","西安交通大学",10698,2012,"文科","陕西","西安交通大学",2,2488,615,26.43,0.0667673716012085,1251230,3743,69.2,334.285332620892,10000,0.2488,"xianjiaotongdaxue",1637
"14491","西安交通大学",10698,2010,"理科","陕西","西安交通大学",28,4333,660,27.45,0.0584362139917695,816980,3727,61.5,219.205795546016,29550,0.14663282571912,"xianjiaotongdaxue",1637
"14502","西安交通大学",10698,2015,"文科","陕西","西安交通大学",3,3670,604,72.13,0.109204368174727,1768994,3775,75.4,468.607682119205,16964,0.216340485734497,"xianjiaotongdaxue",1637
"14517","西安交通大学",10698,2015,"理科","陕西","西安交通大学",44,6972,638,72.13,0.109204368174727,1768994,3775,75.4,468.607682119205,51000,0.136705882352941,"xianjiaotongdaxue",1637
"14528","西安交通大学",10698,2011,"文科","陕西","西安交通大学",2,6184,593,26.73,0.0898785425101215,1012348,3735,65.5,271.043641231593,10919,0.566352230057698,"xianjiaotongdaxue",1637
"14554","西安外国语大学",10724,2012,"理科","陕西","西安外国语大学",7,28070,586,0,0,1251230,3743,69.2,334.285332620892,29207,0.961070976135858,"xianwaiguoyudaxue",1638
"14555","西安外国语大学",10724,2012,"文科","陕西","西安外国语大学",18,7512,595,0,0,1251230,3743,69.2,334.285332620892,10000,0.7512,"xianwaiguoyudaxue",1638
"14566","西安外国语大学",10724,2014,"文科","陕西","西安外国语大学",13,9022,589,60.1,0,1604521,3764,75.6,426.280818278427,14000,0.644428571428571,"xianwaiguoyudaxue",1638
"14578","西安外国语大学",10724,2015,"理科","陕西","西安外国语大学",13,31659,597,0,0,1768994,3775,75.4,468.607682119205,51000,0.620764705882353,"xianwaiguoyudaxue",1638
"14593","西安外国语大学",10724,2011,"理科","陕西","西安外国语大学",6,18751,583,0,0,1012348,3735,65.5,271.043641231593,30392,0.616971571466175,"xianwaiguoyudaxue",1638
"14598","西安外国语大学",10724,2013,"文科","陕西","西安外国语大学",19,9510,597,0,0,1445368,3753,72.7,385.123367972289,12924,0.735840297121634,"xianwaiguoyudaxue",1638
"14610","西安外国语大学",10724,2010,"文科","陕西","西安外国语大学",13,7240,603,0,0,816980,3727,61.5,219.205795546016,10869,0.666114637961174,"xianwaiguoyudaxue",1638
"14622","西安外国语大学",10724,2010,"理科","陕西","西安外国语大学",7,28511,622,0,0,816980,3727,61.5,219.205795546016,29550,0.964839255499154,"xianwaiguoyudaxue",1638
"14634","西安外国语大学",10724,2011,"文科","陕西","西安外国语大学",19,7548,588,0,0,1012348,3735,65.5,271.043641231593,10919,0.69127209451415,"xianwaiguoyudaxue",1638
"14646","西安外国语大学",10724,2015,"文科","陕西","西安外国语大学",12,8725,587,0,0,1768994,3775,75.4,468.607682119205,16964,0.514324451780241,"xianwaiguoyudaxue",1638
"14655","西安外国语大学",10724,2013,"理科","陕西","西安外国语大学",6,26479,586,0,0,1445368,3753,72.7,385.123367972289,40420,0.655096486887679,"xianwaiguoyudaxue",1638
"14671","西安外国语大学",10724,2014,"理科","陕西","西安外国语大学",12,32252,572,60.1,0,1604521,3764,75.6,426.280818278427,43106,0.748202106435299,"xianwaiguoyudaxue",1638
"14698","西安建筑科技大学",10703,2013,"理科","陕西","西安建筑科技大学",5,16639,601,2.65,0,1445368,3753,72.7,385.123367972289,40420,0.411652647204354,"xianjianzhukejidaxue",1636
"14699","西安建筑科技大学",10703,2010,"文科","陕西","西安建筑科技大学",2,10869,595,2.72,0,816980,3727,61.5,219.205795546016,10869,1,"xianjianzhukejidaxue",1636
"14700","西安建筑科技大学",10703,2015,"理科","陕西","西安建筑科技大学",19,35464,592,62.64,0,1768994,3775,75.4,468.607682119205,51000,0.695372549019608,"xianjianzhukejidaxue",1636
"14706","西安建筑科技大学",10703,2014,"理科","陕西","西安建筑科技大学",11,26273,579,61.14,0,1604521,3764,75.6,426.280818278427,43106,0.609497517746949,"xianjianzhukejidaxue",1636
"14713","西安建筑科技大学",10703,2012,"理科","陕西","西安建筑科技大学",3,12065,612,2.76,0,1251230,3743,69.2,334.285332620892,29207,0.413085904064094,"xianjianzhukejidaxue",1636
"14726","西安建筑科技大学",10703,2010,"理科","陕西","西安建筑科技大学",1,7387,652,2.72,0,816980,3727,61.5,219.205795546016,29550,0.249983079526227,"xianjianzhukejidaxue",1636
